family,metric,method,baseline,independent_training_group_count,paired_mean_delta,bootstrap_ci_low,bootstrap_ci_high,bootstrap_resamples,statistical_unit
all_primary,relative_delta_change_from_unscrambled,naive_factor_average,naive_factor_average,5,0.0,0.0,0.0,4000,independent_adapter_training_group
all_primary,maximum_test_logit_change,naive_factor_average,naive_factor_average,5,0.0,0.0,0.0,4000,independent_adapter_training_group
all_primary,test_prediction_disagreement,naive_factor_average,naive_factor_average,5,0.0,0.0,0.0,4000,independent_adapter_training_group
all_primary,test_accuracy_change,naive_factor_average,naive_factor_average,5,0.0,0.0,0.0,4000,independent_adapter_training_group
all_primary,relative_delta_change_from_unscrambled,full_delta_svd,naive_factor_average,5,-3.218202213539312,-3.4375731459590986,-2.998831281119525,4000,independent_adapter_training_group
all_primary,maximum_test_logit_change,full_delta_svd,naive_factor_average,5,-2.492848962643672,-2.610167462949671,-2.32968253186458,4000,independent_adapter_training_group
all_primary,test_prediction_disagreement,full_delta_svd,naive_factor_average,5,-0.17732833333333334,-0.18044177083333332,-0.17367791666666668,4000,independent_adapter_training_group
all_primary,test_accuracy_change,full_delta_svd,naive_factor_average,5,0.035829583333333324,0.03189708333333334,0.04043416666666664,4000,independent_adapter_training_group
all_primary,relative_delta_change_from_unscrambled,canonical_svd_factor_average,naive_factor_average,5,-3.218202213539312,-3.437573145959098,-2.998831281119525,4000,independent_adapter_training_group
all_primary,maximum_test_logit_change,canonical_svd_factor_average,naive_factor_average,5,-2.492848962643675,-2.6101674629496747,-2.329682531864583,4000,independent_adapter_training_group
all_primary,test_prediction_disagreement,canonical_svd_factor_average,naive_factor_average,5,-0.17732833333333334,-0.18047833333333335,-0.17366705208333327,4000,independent_adapter_training_group
all_primary,test_accuracy_change,canonical_svd_factor_average,naive_factor_average,5,0.035829583333333324,0.03189708333333334,0.04043416666666664,4000,independent_adapter_training_group
all_primary,relative_delta_change_from_unscrambled,pairwise_reference_alignment,naive_factor_average,5,-3.2182022135393042,-3.4360018599770887,-2.9988312811195184,4000,independent_adapter_training_group
all_primary,maximum_test_logit_change,pairwise_reference_alignment,naive_factor_average,5,-2.4928489626436585,-2.6101674629496556,-2.3296825318645675,4000,independent_adapter_training_group
all_primary,test_prediction_disagreement,pairwise_reference_alignment,naive_factor_average,5,-0.17732833333333334,-0.18044083333333333,-0.17367791666666668,4000,independent_adapter_training_group
all_primary,test_accuracy_change,pairwise_reference_alignment,naive_factor_average,5,0.035829583333333324,0.03189708333333333,0.04043416666666664,4000,independent_adapter_training_group
all_primary,relative_delta_change_from_unscrambled,global_synchronization,naive_factor_average,5,-3.2182022135392963,-3.437573145959079,-2.998831281119514,4000,independent_adapter_training_group
all_primary,maximum_test_logit_change,global_synchronization,naive_factor_average,5,-2.4928489626436248,-2.6101674629496356,-2.3356256474298567,4000,independent_adapter_training_group
all_primary,test_prediction_disagreement,global_synchronization,naive_factor_average,5,-0.17732833333333334,-0.1803729166666667,-0.17378333333333335,4000,independent_adapter_training_group
all_primary,test_accuracy_change,global_synchronization,naive_factor_average,5,0.035829583333333324,0.03189708333333334,0.04043416666666664,4000,independent_adapter_training_group
all_primary,relative_delta_change_from_unscrambled,cycle_aware_alignment,naive_factor_average,5,-3.218202213539312,-3.437573145959098,-2.9988312811195255,4000,independent_adapter_training_group
all_primary,maximum_test_logit_change,cycle_aware_alignment,naive_factor_average,5,-2.492848962643672,-2.608049611391249,-2.32968253186458,4000,independent_adapter_training_group
all_primary,test_prediction_disagreement,cycle_aware_alignment,naive_factor_average,5,-0.17732833333333334,-0.18044083333333333,-0.17378333333333335,4000,independent_adapter_training_group
all_primary,test_accuracy_change,cycle_aware_alignment,naive_factor_average,5,0.035829583333333324,0.03189708333333334,0.04030916666666664,4000,independent_adapter_training_group
all_primary,relative_delta_change_from_unscrambled,oracle_alignment,naive_factor_average,5,-3.2182022135393127,-3.4375731459590995,-3.0047744857084355,4000,independent_adapter_training_group
all_primary,maximum_test_logit_change,oracle_alignment,naive_factor_average,5,-2.492848962643676,-2.6101674629496756,-2.3356256474299344,4000,independent_adapter_training_group
all_primary,test_prediction_disagreement,oracle_alignment,naive_factor_average,5,-0.17732833333333334,-0.18044083333333333,-0.17374375,4000,independent_adapter_training_group
all_primary,test_accuracy_change,oracle_alignment,naive_factor_average,5,0.035829583333333324,0.03189708333333334,0.04043416666666664,4000,independent_adapter_training_group
