setting_id,dataset,phase,seed,method,implementation,accuracy,loss,ece,chart_accuracy,chart_cross_entropy,task_accuracy_correct_chart,task_accuracy_incorrect_chart,chart_training_examples,router_samples,selector_validation_examples,calibration_examples,test_examples,trainable_parameters,stored_parameters,parameter_multiplier,branch_count,candidate_count,training_time_seconds,batch_size,context_mode,certificate_activated,output_type,abstention_threshold,coverage,logits_sha256,label_permutation_hash_passed,execution_commit,source_sha256,command
FashionMNIST_discovery_seed2,FashionMNIST,discovery,2,trained_d4_equivariant_cnn_chart_classifier,trained_neural,0.6955,0.9010016519304154,0.03532432443464659,0.6754999756813049,0.8154523968696594,0.7942265272140503,0.4899846017360687,1000,1000,500,500,2000,3913,61937,1.0674376120226112,8,1,9.32149933394976,128,inferred,True,branch_model,,1.0,d92045914dcef6ad019b030341f65568d7dc2dd4d336e49c9435086010b7e6ff,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed2,FashionMNIST,discovery,2,structured_group_router,trained_neural,0.6955,0.9010016519304154,0.03532432443464659,0.6754999756813049,0.8154523968696594,0.7942265272140503,0.4899846017360687,1000,1000,500,500,2000,3913,61937,1.0674376120226112,8,1,9.32149933394976,128,inferred,True,router,,1.0,d92045914dcef6ad019b030341f65568d7dc2dd4d336e49c9435086010b7e6ff,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed2,FashionMNIST,discovery,2,canonicalize_pool_retransport_inferred,trained_neural,0.694,1.0302599541939959,0.024305706606873402,0.6754999756813049,0.8154523968696594,0.8016284108161926,0.4699537754058838,1000,1000,500,500,2000,3913,61937,1.0674376120226112,8,1,9.32149933394976,128,inferred,True,branch_model,,1.0,d92045914dcef6ad019b030341f65568d7dc2dd4d336e49c9435086010b7e6ff,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed2,FashionMNIST,discovery,2,uncertainty_weighted_structured_retransport,trained_neural,0.68,0.9609590614612905,0.07573182861886923,0.6754999756813049,0.8154523968696594,0.7727609276771545,0.4869029223918915,1000,1000,500,500,2000,3913,61937,1.0674376120226112,8,1,9.32149933394976,128,inferred,True,branch_model,,1.0,d92045914dcef6ad019b030341f65568d7dc2dd4d336e49c9435086010b7e6ff,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed2,FashionMNIST,discovery,2,chart_abstaining_structured_retransport,trained_neural,0.6925,0.9992442685722128,0.02207957611949715,0.6754999756813049,0.8154523968696594,0.7979274392127991,0.47303542494773865,1000,1000,500,500,2000,3913,61937,1.0674376120226112,8,2,9.32149933394976,128,inferred,True,branch_model,0.22101086378097534,0.9670000076293945,d92045914dcef6ad019b030341f65568d7dc2dd4d336e49c9435086010b7e6ff,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed2,FashionMNIST,discovery,2,supplied_chart_oracle,diagnostic_control,0.759,0.6631906421751226,0.041555721126022176,0.12449999898672104,14.546420097351074,0.7751004099845886,0.7567104697227478,1000,1000,500,500,2000,0,58024,1.0,8,1,3.3453000420704484,128,supplied,False,branch_model,,1.0,d92045914dcef6ad019b030341f65568d7dc2dd4d336e49c9435086010b7e6ff,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed2,FashionMNIST,discovery,2,random_action_control,diagnostic_control,0.267,4.06747048940113,0.41011541712752053,0.12449999898672104,14.546420097351074,0.2811245024204254,0.26499143242836,1000,1000,500,500,2000,0,58024,1.0,8,1,3.3453000420704484,128,inferred,False,branch_model,,1.0,d92045914dcef6ad019b030341f65568d7dc2dd4d336e49c9435086010b7e6ff,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed2,FashionMNIST,discovery,2,wrong_action_control,diagnostic_control,0.086,5.941718732023033,0.648019479791821,0.6754999756813049,14.546420097351074,0.03774981573224068,0.18644067645072937,1000,1000,500,500,2000,0,58024,1.0,8,1,9.32149933394976,128,inferred,False,branch_model,,1.0,d92045914dcef6ad019b030341f65568d7dc2dd4d336e49c9435086010b7e6ff,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed2,FashionMNIST,discovery,2,ensemble_reference,trained_neural,0.2585,2.2774227374014795,0.12869138033205682,0.12449999898672104,14.546420097351074,0.2008032202720642,0.2667047381401062,1000,1000,500,500,2000,0,58024,1.0,8,1,3.3453000420704484,128,none,False,ensemble,,1.0,d92045914dcef6ad019b030341f65568d7dc2dd4d336e49c9435086010b7e6ff,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed3,FashionMNIST,discovery,3,context_blind_synchronization,trained_neural,0.2435,2.329664230242633,0.14348469047060577,0.14949999749660492,9.337409019470215,0.23076923191547394,0.24573780596256256,1000,1000,500,500,2000,0,58024,1.0,8,1,2.3026778341736645,128,none,False,branch_model,,1.0,d1a86becd4a73c296a37bf5b2b905d7b4337e50dab08b2df0bf2d282fc3eadf0,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed3,FashionMNIST,discovery,3,standard_cnn_chart_classifier,trained_neural,0.209,2.823642212868058,0.31149810033963976,0.14949999749660492,9.337409019470215,0.4046822786331177,0.1746031790971756,1000,1000,500,500,2000,12152,70176,1.2094305804494692,8,1,2.502182167256251,128,inferred,False,branch_model,,1.0,d1a86becd4a73c296a37bf5b2b905d7b4337e50dab08b2df0bf2d282fc3eadf0,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
