architecture,dataset,collection,domain,method,accuracy,loss,ece,worst_task_accuracy,forgetting,trainable_parameters,stored_parameters,branch_count,latency_seconds,peak_memory_mb,selector_validation_samples,candidate_count,lift_activated,selected_ordinary_method,leakage_hash_passed,logits_sha256
resnet18,CIFAR100,1,gaussian_shift,git_rebasin_shared_feature_identity,0.198,4.04712390624922,0.1715077515164326,0.17647058823529413,0.025972447158120478,0,51200,1,6.095878779888153e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,gaussian_shift,c2m3_shared_feature_identity,0.198,4.04712390624922,0.1715077515164326,0.17647058823529413,0.025972447158120478,0,51200,1,6.349990144371986e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,gaussian_shift,task_arithmetic,0.198,4.04712390624922,0.1715077515164326,0.17647058823529413,0.025972447158120478,0,51200,1,6.116717122495174e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,gaussian_shift,ties,0.198,3.9011781850634506,0.1623041045589216,0.17647058823529413,0.025972447158120478,0,51200,1,6.083305925130844e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,gaussian_shift,dare,0.156,4.073314263483367,0.1247405911229533,0.13770053475935828,0.06779518974646201,0,51200,1,6.070896051824093e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,gaussian_shift,regmean,0.198,4.04712390624922,0.1715077515164326,0.17647058823529413,0.025972447158120478,0,51200,1,6.195809692144394e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,gaussian_shift,cca_shared_feature_alignment,0.198,4.04712390624922,0.1715077515164326,0.17647058823529413,0.025972447158120478,0,51200,1,6.24579843133688e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,gaussian_shift,low_rank_task_subspace,0.198,4.047123906269436,0.1715077515168441,0.17647058823529413,0.025972447158120478,0,51200,1,6.183399818837643e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,gaussian_shift,twistedmerge_hodge_lr,0.198,4.04712390624922,0.1715077515164326,0.17647058823529413,0.025972447158120478,0,51200,1,6.095808930695057e-05,358.03125,600,6,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,gaussian_shift,adaptive_router,0.184,4.025890050748343,0.15596151022218174,0.16844919786096257,0.04004454091968045,404,204800,4,6.445799954235554e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,gaussian_shift,ensemble_reference,0.198,4.04712390624922,0.1715077515164326,0.17647058823529413,0.025972447158120478,0,204800,4,6.104214116930962e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,2,clean,uniform_model_soup,0.514,3.7739140963383204,0.4872588813490727,0.49019607843137253,0.04271261663656108,0,51200,1,0.00010158400982618332,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,clean,greedy_model_soup,0.425,5.656880172228702,0.377715300204395,0.3686274509803922,0.1323753046550149,0,51200,1,0.00016699987463653088,358.03125,600,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,clean,git_rebasin_shared_feature_identity,0.514,3.7739140963383204,0.4872588813490727,0.49019607843137253,0.04271261663656108,0,51200,1,6.554089486598969e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,clean,c2m3_shared_feature_identity,0.514,3.7739140963383204,0.4872588813490727,0.49019607843137253,0.04271261663656108,0,51200,1,6.541702896356583e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,clean,task_arithmetic,0.514,3.7739140963383204,0.4872588813490727,0.49019607843137253,0.04271261663656108,0,51200,1,6.587500683963299e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,clean,ties,0.514,3.5329462882001907,0.4774960305405682,0.49019607843137253,0.04271261663656108,0,51200,1,6.79579097777605e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,clean,dare,0.099,4.286571784897204,0.015518481493747389,0.08299319727891157,0.4578144998851647,0,51200,1,8.433288894593716e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,clean,regmean,0.514,3.7739140963383204,0.4872588813490727,0.49019607843137253,0.04271261663656108,0,51200,1,6.366684101521969e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,clean,cca_shared_feature_alignment,0.514,3.7739140963383204,0.4872588813490727,0.49019607843137253,0.04271261663656108,0,51200,1,7.01660756021738e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,clean,low_rank_task_subspace,0.514,3.7739140963892894,0.4872588813458804,0.49019607843137253,0.04271261663656108,0,51200,1,6.470899097621441e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,clean,twistedmerge_hodge_lr,0.514,3.7739140963383204,0.4872588813490727,0.49019607843137253,0.04271261663656108,0,51200,1,6.537488661706448e-05,358.03125,600,6,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,clean,adaptive_router,0.459,3.750680577471963,0.4301657369842479,0.43137254901960786,0.09780277490926986,404,204800,4,6.89169391989708e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,clean,ensemble_reference,0.514,3.77391409633832,0.4872588813490727,0.49019607843137253,0.04271261663656108,0,204800,4,6.475020200014114e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,gaussian_shift,uniform_model_soup,0.198,4.04712390624922,0.1715077515164326,0.17516339869281045,0.029954309228808186,0,51200,1,7.204199209809303e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,gaussian_shift,greedy_model_soup,0.174,5.122340579604993,0.12677466196122741,0.13856209150326798,0.05412366119203658,0,51200,1,6.233295425772667e-05,358.03125,600,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,gaussian_shift,git_rebasin_shared_feature_identity,0.198,4.04712390624922,0.1715077515164326,0.17516339869281045,0.029954309228808186,0,51200,1,6.616697646677494e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,gaussian_shift,c2m3_shared_feature_identity,0.198,4.04712390624922,0.1715077515164326,0.17516339869281045,0.029954309228808186,0,51200,1,6.087520159780979e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,gaussian_shift,task_arithmetic,0.198,4.04712390624922,0.1715077515164326,0.17516339869281045,0.029954309228808186,0,51200,1,6.304215639829636e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,gaussian_shift,ties,0.198,3.9011781850634506,0.1623041045589216,0.17516339869281045,0.029954309228808186,0,51200,1,6.0791848227381706e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,gaussian_shift,dare,0.148,4.083943741474177,0.1167124718105955,0.13594771241830064,0.08000362998008431,0,51200,1,6.125005893409252e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,gaussian_shift,regmean,0.198,4.04712390624922,0.1715077515164326,0.17516339869281045,0.029954309228808186,0,51200,1,6.062490865588188e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,gaussian_shift,cca_shared_feature_alignment,0.198,4.04712390624922,0.1715077515164326,0.17516339869281045,0.029954309228808186,0,51200,1,0.0003364169970154762,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,gaussian_shift,low_rank_task_subspace,0.198,4.047123906301847,0.17150775147229752,0.17516339869281045,0.029954309228808186,0,51200,1,6.533297710120678e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,gaussian_shift,twistedmerge_hodge_lr,0.198,4.04712390624922,0.1715077515164326,0.17516339869281045,0.029954309228808186,0,51200,1,6.162491627037525e-05,358.03125,600,6,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,gaussian_shift,adaptive_router,0.184,4.035593613429921,0.1566373488280025,0.15374149659863945,0.044253647988730445,404,204800,4,6.120884791016579e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,2,gaussian_shift,ensemble_reference,0.198,4.04712390624922,0.1715077515164326,0.17516339869281045,0.029954309228808186,0,204800,4,6.10831193625927e-05,358.03125,0,1,False,uniform_model_soup,True,d727b26fede04ee8983de9affaea36acbf18a9909f01890dde9145797a06e03a
resnet18,CIFAR100,3,clean,uniform_model_soup,0.514,3.7739140963383204,0.4872588813490727,0.4945652173913043,0.04238953499662962,0,51200,1,9.854091331362724e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,clean,greedy_model_soup,0.431,5.583740048234174,0.38406732494600265,0.3695652173913043,0.12628428758740923,0,51200,1,6.500002928078175e-05,358.03125,600,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,clean,git_rebasin_shared_feature_identity,0.514,3.7739140963383204,0.4872588813490727,0.4945652173913043,0.04238953499662962,0,51200,1,7.541687227785587e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,clean,c2m3_shared_feature_identity,0.514,3.7739140963383204,0.4872588813490727,0.4945652173913043,0.04238953499662962,0,51200,1,6.52919989079237e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,clean,task_arithmetic,0.514,3.7739140963383204,0.4872588813490727,0.4945652173913043,0.04238953499662962,0,51200,1,6.516603752970695e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,clean,ties,0.514,3.5329462882001907,0.4774960305405682,0.4945652173913043,0.04238953499662962,0,51200,1,0.00010083289816975594,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,clean,dare,0.084,4.451844495160088,0.01827781015836686,0.0777479892761394,0.4722715466964618,0,51200,1,0.00011308281682431698,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,clean,regmean,0.514,3.7739140963383204,0.4872588813490727,0.4945652173913043,0.04238953499662962,0,51200,1,6.574997678399086e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,clean,cca_shared_feature_alignment,0.514,3.7739140963383204,0.4872588813490727,0.4945652173913043,0.04238953499662962,0,51200,1,6.64170365780592e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,clean,low_rank_task_subspace,0.514,3.7739140965433244,0.4872588813602876,0.4945652173913043,0.04238953499662962,0,51200,1,6.333296187222004e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,clean,twistedmerge_hodge_lr,0.514,3.7739140963383204,0.4872588813490727,0.4945652173913043,0.04238953499662962,0,51200,1,6.395811215043068e-05,358.03125,600,6,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,clean,adaptive_router,0.458,3.7414040434522366,0.42859524247150077,0.4316353887399464,0.09841906787337859,404,204800,4,6.445799954235554e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,clean,ensemble_reference,0.514,3.77391409633832,0.4872588813490727,0.4945652173913043,0.04238953499662962,0,204800,4,6.408407352864742e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,gaussian_shift,uniform_model_soup,0.198,4.04712390624922,0.1715077515164326,0.16847826086956522,0.02520425361073838,0,51200,1,6.216694600880146e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,gaussian_shift,greedy_model_soup,0.176,5.105103088602294,0.12949794879199683,0.13179347826086957,0.047478898147847795,0,51200,1,6.204191595315933e-05,358.03125,600,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,gaussian_shift,git_rebasin_shared_feature_identity,0.198,4.04712390624922,0.1715077515164326,0.16847826086956522,0.02520425361073838,0,51200,1,6.429199129343033e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,gaussian_shift,c2m3_shared_feature_identity,0.198,4.04712390624922,0.1715077515164326,0.16847826086956522,0.02520425361073838,0,51200,1,6.408314220607281e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,gaussian_shift,task_arithmetic,0.198,4.04712390624922,0.1715077515164326,0.16847826086956522,0.02520425361073838,0,51200,1,6.274995394051075e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,gaussian_shift,ties,0.198,3.9011781850634506,0.1623041045589216,0.16847826086956522,0.02520425361073838,0,51200,1,6.833299994468689e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,gaussian_shift,dare,0.144,4.074733075555624,0.11085019023300502,0.11820652173913043,0.07901332277657092,0,51200,1,6.404193118214607e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,gaussian_shift,regmean,0.198,4.04712390624922,0.1715077515164326,0.16847826086956522,0.02520425361073838,0,51200,1,6.424984894692898e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,gaussian_shift,cca_shared_feature_alignment,0.198,4.04712390624922,0.1715077515164326,0.16847826086956522,0.02520425361073838,0,51200,1,6.454112008213997e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,gaussian_shift,low_rank_task_subspace,0.198,4.047123906342701,0.17150775153278525,0.16847826086956522,0.02520425361073838,0,51200,1,6.208289414644241e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,gaussian_shift,twistedmerge_hodge_lr,0.198,4.04712390624922,0.1715077515164326,0.16847826086956522,0.02520425361073838,0,51200,1,6.49159774184227e-05,358.03125,600,6,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,gaussian_shift,adaptive_router,0.182,4.039171444272018,0.153492269915227,0.14745308310991956,0.04104388462548236,404,204800,4,6.229081191122532e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,3,gaussian_shift,ensemble_reference,0.198,4.04712390624922,0.1715077515164326,0.16847826086956522,0.02520425361073838,0,204800,4,6.166589446365833e-05,358.03125,0,1,False,uniform_model_soup,True,245a42ab447ae9b25764787cd80286ccf9f23066325bbc2013499e4f2682bf02
resnet18,CIFAR100,4,clean,uniform_model_soup,0.514,3.7739140963383204,0.4872588813490727,0.5013262599469496,0.0443277504516173,0,51200,1,6.487499922513962e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,clean,greedy_model_soup,0.416,5.829174166270557,0.36980933553711015,0.35809018567639256,0.14201932111834087,0,51200,1,7.7415956184268e-05,358.03125,600,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,clean,git_rebasin_shared_feature_identity,0.514,3.7739140963383204,0.4872588813490727,0.5013262599469496,0.0443277504516173,0,51200,1,6.991717964410782e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,clean,c2m3_shared_feature_identity,0.514,3.7739140963383204,0.4872588813490727,0.5013262599469496,0.0443277504516173,0,51200,1,6.191595457494259e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,clean,task_arithmetic,0.514,3.7739140963383204,0.4872588813490727,0.5013262599469496,0.0443277504516173,0,51200,1,6.17089681327343e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,clean,ties,0.514,3.5329462882001907,0.4774960305405682,0.5013262599469496,0.0443277504516173,0,51200,1,6.441585719585419e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,clean,dare,0.079,4.340395061292542,0.047995447053964545,0.06896551724137931,0.4793422490689747,0,51200,1,7.424992509186268e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,clean,regmean,0.514,3.7739140963383204,0.4872588813490727,0.5013262599469496,0.0443277504516173,0,51200,1,7.391581311821938e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,clean,cca_shared_feature_alignment,0.514,3.7739140963383204,0.4872588813490727,0.5013262599469496,0.0443277504516173,0,51200,1,6.229197606444359e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,clean,low_rank_task_subspace,0.514,3.7739140963911444,0.4872588813748538,0.5013262599469496,0.0443277504516173,0,51200,1,6.200000643730164e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,clean,twistedmerge_hodge_lr,0.514,3.7739140963383204,0.4872588813490727,0.5013262599469496,0.0443277504516173,0,51200,1,6.19168858975172e-05,358.03125,600,6,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,clean,adaptive_router,0.462,3.7382222661945588,0.432653054060216,0.4562334217506631,0.09630489943800122,404,204800,4,6.404193118214607e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,clean,ensemble_reference,0.514,3.77391409633832,0.4872588813490727,0.5013262599469496,0.0443277504516173,0,204800,4,6.999983452260494e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,gaussian_shift,uniform_model_soup,0.198,4.04712390624922,0.1715077515164326,0.14588859416445624,0.027924331417719987,0,51200,1,6.233295425772667e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,gaussian_shift,greedy_model_soup,0.174,5.244966325482576,0.12874872042679045,0.11140583554376658,0.05183971627073459,0,51200,1,6.200000643730164e-05,358.03125,600,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,gaussian_shift,git_rebasin_shared_feature_identity,0.198,4.04712390624922,0.1715077515164326,0.14588859416445624,0.027924331417719987,0,51200,1,6.158393807709217e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,gaussian_shift,c2m3_shared_feature_identity,0.198,4.04712390624922,0.1715077515164326,0.14588859416445624,0.027924331417719987,0,51200,1,6.433296948671341e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,gaussian_shift,task_arithmetic,0.198,4.04712390624922,0.1715077515164326,0.14588859416445624,0.027924331417719987,0,51200,1,7.149996235966682e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,gaussian_shift,ties,0.198,3.9011781850634506,0.1623041045589216,0.14588859416445624,0.027924331417719987,0,51200,1,7.354095578193665e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,gaussian_shift,dare,0.13,4.073127350771788,0.09649236932161921,0.08355437665782493,0.09592187052587496,0,51200,1,6.254203617572784e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,gaussian_shift,regmean,0.198,4.04712390624922,0.1715077515164326,0.14588859416445624,0.027924331417719987,0,51200,1,6.179092451930046e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,gaussian_shift,cca_shared_feature_alignment,0.198,4.04712390624922,0.1715077515164326,0.14588859416445624,0.027924331417719987,0,51200,1,6.174994632601738e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,gaussian_shift,low_rank_task_subspace,0.198,4.047123906007291,0.1715077516307776,0.14588859416445624,0.027924331417719987,0,51200,1,6.200000643730164e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,gaussian_shift,twistedmerge_hodge_lr,0.198,4.04712390624922,0.1715077515164326,0.14588859416445624,0.027924331417719987,0,51200,1,6.416602991521358e-05,358.03125,600,6,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,gaussian_shift,adaptive_router,0.196,4.036150406557453,0.16837214555398305,0.14058355437665782,0.02996928223780388,404,204800,4,6.512505933642387e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
resnet18,CIFAR100,4,gaussian_shift,ensemble_reference,0.198,4.04712390624922,0.1715077515164326,0.14588859416445624,0.027924331417719987,0,204800,4,6.370805203914642e-05,358.03125,0,1,False,uniform_model_soup,True,30215fecb82623dcfb6538cab1cfe6597ae87dd94b0fce1d797818ec66dcd73d
deit_tiny,CIFAR10,0,clean,uniform_model_soup,0.807,0.9400555199808026,0.3359218653939963,0.7914893617021277,0.03348327944212057,0,1920,1,9.916955605149269e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,clean,greedy_model_soup,0.681,1.8711622015779972,0.12562525733187416,0.6094420600858369,0.16381527867329643,0,1920,1,1.1875061318278313e-05,358.03125,600,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,clean,git_rebasin_shared_feature_identity,0.807,0.9400555199808026,0.3359218653939963,0.7914893617021277,0.03348327944212057,0,1920,1,9.33394767343998e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
