group,noise,context_budget,method,accuracy,ece,residual_reduction,selected_rank,trainable_parameters,latency_ms
S3,0.2,64,full_twistedmerge_hodge_lr,0.83375,0.411591668367797,1.2909126245061189,5.0,30.0,0.02206244971603155
S3,0.2,64,full_without_pooling,0.7295,0.3656520225827292,0.9681844683795899,5.0,30.0,0.022353953681886196
S3,0.2,64,full_without_retransport,0.21083333333333334,0.21300280107705713,-2.2204460492503132e-17,6.0,30.0,0.022749416530132294
S3,0.2,64,full_wrong_multiplication_order,0.16699999999999998,0.2568542542167702,-0.028910051242571334,5.0,30.0,0.022333581000566483
S3,0.2,64,generic_low_rank_residual_correction,0.17875000000000002,0.39986025054621976,-0.7050819083228956,2.0,462.0,0.021458487026393414
S3,0.2,64,group_retransport_without_hodge,0.83375,0.411591668367797,1.2909126245061198,5.0,30.0,0.022604013793170452
S3,0.2,64,group_retransport_without_low_rank,0.83375,0.411591668367797,1.2909126245061198,5.0,462.0,0.02241646870970726
S3,0.2,64,hodge_low_rank_generic_retransport,0.33608333333333335,0.09692867436709555,0.29291535809161207,5.0,30.0,0.021792016923427582
S3,0.2,64,weighted_hodge_without_low_rank,0.4565833333333333,0.14198103591117933,0.6454563122530599,5.0,30.0,0.02116651739925146
S3,0.5,16,context_blind_strict_synchronization,0.21083333333333334,0.21300280107705713,0.0,0.0,462.0,0.024645589292049408
S3,0.5,16,full_followed_by_distillation,0.17116666666666666,0.13825123732617497,0.16409480955377592,6.0,30.0,0.021832995116710663
S3,0.5,16,full_random_group_law,0.1295,0.31716777826635795,-0.04567064482063417,5.0,30.0,0.02318748738616705
S3,0.5,16,full_shuffled_generator_identities,0.17366666666666666,0.2500357821692512,-0.13926218387074932,6.0,30.0,0.022895517759025097
S3,0.5,16,full_twistedmerge_hodge_lr,0.5831666666666667,0.1858707976412288,1.294780123752177,5.0,30.0,0.02227106597274542
S3,0.5,16,full_without_pooling,0.518,0.16038189602798109,0.9710850928141335,5.0,30.0,0.02264592330902815
S3,0.5,16,full_without_retransport,0.21083333333333334,0.21300280107705713,-2.2204460492503132e-17,6.0,30.0,0.022499938495457172
S3,0.5,16,full_wrong_multiplication_order,0.16699999999999998,0.2568542542167702,-0.026205711603150196,5.0,30.0,0.022937427274882793
S3,0.5,16,generic_low_rank_residual_correction,0.19291666666666668,0.23755486021566524,-0.01508844628503756,2.0,462.0,0.022375374101102352
S3,0.5,16,group_retransport_without_hodge,0.5831666666666667,0.1858707976412288,1.2947801237521779,5.0,30.0,0.02256303559988737
S3,0.5,16,group_retransport_without_low_rank,0.5831666666666667,0.1858707976412288,1.2947801237521779,5.0,462.0,0.02274999860674143
S3,0.5,16,hodge_low_rank_generic_retransport,0.348,0.027528834059834122,0.6398458387335701,5.0,30.0,0.022104009985923767
S3,0.5,16,weighted_hodge_without_low_rank,0.3545,0.048091539521257165,0.6473900618760889,5.0,30.0,0.021396088413894176
S3,0.5,64,context_blind_strict_synchronization,0.21083333333333334,0.21300280107705713,0.0,0.0,462.0,0.024791574105620384
S3,0.5,64,full_followed_by_distillation,0.16383333333333333,0.5824885457208617,-2.088509565080476,6.0,30.0,0.022749416530132294
S3,0.5,64,full_random_group_law,0.16283333333333333,0.2894082466207407,-0.024191928370884665,5.0,30.0,0.023104017600417137
S3,0.5,64,full_shuffled_generator_identities,0.16541666666666668,0.2584206216898072,-0.1376627907705743,6.0,30.0,0.023228931240737438
S3,0.5,64,full_twistedmerge_hodge_lr,0.58675,0.18439875546035694,1.301538789933859,5.0,30.0,0.02229108940809965
S3,0.5,64,full_without_pooling,0.524,0.16655340677922875,0.9761540924503951,5.0,30.0,0.022707972675561905
S3,0.5,64,full_without_retransport,0.21083333333333334,0.21300280107705713,4.4408920985006264e-17,6.0,30.0,0.022228923626244068
S3,0.5,64,full_wrong_multiplication_order,0.16699999999999998,0.2568542542167702,-0.02375013438840139,5.0,30.0,0.02308341208845377
S3,0.5,64,generic_low_rank_residual_correction,0.17916666666666667,0.4041035359332207,-0.7248151614312495,2.0,462.0,0.021812506020069122
S3,0.5,64,group_retransport_without_hodge,0.58675,0.18439875546035697,1.30153878993386,5.0,30.0,0.022645574063062668
S3,0.5,64,group_retransport_without_low_rank,0.58675,0.18439875546035697,1.30153878993386,5.0,462.0,0.022666994482278824
S3,0.5,64,hodge_low_rank_generic_retransport,0.2793333333333333,0.1546168944280394,0.2883618142513054,5.0,30.0,0.021541491150856018
S3,0.5,64,weighted_hodge_without_low_rank,0.3576666666666667,0.05132389793234127,0.65076939496693,5.0,30.0,0.020750099793076515
