dimension_m,dimension_n,rank,adapter_count,precision,method,status,relative_frobenius_error_to_effective_mean,random_vector_probe_error,random_batch_logit_error,output_subspace_distance_to_reference_span,gauge_invariance_probe_error,output_rank,reference_mode,dense_reference_materialized_for_correctness
768,768,8,8,float32,pairwise_reference_alignment,success,0.0,7.101725714164786e-07,1.4901161193847656e-06,0.001091830083169,1.524898607385694e-06,8,exact_low_rank_algebraic_identity,False
768,768,8,8,float32,global_synchronization,success,0.0,6.964443173274049e-07,1.6689300537109375e-06,0.001091830083169,1.4206812011252623e-06,8,exact_low_rank_algebraic_identity,False
768,768,8,8,float32,cycle_aware_alignment,success,0.0,6.964443173274049e-07,1.6689300537109375e-06,0.001091830083169,1.4206812011252623e-06,8,exact_low_rank_algebraic_identity,False
768,768,8,16,float32,naive_factor_average,success,0.939349447272987,0.9555089473724364,1.3974502086639404,0.0012918707216158,4.86191463470459,8,exact_low_rank_algebraic_identity,False
768,768,8,16,float32,dense_deterministic_truncated_svd,success,0.0004265682923274,9.975509556170437e-07,1.4901161193847656e-06,0.0016914558364078,5.280434720589255e-07,8,exact_low_rank_algebraic_identity,False
768,768,8,16,float32,dense_randomized_svd,success,0.0,9.112130214816716e-07,1.2814998626708984e-06,0.0016914558364078,1.0491320381333935e-06,8,exact_low_rank_algebraic_identity,False
768,768,8,16,float32,canonical_factor_space,success,0.9428933284658528,1.0342332124710083,1.5106077194213867,0.0016914558364078,4.898960924037965e-06,8,exact_low_rank_algebraic_identity,False
768,768,8,16,float32,pairwise_reference_alignment,success,0.0,8.805936886346899e-07,1.6689300537109375e-06,0.001381067908369,1.9453307231742656e-06,8,exact_low_rank_algebraic_identity,False
768,768,8,16,float32,global_synchronization,success,0.0,7.715144079156744e-07,1.5497207641601562e-06,0.001381067908369,1.8923060451925269e-06,8,exact_low_rank_algebraic_identity,False
768,768,8,16,float32,cycle_aware_alignment,success,0.0,7.715144079156744e-07,1.5497207641601562e-06,0.001381067908369,1.8923060451925269e-06,8,exact_low_rank_algebraic_identity,False
768,768,16,4,float32,naive_factor_average,success,0.8527693126798247,0.8780596852302551,1.7978050708770752,0.0017940598772838,4.020603179931641,16,exact_low_rank_algebraic_identity,False
768,768,16,4,float32,dense_deterministic_truncated_svd,success,0.0,1.0220596777799074e-06,2.212822437286377e-06,0.0021561915054917,7.220943984975747e-07,16,exact_low_rank_algebraic_identity,False
768,768,16,4,float32,dense_randomized_svd,success,0.0,9.876797548713512e-07,2.1457672119140625e-06,0.002316121244803,1.137537879003503e-06,16,exact_low_rank_algebraic_identity,False
768,768,16,4,float32,canonical_factor_space,success,0.8433481142234057,0.8546968698501587,1.8859565258026123,0.002316121244803,1.1284025276836472e-05,16,exact_low_rank_algebraic_identity,False
768,768,16,4,float32,pairwise_reference_alignment,success,0.0003020225660404,8.571131502321805e-07,1.6093254089355469e-06,0.001953125,8.763294317759573e-06,16,exact_low_rank_algebraic_identity,False
768,768,16,4,float32,global_synchronization,success,0.0003020225660404,8.271863976005989e-07,1.475214958190918e-06,0.0020426269620656,8.769488886173349e-06,16,exact_low_rank_algebraic_identity,False
768,768,16,4,float32,cycle_aware_alignment,success,0.0003020225660404,8.271863976005989e-07,1.475214958190918e-06,0.0020426269620656,8.769488886173349e-06,16,exact_low_rank_algebraic_identity,False
768,768,16,8,float32,naive_factor_average,success,0.9230771247259392,0.9259183406829834,1.5053964853286743,0.0018593196291476,4.709838390350342,16,exact_low_rank_algebraic_identity,False
768,768,16,8,float32,dense_deterministic_truncated_svd,success,0.0,9.020162679007626e-07,1.2814998626708984e-06,0.0022107874974608,7.407167004203075e-07,16,exact_low_rank_algebraic_identity,False
768,768,16,8,float32,dense_randomized_svd,success,0.0,9.666256346463342e-07,1.6689300537109375e-06,0.0021001771092414,1.0714104519138343e-06,16,exact_low_rank_algebraic_identity,False
768,768,16,8,float32,canonical_factor_space,success,0.9311145135657428,0.8872659802436829,1.5008065700531006,0.0019223651615902,6.491811654996127e-05,16,exact_low_rank_algebraic_identity,False
768,768,16,8,float32,pairwise_reference_alignment,success,0.0,7.768731506985205e-07,1.0728836059570312e-06,0.0016194457421079,7.967923011165112e-06,16,exact_low_rank_algebraic_identity,False
768,768,16,8,float32,global_synchronization,success,0.0,6.949938438083336e-07,9.5367431640625e-07,0.0016194457421079,7.975677362992428e-06,16,exact_low_rank_algebraic_identity,False
768,768,16,8,float32,cycle_aware_alignment,success,0.0,6.949938438083336e-07,9.5367431640625e-07,0.0016194457421079,7.975677362992428e-06,16,exact_low_rank_algebraic_identity,False
768,768,16,16,float32,naive_factor_average,success,0.959815877375226,0.9721733927726746,1.1864850521087646,0.0022640670649707,5.095472812652588,16,exact_low_rank_algebraic_identity,False
768,768,16,16,float32,dense_deterministic_truncated_svd,success,0.0008055786745833,9.300925398747496e-07,1.1920928955078125e-06,0.001953125,7.238403441078844e-07,16,exact_low_rank_algebraic_identity,False
768,768,16,16,float32,dense_randomized_svd,success,0.0006808382443426,8.528367061444442e-07,1.132488250732422e-06,0.001953125,9.720916978039895e-07,16,exact_low_rank_algebraic_identity,False
768,768,16,16,float32,canonical_factor_space,success,0.962133804427596,0.9692139625549316,1.2075802087783811,0.0017605230677872,0.000665075960569,16,exact_low_rank_algebraic_identity,False
768,768,16,16,float32,pairwise_reference_alignment,success,0.0,7.64993103530287e-07,8.046627044677734e-07,0.002316121244803,7.743210517219268e-06,16,exact_low_rank_algebraic_identity,False
768,768,16,16,float32,global_synchronization,success,0.0,7.229903644656588e-07,8.046627044677734e-07,0.0022375858388841,7.771539458190091e-06,16,exact_low_rank_algebraic_identity,False
768,768,16,16,float32,cycle_aware_alignment,success,0.0,7.229903644656588e-07,8.046627044677734e-07,0.0022375858388841,7.771539458190091e-06,16,exact_low_rank_algebraic_identity,False
768,768,32,4,float32,naive_factor_average,success,0.8567698916955745,0.8685150146484375,1.3909471035003662,0.0026520460378378,3.623772382736206,32,exact_low_rank_algebraic_identity,False
768,768,32,4,float32,dense_deterministic_truncated_svd,success,0.0,9.795668347578612e-07,1.6093254089355469e-06,0.0029900998342782,8.06598620783916e-07,32,exact_low_rank_algebraic_identity,False
768,768,32,4,float32,dense_randomized_svd,success,0.0,9.261420359507612e-07,1.430511474609375e-06,0.0027404716238379,1.093525384021632e-06,32,exact_low_rank_algebraic_identity,False
768,768,32,4,float32,canonical_factor_space,success,0.8509344929678898,0.837281346321106,1.108408808708191,0.0031455319840461,9.41690359468339e-06,32,exact_low_rank_algebraic_identity,False
768,768,32,4,float32,pairwise_reference_alignment,success,0.0,8.058232765506546e-07,1.0728836059570312e-06,0.0024897556286305,6.9450074988708366e-06,32,exact_low_rank_algebraic_identity,False
768,768,32,4,float32,global_synchronization,success,0.0,8.199791068363993e-07,1.1920928955078125e-06,0.0025837414432317,6.960401606193045e-06,32,exact_low_rank_algebraic_identity,False
768,768,32,4,float32,cycle_aware_alignment,success,0.0,8.199791068363993e-07,1.1920928955078125e-06,0.0025837414432317,6.960401606193045e-06,32,exact_low_rank_algebraic_identity,False
768,768,32,8,float32,naive_factor_average,success,0.9337812762927622,0.9300451874732972,0.9437288641929626,0.0028680029790848,4.34480094909668,32,exact_low_rank_algebraic_identity,False
768,768,32,8,float32,dense_deterministic_truncated_svd,success,0.0,9.657186410549912e-07,1.0728836059570312e-06,0.0028680029790848,8.275737855001353e-07,32,exact_low_rank_algebraic_identity,False
768,768,32,8,float32,dense_randomized_svd,success,0.0,9.343805231765144e-07,9.5367431640625e-07,0.002783631440252,1.005933199849096e-06,32,exact_low_rank_algebraic_identity,False
768,768,32,8,float32,canonical_factor_space,success,0.9389849035117018,0.9236214756965636,0.915347158908844,0.0029900998342782,1.4975908015912864e-05,32,exact_low_rank_algebraic_identity,False
768,768,32,8,float32,pairwise_reference_alignment,success,0.0,8.018654966690519e-07,8.940696716308594e-07,0.0028887109365314,7.832080882508308e-06,32,exact_low_rank_algebraic_identity,False
768,768,32,8,float32,global_synchronization,success,0.0,7.850715633139771e-07,7.748603820800781e-07,0.0028680029790848,7.831710718164686e-06,32,exact_low_rank_algebraic_identity,False
768,768,32,8,float32,cycle_aware_alignment,success,0.0,7.850715633139771e-07,7.748603820800781e-07,0.0028680029790848,7.831710718164686e-06,32,exact_low_rank_algebraic_identity,False
768,768,32,16,float32,naive_factor_average,success,0.9580396047554536,0.944689691066742,0.6155197620391846,0.0028049622196704,4.650024890899658,32,exact_low_rank_algebraic_identity,False
768,768,32,16,float32,dense_deterministic_truncated_svd,success,0.0,1.020046056510182e-06,8.344650268554688e-07,0.0028471443802118,8.773808417572582e-07,32,exact_low_rank_algebraic_identity,False
768,768,32,16,float32,dense_randomized_svd,success,0.0,1.05305468878214e-06,6.854534149169922e-07,0.003049315419048,1.1177438636877923e-06,32,exact_low_rank_algebraic_identity,False
768,768,32,16,float32,canonical_factor_space,success,0.9647786618315556,0.9497981667518616,0.6685585379600525,0.0029092712793499,1.1949962754442822e-05,32,exact_low_rank_algebraic_identity,False
768,768,32,16,float32,pairwise_reference_alignment,success,0.0,9.227541681866568e-07,9.5367431640625e-07,0.0029092712793499,9.739590495883022e-06,32,exact_low_rank_algebraic_identity,False
768,768,32,16,float32,global_synchronization,success,0.0,8.824128485684923e-07,5.960464477539062e-07,0.0029296875,9.787707313080318e-06,32,exact_low_rank_algebraic_identity,False
768,768,32,16,float32,cycle_aware_alignment,success,0.0,8.824128485684923e-07,5.960464477539062e-07,0.0029296875,9.787707313080318e-06,32,exact_low_rank_algebraic_identity,False
1024,1024,4,4,float32,naive_factor_average,success,0.7405124494531217,0.6446295380592346,3.773438692092895,0.0009134905994869,6.397917747497559,4,exact_low_rank_algebraic_identity,False
1024,1024,4,4,float32,dense_deterministic_truncated_svd,success,0.0003249665459083,1.0954204299196135e-06,7.599592208862305e-06,0.0009134905994869,5.603591830549703e-07,4,exact_low_rank_algebraic_identity,False
1024,1024,4,4,float32,dense_randomized_svd,success,0.0003249665459083,9.87801968221902e-07,6.4373016357421875e-06,0.001091830083169,1.2368853958832917e-06,4,exact_low_rank_algebraic_identity,False
1024,1024,4,4,float32,canonical_factor_space,success,0.831866229984078,0.6967666149139404,3.960637092590332,0.0010358009021729,5.228696409176337e-06,4,exact_low_rank_algebraic_identity,False
1024,1024,4,4,float32,pairwise_reference_alignment,success,0.0,8.347394100383099e-07,5.0067901611328125e-06,0.0006905339541845,4.703774266090477e-06,4,exact_low_rank_algebraic_identity,False
1024,1024,4,4,float32,global_synchronization,success,0.0,8.972027103482105e-07,5.345791578292847e-06,0.0006905339541845,4.776154582941672e-06,4,exact_low_rank_algebraic_identity,False
1024,1024,4,4,float32,cycle_aware_alignment,success,0.0,8.972027103482105e-07,5.345791578292847e-06,0.0006905339541845,4.776154582941672e-06,4,exact_low_rank_algebraic_identity,False
1024,1024,4,8,float32,naive_factor_average,success,0.8279844291996731,0.7719956636428833,2.805494546890259,0.0013372133253142,4.56117057800293,4,exact_low_rank_algebraic_identity,False
1024,1024,4,8,float32,dense_deterministic_truncated_svd,success,0.0,1.058902398654027e-06,6.67572021484375e-06,0.0011451210593804,6.016849170009664e-07,4,exact_low_rank_algebraic_identity,False
1024,1024,4,8,float32,dense_randomized_svd,success,0.0,9.484741099186068e-07,4.5299530029296875e-06,0.0011451210593804,1.0876862006625745e-06,4,exact_low_rank_algebraic_identity,False
1024,1024,4,8,float32,canonical_factor_space,success,0.9015465465213436,0.92355215549469,4.062528610229492,0.0006905339541845,4.675256604969036e-06,4,exact_low_rank_algebraic_identity,False
1024,1024,4,8,float32,pairwise_reference_alignment,success,0.0,7.469317324648728e-07,3.337860107421875e-06,0.0,4.931936928187497e-06,4,exact_low_rank_algebraic_identity,False
1024,1024,4,8,float32,global_synchronization,success,0.0003272485388201,8.503347999067046e-07,4.0531158447265625e-06,0.0,4.9518812375026755e-06,4,exact_low_rank_algebraic_identity,False
1024,1024,4,8,float32,cycle_aware_alignment,success,0.0003272485388201,8.503347999067046e-07,4.0531158447265625e-06,0.0,4.9518812375026755e-06,4,exact_low_rank_algebraic_identity,False
1024,1024,4,16,float32,naive_factor_average,success,0.8720357743311187,0.8076274394989014,2.614356517791748,0.0014235721901059,3.779695749282837,4,exact_low_rank_algebraic_identity,False
1024,1024,4,16,float32,dense_deterministic_truncated_svd,success,0.0003201334655963,9.55001496549812e-07,3.2186508178710938e-06,0.0003452669770922,4.808996436622692e-07,4,exact_low_rank_algebraic_identity,False
1024,1024,4,16,float32,dense_randomized_svd,success,0.0003201334655963,1.1144664995299536e-06,4.76837158203125e-06,0.0003452669770922,1.1167157936142758e-06,4,exact_low_rank_algebraic_identity,False
1024,1024,4,16,float32,canonical_factor_space,success,0.9193448579181964,0.7329675555229187,2.044381618499756,0.001381067908369,1.1866522072523368e-05,4,exact_low_rank_algebraic_identity,False
1024,1024,4,16,float32,pairwise_reference_alignment,success,0.0,8.895655696505855e-07,3.688037395477295e-06,0.0003452669770922,4.75694196211407e-06,4,exact_low_rank_algebraic_identity,False
1024,1024,4,16,float32,global_synchronization,success,0.0,7.779722750456131e-07,2.868473529815674e-06,0.0,4.8201382014667615e-06,4,exact_low_rank_algebraic_identity,False
1024,1024,4,16,float32,cycle_aware_alignment,success,0.0,7.779722750456131e-07,2.868473529815674e-06,0.0,4.8201382014667615e-06,4,exact_low_rank_algebraic_identity,False
1024,1024,8,4,float32,naive_factor_average,success,0.8283558343650078,0.7785598039627075,3.5358364582061768,0.0013372133253142,5.1085638999938965,8,exact_low_rank_algebraic_identity,False
1024,1024,8,4,float32,dense_deterministic_truncated_svd,success,0.0004554136144426,1.0338278570998227e-06,4.291534423828125e-06,0.0017605230677872,6.777701742066711e-07,8,exact_low_rank_algebraic_identity,False
1024,1024,8,4,float32,dense_randomized_svd,success,0.0,9.53717972151935e-07,3.5762786865234375e-06,0.0018911052029579,1.1047834505006904e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,8,4,float32,canonical_factor_space,success,0.8673168308291102,0.8243197202682495,2.8211071491241455,0.001381067908369,7.199051651696209e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,8,4,float32,pairwise_reference_alignment,success,0.0005577654886505,8.681799954501912e-07,3.814697265625e-06,0.001091830083169,1.6154129980350262e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,8,4,float32,global_synchronization,success,0.000322026055017,8.176863843800675e-07,3.5762786865234375e-06,0.0010358009021729,1.69522468240757e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,8,4,float32,cycle_aware_alignment,success,0.000322026055017,8.176863843800675e-07,3.5762786865234375e-06,0.0010358009021729,1.69522468240757e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,8,8,float32,naive_factor_average,success,0.9052974657264766,0.8715697526931763,2.651181936264038,0.0012918707216158,5.416891098022461,8,exact_low_rank_algebraic_identity,False
1024,1024,8,8,float32,dense_deterministic_truncated_svd,success,0.0,1.1375478834452224e-06,3.5762786865234375e-06,0.001381067908369,6.875234248582274e-07,8,exact_low_rank_algebraic_identity,False
1024,1024,8,8,float32,dense_randomized_svd,success,0.0,1.0309187246093645e-06,3.0994415283203125e-06,0.0015049838693812,1.1681130445140298e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,8,8,float32,canonical_factor_space,success,0.8910379606030511,0.8782021999359131,2.4412899017333984,0.0016914558364078,5.054087523603812e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,8,8,float32,pairwise_reference_alignment,success,0.0003231025697207,8.493965424349881e-07,2.5033950805664062e-06,0.0018911052029579,2.141707227565348e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,8,8,float32,global_synchronization,success,0.0003231025697207,8.744331694288121e-07,2.384185791015625e-06,0.0018911052029579,2.0783977561222855e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,8,8,float32,cycle_aware_alignment,success,0.0003231025697207,8.744331694288121e-07,2.384185791015625e-06,0.0018911052029579,2.0783977561222855e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,8,16,float32,naive_factor_average,success,0.9312252959846352,0.8645130395889282,1.8784979581832888,0.0017940598772838,3.4717812538146973,8,exact_low_rank_algebraic_identity,False
1024,1024,8,16,float32,dense_deterministic_truncated_svd,success,0.0003269859783149,1.034430511026585e-06,2.9802322387695312e-06,0.001726334914565,6.331260919978376e-07,8,exact_low_rank_algebraic_identity,False
1024,1024,8,16,float32,dense_randomized_svd,success,0.0,1.0781054697872603e-06,2.384185791015625e-06,0.001953125,1.1861591246997705e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,8,16,float32,canonical_factor_space,success,0.9429604810302828,0.9286488890647888,1.8232660293579104,0.0021001771092414,9.176097591989674e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,8,16,float32,pairwise_reference_alignment,success,0.0,9.697146197140682e-07,2.7418136596679688e-06,0.0015440809074789,2.286426251885132e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,8,16,float32,global_synchronization,success,0.0,9.96018570731394e-07,2.7418136596679688e-06,0.0015049838693812,2.2527301553054713e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,8,16,float32,cycle_aware_alignment,success,0.0,9.96018570731394e-07,2.7418136596679688e-06,0.0015049838693812,2.2527301553054713e-06,8,exact_low_rank_algebraic_identity,False
1024,1024,16,4,float32,naive_factor_average,success,0.8850287904170457,0.8704450130462646,2.1648809909820557,0.0025837414432317,4.82379150390625,16,exact_low_rank_algebraic_identity,False
1024,1024,16,4,float32,dense_deterministic_truncated_svd,success,0.0003237130276083,1.08428287148854e-06,3.2782554626464844e-06,0.0024897556286305,8.199799594876822e-07,16,exact_low_rank_algebraic_identity,False
1024,1024,16,4,float32,dense_randomized_svd,success,0.0004577993539605,1.0948833732982166e-06,2.6226043701171875e-06,0.0025135816540569,1.1521506166900508e-06,16,exact_low_rank_algebraic_identity,False
1024,1024,16,4,float32,canonical_factor_space,success,0.8645199140179077,0.8542737364768982,2.2012572288513184,0.0022107874974608,8.044703463383485e-06,16,exact_low_rank_algebraic_identity,False
1024,1024,16,4,float32,pairwise_reference_alignment,success,0.0003237130276083,8.648385687592963e-07,1.9073486328125e-06,0.0019223651615902,9.478735591983424e-06,16,exact_low_rank_algebraic_identity,False
1024,1024,16,4,float32,global_synchronization,success,0.0004577993539605,8.607469794696954e-07,1.7881393432617188e-06,0.0019223651615902,9.542520274408162e-06,16,exact_low_rank_algebraic_identity,False
1024,1024,16,4,float32,cycle_aware_alignment,success,0.0004577993539605,8.607469794696954e-07,1.7881393432617188e-06,0.0019223651615902,9.542520274408162e-06,16,exact_low_rank_algebraic_identity,False
1024,1024,16,8,float32,naive_factor_average,success,0.9180224446137524,0.9464133381843568,1.6985911130905151,0.002316121244803,4.840367794036865,16,exact_low_rank_algebraic_identity,False
1024,1024,16,8,float32,dense_deterministic_truncated_svd,success,0.0,1.0079675121232867e-06,2.3245811462402344e-06,0.0024168689269572,6.921396789039136e-07,16,exact_low_rank_algebraic_identity,False
1024,1024,16,8,float32,dense_randomized_svd,success,0.0,1.076747366823838e-06,2.0265579223632812e-06,0.0022640670649707,1.1402488553358126e-06,16,exact_low_rank_algebraic_identity,False
1024,1024,16,8,float32,canonical_factor_space,success,0.9351519038966116,0.9293127059936525,1.6669869422912598,0.0021561915054917,1.0859695066756103e-05,16,exact_low_rank_algebraic_identity,False
1024,1024,16,8,float32,pairwise_reference_alignment,success,0.0006404666018112,9.326817576038592e-07,2.0265579223632812e-06,0.0027404716238379,9.7002848633565e-06,16,exact_low_rank_algebraic_identity,False
1024,1024,16,8,float32,global_synchronization,success,0.0006404666018112,9.157233193946012e-07,1.96695327758789e-06,0.0026966212317347,9.669611245044509e-06,16,exact_low_rank_algebraic_identity,False
1024,1024,16,8,float32,cycle_aware_alignment,success,0.0006404666018112,9.157233193946012e-07,1.96695327758789e-06,0.0026966212317347,9.669611245044509e-06,16,exact_low_rank_algebraic_identity,False
1024,1024,16,16,float32,naive_factor_average,success,0.9544785941714165,0.9693365097045898,1.1299937963485718,0.0018911052029579,4.807046890258789,16,exact_low_rank_algebraic_identity,False
1024,1024,16,16,float32,dense_deterministic_truncated_svd,success,0.0,1.0930726830338244e-06,1.2516975402832031e-06,0.0022375858388841,7.275832558661932e-07,16,exact_low_rank_algebraic_identity,False
1024,1024,16,16,float32,dense_randomized_svd,success,0.0,1.1162341024828493e-06,1.453561708331108e-06,0.0021283687092363,1.20182812679559e-06,16,exact_low_rank_algebraic_identity,False
1024,1024,16,16,float32,canonical_factor_space,success,0.9670703232090988,0.9609434008598328,1.1466859579086304,0.001726334914565,1.423871890438022e-05,16,exact_low_rank_algebraic_identity,False
1024,1024,16,16,float32,pairwise_reference_alignment,success,0.0005623252022393,9.522782420390286e-07,1.1920928955078125e-06,0.0023920799139887,1.1781519788200969e-05,16,exact_low_rank_algebraic_identity,False
1024,1024,16,16,float32,global_synchronization,success,0.0004591366049979,9.345103535451926e-07,1.5497207641601562e-06,0.0023920799139887,1.1689744496834464e-05,16,exact_low_rank_algebraic_identity,False
1024,1024,16,16,float32,cycle_aware_alignment,success,0.0004591366049979,9.345103535451926e-07,1.5497207641601562e-06,0.0023920799139887,1.1689744496834464e-05,16,exact_low_rank_algebraic_identity,False
1024,1024,32,4,float32,naive_factor_average,success,0.8579483590218135,0.8375506401062012,1.439716935157776,0.0031265255529433,3.873861074447632,32,exact_low_rank_algebraic_identity,False
1024,1024,32,4,float32,dense_deterministic_truncated_svd,success,0.0,1.18987804853532e-06,1.8477439880371096e-06,0.0031832042150199,9.417613000550772e-07,32,exact_low_rank_algebraic_identity,False
1024,1024,32,4,float32,dense_randomized_svd,success,0.0,1.1355978131177835e-06,2.205371856689453e-06,0.0032204359304159,1.249208935405477e-06,32,exact_low_rank_algebraic_identity,False
