subspace,null_family,draw,statistic
final_hidden_state,edge_shuffle,134,0.46352120817171133
final_hidden_state,edge_shuffle,135,0.5783041105875448
final_hidden_state,edge_shuffle,136,0.590921029926168
final_hidden_state,edge_shuffle,137,0.5064771387973557
final_hidden_state,edge_shuffle,138,0.3424447655510126
final_hidden_state,edge_shuffle,139,0.6155877848726892
final_hidden_state,edge_shuffle,140,0.5930124717619962
final_hidden_state,edge_shuffle,141,0.41881527588925044
final_hidden_state,edge_shuffle,142,0.4188152909893569
final_hidden_state,edge_shuffle,143,0.47570835251476323
final_hidden_state,edge_shuffle,144,0.43056804768290263
final_hidden_state,edge_shuffle,145,0.47788122385319726
final_hidden_state,edge_shuffle,146,0.4355100031137888
final_hidden_state,edge_shuffle,147,0.4921364457857774
final_hidden_state,edge_shuffle,148,0.4373438409132933
final_hidden_state,edge_shuffle,149,0.5302486876542137
final_hidden_state,edge_shuffle,150,0.38156369115562855
final_hidden_state,edge_shuffle,151,0.4355100199494322
final_hidden_state,edge_shuffle,152,0.4445475684400192
final_hidden_state,edge_shuffle,153,0.4239075559919399
final_hidden_state,edge_shuffle,154,0.2670877468152419
final_hidden_state,edge_shuffle,155,0.33918566694607866
final_hidden_state,edge_shuffle,156,0.4945133628401335
final_hidden_state,edge_shuffle,157,0.42390753563787414
final_hidden_state,edge_shuffle,158,0.5653365395059088
final_hidden_state,edge_shuffle,159,0.4742153108462469
final_hidden_state,edge_shuffle,160,0.46432168643359595
final_hidden_state,edge_shuffle,161,0.4632092723573096
final_hidden_state,edge_shuffle,162,0.24525251022123792
final_hidden_state,edge_shuffle,163,0.4958242143107706
final_hidden_state,edge_shuffle,164,0.3424447682484733
final_hidden_state,edge_shuffle,165,0.06189758974230594
final_hidden_state,edge_shuffle,166,0.4915375886348141
final_hidden_state,edge_shuffle,167,0.48206438003528623
final_hidden_state,edge_shuffle,168,0.4446541948699442
final_hidden_state,edge_shuffle,169,0.47570834077921176
final_hidden_state,edge_shuffle,170,0.43056806946354154
final_hidden_state,edge_shuffle,171,0.5302486941141116
final_hidden_state,edge_shuffle,172,0.5776639612162401
final_hidden_state,edge_shuffle,173,0.5637403844685773
final_hidden_state,edge_shuffle,174,0.5121135380074107
final_hidden_state,edge_shuffle,175,0.5637404098697492
final_hidden_state,edge_shuffle,176,0.4188152797844516
final_hidden_state,edge_shuffle,177,0.44465420430014196
final_hidden_state,edge_shuffle,178,0.49248296803658476
final_hidden_state,edge_shuffle,179,0.47622349101353256
final_hidden_state,edge_shuffle,180,0.418815287785372
final_hidden_state,edge_shuffle,181,0.44465421234491315
final_hidden_state,edge_shuffle,182,0.5496147663568378
final_hidden_state,edge_shuffle,183,0.47395538999657005
final_hidden_state,edge_shuffle,184,0.5667636695290469
final_hidden_state,edge_shuffle,185,0.2670877424689581
final_hidden_state,edge_shuffle,186,0.5356783755632759
final_hidden_state,edge_shuffle,187,0.46419264936852817
final_hidden_state,edge_shuffle,188,0.464192654142275
final_hidden_state,edge_shuffle,189,0.47902176906349697
final_hidden_state,edge_shuffle,190,0.4839668774044459
final_hidden_state,edge_shuffle,191,0.4188152833343489
final_hidden_state,edge_shuffle,192,0.33008884843841546
final_hidden_state,edge_shuffle,193,0.3300888424256001
final_hidden_state,edge_shuffle,194,0.4373438351244003
final_hidden_state,edge_shuffle,195,0.5783041105875448
final_hidden_state,edge_shuffle,196,0.3391856636443741
final_hidden_state,edge_shuffle,197,0.47120745173032885
final_hidden_state,edge_shuffle,198,0.4188152679743124
final_hidden_state,edge_shuffle,199,0.43056804544527416
