complex,vertices,edges,faces,runtime_seconds
triangle_complex,3,3,1,6.970809772610664e-05
triangle_complex,3,3,1,5.229213275015354e-05
triangle_complex,3,3,1,5.137501284480095e-05
triangle_complex,3,3,1,5.124998278915882e-05
triangle_complex,3,3,1,5.4040923714637756e-05
triangle_complex,3,3,1,5.191704258322716e-05
triangle_complex,3,3,1,5.112495273351669e-05
triangle_complex,3,3,1,5.1042065024375916e-05
triangle_complex,3,3,1,5.17088919878006e-05
triangle_complex,3,3,1,5.450006574392319e-05
triangle_complex,3,3,1,5.395803600549698e-05
triangle_complex,3,3,1,0.0021615829318761826
triangle_complex,3,3,1,8.791708387434483e-05
triangle_complex,3,3,1,6.99581578373909e-05
triangle_complex,3,3,1,7.566600106656551e-05
triangle_complex,3,3,1,6.462517194449902e-05
triangle_complex,3,3,1,6.258301436901093e-05
triangle_complex,3,3,1,6.195902824401855e-05
triangle_complex,3,3,1,6.120791658759117e-05
triangle_complex,3,3,1,6.0416990891098976e-05
triangle_complex,3,3,1,6.066705100238323e-05
triangle_complex,3,3,1,6.0499878600239754e-05
triangle_complex,3,3,1,6.125005893409252e-05
triangle_complex,3,3,1,6.0208141803741455e-05
triangle_complex,3,3,1,5.991710349917412e-05
triangle_complex,3,3,1,6.05839304625988e-05
triangle_complex,3,3,1,5.9791142120957375e-05
triangle_complex,3,3,1,5.9791142120957375e-05
triangle_complex,3,3,1,5.979207344353199e-05
triangle_complex,3,3,1,5.970802158117294e-05
triangle_complex,3,3,1,5.987496115267277e-05
triangle_complex,3,3,1,6.104214116930962e-05
triangle_complex,3,3,1,5.966681055724621e-05
triangle_complex,3,3,1,5.9916870668530464e-05
triangle_complex,3,3,1,6.12910371273756e-05
triangle_complex,3,3,1,5.950010381639004e-05
triangle_complex,3,3,1,5.9542013332247734e-05
triangle_complex,3,3,1,9.445915929973125e-05
triangle_complex,3,3,1,0.0001809578388929367
triangle_complex,3,3,1,0.0002961668651551008
triangle_complex,3,3,1,0.00023658317513763905
triangle_complex,3,3,1,0.00012079207226634026
triangle_complex,3,3,1,7.487507537007332e-05
triangle_complex,3,3,1,6.520794704556465e-05
triangle_complex,3,3,1,0.00014108396135270596
triangle_complex,3,3,1,0.00028933282010257244
triangle_complex,3,3,1,6.983405910432339e-05
triangle_complex,3,3,1,8.612498641014099e-05
triangle_complex,3,3,1,5.795806646347046e-05
triangle_complex,3,3,1,6.254110485315323e-05
triangle_complex,3,3,1,5.629216320812702e-05
triangle_complex,3,3,1,5.5999960750341415e-05
triangle_complex,3,3,1,5.5666081607341766e-05
triangle_complex,3,3,1,5.574990063905716e-05
triangle_complex,3,3,1,5.5541982874274254e-05
triangle_complex,3,3,1,5.545793101191521e-05
triangle_complex,3,3,1,5.5499840527772903e-05
triangle_complex,3,3,1,5.529099144041538e-05
triangle_complex,3,3,1,5.516689270734787e-05
triangle_complex,3,3,1,5.504186265170574e-05
triangle_complex,3,3,1,5.679205060005188e-05
triangle_complex,3,3,1,5.533290095627308e-05
triangle_complex,3,3,1,5.487515591084957e-05
triangle_complex,3,3,1,5.487515591084957e-05
triangle_complex,3,3,1,5.483301356434822e-05
triangle_complex,3,3,1,5.474989302456379e-05
triangle_complex,3,3,1,5.4625095799565315e-05
triangle_complex,3,3,1,5.537504330277443e-05
triangle_complex,3,3,1,5.716620944440365e-05
triangle_complex,3,3,1,5.474989302456379e-05
triangle_complex,3,3,1,5.4833944886922836e-05
triangle_complex,3,3,1,5.479203537106514e-05
triangle_complex,3,3,1,5.4374802857637405e-05
triangle_complex,3,3,1,5.4625095799565315e-05
triangle_complex,3,3,1,5.449983291327953e-05
triangle_complex,3,3,1,5.4957810789346695e-05
triangle_complex,3,3,1,5.450006574392319e-05
triangle_complex,3,3,1,5.479203537106514e-05
triangle_complex,3,3,1,5.4625095799565315e-05
triangle_complex,3,3,1,5.4625095799565315e-05
triangle_complex,3,3,1,5.4625095799565315e-05
triangle_complex,3,3,1,5.4416945204138756e-05
triangle_complex,3,3,1,5.4541975259780884e-05
triangle_complex,3,3,1,5.495804361999035e-05
triangle_complex,3,3,1,5.491613410413265e-05
triangle_complex,3,3,1,5.466700531542301e-05
triangle_complex,3,3,1,5.437503568828106e-05
triangle_complex,3,3,1,5.4582953453063965e-05
triangle_complex,3,3,1,5.466584116220474e-05
triangle_complex,3,3,1,5.779205821454525e-05
triangle_complex,3,3,1,5.4958974942564964e-05
triangle_complex,3,3,1,5.479087121784687e-05
triangle_complex,3,3,1,5.4416945204138756e-05
triangle_complex,3,3,1,5.4582953453063965e-05
triangle_complex,3,3,1,5.433405749499798e-05
triangle_complex,3,3,1,5.475012585520744e-05
triangle_complex,3,3,1,5.454104393720627e-05
triangle_complex,3,3,1,5.4584117606282234e-05
triangle_complex,3,3,1,5.4791104048490524e-05
triangle_complex,3,3,1,5.487492308020592e-05
triangle_complex,3,3,1,5.741603672504425e-05
triangle_complex,3,3,1,5.466584116220474e-05
triangle_complex,3,3,1,5.429214797914028e-05
triangle_complex,3,3,1,5.41668850928545e-05
triangle_complex,3,3,1,5.420902743935585e-05
triangle_complex,3,3,1,5.466700531542301e-05
triangle_complex,3,3,1,5.433312617242336e-05
triangle_complex,3,3,1,5.4165953770279884e-05
triangle_complex,3,3,1,5.433405749499798e-05
triangle_complex,3,3,1,5.470798350870609e-05
triangle_complex,3,3,1,5.516689270734787e-05
wedge_of_cycles,5,6,0,5.7541998103260994e-05
wedge_of_cycles,5,6,0,3.7291087210178375e-05
wedge_of_cycles,5,6,0,3.483286127448082e-05
wedge_of_cycles,5,6,0,3.38749960064888e-05
wedge_of_cycles,5,6,0,3.579189069569111e-05
wedge_of_cycles,5,6,0,3.3542048186063766e-05
wedge_of_cycles,5,6,0,3.2833078876137733e-05
wedge_of_cycles,5,6,0,3.283401019871235e-05
wedge_of_cycles,5,6,0,3.287498839199543e-05
wedge_of_cycles,5,6,0,3.283401019871235e-05
wedge_of_cycles,5,6,0,3.3333199098706245e-05
wedge_of_cycles,5,6,0,3.304099664092064e-05
wedge_of_cycles,5,6,0,3.2499898225069046e-05
wedge_of_cycles,5,6,0,3.2624928280711174e-05
wedge_of_cycles,5,6,0,3.2624928280711174e-05
wedge_of_cycles,5,6,0,3.2624928280711174e-05
wedge_of_cycles,5,6,0,3.2667070627212524e-05
wedge_of_cycles,5,6,0,3.266683779656887e-05
wedge_of_cycles,5,6,0,3.4833094105124474e-05
wedge_of_cycles,5,6,0,3.3041927963495255e-05
wedge_of_cycles,5,6,0,3.558304160833359e-05
wedge_of_cycles,5,6,0,3.716698847711086e-05
wedge_of_cycles,5,6,0,3.5667093470692635e-05
wedge_of_cycles,5,6,0,3.5125063732266426e-05
wedge_of_cycles,5,6,0,3.4999800845980644e-05
wedge_of_cycles,5,6,0,3.537489101290703e-05
wedge_of_cycles,5,6,0,3.5084085538983345e-05
wedge_of_cycles,5,6,0,3.537512384355068e-05
wedge_of_cycles,5,6,0,3.516697324812412e-05
wedge_of_cycles,5,6,0,3.5082921385765076e-05
wedge_of_cycles,5,6,0,3.5041943192481995e-05
wedge_of_cycles,5,6,0,3.495789133012295e-05
wedge_of_cycles,5,6,0,3.50000336766243e-05
wedge_of_cycles,5,6,0,3.504101186990738e-05
wedge_of_cycles,5,6,0,3.9250124245882034e-05
wedge_of_cycles,5,6,0,3.5125063732266426e-05
wedge_of_cycles,5,6,0,3.516697324812412e-05
wedge_of_cycles,5,6,0,3.516604192554951e-05
wedge_of_cycles,5,6,0,3.508315421640873e-05
wedge_of_cycles,5,6,0,3.516697324812412e-05
wedge_of_cycles,5,6,0,3.520888276398182e-05
wedge_of_cycles,5,6,0,3.533298149704933e-05
wedge_of_cycles,5,6,0,3.483286127448082e-05
wedge_of_cycles,5,6,0,3.487500362098217e-05
wedge_of_cycles,5,6,0,3.5041943192481995e-05
wedge_of_cycles,5,6,0,3.5082921385765076e-05
wedge_of_cycles,5,6,0,3.533298149704933e-05
wedge_of_cycles,5,6,0,3.63329891115427e-05
wedge_of_cycles,5,6,0,3.5250093787908554e-05
wedge_of_cycles,5,6,0,3.5167206078767776e-05
wedge_of_cycles,5,6,0,3.52498609572649e-05
wedge_of_cycles,5,6,0,3.5125063732266426e-05
wedge_of_cycles,5,6,0,3.50000336766243e-05
wedge_of_cycles,5,6,0,3.529200330376625e-05
wedge_of_cycles,5,6,0,3.495789133012295e-05
wedge_of_cycles,5,6,0,3.545801155269146e-05
wedge_of_cycles,5,6,0,3.545801155269146e-05
wedge_of_cycles,5,6,0,3.554183058440685e-05
wedge_of_cycles,5,6,0,3.733299672603607e-05
wedge_of_cycles,5,6,0,3.541703335940838e-05
wedge_of_cycles,5,6,0,3.491691313683987e-05
wedge_of_cycles,5,6,0,3.50000336766243e-05
wedge_of_cycles,5,6,0,3.537512384355068e-05
wedge_of_cycles,5,6,0,3.516604192554951e-05
wedge_of_cycles,5,6,0,3.508385270833969e-05
wedge_of_cycles,5,6,0,3.50000336766243e-05
wedge_of_cycles,5,6,0,3.512483090162277e-05
wedge_of_cycles,5,6,0,3.495789133012295e-05
wedge_of_cycles,5,6,0,3.495905548334122e-05
wedge_of_cycles,5,6,0,3.529200330376625e-05
wedge_of_cycles,5,6,0,3.5125063732266426e-05
wedge_of_cycles,5,6,0,3.516604192554951e-05
wedge_of_cycles,5,6,0,3.5125063732266426e-05
wedge_of_cycles,5,6,0,3.504101186990738e-05
wedge_of_cycles,5,6,0,3.495789133012295e-05
wedge_of_cycles,5,6,0,3.50000336766243e-05
wedge_of_cycles,5,6,0,3.50000336766243e-05
wedge_of_cycles,5,6,0,3.50000336766243e-05
wedge_of_cycles,5,6,0,3.483286127448082e-05
wedge_of_cycles,5,6,0,3.50000336766243e-05
wedge_of_cycles,5,6,0,3.483402542769909e-05
wedge_of_cycles,5,6,0,3.4999800845980644e-05
wedge_of_cycles,5,6,0,3.479211591184139e-05
wedge_of_cycles,5,6,0,3.487500362098217e-05
wedge_of_cycles,5,6,0,3.4708064049482346e-05
wedge_of_cycles,5,6,0,3.479188308119774e-05
wedge_of_cycles,5,6,0,3.50000336766243e-05
wedge_of_cycles,5,6,0,3.541703335940838e-05
wedge_of_cycles,5,6,0,3.491714596748352e-05
wedge_of_cycles,5,6,0,3.50000336766243e-05
wedge_of_cycles,5,6,0,3.495789133012295e-05
wedge_of_cycles,5,6,0,3.487500362098217e-05
wedge_of_cycles,5,6,0,3.491691313683987e-05
wedge_of_cycles,5,6,0,3.4999800845980644e-05
wedge_of_cycles,5,6,0,3.479188308119774e-05
wedge_of_cycles,5,6,0,3.5167206078767776e-05
wedge_of_cycles,5,6,0,3.491691313683987e-05
wedge_of_cycles,5,6,0,3.474997356534004e-05
wedge_of_cycles,5,6,0,3.766687586903572e-05
wedge_of_cycles,5,6,0,3.504101186990738e-05
wedge_of_cycles,5,6,0,0.0008244579657912254
wedge_of_cycles,5,6,0,6.325007416307926e-05
wedge_of_cycles,5,6,0,5.6416960433125496e-05
wedge_of_cycles,5,6,0,5.4541975259780884e-05
wedge_of_cycles,5,6,0,4.9625057727098465e-05
wedge_of_cycles,5,6,0,4.8832967877388e-05
wedge_of_cycles,5,6,0,4.812516272068024e-05
wedge_of_cycles,5,6,0,4.733307287096977e-05
wedge_of_cycles,5,6,0,5.041598342359066e-05
wedge_of_cycles,5,6,0,4.712515510618687e-05
wedge_of_cycles,5,6,0,4.645809531211853e-05
wedge_of_cycles,5,6,0,4.6625034883618355e-05
wedge_of_cycles,5,6,0,4.612491466104984e-05
wedge_of_cycles,5,6,0,4.6208035200834274e-05
wedge_of_cycles,5,6,0,4.6457862481474876e-05
wedge_of_cycles,5,6,0,4.9042049795389175e-05
wedge_of_cycles,5,6,0,4.629092290997505e-05
wedge_of_cycles,5,6,0,4.6208035200834274e-05
wedge_of_cycles,5,6,0,4.583410918712616e-05
wedge_of_cycles,5,6,0,4.6083005145192146e-05
wedge_of_cycles,5,6,0,4.7625042498111725e-05
wedge_of_cycles,5,6,0,4.566693678498268e-05
wedge_of_cycles,5,6,0,4.566693678498268e-05
wedge_of_cycles,5,6,0,4.52499371021986e-05
wedge_of_cycles,5,6,0,4.5459019020199776e-05
wedge_of_cycles,5,6,0,4.508392885327339e-05
wedge_of_cycles,5,6,0,4.5625027269124985e-05
wedge_of_cycles,5,6,0,4.537496715784073e-05
wedge_of_cycles,5,6,0,4.533282481133938e-05
wedge_of_cycles,5,6,0,4.554097540676594e-05
wedge_of_cycles,5,6,0,4.554190672934055e-05
wedge_of_cycles,5,6,0,4.537496715784073e-05
wedge_of_cycles,5,6,0,4.52918466180563e-05
wedge_of_cycles,5,6,0,4.529207944869995e-05
wedge_of_cycles,5,6,0,4.529207944869995e-05
wedge_of_cycles,5,6,0,4.52918466180563e-05
wedge_of_cycles,5,6,0,4.52499371021986e-05
wedge_of_cycles,5,6,0,4.554190672934055e-05
wedge_of_cycles,5,6,0,5.1999930292367935e-05
wedge_of_cycles,5,6,0,4.554190672934055e-05
wedge_of_cycles,5,6,0,4.533305764198303e-05
wedge_of_cycles,5,6,0,4.533305764198303e-05
wedge_of_cycles,5,6,0,4.5082997530698776e-05
wedge_of_cycles,5,6,0,4.491605795919895e-05
wedge_of_cycles,5,6,0,4.529207944869995e-05
wedge_of_cycles,5,6,0,4.516681656241417e-05
wedge_of_cycles,5,6,0,4.495913162827492e-05
wedge_of_cycles,5,6,0,4.729186184704304e-05
wedge_of_cycles,5,6,0,4.541594535112381e-05
wedge_of_cycles,5,6,0,4.52918466180563e-05
wedge_of_cycles,5,6,0,4.541710950434208e-05
wedge_of_cycles,5,6,0,4.5042019337415695e-05
wedge_of_cycles,5,6,0,4.52918466180563e-05
wedge_of_cycles,5,6,0,4.558311775326729e-05
wedge_of_cycles,5,6,0,4.5291148126125336e-05
wedge_of_cycles,5,6,0,4.52499371021986e-05
wedge_of_cycles,5,6,0,4.5000109821558e-05
wedge_of_cycles,5,6,0,4.5708147808909416e-05
wedge_of_cycles,5,6,0,4.549999721348286e-05
wedge_of_cycles,5,6,0,4.8582907766103745e-05
wedge_of_cycles,5,6,0,4.5042019337415695e-05
wedge_of_cycles,5,6,0,4.508392885327339e-05
wedge_of_cycles,5,6,0,4.52499371021986e-05
wedge_of_cycles,5,6,0,4.4999876990914345e-05
wedge_of_cycles,5,6,0,4.479195922613144e-05
wedge_of_cycles,5,6,0,4.512490704655647e-05
wedge_of_cycles,5,6,0,4.541594535112381e-05
wedge_of_cycles,5,6,0,4.512490704655647e-05
wedge_of_cycles,5,6,0,4.495796747505665e-05
wedge_of_cycles,5,6,0,4.4999876990914345e-05
wedge_of_cycles,5,6,0,4.4999876990914345e-05
wedge_of_cycles,5,6,0,4.508392885327339e-05
wedge_of_cycles,5,6,0,4.516704939305782e-05
wedge_of_cycles,5,6,0,4.487484693527222e-05
wedge_of_cycles,5,6,0,4.512513987720013e-05
wedge_of_cycles,5,6,0,4.512513987720013e-05
wedge_of_cycles,5,6,0,4.4958898797631264e-05
wedge_of_cycles,5,6,0,4.529207944869995e-05
wedge_of_cycles,5,6,0,4.7791050747036934e-05
wedge_of_cycles,5,6,0,4.5250169932842255e-05
wedge_of_cycles,5,6,0,4.520895890891552e-05
wedge_of_cycles,5,6,0,4.520895890891552e-05
wedge_of_cycles,5,6,0,4.487507976591587e-05
wedge_of_cycles,5,6,0,4.479195922613144e-05
wedge_of_cycles,5,6,0,4.487507976591587e-05
wedge_of_cycles,5,6,0,9.200000204145908e-05
wedge_of_cycles,5,6,0,6.895815022289753e-05
wedge_of_cycles,5,6,0,5.3541967645287514e-05
wedge_of_cycles,5,6,0,4.987488500773907e-05
wedge_of_cycles,5,6,0,4.795799031853676e-05
wedge_of_cycles,5,6,0,4.6833883970975876e-05
wedge_of_cycles,5,6,0,4.641711711883545e-05
wedge_of_cycles,5,6,0,4.63330652564764e-05
wedge_of_cycles,5,6,0,4.587485454976559e-05
wedge_of_cycles,5,6,0,4.583410918712616e-05
wedge_of_cycles,5,6,0,4.574982449412346e-05
wedge_of_cycles,5,6,0,4.591699689626694e-05
wedge_of_cycles,5,6,0,4.5625027269124985e-05
wedge_of_cycles,5,6,0,4.587508738040924e-05
wedge_of_cycles,5,6,0,4.587508738040924e-05
theta_graph,5,6,0,4.158308729529381e-05
theta_graph,5,6,0,3.7458958104252815e-05
theta_graph,5,6,0,3.616698086261749e-05
theta_graph,5,6,0,3.6125071346759796e-05
theta_graph,5,6,0,4.4999876990914345e-05
theta_graph,5,6,0,3.60831618309021e-05
theta_graph,5,6,0,3.5542063415050507e-05
theta_graph,5,6,0,6.500002928078175e-05
theta_graph,5,6,0,4.041707143187523e-05
theta_graph,5,6,0,3.774999640882015e-05
theta_graph,5,6,0,3.687501884996891e-05
theta_graph,5,6,0,3.629201091825962e-05
theta_graph,5,6,0,3.600004129111767e-05
theta_graph,5,6,0,3.574998117983341e-05
theta_graph,5,6,0,3.5833800211548805e-05
theta_graph,5,6,0,3.583403304219246e-05
theta_graph,5,6,0,3.545917570590973e-05
theta_graph,5,6,0,3.583286888897419e-05
theta_graph,5,6,0,3.850017674267292e-05
theta_graph,5,6,0,3.6082929000258446e-05
theta_graph,5,6,0,3.5499921068549156e-05
theta_graph,5,6,0,3.5624951124191284e-05
theta_graph,5,6,0,3.558304160833359e-05
theta_graph,5,6,0,3.55839729309082e-05
theta_graph,5,6,0,3.550015389919281e-05
theta_graph,5,6,0,3.5499921068549156e-05
theta_graph,5,6,0,3.533391281962395e-05
theta_graph,5,6,0,3.541586920619011e-05
theta_graph,5,6,0,3.537489101290703e-05
theta_graph,5,6,0,3.5499921068549156e-05
theta_graph,5,6,0,3.558304160833359e-05
theta_graph,5,6,0,3.533298149704933e-05
theta_graph,5,6,0,3.570900298655033e-05
theta_graph,5,6,0,3.545801155269146e-05
theta_graph,5,6,0,3.5624951124191284e-05
theta_graph,5,6,0,3.545801155269146e-05
theta_graph,5,6,0,3.533298149704933e-05
theta_graph,5,6,0,3.541703335940838e-05
theta_graph,5,6,0,3.533298149704933e-05
theta_graph,5,6,0,3.516697324812412e-05
theta_graph,5,6,0,3.558304160833359e-05
theta_graph,5,6,0,3.591598942875862e-05
theta_graph,5,6,0,3.558304160833359e-05
theta_graph,5,6,0,3.866688348352909e-05
theta_graph,5,6,0,3.587501123547554e-05
theta_graph,5,6,0,3.537512384355068e-05
theta_graph,5,6,0,3.550015389919281e-05
theta_graph,5,6,0,3.6041950806975365e-05
theta_graph,5,6,0,3.516697324812412e-05
theta_graph,5,6,0,3.5250093787908554e-05
theta_graph,5,6,0,3.562518395483494e-05
theta_graph,5,6,0,3.545801155269146e-05
theta_graph,5,6,0,3.5291071981191635e-05
theta_graph,5,6,0,3.5207951441407204e-05
theta_graph,5,6,0,3.483402542769909e-05
theta_graph,5,6,0,5.41249755769968e-05
theta_graph,5,6,0,0.00025845784693956375
theta_graph,5,6,0,0.00026825000531971455
theta_graph,5,6,0,0.00018458301201462746
theta_graph,5,6,0,0.0001371670514345169
theta_graph,5,6,0,0.00011979206465184689
theta_graph,5,6,0,0.00012579187750816345
theta_graph,5,6,0,0.00017933384515345097
theta_graph,5,6,0,0.00012762495316565037
theta_graph,5,6,0,0.00012945802882313728
theta_graph,5,6,0,7.870793342590332e-05
theta_graph,5,6,0,4.1999854147434235e-05
theta_graph,5,6,0,3.691692836582661e-05
theta_graph,5,6,0,3.645801916718483e-05
theta_graph,5,6,0,3.6250101402401924e-05
theta_graph,5,6,0,3.595789894461632e-05
theta_graph,5,6,0,3.5708071663975716e-05
theta_graph,5,6,0,3.5833101719617844e-05
theta_graph,5,6,0,3.583403304219246e-05
theta_graph,5,6,0,3.5499921068549156e-05
theta_graph,5,6,0,3.9667123928666115e-05
theta_graph,5,6,0,3.5999808460474014e-05
theta_graph,5,6,0,3.574998117983341e-05
theta_graph,5,6,0,3.5999808460474014e-05
theta_graph,5,6,0,3.541703335940838e-05
theta_graph,5,6,0,3.533298149704933e-05
theta_graph,5,6,0,3.529200330376625e-05
theta_graph,5,6,0,3.5125063732266426e-05
theta_graph,5,6,0,3.512483090162277e-05
theta_graph,5,6,0,3.50000336766243e-05
theta_graph,5,6,0,3.541610203683376e-05
theta_graph,5,6,0,3.537489101290703e-05
theta_graph,5,6,0,3.537512384355068e-05
theta_graph,5,6,0,3.529200330376625e-05
theta_graph,5,6,0,3.5207951441407204e-05
theta_graph,5,6,0,3.533298149704933e-05
theta_graph,5,6,0,3.5041943192481995e-05
theta_graph,5,6,0,3.50000336766243e-05
theta_graph,5,6,0,3.529200330376625e-05
theta_graph,5,6,0,3.5082921385765076e-05
theta_graph,5,6,0,3.50000336766243e-05
theta_graph,5,6,0,3.512483090162277e-05
theta_graph,5,6,0,3.5291071981191635e-05
theta_graph,5,6,0,3.754207864403725e-05
theta_graph,5,6,0,3.579189069569111e-05
theta_graph,5,6,0,6.129196844995022e-05
theta_graph,5,6,0,4.787486977875233e-05
theta_graph,5,6,0,4.787510260939598e-05
theta_graph,5,6,0,4.6042026951909065e-05
theta_graph,5,6,0,4.554213955998421e-05
theta_graph,5,6,0,4.591699689626694e-05
theta_graph,5,6,0,5.0208065658807755e-05
theta_graph,5,6,0,4.554190672934055e-05
theta_graph,5,6,0,4.516704939305782e-05
theta_graph,5,6,0,4.4999876990914345e-05
theta_graph,5,6,0,4.5040855184197426e-05
theta_graph,5,6,0,4.4999876990914345e-05
theta_graph,5,6,0,4.475004971027374e-05
theta_graph,5,6,0,4.474981687963009e-05
theta_graph,5,6,0,4.491698928177357e-05
theta_graph,5,6,0,4.483293741941452e-05
theta_graph,5,6,0,4.475004971027374e-05
theta_graph,5,6,0,4.491605795919895e-05
theta_graph,5,6,0,4.487507976591587e-05
theta_graph,5,6,0,4.49158251285553e-05
theta_graph,5,6,0,4.516704939305782e-05
theta_graph,5,6,0,4.487507976591587e-05
theta_graph,5,6,0,4.4791027903556824e-05
theta_graph,5,6,0,4.475004971027374e-05
theta_graph,5,6,0,4.4625019654631615e-05
theta_graph,5,6,0,4.491605795919895e-05
theta_graph,5,6,0,4.491698928177357e-05
theta_graph,5,6,0,4.470883868634701e-05
theta_graph,5,6,0,4.454096779227257e-05
theta_graph,5,6,0,4.4708140194416046e-05
theta_graph,5,6,0,4.4459011405706406e-05
theta_graph,5,6,0,4.4625019654631615e-05
theta_graph,5,6,0,4.475004971027374e-05
theta_graph,5,6,0,4.454213194549084e-05
theta_graph,5,6,0,4.4665997847914696e-05
theta_graph,5,6,0,4.4582877308130264e-05
theta_graph,5,6,0,4.470907151699066e-05
theta_graph,5,6,0,4.5000109821558e-05
theta_graph,5,6,0,4.7084176912903786e-05
theta_graph,5,6,0,4.541594535112381e-05
theta_graph,5,6,0,4.4665997847914696e-05
theta_graph,5,6,0,4.475004971027374e-05
theta_graph,5,6,0,4.4999876990914345e-05
theta_graph,5,6,0,4.449998959898949e-05
theta_graph,5,6,0,4.458311013877392e-05
theta_graph,5,6,0,4.441710188984871e-05
theta_graph,5,6,0,4.479195922613144e-05
theta_graph,5,6,0,4.61251474916935e-05
theta_graph,5,6,0,4.4791027903556824e-05
theta_graph,5,6,0,4.479195922613144e-05
theta_graph,5,6,0,4.454096779227257e-05
theta_graph,5,6,0,4.458311013877392e-05
theta_graph,5,6,0,4.533305764198303e-05
theta_graph,5,6,0,4.4625019654631615e-05
theta_graph,5,6,0,4.458380863070488e-05
theta_graph,5,6,0,4.4958898797631264e-05
theta_graph,5,6,0,4.5000109821558e-05
