benchmark,method,mean_accuracy,actual_trainable_parameters,stored_parameters,parameter_multiplier,branch_count,measured_inference_time_seconds,inference_multiplier,peak_memory_mb,best_benchmark_accuracy,worst_case_regret,inference_overhead,lambda_regret,lambda_inference,practical_score
transformer,dare,0.564453125,5882.0,5882.0,1.0,1.0,0.0046645000111311,1.0140858794468404,,0.6201171875,0.0556640625,0.014085879446840366,0.0,0.01,0.5643122662055315
transformer,dare,0.564453125,5882.0,5882.0,1.0,1.0,0.0046645000111311,1.0140858794468404,,0.6201171875,0.0556640625,0.014085879446840366,0.0,0.05,0.5637488310276579
transformer,dare,0.564453125,5882.0,5882.0,1.0,1.0,0.0046645000111311,1.0140858794468404,,0.6201171875,0.0556640625,0.014085879446840366,0.1,0.0,0.55888671875
transformer,dare,0.564453125,5882.0,5882.0,1.0,1.0,0.0046645000111311,1.0140858794468404,,0.6201171875,0.0556640625,0.014085879446840366,0.1,0.01,0.5587458599555315
transformer,dare,0.564453125,5882.0,5882.0,1.0,1.0,0.0046645000111311,1.0140858794468404,,0.6201171875,0.0556640625,0.014085879446840366,0.1,0.05,0.5581824247776579
transformer,dare,0.564453125,5882.0,5882.0,1.0,1.0,0.0046645000111311,1.0140858794468404,,0.6201171875,0.0556640625,0.014085879446840366,0.25,0.0,0.550537109375
transformer,dare,0.564453125,5882.0,5882.0,1.0,1.0,0.0046645000111311,1.0140858794468404,,0.6201171875,0.0556640625,0.014085879446840366,0.25,0.01,0.5503962505805315
transformer,dare,0.564453125,5882.0,5882.0,1.0,1.0,0.0046645000111311,1.0140858794468404,,0.6201171875,0.0556640625,0.014085879446840366,0.25,0.05,0.5498328154026579
transformer,greedy_soup,0.6142578125,5882.0,5882.0,1.0,1.0,0.0064550000242888,1.4033496325092631,,0.6201171875,0.005859375,0.40334963250926315,0.0,0.0,0.6142578125
transformer,greedy_soup,0.6142578125,5882.0,5882.0,1.0,1.0,0.0064550000242888,1.4033496325092631,,0.6201171875,0.005859375,0.40334963250926315,0.0,0.01,0.6102243161749074
transformer,greedy_soup,0.6142578125,5882.0,5882.0,1.0,1.0,0.0064550000242888,1.4033496325092631,,0.6201171875,0.005859375,0.40334963250926315,0.0,0.05,0.5940903308745369
transformer,greedy_soup,0.6142578125,5882.0,5882.0,1.0,1.0,0.0064550000242888,1.4033496325092631,,0.6201171875,0.005859375,0.40334963250926315,0.1,0.0,0.613671875
transformer,greedy_soup,0.6142578125,5882.0,5882.0,1.0,1.0,0.0064550000242888,1.4033496325092631,,0.6201171875,0.005859375,0.40334963250926315,0.1,0.01,0.6096383786749073
transformer,greedy_soup,0.6142578125,5882.0,5882.0,1.0,1.0,0.0064550000242888,1.4033496325092631,,0.6201171875,0.005859375,0.40334963250926315,0.1,0.05,0.5935043933745369
transformer,greedy_soup,0.6142578125,5882.0,5882.0,1.0,1.0,0.0064550000242888,1.4033496325092631,,0.6201171875,0.005859375,0.40334963250926315,0.25,0.0,0.61279296875
transformer,greedy_soup,0.6142578125,5882.0,5882.0,1.0,1.0,0.0064550000242888,1.4033496325092631,,0.6201171875,0.005859375,0.40334963250926315,0.25,0.01,0.6087594724249074
transformer,greedy_soup,0.6142578125,5882.0,5882.0,1.0,1.0,0.0064550000242888,1.4033496325092631,,0.6201171875,0.005859375,0.40334963250926315,0.25,0.05,0.5926254871245369
transformer,low_rank_subspace_merge,0.576171875,5882.0,5882.0,1.0,1.0,0.0045201661996543,0.9827069792868858,,0.6201171875,0.0439453125,0.0,0.0,0.0,0.576171875
transformer,low_rank_subspace_merge,0.576171875,5882.0,5882.0,1.0,1.0,0.0045201661996543,0.9827069792868858,,0.6201171875,0.0439453125,0.0,0.0,0.01,0.576171875
transformer,low_rank_subspace_merge,0.576171875,5882.0,5882.0,1.0,1.0,0.0045201661996543,0.9827069792868858,,0.6201171875,0.0439453125,0.0,0.0,0.05,0.576171875
transformer,low_rank_subspace_merge,0.576171875,5882.0,5882.0,1.0,1.0,0.0045201661996543,0.9827069792868858,,0.6201171875,0.0439453125,0.0,0.1,0.0,0.57177734375
transformer,low_rank_subspace_merge,0.576171875,5882.0,5882.0,1.0,1.0,0.0045201661996543,0.9827069792868858,,0.6201171875,0.0439453125,0.0,0.1,0.01,0.57177734375
transformer,low_rank_subspace_merge,0.576171875,5882.0,5882.0,1.0,1.0,0.0045201661996543,0.9827069792868858,,0.6201171875,0.0439453125,0.0,0.1,0.05,0.57177734375
transformer,low_rank_subspace_merge,0.576171875,5882.0,5882.0,1.0,1.0,0.0045201661996543,0.9827069792868858,,0.6201171875,0.0439453125,0.0,0.25,0.0,0.565185546875
transformer,low_rank_subspace_merge,0.576171875,5882.0,5882.0,1.0,1.0,0.0045201661996543,0.9827069792868858,,0.6201171875,0.0439453125,0.0,0.25,0.01,0.565185546875
transformer,low_rank_subspace_merge,0.576171875,5882.0,5882.0,1.0,1.0,0.0045201661996543,0.9827069792868858,,0.6201171875,0.0439453125,0.0,0.25,0.05,0.565185546875
transformer,slerp,0.5771484375,5882.0,5882.0,1.0,1.0,0.0045072089415043,0.9798900058717528,,0.6201171875,0.04296875,0.0,0.0,0.0,0.5771484375
transformer,slerp,0.5771484375,5882.0,5882.0,1.0,1.0,0.0045072089415043,0.9798900058717528,,0.6201171875,0.04296875,0.0,0.0,0.01,0.5771484375
transformer,slerp,0.5771484375,5882.0,5882.0,1.0,1.0,0.0045072089415043,0.9798900058717528,,0.6201171875,0.04296875,0.0,0.0,0.05,0.5771484375
transformer,slerp,0.5771484375,5882.0,5882.0,1.0,1.0,0.0045072089415043,0.9798900058717528,,0.6201171875,0.04296875,0.0,0.1,0.0,0.5728515625
transformer,slerp,0.5771484375,5882.0,5882.0,1.0,1.0,0.0045072089415043,0.9798900058717528,,0.6201171875,0.04296875,0.0,0.1,0.01,0.5728515625
transformer,slerp,0.5771484375,5882.0,5882.0,1.0,1.0,0.0045072089415043,0.9798900058717528,,0.6201171875,0.04296875,0.0,0.1,0.05,0.5728515625
transformer,slerp,0.5771484375,5882.0,5882.0,1.0,1.0,0.0045072089415043,0.9798900058717528,,0.6201171875,0.04296875,0.0,0.25,0.0,0.56640625
transformer,slerp,0.5771484375,5882.0,5882.0,1.0,1.0,0.0045072089415043,0.9798900058717528,,0.6201171875,0.04296875,0.0,0.25,0.01,0.56640625
transformer,slerp,0.5771484375,5882.0,5882.0,1.0,1.0,0.0045072089415043,0.9798900058717528,,0.6201171875,0.04296875,0.0,0.25,0.05,0.56640625
transformer,task_arithmetic,0.576171875,5882.0,5882.0,1.0,1.0,0.0047266669571399,1.0276012877361356,,0.6201171875,0.0439453125,0.02760128773613557,0.0,0.0,0.576171875
transformer,task_arithmetic,0.576171875,5882.0,5882.0,1.0,1.0,0.0047266669571399,1.0276012877361356,,0.6201171875,0.0439453125,0.02760128773613557,0.0,0.01,0.5758958621226387
transformer,task_arithmetic,0.576171875,5882.0,5882.0,1.0,1.0,0.0047266669571399,1.0276012877361356,,0.6201171875,0.0439453125,0.02760128773613557,0.0,0.05,0.5747918106131932
transformer,task_arithmetic,0.576171875,5882.0,5882.0,1.0,1.0,0.0047266669571399,1.0276012877361356,,0.6201171875,0.0439453125,0.02760128773613557,0.1,0.0,0.57177734375
transformer,task_arithmetic,0.576171875,5882.0,5882.0,1.0,1.0,0.0047266669571399,1.0276012877361356,,0.6201171875,0.0439453125,0.02760128773613557,0.1,0.01,0.5715013308726387
transformer,task_arithmetic,0.576171875,5882.0,5882.0,1.0,1.0,0.0047266669571399,1.0276012877361356,,0.6201171875,0.0439453125,0.02760128773613557,0.1,0.05,0.5703972793631932
transformer,task_arithmetic,0.576171875,5882.0,5882.0,1.0,1.0,0.0047266669571399,1.0276012877361356,,0.6201171875,0.0439453125,0.02760128773613557,0.25,0.0,0.565185546875
transformer,task_arithmetic,0.576171875,5882.0,5882.0,1.0,1.0,0.0047266669571399,1.0276012877361356,,0.6201171875,0.0439453125,0.02760128773613557,0.25,0.01,0.5649095339976387
transformer,task_arithmetic,0.576171875,5882.0,5882.0,1.0,1.0,0.0047266669571399,1.0276012877361356,,0.6201171875,0.0439453125,0.02760128773613557,0.25,0.05,0.5638054824881932
transformer,ties,0.6201171875,5882.0,5882.0,1.0,1.0,0.0047864590305835,1.0406003867257891,,0.6201171875,0.0,0.04060038672578914,0.0,0.0,0.6201171875
transformer,ties,0.6201171875,5882.0,5882.0,1.0,1.0,0.0047864590305835,1.0406003867257891,,0.6201171875,0.0,0.04060038672578914,0.0,0.01,0.6197111836327421
transformer,ties,0.6201171875,5882.0,5882.0,1.0,1.0,0.0047864590305835,1.0406003867257891,,0.6201171875,0.0,0.04060038672578914,0.0,0.05,0.6180871681637106
transformer,ties,0.6201171875,5882.0,5882.0,1.0,1.0,0.0047864590305835,1.0406003867257891,,0.6201171875,0.0,0.04060038672578914,0.1,0.0,0.6201171875
transformer,ties,0.6201171875,5882.0,5882.0,1.0,1.0,0.0047864590305835,1.0406003867257891,,0.6201171875,0.0,0.04060038672578914,0.1,0.01,0.6197111836327421
transformer,ties,0.6201171875,5882.0,5882.0,1.0,1.0,0.0047864590305835,1.0406003867257891,,0.6201171875,0.0,0.04060038672578914,0.1,0.05,0.6180871681637106
transformer,ties,0.6201171875,5882.0,5882.0,1.0,1.0,0.0047864590305835,1.0406003867257891,,0.6201171875,0.0,0.04060038672578914,0.25,0.0,0.6201171875
transformer,ties,0.6201171875,5882.0,5882.0,1.0,1.0,0.0047864590305835,1.0406003867257891,,0.6201171875,0.0,0.04060038672578914,0.25,0.01,0.6197111836327421
transformer,ties,0.6201171875,5882.0,5882.0,1.0,1.0,0.0047864590305835,1.0406003867257891,,0.6201171875,0.0,0.04060038672578914,0.25,0.05,0.6180871681637106
transformer,twistedmerge_exact_gauge_soup_selector,0.6201171875,5882.0,5882.0,1.0,1.0,0.0044479998759925,0.9670176557533052,,0.6201171875,0.0,0.0,0.0,0.0,0.6201171875
transformer,twistedmerge_exact_gauge_soup_selector,0.6201171875,5882.0,5882.0,1.0,1.0,0.0044479998759925,0.9670176557533052,,0.6201171875,0.0,0.0,0.0,0.01,0.6201171875
transformer,twistedmerge_exact_gauge_soup_selector,0.6201171875,5882.0,5882.0,1.0,1.0,0.0044479998759925,0.9670176557533052,,0.6201171875,0.0,0.0,0.0,0.05,0.6201171875
transformer,twistedmerge_exact_gauge_soup_selector,0.6201171875,5882.0,5882.0,1.0,1.0,0.0044479998759925,0.9670176557533052,,0.6201171875,0.0,0.0,0.1,0.0,0.6201171875
transformer,twistedmerge_exact_gauge_soup_selector,0.6201171875,5882.0,5882.0,1.0,1.0,0.0044479998759925,0.9670176557533052,,0.6201171875,0.0,0.0,0.1,0.01,0.6201171875
transformer,twistedmerge_exact_gauge_soup_selector,0.6201171875,5882.0,5882.0,1.0,1.0,0.0044479998759925,0.9670176557533052,,0.6201171875,0.0,0.0,0.1,0.05,0.6201171875
transformer,twistedmerge_exact_gauge_soup_selector,0.6201171875,5882.0,5882.0,1.0,1.0,0.0044479998759925,0.9670176557533052,,0.6201171875,0.0,0.0,0.25,0.0,0.6201171875
transformer,twistedmerge_exact_gauge_soup_selector,0.6201171875,5882.0,5882.0,1.0,1.0,0.0044479998759925,0.9670176557533052,,0.6201171875,0.0,0.0,0.25,0.01,0.6201171875
transformer,twistedmerge_exact_gauge_soup_selector,0.6201171875,5882.0,5882.0,1.0,1.0,0.0044479998759925,0.9670176557533052,,0.6201171875,0.0,0.0,0.25,0.05,0.6201171875
transformer,twistedmerge_hodge_lr,0.6201171875,5882.0,5882.0,1.0,1.0,0.004317499930039,0.938646307882322,,0.6201171875,0.0,0.0,0.0,0.0,0.6201171875
transformer,twistedmerge_hodge_lr,0.6201171875,5882.0,5882.0,1.0,1.0,0.004317499930039,0.938646307882322,,0.6201171875,0.0,0.0,0.0,0.01,0.6201171875
transformer,twistedmerge_hodge_lr,0.6201171875,5882.0,5882.0,1.0,1.0,0.004317499930039,0.938646307882322,,0.6201171875,0.0,0.0,0.0,0.05,0.6201171875
transformer,twistedmerge_hodge_lr,0.6201171875,5882.0,5882.0,1.0,1.0,0.004317499930039,0.938646307882322,,0.6201171875,0.0,0.0,0.1,0.0,0.6201171875
transformer,twistedmerge_hodge_lr,0.6201171875,5882.0,5882.0,1.0,1.0,0.004317499930039,0.938646307882322,,0.6201171875,0.0,0.0,0.1,0.01,0.6201171875
transformer,twistedmerge_hodge_lr,0.6201171875,5882.0,5882.0,1.0,1.0,0.004317499930039,0.938646307882322,,0.6201171875,0.0,0.0,0.1,0.05,0.6201171875
transformer,twistedmerge_hodge_lr,0.6201171875,5882.0,5882.0,1.0,1.0,0.004317499930039,0.938646307882322,,0.6201171875,0.0,0.0,0.25,0.0,0.6201171875
transformer,twistedmerge_hodge_lr,0.6201171875,5882.0,5882.0,1.0,1.0,0.004317499930039,0.938646307882322,,0.6201171875,0.0,0.0,0.25,0.01,0.6201171875
transformer,twistedmerge_hodge_lr,0.6201171875,5882.0,5882.0,1.0,1.0,0.004317499930039,0.938646307882322,,0.6201171875,0.0,0.0,0.25,0.05,0.6201171875
transformer,weight_average,0.576171875,5882.0,5882.0,1.0,1.0,0.0045997090637683,1.0,,0.6201171875,0.0439453125,0.0,0.0,0.0,0.576171875
transformer,weight_average,0.576171875,5882.0,5882.0,1.0,1.0,0.0045997090637683,1.0,,0.6201171875,0.0439453125,0.0,0.0,0.01,0.576171875
transformer,weight_average,0.576171875,5882.0,5882.0,1.0,1.0,0.0045997090637683,1.0,,0.6201171875,0.0439453125,0.0,0.0,0.05,0.576171875
transformer,weight_average,0.576171875,5882.0,5882.0,1.0,1.0,0.0045997090637683,1.0,,0.6201171875,0.0439453125,0.0,0.1,0.0,0.57177734375
transformer,weight_average,0.576171875,5882.0,5882.0,1.0,1.0,0.0045997090637683,1.0,,0.6201171875,0.0439453125,0.0,0.1,0.01,0.57177734375
transformer,weight_average,0.576171875,5882.0,5882.0,1.0,1.0,0.0045997090637683,1.0,,0.6201171875,0.0439453125,0.0,0.1,0.05,0.57177734375
transformer,weight_average,0.576171875,5882.0,5882.0,1.0,1.0,0.0045997090637683,1.0,,0.6201171875,0.0439453125,0.0,0.25,0.0,0.565185546875
transformer,weight_average,0.576171875,5882.0,5882.0,1.0,1.0,0.0045997090637683,1.0,,0.6201171875,0.0439453125,0.0,0.25,0.01,0.565185546875
transformer,weight_average,0.576171875,5882.0,5882.0,1.0,1.0,0.0045997090637683,1.0,,0.6201171875,0.0439453125,0.0,0.25,0.05,0.565185546875
two_loop_context,branch_orbit_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,5.0362420734018085e-06,0.8221946649779024,,1.0,0.0,0.0,0.0,0.0,1.0
two_loop_context,branch_orbit_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,5.0362420734018085e-06,0.8221946649779024,,1.0,0.0,0.0,0.0,0.01,1.0
two_loop_context,branch_orbit_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,5.0362420734018085e-06,0.8221946649779024,,1.0,0.0,0.0,0.0,0.05,1.0
two_loop_context,branch_orbit_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,5.0362420734018085e-06,0.8221946649779024,,1.0,0.0,0.0,0.1,0.0,1.0
two_loop_context,branch_orbit_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,5.0362420734018085e-06,0.8221946649779024,,1.0,0.0,0.0,0.1,0.01,1.0
two_loop_context,branch_orbit_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,5.0362420734018085e-06,0.8221946649779024,,1.0,0.0,0.0,0.1,0.05,1.0
two_loop_context,branch_orbit_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,5.0362420734018085e-06,0.8221946649779024,,1.0,0.0,0.0,0.25,0.0,1.0
two_loop_context,branch_orbit_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,5.0362420734018085e-06,0.8221946649779024,,1.0,0.0,0.0,0.25,0.01,1.0
two_loop_context,branch_orbit_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,5.0362420734018085e-06,0.8221946649779024,,1.0,0.0,0.0,0.25,0.05,1.0
two_loop_context,branch_regular_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,4.7508091665804385e-06,0.7752769147108798,,1.0,0.0,0.0,0.0,0.0,1.0
two_loop_context,branch_regular_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,4.7508091665804385e-06,0.7752769147108798,,1.0,0.0,0.0,0.0,0.01,1.0
two_loop_context,branch_regular_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,4.7508091665804385e-06,0.7752769147108798,,1.0,0.0,0.0,0.0,0.05,1.0
two_loop_context,branch_regular_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,4.7508091665804385e-06,0.7752769147108798,,1.0,0.0,0.0,0.1,0.0,1.0
two_loop_context,branch_regular_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,4.7508091665804385e-06,0.7752769147108798,,1.0,0.0,0.0,0.1,0.01,1.0
two_loop_context,branch_regular_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,4.7508091665804385e-06,0.7752769147108798,,1.0,0.0,0.0,0.1,0.05,1.0
two_loop_context,branch_regular_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,4.7508091665804385e-06,0.7752769147108798,,1.0,0.0,0.0,0.25,0.0,1.0
two_loop_context,branch_regular_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,4.7508091665804385e-06,0.7752769147108798,,1.0,0.0,0.0,0.25,0.01,1.0
two_loop_context,branch_regular_lift_invariant_pooling,1.0,343.0,2450.0,7.0,7.0,4.7508091665804385e-06,0.7752769147108798,,1.0,0.0,0.0,0.25,0.05,1.0
two_loop_context,c2m3_strict_synchronization,0.1217475,343.0,343.0,1.0,1.0,4.814376588910818e-06,0.7789328124633852,,1.0,0.8782525,0.0,0.0,0.0,0.1217475
two_loop_context,c2m3_strict_synchronization,0.1217475,343.0,343.0,1.0,1.0,4.814376588910818e-06,0.7789328124633852,,1.0,0.8782525,0.0,0.0,0.01,0.1217475
two_loop_context,c2m3_strict_synchronization,0.1217475,343.0,343.0,1.0,1.0,4.814376588910818e-06,0.7789328124633852,,1.0,0.8782525,0.0,0.0,0.05,0.1217475
two_loop_context,c2m3_strict_synchronization,0.1217475,343.0,343.0,1.0,1.0,4.814376588910818e-06,0.7789328124633852,,1.0,0.8782525,0.0,0.1,0.0,0.03392224999999999
two_loop_context,c2m3_strict_synchronization,0.1217475,343.0,343.0,1.0,1.0,4.814376588910818e-06,0.7789328124633852,,1.0,0.8782525,0.0,0.1,0.01,0.03392224999999999
two_loop_context,c2m3_strict_synchronization,0.1217475,343.0,343.0,1.0,1.0,4.814376588910818e-06,0.7789328124633852,,1.0,0.8782525,0.0,0.1,0.05,0.03392224999999999
two_loop_context,c2m3_strict_synchronization,0.1217475,343.0,343.0,1.0,1.0,4.814376588910818e-06,0.7789328124633852,,1.0,0.8782525,0.0,0.25,0.0,-0.097815625
two_loop_context,c2m3_strict_synchronization,0.1217475,343.0,343.0,1.0,1.0,4.814376588910818e-06,0.7789328124633852,,1.0,0.8782525,0.0,0.25,0.01,-0.097815625
two_loop_context,c2m3_strict_synchronization,0.1217475,343.0,343.0,1.0,1.0,4.814376588910818e-06,0.7789328124633852,,1.0,0.8782525,0.0,0.25,0.05,-0.097815625
two_loop_context,ensemble_reference,0.99753,343.0,2450.0,7.0,7.0,5.099584814161062e-06,0.8354848064678997,,1.0,0.0024699999999999722,0.0,0.0,0.0,0.99753
two_loop_context,ensemble_reference,0.99753,343.0,2450.0,7.0,7.0,5.099584814161062e-06,0.8354848064678997,,1.0,0.0024699999999999722,0.0,0.0,0.01,0.99753
two_loop_context,ensemble_reference,0.99753,343.0,2450.0,7.0,7.0,5.099584814161062e-06,0.8354848064678997,,1.0,0.0024699999999999722,0.0,0.0,0.05,0.99753
two_loop_context,ensemble_reference,0.99753,343.0,2450.0,7.0,7.0,5.099584814161062e-06,0.8354848064678997,,1.0,0.0024699999999999722,0.0,0.1,0.0,0.997283
two_loop_context,ensemble_reference,0.99753,343.0,2450.0,7.0,7.0,5.099584814161062e-06,0.8354848064678997,,1.0,0.0024699999999999722,0.0,0.1,0.01,0.997283
two_loop_context,ensemble_reference,0.99753,343.0,2450.0,7.0,7.0,5.099584814161062e-06,0.8354848064678997,,1.0,0.0024699999999999722,0.0,0.1,0.05,0.997283
two_loop_context,ensemble_reference,0.99753,343.0,2450.0,7.0,7.0,5.099584814161062e-06,0.8354848064678997,,1.0,0.0024699999999999722,0.0,0.25,0.0,0.9969125000000001
two_loop_context,ensemble_reference,0.99753,343.0,2450.0,7.0,7.0,5.099584814161062e-06,0.8354848064678997,,1.0,0.0024699999999999722,0.0,0.25,0.01,0.9969125000000001
two_loop_context,ensemble_reference,0.99753,343.0,2450.0,7.0,7.0,5.099584814161062e-06,0.8354848064678997,,1.0,0.0024699999999999722,0.0,0.25,0.05,0.9969125000000001
two_loop_context,git_rebasin_style_pairwise,0.1217475,343.0,343.0,1.0,1.0,5.8069231454282995e-06,0.9354547531507064,,1.0,0.8782525,0.0,0.0,0.0,0.1217475
two_loop_context,git_rebasin_style_pairwise,0.1217475,343.0,343.0,1.0,1.0,5.8069231454282995e-06,0.9354547531507064,,1.0,0.8782525,0.0,0.0,0.01,0.1217475
two_loop_context,git_rebasin_style_pairwise,0.1217475,343.0,343.0,1.0,1.0,5.8069231454282995e-06,0.9354547531507064,,1.0,0.8782525,0.0,0.0,0.05,0.1217475
two_loop_context,git_rebasin_style_pairwise,0.1217475,343.0,343.0,1.0,1.0,5.8069231454282995e-06,0.9354547531507064,,1.0,0.8782525,0.0,0.1,0.0,0.03392224999999999
two_loop_context,git_rebasin_style_pairwise,0.1217475,343.0,343.0,1.0,1.0,5.8069231454282995e-06,0.9354547531507064,,1.0,0.8782525,0.0,0.1,0.01,0.03392224999999999
two_loop_context,git_rebasin_style_pairwise,0.1217475,343.0,343.0,1.0,1.0,5.8069231454282995e-06,0.9354547531507064,,1.0,0.8782525,0.0,0.1,0.05,0.03392224999999999
two_loop_context,git_rebasin_style_pairwise,0.1217475,343.0,343.0,1.0,1.0,5.8069231454282995e-06,0.9354547531507064,,1.0,0.8782525,0.0,0.25,0.0,-0.097815625
two_loop_context,git_rebasin_style_pairwise,0.1217475,343.0,343.0,1.0,1.0,5.8069231454282995e-06,0.9354547531507064,,1.0,0.8782525,0.0,0.25,0.01,-0.097815625
two_loop_context,git_rebasin_style_pairwise,0.1217475,343.0,343.0,1.0,1.0,5.8069231454282995e-06,0.9354547531507064,,1.0,0.8782525,0.0,0.25,0.05,-0.097815625
two_loop_context,greedy_soup,0.2068675,343.0,343.0,1.0,1.0,4.2086853645741303e-05,6.88802701816583,,1.0,0.7931325,5.88802701816583,0.0,0.0,0.2068675
two_loop_context,greedy_soup,0.2068675,343.0,343.0,1.0,1.0,4.2086853645741303e-05,6.88802701816583,,1.0,0.7931325,5.88802701816583,0.0,0.01,0.14798722981834173
two_loop_context,greedy_soup,0.2068675,343.0,343.0,1.0,1.0,4.2086853645741303e-05,6.88802701816583,,1.0,0.7931325,5.88802701816583,0.0,0.05,-0.0875338509082915
two_loop_context,greedy_soup,0.2068675,343.0,343.0,1.0,1.0,4.2086853645741303e-05,6.88802701816583,,1.0,0.7931325,5.88802701816583,0.1,0.0,0.12755425
two_loop_context,greedy_soup,0.2068675,343.0,343.0,1.0,1.0,4.2086853645741303e-05,6.88802701816583,,1.0,0.7931325,5.88802701816583,0.1,0.01,0.06867397981834171
two_loop_context,greedy_soup,0.2068675,343.0,343.0,1.0,1.0,4.2086853645741303e-05,6.88802701816583,,1.0,0.7931325,5.88802701816583,0.1,0.05,-0.1668471009082915
two_loop_context,greedy_soup,0.2068675,343.0,343.0,1.0,1.0,4.2086853645741303e-05,6.88802701816583,,1.0,0.7931325,5.88802701816583,0.25,0.0,0.008584375000000005
two_loop_context,greedy_soup,0.2068675,343.0,343.0,1.0,1.0,4.2086853645741303e-05,6.88802701816583,,1.0,0.7931325,5.88802701816583,0.25,0.01,-0.05029589518165829
two_loop_context,greedy_soup,0.2068675,343.0,343.0,1.0,1.0,4.2086853645741303e-05,6.88802701816583,,1.0,0.7931325,5.88802701816583,0.25,0.05,-0.28581697590829147
two_loop_context,learned_feature_router,0.9918425000000001,400.0,2507.0,7.182750582750583,7.0,4.867482930421829e-06,0.7961998809022546,,1.0,0.008157499999999929,0.0,0.0,0.0,0.9918425000000001
two_loop_context,learned_feature_router,0.9918425000000001,400.0,2507.0,7.182750582750583,7.0,4.867482930421829e-06,0.7961998809022546,,1.0,0.008157499999999929,0.0,0.0,0.01,0.9918425000000001
two_loop_context,learned_feature_router,0.9918425000000001,400.0,2507.0,7.182750582750583,7.0,4.867482930421829e-06,0.7961998809022546,,1.0,0.008157499999999929,0.0,0.0,0.05,0.9918425000000001
two_loop_context,learned_feature_router,0.9918425000000001,400.0,2507.0,7.182750582750583,7.0,4.867482930421829e-06,0.7961998809022546,,1.0,0.008157499999999929,0.0,0.1,0.0,0.9910267500000001
two_loop_context,learned_feature_router,0.9918425000000001,400.0,2507.0,7.182750582750583,7.0,4.867482930421829e-06,0.7961998809022546,,1.0,0.008157499999999929,0.0,0.1,0.01,0.9910267500000001
two_loop_context,learned_feature_router,0.9918425000000001,400.0,2507.0,7.182750582750583,7.0,4.867482930421829e-06,0.7961998809022546,,1.0,0.008157499999999929,0.0,0.1,0.05,0.9910267500000001
two_loop_context,learned_feature_router,0.9918425000000001,400.0,2507.0,7.182750582750583,7.0,4.867482930421829e-06,0.7961998809022546,,1.0,0.008157499999999929,0.0,0.25,0.0,0.9898031250000001
two_loop_context,learned_feature_router,0.9918425000000001,400.0,2507.0,7.182750582750583,7.0,4.867482930421829e-06,0.7961998809022546,,1.0,0.008157499999999929,0.0,0.25,0.01,0.9898031250000001
two_loop_context,learned_feature_router,0.9918425000000001,400.0,2507.0,7.182750582750583,7.0,4.867482930421829e-06,0.7961998809022546,,1.0,0.008157499999999929,0.0,0.25,0.05,0.9898031250000001
two_loop_context,naive_regular_representation_without_pooling,0.1217475,343.0,2450.0,7.0,7.0,3.1931838020681904e-05,5.1655889218092454,,1.0,0.8782525,4.1655889218092454,0.0,0.0,0.1217475
two_loop_context,naive_regular_representation_without_pooling,0.1217475,343.0,2450.0,7.0,7.0,3.1931838020681904e-05,5.1655889218092454,,1.0,0.8782525,4.1655889218092454,0.0,0.01,0.08009161078190755
two_loop_context,naive_regular_representation_without_pooling,0.1217475,343.0,2450.0,7.0,7.0,3.1931838020681904e-05,5.1655889218092454,,1.0,0.8782525,4.1655889218092454,0.0,0.05,-0.08653194609046229
two_loop_context,naive_regular_representation_without_pooling,0.1217475,343.0,2450.0,7.0,7.0,3.1931838020681904e-05,5.1655889218092454,,1.0,0.8782525,4.1655889218092454,0.1,0.0,0.03392224999999999
two_loop_context,naive_regular_representation_without_pooling,0.1217475,343.0,2450.0,7.0,7.0,3.1931838020681904e-05,5.1655889218092454,,1.0,0.8782525,4.1655889218092454,0.1,0.01,-0.007733639218092468
two_loop_context,naive_regular_representation_without_pooling,0.1217475,343.0,2450.0,7.0,7.0,3.1931838020681904e-05,5.1655889218092454,,1.0,0.8782525,4.1655889218092454,0.1,0.05,-0.1743571960904623
two_loop_context,naive_regular_representation_without_pooling,0.1217475,343.0,2450.0,7.0,7.0,3.1931838020681904e-05,5.1655889218092454,,1.0,0.8782525,4.1655889218092454,0.25,0.0,-0.097815625
two_loop_context,naive_regular_representation_without_pooling,0.1217475,343.0,2450.0,7.0,7.0,3.1931838020681904e-05,5.1655889218092454,,1.0,0.8782525,4.1655889218092454,0.25,0.01,-0.13947151421809245
