benchmark,method,mean_accuracy,actual_trainable_parameters,stored_parameters,parameter_multiplier,branch_count,measured_inference_time_seconds,inference_multiplier,peak_memory_mb,best_benchmark_accuracy,worst_case_regret,inference_overhead,lambda_regret,lambda_inference,practical_score
lora_holonomy,ties,0.66375,96.0,96.0,1.0,1.0,8.474988862872124e-05,0.5907648661764157,,1.0,0.33625000000000005,0.0,0.0,0.05,0.66375
lora_holonomy,ties,0.66375,96.0,96.0,1.0,1.0,8.474988862872124e-05,0.5907648661764157,,1.0,0.33625000000000005,0.0,0.1,0.0,0.6301249999999999
lora_holonomy,ties,0.66375,96.0,96.0,1.0,1.0,8.474988862872124e-05,0.5907648661764157,,1.0,0.33625000000000005,0.0,0.1,0.01,0.6301249999999999
lora_holonomy,ties,0.66375,96.0,96.0,1.0,1.0,8.474988862872124e-05,0.5907648661764157,,1.0,0.33625000000000005,0.0,0.1,0.05,0.6301249999999999
lora_holonomy,ties,0.66375,96.0,96.0,1.0,1.0,8.474988862872124e-05,0.5907648661764157,,1.0,0.33625000000000005,0.0,0.25,0.0,0.5796874999999999
lora_holonomy,ties,0.66375,96.0,96.0,1.0,1.0,8.474988862872124e-05,0.5907648661764157,,1.0,0.33625000000000005,0.0,0.25,0.01,0.5796874999999999
lora_holonomy,ties,0.66375,96.0,96.0,1.0,1.0,8.474988862872124e-05,0.5907648661764157,,1.0,0.33625000000000005,0.0,0.25,0.05,0.5796874999999999
lora_holonomy,twistedmerge_hodge_lr,0.6975,96.0,96.0,1.0,1.0,7.68748577684164e-05,0.5358704984362498,,1.0,0.3025,0.0,0.0,0.0,0.6975
lora_holonomy,twistedmerge_hodge_lr,0.6975,96.0,96.0,1.0,1.0,7.68748577684164e-05,0.5358704984362498,,1.0,0.3025,0.0,0.0,0.01,0.6975
lora_holonomy,twistedmerge_hodge_lr,0.6975,96.0,96.0,1.0,1.0,7.68748577684164e-05,0.5358704984362498,,1.0,0.3025,0.0,0.0,0.05,0.6975
lora_holonomy,twistedmerge_hodge_lr,0.6975,96.0,96.0,1.0,1.0,7.68748577684164e-05,0.5358704984362498,,1.0,0.3025,0.0,0.1,0.0,0.66725
lora_holonomy,twistedmerge_hodge_lr,0.6975,96.0,96.0,1.0,1.0,7.68748577684164e-05,0.5358704984362498,,1.0,0.3025,0.0,0.1,0.01,0.66725
lora_holonomy,twistedmerge_hodge_lr,0.6975,96.0,96.0,1.0,1.0,7.68748577684164e-05,0.5358704984362498,,1.0,0.3025,0.0,0.1,0.05,0.66725
lora_holonomy,twistedmerge_hodge_lr,0.6975,96.0,96.0,1.0,1.0,7.68748577684164e-05,0.5358704984362498,,1.0,0.3025,0.0,0.25,0.0,0.621875
lora_holonomy,twistedmerge_hodge_lr,0.6975,96.0,96.0,1.0,1.0,7.68748577684164e-05,0.5358704984362498,,1.0,0.3025,0.0,0.25,0.01,0.621875
lora_holonomy,twistedmerge_hodge_lr,0.6975,96.0,96.0,1.0,1.0,7.68748577684164e-05,0.5358704984362498,,1.0,0.3025,0.0,0.25,0.05,0.621875
practical_selector,c2m3_greedy_soup,0.8568683333333333,29690.0,29690.0,1.0,1.0,0.011970873299287586,0.9899670550895532,426.34375,0.865035,0.008166666666666655,0.0,0.0,0.0,0.8568683333333333
practical_selector,c2m3_greedy_soup,0.8568683333333333,29690.0,29690.0,1.0,1.0,0.011970873299287586,0.9899670550895532,426.34375,0.865035,0.008166666666666655,0.0,0.0,0.01,0.8568683333333333
practical_selector,c2m3_greedy_soup,0.8568683333333333,29690.0,29690.0,1.0,1.0,0.011970873299287586,0.9899670550895532,426.34375,0.865035,0.008166666666666655,0.0,0.0,0.05,0.8568683333333333
practical_selector,c2m3_greedy_soup,0.8568683333333333,29690.0,29690.0,1.0,1.0,0.011970873299287586,0.9899670550895532,426.34375,0.865035,0.008166666666666655,0.0,0.1,0.0,0.8560516666666667
practical_selector,c2m3_greedy_soup,0.8568683333333333,29690.0,29690.0,1.0,1.0,0.011970873299287586,0.9899670550895532,426.34375,0.865035,0.008166666666666655,0.0,0.1,0.01,0.8560516666666667
practical_selector,c2m3_greedy_soup,0.8568683333333333,29690.0,29690.0,1.0,1.0,0.011970873299287586,0.9899670550895532,426.34375,0.865035,0.008166666666666655,0.0,0.1,0.05,0.8560516666666667
practical_selector,c2m3_greedy_soup,0.8568683333333333,29690.0,29690.0,1.0,1.0,0.011970873299287586,0.9899670550895532,426.34375,0.865035,0.008166666666666655,0.0,0.25,0.0,0.8548266666666666
practical_selector,c2m3_greedy_soup,0.8568683333333333,29690.0,29690.0,1.0,1.0,0.011970873299287586,0.9899670550895532,426.34375,0.865035,0.008166666666666655,0.0,0.25,0.01,0.8548266666666666
practical_selector,c2m3_greedy_soup,0.8568683333333333,29690.0,29690.0,1.0,1.0,0.011970873299287586,0.9899670550895532,426.34375,0.865035,0.008166666666666655,0.0,0.25,0.05,0.8548266666666666
practical_selector,c2m3_strict_synchronization,0.8118941666666667,29690.0,29690.0,1.0,1.0,0.011961992381839025,0.9892644382443418,426.34375,0.865035,0.053140833333333304,0.0,0.0,0.0,0.8118941666666667
practical_selector,c2m3_strict_synchronization,0.8118941666666667,29690.0,29690.0,1.0,1.0,0.011961992381839025,0.9892644382443418,426.34375,0.865035,0.053140833333333304,0.0,0.0,0.01,0.8118941666666667
practical_selector,c2m3_strict_synchronization,0.8118941666666667,29690.0,29690.0,1.0,1.0,0.011961992381839025,0.9892644382443418,426.34375,0.865035,0.053140833333333304,0.0,0.0,0.05,0.8118941666666667
practical_selector,c2m3_strict_synchronization,0.8118941666666667,29690.0,29690.0,1.0,1.0,0.011961992381839025,0.9892644382443418,426.34375,0.865035,0.053140833333333304,0.0,0.1,0.0,0.8065800833333334
practical_selector,c2m3_strict_synchronization,0.8118941666666667,29690.0,29690.0,1.0,1.0,0.011961992381839025,0.9892644382443418,426.34375,0.865035,0.053140833333333304,0.0,0.1,0.01,0.8065800833333334
practical_selector,c2m3_strict_synchronization,0.8118941666666667,29690.0,29690.0,1.0,1.0,0.011961992381839025,0.9892644382443418,426.34375,0.865035,0.053140833333333304,0.0,0.1,0.05,0.8065800833333334
practical_selector,c2m3_strict_synchronization,0.8118941666666667,29690.0,29690.0,1.0,1.0,0.011961992381839025,0.9892644382443418,426.34375,0.865035,0.053140833333333304,0.0,0.25,0.0,0.7986089583333333
practical_selector,c2m3_strict_synchronization,0.8118941666666667,29690.0,29690.0,1.0,1.0,0.011961992381839025,0.9892644382443418,426.34375,0.865035,0.053140833333333304,0.0,0.25,0.01,0.7986089583333333
practical_selector,c2m3_strict_synchronization,0.8118941666666667,29690.0,29690.0,1.0,1.0,0.011961992381839025,0.9892644382443418,426.34375,0.865035,0.053140833333333304,0.0,0.25,0.05,0.7986089583333333
practical_selector,ensemble_reference,0.865035,29690.0,103915.0,3.5,3.5,0.04250598546544396,3.5162262156166406,426.34375,0.865035,0.0,2.5162262156166406,0.0,0.0,0.865035
practical_selector,ensemble_reference,0.865035,29690.0,103915.0,3.5,3.5,0.04250598546544396,3.5162262156166406,426.34375,0.865035,0.0,2.5162262156166406,0.0,0.01,0.8398727378438335
practical_selector,ensemble_reference,0.865035,29690.0,103915.0,3.5,3.5,0.04250598546544396,3.5162262156166406,426.34375,0.865035,0.0,2.5162262156166406,0.0,0.05,0.7392236892191679
practical_selector,ensemble_reference,0.865035,29690.0,103915.0,3.5,3.5,0.04250598546544396,3.5162262156166406,426.34375,0.865035,0.0,2.5162262156166406,0.1,0.0,0.865035
practical_selector,ensemble_reference,0.865035,29690.0,103915.0,3.5,3.5,0.04250598546544396,3.5162262156166406,426.34375,0.865035,0.0,2.5162262156166406,0.1,0.01,0.8398727378438335
practical_selector,ensemble_reference,0.865035,29690.0,103915.0,3.5,3.5,0.04250598546544396,3.5162262156166406,426.34375,0.865035,0.0,2.5162262156166406,0.1,0.05,0.7392236892191679
practical_selector,ensemble_reference,0.865035,29690.0,103915.0,3.5,3.5,0.04250598546544396,3.5162262156166406,426.34375,0.865035,0.0,2.5162262156166406,0.25,0.0,0.865035
practical_selector,ensemble_reference,0.865035,29690.0,103915.0,3.5,3.5,0.04250598546544396,3.5162262156166406,426.34375,0.865035,0.0,2.5162262156166406,0.25,0.01,0.8398727378438335
practical_selector,ensemble_reference,0.865035,29690.0,103915.0,3.5,3.5,0.04250598546544396,3.5162262156166406,426.34375,0.865035,0.0,2.5162262156166406,0.25,0.05,0.7392236892191679
practical_selector,git_rebasin_style_pairwise,0.8123933333333333,29690.0,29690.0,1.0,1.0,0.012023425331183968,0.9941224355329649,426.34375,0.865035,0.0526416666666667,0.0,0.0,0.0,0.8123933333333333
practical_selector,git_rebasin_style_pairwise,0.8123933333333333,29690.0,29690.0,1.0,1.0,0.012023425331183968,0.9941224355329649,426.34375,0.865035,0.0526416666666667,0.0,0.0,0.01,0.8123933333333333
practical_selector,git_rebasin_style_pairwise,0.8123933333333333,29690.0,29690.0,1.0,1.0,0.012023425331183968,0.9941224355329649,426.34375,0.865035,0.0526416666666667,0.0,0.0,0.05,0.8123933333333333
practical_selector,git_rebasin_style_pairwise,0.8123933333333333,29690.0,29690.0,1.0,1.0,0.012023425331183968,0.9941224355329649,426.34375,0.865035,0.0526416666666667,0.0,0.1,0.0,0.8071291666666667
practical_selector,git_rebasin_style_pairwise,0.8123933333333333,29690.0,29690.0,1.0,1.0,0.012023425331183968,0.9941224355329649,426.34375,0.865035,0.0526416666666667,0.0,0.1,0.01,0.8071291666666667
practical_selector,git_rebasin_style_pairwise,0.8123933333333333,29690.0,29690.0,1.0,1.0,0.012023425331183968,0.9941224355329649,426.34375,0.865035,0.0526416666666667,0.0,0.1,0.05,0.8071291666666667
practical_selector,git_rebasin_style_pairwise,0.8123933333333333,29690.0,29690.0,1.0,1.0,0.012023425331183968,0.9941224355329649,426.34375,0.865035,0.0526416666666667,0.0,0.25,0.0,0.7992329166666666
practical_selector,git_rebasin_style_pairwise,0.8123933333333333,29690.0,29690.0,1.0,1.0,0.012023425331183968,0.9941224355329649,426.34375,0.865035,0.0526416666666667,0.0,0.25,0.01,0.7992329166666666
practical_selector,git_rebasin_style_pairwise,0.8123933333333333,29690.0,29690.0,1.0,1.0,0.012023425331183968,0.9941224355329649,426.34375,0.865035,0.0526416666666667,0.0,0.25,0.05,0.7992329166666666
practical_selector,global_monomial,0.82689,29690.0,29690.0,1.0,1.0,0.011954590953731239,0.9886332699496465,426.34375,0.865035,0.038144999999999984,0.0,0.0,0.0,0.82689
practical_selector,global_monomial,0.82689,29690.0,29690.0,1.0,1.0,0.011954590953731239,0.9886332699496465,426.34375,0.865035,0.038144999999999984,0.0,0.0,0.01,0.82689
practical_selector,global_monomial,0.82689,29690.0,29690.0,1.0,1.0,0.011954590953731239,0.9886332699496465,426.34375,0.865035,0.038144999999999984,0.0,0.0,0.05,0.82689
practical_selector,global_monomial,0.82689,29690.0,29690.0,1.0,1.0,0.011954590953731239,0.9886332699496465,426.34375,0.865035,0.038144999999999984,0.0,0.1,0.0,0.8230755000000001
practical_selector,global_monomial,0.82689,29690.0,29690.0,1.0,1.0,0.011954590953731239,0.9886332699496465,426.34375,0.865035,0.038144999999999984,0.0,0.1,0.01,0.8230755000000001
practical_selector,global_monomial,0.82689,29690.0,29690.0,1.0,1.0,0.011954590953731239,0.9886332699496465,426.34375,0.865035,0.038144999999999984,0.0,0.1,0.05,0.8230755000000001
practical_selector,global_monomial,0.82689,29690.0,29690.0,1.0,1.0,0.011954590953731239,0.9886332699496465,426.34375,0.865035,0.038144999999999984,0.0,0.25,0.0,0.81735375
practical_selector,global_monomial,0.82689,29690.0,29690.0,1.0,1.0,0.011954590953731239,0.9886332699496465,426.34375,0.865035,0.038144999999999984,0.0,0.25,0.01,0.81735375
practical_selector,global_monomial,0.82689,29690.0,29690.0,1.0,1.0,0.011954590953731239,0.9886332699496465,426.34375,0.865035,0.038144999999999984,0.0,0.25,0.05,0.81735375
practical_selector,monomial_greedy_soup,0.85698,29690.0,29690.0,1.0,1.0,0.011971048649866088,0.990173389007001,426.34375,0.865035,0.008055000000000034,0.0,0.0,0.0,0.85698
practical_selector,monomial_greedy_soup,0.85698,29690.0,29690.0,1.0,1.0,0.011971048649866088,0.990173389007001,426.34375,0.865035,0.008055000000000034,0.0,0.0,0.01,0.85698
practical_selector,monomial_greedy_soup,0.85698,29690.0,29690.0,1.0,1.0,0.011971048649866088,0.990173389007001,426.34375,0.865035,0.008055000000000034,0.0,0.0,0.05,0.85698
practical_selector,monomial_greedy_soup,0.85698,29690.0,29690.0,1.0,1.0,0.011971048649866088,0.990173389007001,426.34375,0.865035,0.008055000000000034,0.0,0.1,0.0,0.8561745
practical_selector,monomial_greedy_soup,0.85698,29690.0,29690.0,1.0,1.0,0.011971048649866088,0.990173389007001,426.34375,0.865035,0.008055000000000034,0.0,0.1,0.01,0.8561745
practical_selector,monomial_greedy_soup,0.85698,29690.0,29690.0,1.0,1.0,0.011971048649866088,0.990173389007001,426.34375,0.865035,0.008055000000000034,0.0,0.1,0.05,0.8561745
practical_selector,monomial_greedy_soup,0.85698,29690.0,29690.0,1.0,1.0,0.011971048649866088,0.990173389007001,426.34375,0.865035,0.008055000000000034,0.0,0.25,0.0,0.8549662499999999
practical_selector,monomial_greedy_soup,0.85698,29690.0,29690.0,1.0,1.0,0.011971048649866088,0.990173389007001,426.34375,0.865035,0.008055000000000034,0.0,0.25,0.01,0.8549662499999999
practical_selector,monomial_greedy_soup,0.85698,29690.0,29690.0,1.0,1.0,0.011971048649866088,0.990173389007001,426.34375,0.865035,0.008055000000000034,0.0,0.25,0.05,0.8549662499999999
practical_selector,optimized_monomial,0.8206275000000001,29690.0,29690.0,1.0,1.0,0.011971256195101837,0.9899274999138775,426.34375,0.865035,0.04440749999999993,0.0,0.0,0.0,0.8206275000000001
practical_selector,optimized_monomial,0.8206275000000001,29690.0,29690.0,1.0,1.0,0.011971256195101837,0.9899274999138775,426.34375,0.865035,0.04440749999999993,0.0,0.0,0.01,0.8206275000000001
practical_selector,optimized_monomial,0.8206275000000001,29690.0,29690.0,1.0,1.0,0.011971256195101837,0.9899274999138775,426.34375,0.865035,0.04440749999999993,0.0,0.0,0.05,0.8206275000000001
practical_selector,optimized_monomial,0.8206275000000001,29690.0,29690.0,1.0,1.0,0.011971256195101837,0.9899274999138775,426.34375,0.865035,0.04440749999999993,0.0,0.1,0.0,0.8161867500000001
practical_selector,optimized_monomial,0.8206275000000001,29690.0,29690.0,1.0,1.0,0.011971256195101837,0.9899274999138775,426.34375,0.865035,0.04440749999999993,0.0,0.1,0.01,0.8161867500000001
practical_selector,optimized_monomial,0.8206275000000001,29690.0,29690.0,1.0,1.0,0.011971256195101837,0.9899274999138775,426.34375,0.865035,0.04440749999999993,0.0,0.1,0.05,0.8161867500000001
practical_selector,optimized_monomial,0.8206275000000001,29690.0,29690.0,1.0,1.0,0.011971256195101837,0.9899274999138775,426.34375,0.865035,0.04440749999999993,0.0,0.25,0.0,0.809525625
practical_selector,optimized_monomial,0.8206275000000001,29690.0,29690.0,1.0,1.0,0.011971256195101837,0.9899274999138775,426.34375,0.865035,0.04440749999999993,0.0,0.25,0.01,0.809525625
practical_selector,optimized_monomial,0.8206275000000001,29690.0,29690.0,1.0,1.0,0.011971256195101837,0.9899274999138775,426.34375,0.865035,0.04440749999999993,0.0,0.25,0.05,0.809525625
practical_selector,ordinary_greedy_soup,0.857245,29690.0,29690.0,1.0,1.0,0.012025171894735292,0.9942110576440313,426.34375,0.865035,0.007789999999999964,0.0,0.0,0.0,0.857245
practical_selector,ordinary_greedy_soup,0.857245,29690.0,29690.0,1.0,1.0,0.012025171894735292,0.9942110576440313,426.34375,0.865035,0.007789999999999964,0.0,0.0,0.01,0.857245
practical_selector,ordinary_greedy_soup,0.857245,29690.0,29690.0,1.0,1.0,0.012025171894735292,0.9942110576440313,426.34375,0.865035,0.007789999999999964,0.0,0.0,0.05,0.857245
practical_selector,ordinary_greedy_soup,0.857245,29690.0,29690.0,1.0,1.0,0.012025171894735292,0.9942110576440313,426.34375,0.865035,0.007789999999999964,0.0,0.1,0.0,0.8564660000000001
practical_selector,ordinary_greedy_soup,0.857245,29690.0,29690.0,1.0,1.0,0.012025171894735292,0.9942110576440313,426.34375,0.865035,0.007789999999999964,0.0,0.1,0.01,0.8564660000000001
practical_selector,ordinary_greedy_soup,0.857245,29690.0,29690.0,1.0,1.0,0.012025171894735292,0.9942110576440313,426.34375,0.865035,0.007789999999999964,0.0,0.1,0.05,0.8564660000000001
practical_selector,ordinary_greedy_soup,0.857245,29690.0,29690.0,1.0,1.0,0.012025171894735292,0.9942110576440313,426.34375,0.865035,0.007789999999999964,0.0,0.25,0.0,0.8552975
practical_selector,ordinary_greedy_soup,0.857245,29690.0,29690.0,1.0,1.0,0.012025171894735292,0.9942110576440313,426.34375,0.865035,0.007789999999999964,0.0,0.25,0.01,0.8552975
practical_selector,ordinary_greedy_soup,0.857245,29690.0,29690.0,1.0,1.0,0.012025171894735292,0.9942110576440313,426.34375,0.865035,0.007789999999999964,0.0,0.25,0.05,0.8552975
practical_selector,ordinary_weight_average,0.6662675,29690.0,29690.0,1.0,1.0,0.012094609029979083,1.0,426.34375,0.865035,0.19876749999999999,0.0,0.0,0.0,0.6662675
practical_selector,ordinary_weight_average,0.6662675,29690.0,29690.0,1.0,1.0,0.012094609029979083,1.0,426.34375,0.865035,0.19876749999999999,0.0,0.0,0.01,0.6662675
practical_selector,ordinary_weight_average,0.6662675,29690.0,29690.0,1.0,1.0,0.012094609029979083,1.0,426.34375,0.865035,0.19876749999999999,0.0,0.0,0.05,0.6662675
practical_selector,ordinary_weight_average,0.6662675,29690.0,29690.0,1.0,1.0,0.012094609029979083,1.0,426.34375,0.865035,0.19876749999999999,0.0,0.1,0.0,0.64639075
practical_selector,ordinary_weight_average,0.6662675,29690.0,29690.0,1.0,1.0,0.012094609029979083,1.0,426.34375,0.865035,0.19876749999999999,0.0,0.1,0.01,0.64639075
practical_selector,ordinary_weight_average,0.6662675,29690.0,29690.0,1.0,1.0,0.012094609029979083,1.0,426.34375,0.865035,0.19876749999999999,0.0,0.1,0.05,0.64639075
practical_selector,ordinary_weight_average,0.6662675,29690.0,29690.0,1.0,1.0,0.012094609029979083,1.0,426.34375,0.865035,0.19876749999999999,0.0,0.25,0.0,0.6165756250000001
practical_selector,ordinary_weight_average,0.6662675,29690.0,29690.0,1.0,1.0,0.012094609029979083,1.0,426.34375,0.865035,0.19876749999999999,0.0,0.25,0.01,0.6165756250000001
practical_selector,ordinary_weight_average,0.6662675,29690.0,29690.0,1.0,1.0,0.012094609029979083,1.0,426.34375,0.865035,0.19876749999999999,0.0,0.25,0.05,0.6165756250000001
practical_selector,randomly_augmented_candidate_union,0.8565625,29690.0,29690.0,1.0,1.0,0.012010263527433028,0.9932181304444438,426.34375,0.865035,0.008472499999999994,0.0,0.0,0.0,0.8565625
practical_selector,randomly_augmented_candidate_union,0.8565625,29690.0,29690.0,1.0,1.0,0.012010263527433028,0.9932181304444438,426.34375,0.865035,0.008472499999999994,0.0,0.0,0.01,0.8565625
practical_selector,randomly_augmented_candidate_union,0.8565625,29690.0,29690.0,1.0,1.0,0.012010263527433028,0.9932181304444438,426.34375,0.865035,0.008472499999999994,0.0,0.0,0.05,0.8565625
practical_selector,randomly_augmented_candidate_union,0.8565625,29690.0,29690.0,1.0,1.0,0.012010263527433028,0.9932181304444438,426.34375,0.865035,0.008472499999999994,0.0,0.1,0.0,0.85571525
practical_selector,randomly_augmented_candidate_union,0.8565625,29690.0,29690.0,1.0,1.0,0.012010263527433028,0.9932181304444438,426.34375,0.865035,0.008472499999999994,0.0,0.1,0.01,0.85571525
practical_selector,randomly_augmented_candidate_union,0.8565625,29690.0,29690.0,1.0,1.0,0.012010263527433028,0.9932181304444438,426.34375,0.865035,0.008472499999999994,0.0,0.1,0.05,0.85571525
practical_selector,randomly_augmented_candidate_union,0.8565625,29690.0,29690.0,1.0,1.0,0.012010263527433028,0.9932181304444438,426.34375,0.865035,0.008472499999999994,0.0,0.25,0.0,0.854444375
practical_selector,randomly_augmented_candidate_union,0.8565625,29690.0,29690.0,1.0,1.0,0.012010263527433028,0.9932181304444438,426.34375,0.865035,0.008472499999999994,0.0,0.25,0.01,0.854444375
practical_selector,randomly_augmented_candidate_union,0.8565625,29690.0,29690.0,1.0,1.0,0.012010263527433028,0.9932181304444438,426.34375,0.865035,0.008472499999999994,0.0,0.25,0.05,0.854444375
practical_selector,raw_monomial_alignment,0.8197425,29690.0,29690.0,1.0,1.0,0.011956626103104353,0.9887696832522359,426.34375,0.865035,0.04529249999999996,0.0,0.0,0.0,0.8197425
practical_selector,raw_monomial_alignment,0.8197425,29690.0,29690.0,1.0,1.0,0.011956626103104353,0.9887696832522359,426.34375,0.865035,0.04529249999999996,0.0,0.0,0.01,0.8197425
practical_selector,raw_monomial_alignment,0.8197425,29690.0,29690.0,1.0,1.0,0.011956626103104353,0.9887696832522359,426.34375,0.865035,0.04529249999999996,0.0,0.0,0.05,0.8197425
practical_selector,raw_monomial_alignment,0.8197425,29690.0,29690.0,1.0,1.0,0.011956626103104353,0.9887696832522359,426.34375,0.865035,0.04529249999999996,0.0,0.1,0.0,0.81521325
practical_selector,raw_monomial_alignment,0.8197425,29690.0,29690.0,1.0,1.0,0.011956626103104353,0.9887696832522359,426.34375,0.865035,0.04529249999999996,0.0,0.1,0.01,0.81521325
practical_selector,raw_monomial_alignment,0.8197425,29690.0,29690.0,1.0,1.0,0.011956626103104353,0.9887696832522359,426.34375,0.865035,0.04529249999999996,0.0,0.1,0.05,0.81521325
practical_selector,raw_monomial_alignment,0.8197425,29690.0,29690.0,1.0,1.0,0.011956626103104353,0.9887696832522359,426.34375,0.865035,0.04529249999999996,0.0,0.25,0.0,0.808419375
practical_selector,raw_monomial_alignment,0.8197425,29690.0,29690.0,1.0,1.0,0.011956626103104353,0.9887696832522359,426.34375,0.865035,0.04529249999999996,0.0,0.25,0.01,0.808419375
practical_selector,raw_monomial_alignment,0.8197425,29690.0,29690.0,1.0,1.0,0.011956626103104353,0.9887696832522359,426.34375,0.865035,0.04529249999999996,0.0,0.25,0.05,0.808419375
practical_selector,shrinkage_monomial,0.8267625,29690.0,29690.0,1.0,1.0,0.011958927412827763,0.9889434585647398,426.34375,0.865035,0.03827250000000004,0.0,0.0,0.0,0.8267625
practical_selector,shrinkage_monomial,0.8267625,29690.0,29690.0,1.0,1.0,0.011958927412827763,0.9889434585647398,426.34375,0.865035,0.03827250000000004,0.0,0.0,0.01,0.8267625
practical_selector,shrinkage_monomial,0.8267625,29690.0,29690.0,1.0,1.0,0.011958927412827763,0.9889434585647398,426.34375,0.865035,0.03827250000000004,0.0,0.0,0.05,0.8267625
practical_selector,shrinkage_monomial,0.8267625,29690.0,29690.0,1.0,1.0,0.011958927412827763,0.9889434585647398,426.34375,0.865035,0.03827250000000004,0.0,0.1,0.0,0.82293525
practical_selector,shrinkage_monomial,0.8267625,29690.0,29690.0,1.0,1.0,0.011958927412827763,0.9889434585647398,426.34375,0.865035,0.03827250000000004,0.0,0.1,0.01,0.82293525
practical_selector,shrinkage_monomial,0.8267625,29690.0,29690.0,1.0,1.0,0.011958927412827763,0.9889434585647398,426.34375,0.865035,0.03827250000000004,0.0,0.1,0.05,0.82293525
practical_selector,shrinkage_monomial,0.8267625,29690.0,29690.0,1.0,1.0,0.011958927412827763,0.9889434585647398,426.34375,0.865035,0.03827250000000004,0.0,0.25,0.0,0.8171943749999999
practical_selector,shrinkage_monomial,0.8267625,29690.0,29690.0,1.0,1.0,0.011958927412827763,0.9889434585647398,426.34375,0.865035,0.03827250000000004,0.0,0.25,0.01,0.8171943749999999
practical_selector,shrinkage_monomial,0.8267625,29690.0,29690.0,1.0,1.0,0.011958927412827763,0.9889434585647398,426.34375,0.865035,0.03827250000000004,0.0,0.25,0.05,0.8171943749999999
practical_selector,twistedmerge_exact_gauge_soup_selector,0.8558466666666666,29690.0,29690.0,1.0,1.0,0.012023172188006909,0.9943382881661675,426.34375,0.865035,0.009188333333333354,0.0,0.0,0.0,0.8558466666666666
practical_selector,twistedmerge_exact_gauge_soup_selector,0.8558466666666666,29690.0,29690.0,1.0,1.0,0.012023172188006909,0.9943382881661675,426.34375,0.865035,0.009188333333333354,0.0,0.0,0.01,0.8558466666666666
practical_selector,twistedmerge_exact_gauge_soup_selector,0.8558466666666666,29690.0,29690.0,1.0,1.0,0.012023172188006909,0.9943382881661675,426.34375,0.865035,0.009188333333333354,0.0,0.0,0.05,0.8558466666666666
practical_selector,twistedmerge_exact_gauge_soup_selector,0.8558466666666666,29690.0,29690.0,1.0,1.0,0.012023172188006909,0.9943382881661675,426.34375,0.865035,0.009188333333333354,0.0,0.1,0.0,0.8549278333333333
practical_selector,twistedmerge_exact_gauge_soup_selector,0.8558466666666666,29690.0,29690.0,1.0,1.0,0.012023172188006909,0.9943382881661675,426.34375,0.865035,0.009188333333333354,0.0,0.1,0.01,0.8549278333333333
practical_selector,twistedmerge_exact_gauge_soup_selector,0.8558466666666666,29690.0,29690.0,1.0,1.0,0.012023172188006909,0.9943382881661675,426.34375,0.865035,0.009188333333333354,0.0,0.1,0.05,0.8549278333333333
practical_selector,twistedmerge_exact_gauge_soup_selector,0.8558466666666666,29690.0,29690.0,1.0,1.0,0.012023172188006909,0.9943382881661675,426.34375,0.865035,0.009188333333333354,0.0,0.25,0.0,0.8535495833333333
practical_selector,twistedmerge_exact_gauge_soup_selector,0.8558466666666666,29690.0,29690.0,1.0,1.0,0.012023172188006909,0.9943382881661675,426.34375,0.865035,0.009188333333333354,0.0,0.25,0.01,0.8535495833333333
practical_selector,twistedmerge_exact_gauge_soup_selector,0.8558466666666666,29690.0,29690.0,1.0,1.0,0.012023172188006909,0.9943382881661675,426.34375,0.865035,0.009188333333333354,0.0,0.25,0.05,0.8535495833333333
practical_selector,union_candidate_soup,0.8565875,29690.0,29690.0,1.0,1.0,0.011994079125967453,0.9920970136916618,426.34375,0.865035,0.008447500000000052,0.0,0.0,0.0,0.8565875
practical_selector,union_candidate_soup,0.8565875,29690.0,29690.0,1.0,1.0,0.011994079125967453,0.9920970136916618,426.34375,0.865035,0.008447500000000052,0.0,0.0,0.01,0.8565875
practical_selector,union_candidate_soup,0.8565875,29690.0,29690.0,1.0,1.0,0.011994079125967453,0.9920970136916618,426.34375,0.865035,0.008447500000000052,0.0,0.0,0.05,0.8565875
practical_selector,union_candidate_soup,0.8565875,29690.0,29690.0,1.0,1.0,0.011994079125967453,0.9920970136916618,426.34375,0.865035,0.008447500000000052,0.0,0.1,0.0,0.8557427499999999
practical_selector,union_candidate_soup,0.8565875,29690.0,29690.0,1.0,1.0,0.011994079125967453,0.9920970136916618,426.34375,0.865035,0.008447500000000052,0.0,0.1,0.01,0.8557427499999999
practical_selector,union_candidate_soup,0.8565875,29690.0,29690.0,1.0,1.0,0.011994079125967453,0.9920970136916618,426.34375,0.865035,0.008447500000000052,0.0,0.1,0.05,0.8557427499999999
practical_selector,union_candidate_soup,0.8565875,29690.0,29690.0,1.0,1.0,0.011994079125967453,0.9920970136916618,426.34375,0.865035,0.008447500000000052,0.0,0.25,0.0,0.854475625
practical_selector,union_candidate_soup,0.8565875,29690.0,29690.0,1.0,1.0,0.011994079125967453,0.9920970136916618,426.34375,0.865035,0.008447500000000052,0.0,0.25,0.01,0.854475625
practical_selector,union_candidate_soup,0.8565875,29690.0,29690.0,1.0,1.0,0.011994079125967453,0.9920970136916618,426.34375,0.865035,0.008447500000000052,0.0,0.25,0.05,0.854475625
pretrained_vision,dare,0.521484375,5130.0,11181642.0,1.0,,0.0004832909908145,0.965053454740723,,0.59765625,0.076171875,0.0,0.0,0.0,0.521484375
