setting_id,n_models,width,seed,pairwise_alignment_residual,sync_disagreement,permutation_cycle_score,monomial_phase_or_scale_cycle_score,monomial_centrality_improvement_from_permutation,global_scale_sync_rms_residual,global_scale_sync_max_residual,individual_accuracy_variance,individual_accuracy_mean,weight_average_degradation,strict_merge_degradation,monomial_over_strict_gain,selector_accuracy,greedy_accuracy,source_execution_commit,matched_natural_trained_checkpoints,label_permutation_regression_passed
mnist_mlp_N4_W16_S1806,4,16,1806,0.8189223607381185,0.234375,1.151879509109782,0.9399847850046512,0.5828001913659804,0.7045268455495869,5.775263248595938,0.0002205025,0.81855,0.32920000000000005,0.057700000000000085,0.014700000000000046,0.833,0.8333,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W32_S1806,4,32,1806,0.7690218091011047,0.26171875,1.2070544641819336,0.9883382393847876,0.5209671826488451,0.1427640682359117,0.4493808393813968,7.594999999999887e-06,0.8608,0.15159999999999996,0.02970000000000006,0.012300000000000089,0.861,0.8608,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W64_S1806,4,64,1806,0.7250514725844065,0.3095703125,1.2894999619512992,1.033656681060828,0.4874196819955839,0.2208124045029764,3.9050802740072896,7.0868750000000235e-06,0.8805749999999999,0.14080000000000004,0.013900000000000023,0.0020000000000000018,0.8788,0.8817,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W16_S1807,3,16,1807,0.7987672885258993,0.1736111111111111,1.274754878398196,1.04014262513826,0.4603914308509607,0.4913050942059575,2.4259434419553507,8.748888888888893e-06,0.8234666666666667,0.1775,0.10550000000000004,0.03320000000000001,0.8163,0.8243,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W32_S1807,3,32,1807,0.7300016283988953,0.1597222222222222,1.1989578808281798,0.9608198536674468,0.5300203168648177,0.1205679218649209,0.2940682549294142,4.968888888888811e-06,0.8619666666666667,0.13990000000000002,0.018000000000000016,0.0046999999999999265,0.8643,0.8615,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W64_S1807,3,64,1807,0.7174589435259501,0.2013888888888889,1.3228756555322954,1.0681780321036096,0.45344509986931,0.1308919673282332,0.3662993368865805,3.2599999999999624e-06,0.8779,0.09149999999999991,0.007000000000000006,-0.0008999999999999009,0.8706,0.8804,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W16_S1807,4,16,1807,0.8416713873545328,0.234375,1.15438343463492,0.9367993277761252,0.5896305620709063,0.2511658960890956,1.550120403189348,0.0001550525,0.8145500000000001,0.35040000000000004,0.10830000000000006,0.046599999999999975,0.8332,0.8332,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W32_S1807,4,32,1807,0.7421850562095642,0.25390625,1.2010830630227214,0.9718865292970468,0.5328626077261356,0.1468840610348663,0.8011803374104011,1.28925e-05,0.85345,0.0907,0.040899999999999936,0.012399999999999967,0.8561,0.8563,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W64_S1807,4,64,1807,0.7134184936682383,0.28515625,1.230662580376936,1.0238863613479294,0.4457173798411655,0.2158169608856439,4.059841592900786,4.650000000000142e-07,0.8785,0.15900000000000003,0.02510000000000001,0.0024999999999999467,0.8784,0.8787,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W16_S1808,3,16,1808,0.7992836038271586,0.1666666666666666,1.1726039399558574,1.0075959265949537,0.4502565916937873,0.154101567308499,0.352793263221424,0.0009360866666666,0.8025000000000001,0.2558,0.13749999999999996,0.08789999999999998,0.832,0.8328,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W32_S1808,3,32,1808,0.7325505614280701,0.1875,1.274754878398196,1.0128374211291329,0.52675753619268,0.1194227385738792,0.3869186080125741,4.822222222221876e-07,0.8590333333333334,0.0655,0.012299999999999978,0.0039000000000000146,0.8516,0.86,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W64_S1808,3,64,1808,0.6850427786509196,0.1961805555555555,1.299038105676658,1.0566168821348203,0.4634635219090496,0.14133479259972,0.657611777654392,2.8155555555555427e-06,0.8781333333333333,0.11239999999999994,0.02959999999999996,0.018199999999999994,0.8727,0.8783,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W16_S1808,4,16,1808,0.8508869111537933,0.25,1.1838919318223935,0.940655450017105,0.6183714762147605,0.1948991976025674,0.6171283150111536,0.0001653449999999,0.8269000000000001,0.16880000000000006,0.04249999999999998,0.00649999999999995,0.8414,0.8414,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W32_S1808,4,32,1808,0.7309211393197378,0.248046875,1.163084556797113,0.9718136624481614,0.4868488883445289,0.1359463210041051,0.4209218922673542,1.2568750000000463e-06,0.863625,0.29800000000000004,0.03639999999999999,0.011599999999999944,0.8647,0.8647,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W64_S1808,4,64,1808,0.7016165256500244,0.2822265625,1.2334580436767193,1.0199400355977168,0.4457966024275326,0.2534661379801654,5.244198075046578,2.126875000000002e-06,0.877325,0.2076,0.024499999999999966,0.01090000000000002,0.8788,0.8772,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W16_S1809,3,16,1809,0.8366245627403259,0.1666666666666666,1.224744871391589,0.97898340851342,0.6195953724017729,0.1963318443874774,0.6341038914469299,0.0001481488888888,0.8205333333333332,0.24119999999999997,0.04620000000000002,0.0026000000000000467,0.838,0.8357,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W32_S1809,3,32,1809,0.6973210374514262,0.0902777777777777,0.9013878188659972,0.8744722671510142,0.3819739290183294,0.1371164644680206,0.5035348115256009,2.3999999999999156e-07,0.8626999999999999,0.1078,0.021599999999999953,0.012299999999999978,0.8621,0.8621,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W64_S1809,3,64,1809,0.6750602324803671,0.1909722222222222,1.299038105676658,1.0546032960485527,0.4571526204205324,0.1046971029017903,0.36028310763973,6.540000000000047e-06,0.8779,0.16480000000000006,0.013499999999999956,0.005899999999999905,0.8719,0.88,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W16_S1809,4,16,1809,0.932287981112798,0.2421875,1.1701557325224332,0.954315673569765,0.6341135600012578,0.2496930688359314,0.8817680276508968,0.0001927924999999,0.81265,0.45740000000000003,0.16090000000000004,0.08879999999999999,0.8325,0.8305,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W32_S1809,4,32,1809,0.799239824215571,0.26953125,1.2032969173213115,1.0060391139515037,0.3457118885188927,0.2949316054905354,2.09536480582503,8.574687499999957e-05,0.860875,0.09160000000000001,0.03259999999999996,0.0009000000000000119,0.8621,0.8621,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W64_S1809,4,64,1809,0.692104289929072,0.28125,1.237114407654491,1.0212449716823675,0.4389655153352026,0.1577151625677083,1.5273257748944662,6.86249999999997e-06,0.87695,0.10970000000000002,0.014100000000000001,0.0035000000000000586,0.8773,0.8801,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W16_S1810,3,16,1810,0.8696778416633606,0.1388888888888889,1.118033988749895,0.9055224048622998,0.65783958834038,0.235309618270496,0.7619858555986203,5.202666666666653e-05,0.8276,0.3583,0.07589999999999997,0.03620000000000001,0.8288,0.8326,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W32_S1810,3,32,1810,0.7919091780980428,0.1736111111111111,1.224744871391589,0.9633003306938688,0.5765371061994884,0.1477643046310384,0.6330763117705339,5.4628888888888926e-05,0.8624666666666666,0.1038,0.09609999999999996,0.034499999999999975,0.8714,0.8714,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W64_S1810,3,64,1810,0.6870465675989786,0.15625,1.1726039399558574,1.0530464464947489,0.3067298196392546,0.2198002315241555,1.7766697012387338,6.7200000000000305e-06,0.8765000000000001,0.1018,0.007499999999999951,0.0020999999999999908,0.8782,0.8801,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W16_S1810,4,16,1810,0.8703853388627371,0.2890625,1.272382715160664,0.9929587043682256,0.6021596809461351,0.2249215886096116,0.8890926311599525,3.6327500000000096e-05,0.8151499999999999,0.1614000000000001,0.04580000000000006,0.010299999999999976,0.8278,0.8241,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W32_S1810,4,32,1810,0.7843480408191681,0.265625,1.2088537625445044,0.9749003912490782,0.5333955256650184,0.1606973197012044,0.6000851054516385,4.8124999999999815e-06,0.85975,0.1614,0.04630000000000001,0.012800000000000034,0.8572,0.8571,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W64_S1810,4,64,1810,0.7230229278405508,0.3115234375,1.286785072681721,1.04253313765216,0.4848481077111596,0.150397386641109,1.2198015370943502,5.699999999999467e-07,0.8771,0.11909999999999998,0.007099999999999995,0.0010000000000000009,0.8787,0.8784,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W16_S1811,3,16,1811,0.8592947920163473,0.1805555555555555,1.274754878398196,0.997235086179878,0.6557792620551905,0.200855915153361,0.4365461822337593,1.5748888888888665e-05,0.8156666666666667,0.10499999999999998,0.05999999999999994,0.02089999999999992,0.8213,0.8207,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W32_S1811,3,32,1811,0.7622296214103699,0.1631944444444444,1.1989578808281798,0.9953726450613912,0.4736088860718088,0.1275825735798324,0.4041272694562792,2.466666666666641e-07,0.8622,0.16159999999999997,0.03059999999999996,-0.0010000000000000009,0.8596,0.8629,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W64_S1811,3,64,1811,0.6759918928146362,0.1927083333333333,1.3228756555322954,1.068108774874845,0.477630946849284,0.1084636565684749,0.4223276314552084,6.3622222222222184e-06,0.8813333333333334,0.15480000000000005,0.017100000000000004,0.0049000000000000155,0.8819,0.8819,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W16_S1811,4,16,1811,0.8778652846813202,0.28125,1.256899274868307,1.0075574978714532,0.6008374821531008,0.2223667558668372,0.7227965574378454,0.0004662618749999,0.818075,0.2751,0.139,0.05930000000000002,0.8315,0.8339,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W32_S1811,4,32,1811,0.7848045627276102,0.296875,1.2614041283571804,1.0049269100216636,0.5186685609093888,0.2523438813045716,2.1873743932753142,3.142250000000014e-05,0.86025,0.14129999999999998,0.036800000000000055,0.011300000000000088,0.8658,0.8658,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W64_S1811,4,64,1811,0.699354479710261,0.28125,1.2428058161062934,1.0133643411383004,0.4647653167355677,0.1229530441573229,0.5146128149706892,9.224999999999716e-07,0.88345,0.09440000000000004,0.013700000000000045,0.0031999999999999806,0.8818,0.8819,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W16_S1812,3,16,1812,0.8632348577181498,0.2083333333333333,1.3693063937629153,1.05873540137308,0.6278438975030927,0.1864890869216629,0.4446751311287861,0.0001222822222222,0.8244666666666666,0.3651,0.09429999999999994,0.02189999999999992,0.8323,0.837,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W32_S1812,3,32,1812,0.8009394009908041,0.2083333333333333,1.299038105676658,1.0200032225888782,0.544705082542444,0.131199707083403,0.5452587127936475,2.361555555555564e-05,0.8535666666666667,0.08390000000000009,0.051100000000000034,0.02959999999999996,0.8534,0.8534,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W64_S1812,3,64,1812,0.6774688561757406,0.1770833333333333,1.25,1.0141275271917711,0.4558147013325019,0.1800932303290338,1.4011929642413472,1.1682222222222151e-05,0.8788333333333332,0.03589999999999993,0.013000000000000012,0.0046000000000000485,0.8813,0.8813,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W16_S1812,4,16,1812,0.8452885945638021,0.2734375,1.2443967731166552,0.9969367380082412,0.6048437373539068,0.1918671527888198,0.7631323627120856,0.0003736249999999,0.812,0.2619,0.11609999999999998,0.043200000000000016,0.8428,0.8428,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W32_S1812,4,32,1812,0.7867743074893951,0.298828125,1.2682052706862263,0.999547752058245,0.5227065655347052,0.164903938585059,0.8572926759392159,2.9735000000000246e-05,0.8548,0.25660000000000005,0.00770000000000004,-0.0006999999999999229,0.861,0.8569,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
