family,width,seed,method,test_accuracy,test_loss,label_permutation_regression_passed,candidate_logits_executed,parameter_count,actual_trainable_parameters,stored_parameters,parameter_multiplier,branch_count,inference_multiplier,measured_inference_time_seconds,candidate_count,selector_validation_budget,saved_logits_path,saved_logits_sha256,is_single_model,is_branch_model,uses_supplied_context,uses_validation_data,uses_obstruction_data
mu2_coboundary,32,5,validation_face_table_router,1.0,0.40711359391036234,True,True,1154,1154,1154,2.0,2,2.0,0.00048583303578197956,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S5.npz,895edf8708e77cbb94c0e4f240f6691fae95e89379ea839b66714ead8af0ef09,False,True,False,True,False
mu2_coboundary,32,5,wrong_twist_control,0.0,1.2060804033944281,True,True,1154,1154,1154,2.0,2,2.0,0.0004240411799401045,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S5.npz,895edf8708e77cbb94c0e4f240f6691fae95e89379ea839b66714ead8af0ef09,False,True,False,False,False
mu2_coboundary,32,5,wrong_context_control,1.0,0.40711359391036234,True,True,1154,1154,1154,2.0,2,2.0,0.00046008313074707985,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S5.npz,895edf8708e77cbb94c0e4f240f6691fae95e89379ea839b66714ead8af0ef09,False,True,False,False,False
mu2_coboundary,32,5,no_twist_branch_control,1.0,0.40711359391036234,True,True,1154,1154,1154,2.0,2,2.0,0.000478208065032959,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S5.npz,895edf8708e77cbb94c0e4f240f6691fae95e89379ea839b66714ead8af0ef09,False,True,False,False,False
mu2_coboundary,32,5,distilled_single_model_control,1.0,0.40711359391036234,True,True,577,577,577,1.0,1,1.0,0.00045083300210535526,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S5.npz,895edf8708e77cbb94c0e4f240f6691fae95e89379ea839b66714ead8af0ef09,True,False,False,True,False
mu2_coboundary,32,5,parameter_matched_wide_control,0.947625,0.4689470046506973,True,True,1189,1189,1189,2.0606585788561524,1,1.0,0.0010464999359101057,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S5.npz,895edf8708e77cbb94c0e4f240f6691fae95e89379ea839b66714ead8af0ef09,True,False,False,False,False
mu2_coboundary,32,5,ensemble_reference,1.0,0.40711359391036234,True,True,2308,2308,2308,4.0,4,4.0,0.0019690829794853926,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S5.npz,895edf8708e77cbb94c0e4f240f6691fae95e89379ea839b66714ead8af0ef09,False,False,False,False,False
mu2_coboundary,32,6,ordinary_weight_average,0.49875,0.6931471805599454,True,True,577,577,577,1.0,1,1.0,0.0005416250787675381,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S6.npz,1da609de4ef19ab5cfc1d905e30a430c8564fba7da66878fc6eadb0092155086,True,False,False,False,False
mu2_coboundary,32,6,git_rebasin_pairwise,1.0,0.40796726272208794,True,True,577,577,577,1.0,1,1.0,0.00037591694854199886,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S6.npz,1da609de4ef19ab5cfc1d905e30a430c8564fba7da66878fc6eadb0092155086,True,False,False,False,False
mu2_coboundary,32,6,c2m3_synchronized,1.0,0.40796726272208794,True,True,577,577,577,1.0,1,1.0,0.0005404171533882618,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S6.npz,1da609de4ef19ab5cfc1d905e30a430c8564fba7da66878fc6eadb0092155086,True,False,False,False,False
mu2_coboundary,32,6,supplied_context_q2_branch_predictor,1.0,0.40796726272208794,True,True,1154,1154,1154,2.0,2,2.0,0.0007716668769717216,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S6.npz,1da609de4ef19ab5cfc1d905e30a430c8564fba7da66878fc6eadb0092155086,False,True,True,False,True
mu2_coboundary,32,6,random_branch_control,0.0,1.2045320844572853,True,True,1154,1154,1154,2.0,2,2.0,0.0005595418624579906,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S6.npz,1da609de4ef19ab5cfc1d905e30a430c8564fba7da66878fc6eadb0092155086,False,True,False,False,False
mu2_coboundary,32,6,validation_global_branch_selector,1.0,0.40796726272208794,True,True,1154,1154,1154,2.0,2,2.0,0.0007084999233484268,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S6.npz,1da609de4ef19ab5cfc1d905e30a430c8564fba7da66878fc6eadb0092155086,False,True,False,True,False
