setting_id,architecture,collection,fine_tune_scope,method,implementation,accuracy,loss,ece,latency_ms,trainable_parameters,stored_parameters,branch_count,candidate_count,feature_cache_sha256,label_permutation_hash_passed,execution_commit,source_sha256
resnet18_collection0,resnet18,0,synthetic_feature_adapter_over_cached_pretrained_features,strict_synchronization,selected_feature_transition_head_merge,0.216,2.253425648057484,0.09539863808307525,0.03091711550951004,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection0,resnet18,0,synthetic_feature_adapter_over_cached_pretrained_features,hodge_diagnostic_ordinary_fallback,residual_gate_with_ridge_or_strict_fallback,0.216,2.253425648057484,0.09539863808307525,0.02983398735523224,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection0,resnet18,0,synthetic_feature_adapter_over_cached_pretrained_features,structured_retransport_certified_only,strict_fallback_no_certified_chart,0.216,2.253425648057484,0.09539863808307525,0.030916882678866386,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection0,resnet18,0,synthetic_feature_adapter_over_cached_pretrained_features,ensemble,mean_of_four_feature_head_logits,0.475,2.0810681331507546,0.3307641129254206,0.028499867767095566,260,2600,4,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection1,resnet18,1,synthetic_feature_adapter_over_cached_pretrained_features,weight_average,mean_aligned_feature_head_proxy,0.292,2.243213027665191,0.173277631724098,0.015083001926541328,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection1,resnet18,1,synthetic_feature_adapter_over_cached_pretrained_features,greedy_soup,validation_selected_feature_logit_candidate_proxy,0.484,2.0748968723693806,0.3385610092755119,0.027333153411746025,640,2600,1,3,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection1,resnet18,1,synthetic_feature_adapter_over_cached_pretrained_features,git_rebasin,permutation_aligned_feature_head_proxy_not_full_model_git_rebasin,0.217,2.2605998186350935,0.0956734095688602,0.026582973077893257,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection1,resnet18,1,synthetic_feature_adapter_over_cached_pretrained_features,c2m3,strict_feature_synchronization_proxy_not_full_model_c2m3,0.217,2.2605998186350935,0.0956734095688602,0.027125002816319466,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection1,resnet18,1,synthetic_feature_adapter_over_cached_pretrained_features,representation_alignment,selected_feature_transition_head_merge,0.217,2.2605998186350935,0.0956734095688602,0.024417182430624962,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection1,resnet18,1,synthetic_feature_adapter_over_cached_pretrained_features,regmean,strict_feature_synchronization_proxy_not_regmean,0.217,2.2605998186350935,0.0956734095688602,0.029082875698804855,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection1,resnet18,1,synthetic_feature_adapter_over_cached_pretrained_features,ties,elementwise_head_sign_consensus_proxy,0.201,2.269778794404606,0.08091936984808562,0.027916161343455315,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection1,resnet18,1,synthetic_feature_adapter_over_cached_pretrained_features,dare,randomly_masked_head_average_proxy,0.188,2.26793076410993,0.06620673588650876,0.04870910197496414,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection1,resnet18,1,synthetic_feature_adapter_over_cached_pretrained_features,generic_low_rank_merge,ridge_logit_correction,0.271,2.2377369888220575,0.14861476890713454,0.027667032554745674,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection1,resnet18,1,synthetic_feature_adapter_over_cached_pretrained_features,generic_router,ridge_router_over_four_feature_heads,0.524,2.0552494680279345,0.37517459534264047,0.02737506292760372,260,2600,4,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection1,resnet18,1,synthetic_feature_adapter_over_cached_pretrained_features,strict_synchronization,selected_feature_transition_head_merge,0.217,2.2605998186350935,0.0956734095688602,0.025667017325758934,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection1,resnet18,1,synthetic_feature_adapter_over_cached_pretrained_features,hodge_diagnostic_ordinary_fallback,residual_gate_with_ridge_or_strict_fallback,0.217,2.2605998186350935,0.0956734095688602,0.027166912332177162,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection1,resnet18,1,synthetic_feature_adapter_over_cached_pretrained_features,structured_retransport_certified_only,strict_fallback_no_certified_chart,0.217,2.2605998186350935,0.0956734095688602,0.028542010113596916,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection1,resnet18,1,synthetic_feature_adapter_over_cached_pretrained_features,ensemble,mean_of_four_feature_head_logits,0.484,2.0748968723693806,0.3385610092755119,0.024833017960190773,260,2600,4,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection2,resnet18,2,synthetic_feature_adapter_over_cached_pretrained_features,weight_average,mean_aligned_feature_head_proxy,0.297,2.2405068180318803,0.1757409142360445,0.03679213114082813,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection2,resnet18,2,synthetic_feature_adapter_over_cached_pretrained_features,greedy_soup,validation_selected_feature_logit_candidate_proxy,0.485,2.04623834254835,0.3297997484338599,0.025582965463399887,640,2600,1,3,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection2,resnet18,2,synthetic_feature_adapter_over_cached_pretrained_features,git_rebasin,permutation_aligned_feature_head_proxy_not_full_model_git_rebasin,0.252,2.2462273782768536,0.12659759327190065,0.03820913843810558,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection2,resnet18,2,synthetic_feature_adapter_over_cached_pretrained_features,c2m3,strict_feature_synchronization_proxy_not_full_model_c2m3,0.252,2.2462273782768536,0.12659759327190065,0.03291713073849678,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection2,resnet18,2,synthetic_feature_adapter_over_cached_pretrained_features,representation_alignment,selected_feature_transition_head_merge,0.252,2.2462273782768536,0.12659759327190065,0.030833063647150993,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection2,resnet18,2,synthetic_feature_adapter_over_cached_pretrained_features,regmean,strict_feature_synchronization_proxy_not_regmean,0.252,2.2462273782768536,0.12659759327190065,0.10000006295740604,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection2,resnet18,2,synthetic_feature_adapter_over_cached_pretrained_features,ties,elementwise_head_sign_consensus_proxy,0.256,2.2512553720315465,0.13123371451649588,0.036708079278469086,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection2,resnet18,2,synthetic_feature_adapter_over_cached_pretrained_features,dare,randomly_masked_head_average_proxy,0.246,2.247605609045917,0.12010867085892019,0.039250124245882034,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection2,resnet18,2,synthetic_feature_adapter_over_cached_pretrained_features,generic_low_rank_merge,ridge_logit_correction,0.27,2.2217983617206474,0.14013445358555637,0.06225006654858589,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection2,resnet18,2,synthetic_feature_adapter_over_cached_pretrained_features,generic_router,ridge_router_over_four_feature_heads,0.493,2.0354861311964787,0.334824276009459,0.028833048418164253,260,2600,4,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection2,resnet18,2,synthetic_feature_adapter_over_cached_pretrained_features,strict_synchronization,selected_feature_transition_head_merge,0.252,2.2462273782768536,0.12659759327190065,0.028416980057954788,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection2,resnet18,2,synthetic_feature_adapter_over_cached_pretrained_features,hodge_diagnostic_ordinary_fallback,residual_gate_with_ridge_or_strict_fallback,0.252,2.2462273782768536,0.12659759327190065,0.031125033274292946,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection2,resnet18,2,synthetic_feature_adapter_over_cached_pretrained_features,structured_retransport_certified_only,strict_fallback_no_certified_chart,0.252,2.2462273782768536,0.12659759327190065,0.028542010113596916,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection2,resnet18,2,synthetic_feature_adapter_over_cached_pretrained_features,ensemble,mean_of_four_feature_head_logits,0.485,2.04623834254835,0.3297997484338599,0.05387491546571255,260,2600,4,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection3,resnet18,3,synthetic_feature_adapter_over_cached_pretrained_features,weight_average,mean_aligned_feature_head_proxy,0.348,2.2328718047014156,0.2307599760743122,0.02366607077419758,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection3,resnet18,3,synthetic_feature_adapter_over_cached_pretrained_features,greedy_soup,validation_selected_feature_logit_candidate_proxy,0.507,2.0447113544589564,0.3596112320190442,0.028999987989664078,640,2600,1,3,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection3,resnet18,3,synthetic_feature_adapter_over_cached_pretrained_features,git_rebasin,permutation_aligned_feature_head_proxy_not_full_model_git_rebasin,0.286,2.248767195843348,0.16434494108305556,0.025999965146183968,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection3,resnet18,3,synthetic_feature_adapter_over_cached_pretrained_features,c2m3,strict_feature_synchronization_proxy_not_full_model_c2m3,0.286,2.248767195843348,0.16434494108305556,0.026499852538108826,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection3,resnet18,3,synthetic_feature_adapter_over_cached_pretrained_features,representation_alignment,selected_feature_transition_head_merge,0.286,2.248767195843348,0.16434494108305556,0.02674991264939308,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection3,resnet18,3,synthetic_feature_adapter_over_cached_pretrained_features,regmean,strict_feature_synchronization_proxy_not_regmean,0.286,2.248767195843348,0.16434494108305556,0.030792085453867912,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection3,resnet18,3,synthetic_feature_adapter_over_cached_pretrained_features,ties,elementwise_head_sign_consensus_proxy,0.265,2.2538480269812173,0.1446465045891034,0.02733292058110237,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection3,resnet18,3,synthetic_feature_adapter_over_cached_pretrained_features,dare,randomly_masked_head_average_proxy,0.275,2.250489241925825,0.15275118043170516,0.04437519237399101,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection3,resnet18,3,synthetic_feature_adapter_over_cached_pretrained_features,generic_low_rank_merge,ridge_logit_correction,0.334,2.21236357586161,0.2111006283669791,0.02629193477332592,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection3,resnet18,3,synthetic_feature_adapter_over_cached_pretrained_features,generic_router,ridge_router_over_four_feature_heads,0.55,2.0254047530341897,0.3991156578058578,0.02645794302225113,260,2600,4,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection3,resnet18,3,synthetic_feature_adapter_over_cached_pretrained_features,strict_synchronization,selected_feature_transition_head_merge,0.286,2.248767195843348,0.16434494108305556,0.026166904717683792,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection3,resnet18,3,synthetic_feature_adapter_over_cached_pretrained_features,hodge_diagnostic_ordinary_fallback,residual_gate_with_ridge_or_strict_fallback,0.286,2.248767195843348,0.16434494108305556,0.029084039852023125,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection3,resnet18,3,synthetic_feature_adapter_over_cached_pretrained_features,structured_retransport_certified_only,strict_fallback_no_certified_chart,0.286,2.248767195843348,0.16434494108305556,0.025624874979257584,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection3,resnet18,3,synthetic_feature_adapter_over_cached_pretrained_features,ensemble,mean_of_four_feature_head_logits,0.507,2.0447113544589564,0.3596112320190442,0.024750130251049995,260,2600,4,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection4,resnet18,4,synthetic_feature_adapter_over_cached_pretrained_features,weight_average,mean_aligned_feature_head_proxy,0.289,2.2408434552480974,0.16699451802613458,0.0249580480158329,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection4,resnet18,4,synthetic_feature_adapter_over_cached_pretrained_features,greedy_soup,validation_selected_feature_logit_candidate_proxy,0.439,2.055192764678455,0.2847167675765265,0.02887495793402195,640,2600,1,3,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection4,resnet18,4,synthetic_feature_adapter_over_cached_pretrained_features,git_rebasin,permutation_aligned_feature_head_proxy_not_full_model_git_rebasin,0.267,2.239519730992848,0.1375975826937308,0.02724980004131794,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection4,resnet18,4,synthetic_feature_adapter_over_cached_pretrained_features,c2m3,strict_feature_synchronization_proxy_not_full_model_c2m3,0.267,2.239519730992848,0.1375975826937308,0.03345916047692299,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection4,resnet18,4,synthetic_feature_adapter_over_cached_pretrained_features,representation_alignment,selected_feature_transition_head_merge,0.267,2.239519730992848,0.1375975826937308,0.04287506453692913,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
resnet18_collection4,resnet18,4,synthetic_feature_adapter_over_cached_pretrained_features,regmean,strict_feature_synchronization_proxy_not_regmean,0.267,2.239519730992848,0.1375975826937308,0.033624935895204544,640,2600,1,1,c80557c3dc5e56d940b961d155ba702f5909399a8719e6d507e2e1eeb60624af,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,ccd7917c57a80bb726a213493d1c89b997d4b6126d29eb67ef7f16b195e00e20
