setting_id,phase,dataset,seed,method,implementation,evaluation_split,accuracy,loss,ece,chart_accuracy,chart_training_examples,selector_validation_examples,test_examples,trainable_parameters,stored_parameters,latency_ms,branch_count,candidate_count,abstention_threshold,coverage,logits_sha256,label_permutation_hash_passed,dataset_revision,execution_commit,source_sha256
FashionMNIST_discovery_s4,discovery,FashionMNIST,4,generic_image_context_classifier,ridge_classifier_on_random_image_features,iid_random_D4_transform,0.4955,2.1157862538036114,0.3637359499531073,0.458,1000,500,2000,592,3192,0.04175002686679363,1,1,0.13025722682899465,1.0,5aa2ee54c1b3e1d91ab59ab4abb6781585495d62e2ecf1d33e2fe2e45adcf3db,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s4,discovery,FashionMNIST,4,generic_mixture_of_experts,ridge_chart_router_weighted_branch_logits,iid_random_D4_transform,0.368,2.1731920696379676,0.24414950326094914,0.458,1000,500,2000,592,3192,0.04816707223653793,8,1,0.13025722682899465,1.0,4898a960ffd88139a2979e655bd19277abf51ec4b2b4ffde9be8175d344005a6,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s4,discovery,FashionMNIST,4,generic_low_rank_context_adapter,equal_blend_proxy_not_fitted_low_rank_adapter,iid_random_D4_transform,0.5365,2.1423659015302365,0.4127195066510905,0.458,1000,500,2000,592,3192,0.03816699609160423,1,1,0.13025722682899465,1.0,14efa66189c6e24607241f169e7083ac03cd242178633081011a422dd393f007,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s4,discovery,FashionMNIST,4,group_equivariant_cnn_chart_classifier,orbit_moment_ridge_proxy_not_cnn,iid_random_D4_transform,0.5325,2.0350861314206368,0.38328522580371094,0.458,1000,500,2000,592,3192,0.04837499000132084,1,1,0.13025722682899465,1.0,7a2a594340967ae2d7dfa9f0624bf2fe2a0557fe0ee69feea6b94f12fc64c495,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s4,discovery,FashionMNIST,4,structured_group_router,hybrid_random_feature_and_orbit_moment_ridge_router,iid_random_D4_transform,0.5325,2.0350861314206368,0.38328522580371094,0.458,1000,500,2000,592,3192,0.03774999640882015,8,1,0.13025722682899465,1.0,7a2a594340967ae2d7dfa9f0624bf2fe2a0557fe0ee69feea6b94f12fc64c495,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s4,discovery,FashionMNIST,4,canonicalize_pool_retransport_inferred,inferred_chart_canonicalization_and_branch_selection,iid_random_D4_transform,0.5325,2.0350861314206368,0.38328522580371094,0.458,1000,500,2000,592,3192,0.03550015389919281,8,1,0.13025722682899465,1.0,7a2a594340967ae2d7dfa9f0624bf2fe2a0557fe0ee69feea6b94f12fc64c495,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s4,discovery,FashionMNIST,4,twistedmerge_diagnostic_structured_retransport,validation_thresholded_structured_branch_with_moe_fallback,iid_random_D4_transform,0.5325,2.0350861314206368,0.38328522580371094,0.458,1000,500,2000,592,3192,0.03674998879432678,8,2,0.13025722682899465,1.0,7a2a594340967ae2d7dfa9f0624bf2fe2a0557fe0ee69feea6b94f12fc64c495,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s4,discovery,FashionMNIST,4,supplied_chart_oracle,true_chart_branch_selection_oracle,iid_random_D4_transform,0.749,1.8924855003032266,0.5881014602205206,0.458,1000,500,2000,592,3192,0.03624986857175827,8,1,0.13025722682899465,1.0,2e7f6db8cde907625885afc4aa8fd7580f1e3da07ca561a83a3cf86a8b6bbab4,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s4,discovery,FashionMNIST,4,random_action_control,uniform_random_chart_branch,iid_random_D4_transform,0.288,2.2091866601510737,0.13415110524151977,0.458,1000,500,2000,592,3192,0.041207997128367424,1,1,0.13025722682899465,1.0,a1f7913889937c497529c315bf01b8d6a1c8960e105ee182500811ba49fea73b,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s4,discovery,FashionMNIST,4,wrong_action_control,cyclically_shifted_inferred_chart_branch,iid_random_D4_transform,0.1525,2.302251105982297,0.014451346361743694,0.458,1000,500,2000,592,3192,0.0363748986274004,1,1,0.13025722682899465,1.0,3cf09cd0b45af1ac25863fa52533c9cb7274409d6466db172b5db04560334268,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s4,discovery,FashionMNIST,4,ensemble,mean_of_eight_canonicalized_branch_logits,iid_random_D4_transform,0.2495,2.201971556723495,0.12361195069968553,0.458,1000,500,2000,592,3192,0.036582816392183304,8,1,0.13025722682899465,1.0,99b5d68a02c2f3615e3020a870091eb80119201acc46ee6f5f9b32944f631059,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
