observation_id,evidence_label,corpus_seed,setting_family,fusion_method,reference_accuracy,observed_accuracy,ordinary_fusion_harmful,ordinary_fusion_safe,gauge_sync_sufficient,branch_lift_beneficial,projective_rank_expansion_required,abstention_recommended,ordinary_prediction_disagreement,estimated_period,estimated_index,candidate_capacity,controlled_structural_residual,capacity_divisible_by_index,controlled_projective_indicator,fusion_parameter_multiplier,mean_heldout_pairwise_residual,mean_inverse_consistency_residual,global_synchronization_residual,mean_parameter_distance,max_loop_holonomy_norm,loop_commutator_norm,mean_loop_spectral_radius,mean_loop_absolute_phase,centrality_residual,torsion_confidence,cocycle_residual,coboundary_residual,bootstrap_stability,natural_connection_trivial_indicator
D0021,natural_measured,1,natural_application_A,regular_d4_branch_invariant_pooling,0.6859999895095825,0.6209999918937683,1,0,0,0,0,1,0.12449997663497925,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.372613902075569e-06,0.9999986249414367,0.0,0.0,0.9999986273860979,1.0
D0022,natural_measured,1,natural_application_A,orbit_branch_invariant_pooling,0.6859999895095825,0.6060000061988831,1,0,0,0,0,1,0.04000002145767201,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.372613902075569e-06,0.9999986249414367,0.0,0.0,0.9999986273860979,1.0
D0023,natural_measured,1,natural_application_A,generic_mixture_of_experts,0.6859999895095825,0.6299999952316284,1,0,0,0,0,1,0.22962498664855957,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.372613902075569e-06,0.9999986249414367,0.0,0.0,0.9999986273860979,1.0
D0024,natural_measured,1,natural_application_A,learned_router,0.6859999895095825,0.628000020980835,1,0,0,0,0,1,0.22712498903274536,0.0,0.0,8.0,0.0,0.0,0.0,8.117039586919105,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.372613902075569e-06,0.9999986249414367,0.0,0.0,0.9999986273860979,1.0
D0025,natural_measured,1,natural_application_A,d4_test_time_augmentation,0.6859999895095825,0.625,1,0,0,0,0,1,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.372613902075569e-06,0.9999986249414367,0.0,0.0,0.9999986273860979,1.0
D0026,natural_measured,1,natural_application_A,random_branch_count_matched_control,0.6859999895095825,0.6209999918937683,1,0,0,0,0,1,0.07037502527236938,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.372613902075569e-06,0.9999986249414367,0.0,0.0,0.9999986273860979,1.0
D0027,natural_measured,1,natural_application_A,wrong_group_action_control,0.6859999895095825,0.6209999918937683,1,0,0,0,0,1,0.12449997663497925,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.372613902075569e-06,0.9999986249414367,0.0,0.0,0.9999986273860979,1.0
D0028,natural_measured,1,natural_application_A,wrong_multiplication_order_control,0.6859999895095825,0.6209999918937683,1,0,0,0,0,1,0.13187497854232788,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.372613902075569e-06,0.9999986249414367,0.0,0.0,0.9999986273860979,1.0
D0029,natural_measured,1,natural_application_A,prediction_ensemble_upper_bound,0.6859999895095825,0.6859999895095825,0,1,0,0,0,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.372613902075569e-06,0.9999986249414367,0.0,0.0,0.9999986273860979,1.0
D0030,natural_measured,1,natural_application_A,oracle_chart_aware_fusion,0.6859999895095825,0.6859999895095825,0,1,0,0,0,0,0.2471250295639038,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.372613902075569e-06,0.9999986249414367,0.0,0.0,0.9999986273860979,1.0
D0031,natural_measured,1,natural_application_A,parameter_matched_generic_concat_head,0.6859999895095825,0.6449999809265137,1,0,0,0,0,1,0.22837501764297485,0.0,0.0,8.0,0.0,0.0,0.0,12.414802065404476,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.372613902075569e-06,0.9999986249414367,0.0,0.0,0.9999986273860979,1.0
D0032,natural_measured,2,natural_application_A,best_individual_adapter,0.6940000057220459,0.621999979019165,1,0,0,1,0,1,0.26912498474121094,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0033,natural_measured,2,natural_application_A,raw_parameter_average,0.6940000057220459,0.6069999933242798,1,0,0,1,0,1,0.24637502431869507,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0034,natural_measured,2,natural_application_A,pairwise_reference_alignment,0.6940000057220459,0.5759999752044678,1,0,0,1,0,1,0.34025001525878906,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0035,natural_measured,2,natural_application_A,global_c2m3_synchronization,0.6940000057220459,0.6460000276565552,1,0,0,1,0,1,0.22949999570846558,0.0,0.0,8.0,0.0,0.0,0.0,8.559380378657487,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0036,natural_measured,2,natural_application_A,graph_synchronized_adapter_merge,0.6940000057220459,0.6150000095367432,1,0,0,1,0,1,0.23262500762939453,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0037,natural_measured,2,natural_application_A,regular_d4_branch_invariant_pooling,0.6940000057220459,0.6140000224113464,1,0,0,1,0,1,0.1287500262260437,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0038,natural_measured,2,natural_application_A,orbit_branch_invariant_pooling,0.6940000057220459,0.6150000095367432,1,0,0,1,0,1,0.04487502574920643,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0039,natural_measured,2,natural_application_A,generic_mixture_of_experts,0.6940000057220459,0.628000020980835,1,0,0,1,0,1,0.23262500762939453,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0040,natural_measured,2,natural_application_A,learned_router,0.6940000057220459,0.628000020980835,1,0,0,1,0,1,0.22612500190734863,0.0,0.0,8.0,0.0,0.0,0.0,8.117039586919105,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0041,natural_measured,2,natural_application_A,d4_test_time_augmentation,0.6940000057220459,0.621999979019165,1,0,0,1,0,1,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0042,natural_measured,2,natural_application_A,random_branch_count_matched_control,0.6940000057220459,0.6140000224113464,1,0,0,1,0,1,0.06912499666214,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0043,natural_measured,2,natural_application_A,wrong_group_action_control,0.6940000057220459,0.6140000224113464,1,0,0,1,0,1,0.12987500429153442,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0044,natural_measured,2,natural_application_A,wrong_multiplication_order_control,0.6940000057220459,0.6140000224113464,1,0,0,1,0,1,0.13762497901916504,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0045,natural_measured,2,natural_application_A,prediction_ensemble_upper_bound,0.6940000057220459,0.6940000057220459,0,1,0,1,0,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0046,natural_measured,2,natural_application_A,oracle_chart_aware_fusion,0.6940000057220459,0.6940000057220459,0,1,0,1,0,0,0.25174999237060547,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0047,natural_measured,2,natural_application_A,parameter_matched_generic_concat_head,0.6940000057220459,0.6460000276565552,1,0,0,1,0,1,0.22649997472763062,0.0,0.0,8.0,0.0,0.0,0.0,12.414802065404476,0.8241528230054038,9.462234089596677e-07,0.0330703836932246,0.6912122815847397,1.5300598761314177e-06,1.058065208781045e-06,1.0000013348097954,4.4142042025583675e-07,1.3299258119658963e-06,0.9999986692914363,0.0,0.0,0.9999986700741881,1.0
D0048,natural_measured,3,natural_application_A,best_individual_adapter,0.6850000023841858,0.628000020980835,1,0,0,1,0,1,0.2762500047683716,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8245956817907947,9.257402311391161e-07,0.0307279474301529,0.6832674890756607,1.436638854102057e-06,1.1199530263183988e-06,1.0000014850103114,4.327429982748901e-07,1.3339234444819496e-06,0.9999986640999069,0.0,0.0,0.9999986660765555,1.0
D0049,natural_measured,3,natural_application_A,raw_parameter_average,0.6850000023841858,0.6010000109672546,1,0,0,1,0,1,0.2437499761581421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8245956817907947,9.257402311391161e-07,0.0307279474301529,0.6832674890756607,1.436638854102057e-06,1.1199530263183988e-06,1.0000014850103114,4.327429982748901e-07,1.3339234444819496e-06,0.9999986640999069,0.0,0.0,0.9999986660765555,1.0
D0050,natural_measured,3,natural_application_A,pairwise_reference_alignment,0.6850000023841858,0.5820000171661377,1,0,0,1,0,1,0.3258749842643738,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8245956817907947,9.257402311391161e-07,0.0307279474301529,0.6832674890756607,1.436638854102057e-06,1.1199530263183988e-06,1.0000014850103114,4.327429982748901e-07,1.3339234444819496e-06,0.9999986640999069,0.0,0.0,0.9999986660765555,1.0
D0051,natural_measured,3,natural_application_A,global_c2m3_synchronization,0.6850000023841858,0.6460000276565552,1,0,0,1,0,1,0.22324997186660767,0.0,0.0,8.0,0.0,0.0,0.0,8.559380378657487,0.8245956817907947,9.257402311391161e-07,0.0307279474301529,0.6832674890756607,1.436638854102057e-06,1.1199530263183988e-06,1.0000014850103114,4.327429982748901e-07,1.3339234444819496e-06,0.9999986640999069,0.0,0.0,0.9999986660765555,1.0
D0052,natural_measured,3,natural_application_A,graph_synchronized_adapter_merge,0.6850000023841858,0.6150000095367432,1,0,0,1,0,1,0.23350000381469727,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8245956817907947,9.257402311391161e-07,0.0307279474301529,0.6832674890756607,1.436638854102057e-06,1.1199530263183988e-06,1.0000014850103114,4.327429982748901e-07,1.3339234444819496e-06,0.9999986640999069,0.0,0.0,0.9999986660765555,1.0
D0053,natural_measured,3,natural_application_A,regular_d4_branch_invariant_pooling,0.6850000023841858,0.6190000176429749,1,0,0,1,0,1,0.12612497806549072,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8245956817907947,9.257402311391161e-07,0.0307279474301529,0.6832674890756607,1.436638854102057e-06,1.1199530263183988e-06,1.0000014850103114,4.327429982748901e-07,1.3339234444819496e-06,0.9999986640999069,0.0,0.0,0.9999986660765555,1.0
D0054,natural_measured,3,natural_application_A,orbit_branch_invariant_pooling,0.6850000023841858,0.6150000095367432,1,0,0,1,0,1,0.04187500476837158,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8245956817907947,9.257402311391161e-07,0.0307279474301529,0.6832674890756607,1.436638854102057e-06,1.1199530263183988e-06,1.0000014850103114,4.327429982748901e-07,1.3339234444819496e-06,0.9999986640999069,0.0,0.0,0.9999986660765555,1.0
D0055,natural_measured,3,natural_application_A,generic_mixture_of_experts,0.6850000023841858,0.6290000081062317,1,0,0,1,0,1,0.2318750023841858,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8245956817907947,9.257402311391161e-07,0.0307279474301529,0.6832674890756607,1.436638854102057e-06,1.1199530263183988e-06,1.0000014850103114,4.327429982748901e-07,1.3339234444819496e-06,0.9999986640999069,0.0,0.0,0.9999986660765555,1.0
D0056,natural_measured,3,natural_application_A,learned_router,0.6850000023841858,0.6299999952316284,1,0,0,1,0,1,0.2281249761581421,0.0,0.0,8.0,0.0,0.0,0.0,8.117039586919105,0.8245956817907947,9.257402311391161e-07,0.0307279474301529,0.6832674890756607,1.436638854102057e-06,1.1199530263183988e-06,1.0000014850103114,4.327429982748901e-07,1.3339234444819496e-06,0.9999986640999069,0.0,0.0,0.9999986660765555,1.0
D0057,natural_measured,3,natural_application_A,d4_test_time_augmentation,0.6850000023841858,0.628000020980835,1,0,0,1,0,1,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.8245956817907947,9.257402311391161e-07,0.0307279474301529,0.6832674890756607,1.436638854102057e-06,1.1199530263183988e-06,1.0000014850103114,4.327429982748901e-07,1.3339234444819496e-06,0.9999986640999069,0.0,0.0,0.9999986660765555,1.0
D0058,natural_measured,3,natural_application_A,random_branch_count_matched_control,0.6850000023841858,0.6190000176429749,1,0,0,1,0,1,0.09574997425079357,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8245956817907947,9.257402311391161e-07,0.0307279474301529,0.6832674890756607,1.436638854102057e-06,1.1199530263183988e-06,1.0000014850103114,4.327429982748901e-07,1.3339234444819496e-06,0.9999986640999069,0.0,0.0,0.9999986660765555,1.0
D0059,natural_measured,3,natural_application_A,wrong_group_action_control,0.6850000023841858,0.6190000176429749,1,0,0,1,0,1,0.12837499380111694,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.8245956817907947,9.257402311391161e-07,0.0307279474301529,0.6832674890756607,1.436638854102057e-06,1.1199530263183988e-06,1.0000014850103114,4.327429982748901e-07,1.3339234444819496e-06,0.9999986640999069,0.0,0.0,0.9999986660765555,1.0
