outcome,feature_set,fold_index,feature,logistic_coefficient_standardized
ordinary_fusion_harmful,prediction_disagreement_only,17,ordinary_prediction_disagreement,1.3366680443247916
ordinary_fusion_harmful,prediction_disagreement_only,18,ordinary_prediction_disagreement,1.2264291511745031
ordinary_fusion_harmful,prediction_disagreement_only,19,ordinary_prediction_disagreement,1.090878495675002
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,0,mean_heldout_pairwise_residual,0.14815144499044156
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,0,mean_inverse_consistency_residual,0.06673004990402759
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,0,global_synchronization_residual,0.17979293571929736
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,0,ordinary_prediction_disagreement,1.9819091343845874
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,0,mean_parameter_distance,-0.08066207780172537
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,1,mean_heldout_pairwise_residual,0.07155894681616497
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,1,mean_inverse_consistency_residual,0.04141821981045613
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,1,global_synchronization_residual,0.08570707877275312
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,1,ordinary_prediction_disagreement,1.2978746674445039
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,1,mean_parameter_distance,-0.03818130146017504
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,2,mean_heldout_pairwise_residual,0.13916394642797175
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,2,mean_inverse_consistency_residual,0.021715957180218598
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,2,global_synchronization_residual,0.16577109291473155
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,2,ordinary_prediction_disagreement,1.1893210768510045
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,2,mean_parameter_distance,-0.08086915496538323
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,3,mean_heldout_pairwise_residual,0.06153334009207904
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,3,mean_inverse_consistency_residual,0.04050180629087822
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,3,global_synchronization_residual,0.08307813790318996
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,3,ordinary_prediction_disagreement,1.0580169964020876
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,3,mean_parameter_distance,-0.030433950395290735
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,4,mean_heldout_pairwise_residual,0.057547721202524375
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,4,mean_inverse_consistency_residual,0.1153226535995684
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,4,global_synchronization_residual,0.09795095753430719
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,4,ordinary_prediction_disagreement,1.9640216324809896
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,4,mean_parameter_distance,-0.035633964178079354
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,5,mean_heldout_pairwise_residual,0.023031184598160833
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,5,mean_inverse_consistency_residual,0.06522496108964203
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,5,global_synchronization_residual,0.045503589475043675
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,5,ordinary_prediction_disagreement,1.2961900812712133
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,5,mean_parameter_distance,-0.013325902965781785
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,6,mean_heldout_pairwise_residual,0.04582814592407281
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,6,mean_inverse_consistency_residual,0.07421391792052513
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,6,global_synchronization_residual,0.08435362456959425
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,6,ordinary_prediction_disagreement,1.2185698537665335
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,6,mean_parameter_distance,-0.025790380646531358
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,7,mean_heldout_pairwise_residual,0.0322198276102771
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,7,mean_inverse_consistency_residual,0.05749447820336445
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,7,global_synchronization_residual,0.053040817723811924
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,7,ordinary_prediction_disagreement,1.0405056593778244
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,7,mean_parameter_distance,-0.02014525960992341
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,8,mean_heldout_pairwise_residual,0.003688267156112193
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,8,mean_inverse_consistency_residual,0.23165686600588634
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,8,global_synchronization_residual,-0.07107424041863321
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,8,ordinary_prediction_disagreement,2.0892626160158594
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,8,mean_parameter_distance,-0.1126936179502881
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,9,mean_heldout_pairwise_residual,-0.007051645501418559
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,9,mean_inverse_consistency_residual,0.12038337208424355
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,9,global_synchronization_residual,-0.038904725704124704
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,9,ordinary_prediction_disagreement,1.3273531495581805
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,9,mean_parameter_distance,-0.052426119009273284
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,10,mean_heldout_pairwise_residual,-0.009760218198214845
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,10,mean_inverse_consistency_residual,0.18070491661513827
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,10,global_synchronization_residual,-0.08732927080731365
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,10,ordinary_prediction_disagreement,1.2387581395919118
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,10,mean_parameter_distance,-0.09855030315810062
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,11,mean_heldout_pairwise_residual,0.014965157048817871
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,11,mean_inverse_consistency_residual,0.09861812880177606
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,11,global_synchronization_residual,-0.008889193908560897
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,11,ordinary_prediction_disagreement,1.0834483865204494
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,11,mean_parameter_distance,-0.044930971889157435
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,12,mean_heldout_pairwise_residual,0.07497541583238279
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,12,mean_inverse_consistency_residual,-0.048165450519020166
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,12,global_synchronization_residual,-0.0464701836291812
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,12,ordinary_prediction_disagreement,2.0180704031818313
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,12,mean_parameter_distance,-0.1430622378292156
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,13,mean_heldout_pairwise_residual,0.032104222586886874
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,13,mean_inverse_consistency_residual,-0.021126538168782814
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,13,global_synchronization_residual,-0.028328545566594733
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,13,ordinary_prediction_disagreement,1.3118926604781698
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,13,mean_parameter_distance,-0.06703433225528725
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,14,mean_heldout_pairwise_residual,0.05951654863641038
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,14,mean_inverse_consistency_residual,-0.06990393552369192
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,14,global_synchronization_residual,-0.05929578928859159
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,14,ordinary_prediction_disagreement,1.233197411760359
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,14,mean_parameter_distance,-0.13756103483319043
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,15,mean_heldout_pairwise_residual,0.039301657507705305
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,15,mean_inverse_consistency_residual,-0.009357520770698805
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,15,global_synchronization_residual,-0.0032545248389487316
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,15,ordinary_prediction_disagreement,1.052864242349279
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,15,mean_parameter_distance,-0.05636302882551888
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,16,mean_heldout_pairwise_residual,-0.2404995000510376
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,16,mean_inverse_consistency_residual,0.05841543609895702
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,16,global_synchronization_residual,0.22828614366993644
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,16,ordinary_prediction_disagreement,2.101754693598234
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,16,mean_parameter_distance,-0.3639901070682507
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,17,mean_heldout_pairwise_residual,-0.1327904702610137
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,17,mean_inverse_consistency_residual,0.0311284456385061
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,17,global_synchronization_residual,0.11124724588517103
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,17,ordinary_prediction_disagreement,1.3368955726208829
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,17,mean_parameter_distance,-0.18065141003112334
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,18,mean_heldout_pairwise_residual,-0.2536098121920659
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,18,mean_inverse_consistency_residual,0.04001696705309748
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,18,global_synchronization_residual,0.1949142755095382
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,18,ordinary_prediction_disagreement,1.227353621811882
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,18,mean_parameter_distance,-0.36538072953333617
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,19,mean_heldout_pairwise_residual,-0.07803343439753818
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,19,mean_inverse_consistency_residual,0.030640219203839705
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,19,global_synchronization_residual,0.10449337145014734
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,19,ordinary_prediction_disagreement,1.0911198654943235
ordinary_fusion_harmful,pairwise_plus_ordinary_sync,19,mean_parameter_distance,-0.13685153208259962
ordinary_fusion_harmful,holonomy_features,0,mean_heldout_pairwise_residual,0.026380354195265833
ordinary_fusion_harmful,holonomy_features,0,mean_inverse_consistency_residual,0.052722911010544334
ordinary_fusion_harmful,holonomy_features,0,global_synchronization_residual,0.029692174301957034
ordinary_fusion_harmful,holonomy_features,0,ordinary_prediction_disagreement,1.9813700635799054
ordinary_fusion_harmful,holonomy_features,0,mean_parameter_distance,-0.010356608045833802
ordinary_fusion_harmful,holonomy_features,0,max_loop_holonomy_norm,-0.003927352437804797
ordinary_fusion_harmful,holonomy_features,0,loop_commutator_norm,-0.05505577917361096
ordinary_fusion_harmful,holonomy_features,0,mean_loop_spectral_radius,-0.06297748447760668
ordinary_fusion_harmful,holonomy_features,0,mean_loop_absolute_phase,0.04872053034321689
ordinary_fusion_harmful,holonomy_features,1,mean_heldout_pairwise_residual,0.012103744745523334
ordinary_fusion_harmful,holonomy_features,1,mean_inverse_consistency_residual,0.03093296663721843
ordinary_fusion_harmful,holonomy_features,1,global_synchronization_residual,0.015926964520661693
ordinary_fusion_harmful,holonomy_features,1,ordinary_prediction_disagreement,1.298833623382681
ordinary_fusion_harmful,holonomy_features,1,mean_parameter_distance,-0.003556424689199039
ordinary_fusion_harmful,holonomy_features,1,max_loop_holonomy_norm,-0.004915043725683942
ordinary_fusion_harmful,holonomy_features,1,loop_commutator_norm,-0.026512737705822634
ordinary_fusion_harmful,holonomy_features,1,mean_loop_spectral_radius,-0.032750070841978646
ordinary_fusion_harmful,holonomy_features,1,mean_loop_absolute_phase,0.022877203071151056
ordinary_fusion_harmful,holonomy_features,2,mean_heldout_pairwise_residual,0.029691579399632035
ordinary_fusion_harmful,holonomy_features,2,mean_inverse_consistency_residual,0.02256220167845221
ordinary_fusion_harmful,holonomy_features,2,global_synchronization_residual,0.01679461490798999
ordinary_fusion_harmful,holonomy_features,2,ordinary_prediction_disagreement,1.1892816907305572
ordinary_fusion_harmful,holonomy_features,2,mean_parameter_distance,-0.01898308432594579
ordinary_fusion_harmful,holonomy_features,2,max_loop_holonomy_norm,0.006737328063810258
ordinary_fusion_harmful,holonomy_features,2,loop_commutator_norm,-0.049360956826648414
ordinary_fusion_harmful,holonomy_features,2,mean_loop_spectral_radius,-0.04786015383808114
ordinary_fusion_harmful,holonomy_features,2,mean_loop_absolute_phase,0.048450931591717226
ordinary_fusion_harmful,holonomy_features,3,mean_heldout_pairwise_residual,0.007846742715782598
ordinary_fusion_harmful,holonomy_features,3,mean_inverse_consistency_residual,0.0319191403899505
ordinary_fusion_harmful,holonomy_features,3,global_synchronization_residual,0.01825049827932927
ordinary_fusion_harmful,holonomy_features,3,ordinary_prediction_disagreement,1.0576400281951532
ordinary_fusion_harmful,holonomy_features,3,mean_parameter_distance,0.000567112364864517
ordinary_fusion_harmful,holonomy_features,3,max_loop_holonomy_norm,-0.0031112756916975505
ordinary_fusion_harmful,holonomy_features,3,loop_commutator_norm,-0.02489953194799259
ordinary_fusion_harmful,holonomy_features,3,mean_loop_spectral_radius,-0.029918452977627633
ordinary_fusion_harmful,holonomy_features,3,mean_loop_absolute_phase,0.019118856615336355
ordinary_fusion_harmful,holonomy_features,4,mean_heldout_pairwise_residual,0.034880329892272445
ordinary_fusion_harmful,holonomy_features,4,mean_inverse_consistency_residual,0.0526207029295478
ordinary_fusion_harmful,holonomy_features,4,global_synchronization_residual,0.05179554435315692
ordinary_fusion_harmful,holonomy_features,4,ordinary_prediction_disagreement,1.9633138840902717
ordinary_fusion_harmful,holonomy_features,4,mean_parameter_distance,-0.02297368835332219
ordinary_fusion_harmful,holonomy_features,4,max_loop_holonomy_norm,-0.018430099079400564
ordinary_fusion_harmful,holonomy_features,4,loop_commutator_norm,-0.057088793064932274
ordinary_fusion_harmful,holonomy_features,4,mean_loop_spectral_radius,-0.05611207652139068
ordinary_fusion_harmful,holonomy_features,4,mean_loop_absolute_phase,-0.011080925131652932
ordinary_fusion_harmful,holonomy_features,5,mean_heldout_pairwise_residual,0.013814441630003005
ordinary_fusion_harmful,holonomy_features,5,mean_inverse_consistency_residual,0.030166698113977777
ordinary_fusion_harmful,holonomy_features,5,global_synchronization_residual,0.023512848327267088
ordinary_fusion_harmful,holonomy_features,5,ordinary_prediction_disagreement,1.2961550851541253
ordinary_fusion_harmful,holonomy_features,5,mean_parameter_distance,-0.0086649860374663
ordinary_fusion_harmful,holonomy_features,5,max_loop_holonomy_norm,-0.009864092830672884
ordinary_fusion_harmful,holonomy_features,5,loop_commutator_norm,-0.0263093820983858
ordinary_fusion_harmful,holonomy_features,5,mean_loop_spectral_radius,-0.03127684700926442
ordinary_fusion_harmful,holonomy_features,5,mean_loop_absolute_phase,-0.0012493586341054098
ordinary_fusion_harmful,holonomy_features,6,mean_heldout_pairwise_residual,0.028249949018478687
ordinary_fusion_harmful,holonomy_features,6,mean_inverse_consistency_residual,0.034158754428409314
ordinary_fusion_harmful,holonomy_features,6,global_synchronization_residual,0.0432793859326769
ordinary_fusion_harmful,holonomy_features,6,ordinary_prediction_disagreement,1.2181873749662897
ordinary_fusion_harmful,holonomy_features,6,mean_parameter_distance,-0.017852125840214516
ordinary_fusion_harmful,holonomy_features,6,max_loop_holonomy_norm,-0.009331021088862938
ordinary_fusion_harmful,holonomy_features,6,loop_commutator_norm,-0.04659638325664922
ordinary_fusion_harmful,holonomy_features,6,mean_loop_spectral_radius,-0.03769588897575477
ordinary_fusion_harmful,holonomy_features,6,mean_loop_absolute_phase,-0.011453101046567096
ordinary_fusion_harmful,holonomy_features,7,mean_heldout_pairwise_residual,0.01953486333464957
ordinary_fusion_harmful,holonomy_features,7,mean_inverse_consistency_residual,0.026240700542026506
ordinary_fusion_harmful,holonomy_features,7,global_synchronization_residual,0.027860569263607603
ordinary_fusion_harmful,holonomy_features,7,ordinary_prediction_disagreement,1.0398488030467805
ordinary_fusion_harmful,holonomy_features,7,mean_parameter_distance,-0.013047660237213723
ordinary_fusion_harmful,holonomy_features,7,max_loop_holonomy_norm,-0.009521711250682118
ordinary_fusion_harmful,holonomy_features,7,loop_commutator_norm,-0.030591637869325176
ordinary_fusion_harmful,holonomy_features,7,mean_loop_spectral_radius,-0.028278010632241092
ordinary_fusion_harmful,holonomy_features,7,mean_loop_absolute_phase,-0.007303012585269019
ordinary_fusion_harmful,holonomy_features,8,mean_heldout_pairwise_residual,0.029412852099339807
ordinary_fusion_harmful,holonomy_features,8,mean_inverse_consistency_residual,0.050687741330425036
ordinary_fusion_harmful,holonomy_features,8,global_synchronization_residual,0.012373733223989153
ordinary_fusion_harmful,holonomy_features,8,ordinary_prediction_disagreement,2.0901510171684397
ordinary_fusion_harmful,holonomy_features,8,mean_parameter_distance,-0.029891250033963826
ordinary_fusion_harmful,holonomy_features,8,max_loop_holonomy_norm,-0.0381993489072025
ordinary_fusion_harmful,holonomy_features,8,loop_commutator_norm,-0.068289600024302
ordinary_fusion_harmful,holonomy_features,8,mean_loop_spectral_radius,-0.06286623717751322
ordinary_fusion_harmful,holonomy_features,8,mean_loop_absolute_phase,0.01184518467232023
ordinary_fusion_harmful,holonomy_features,9,mean_heldout_pairwise_residual,0.01093321844371727
ordinary_fusion_harmful,holonomy_features,9,mean_inverse_consistency_residual,0.026335905884968997
ordinary_fusion_harmful,holonomy_features,9,global_synchronization_residual,0.00684893576496399
ordinary_fusion_harmful,holonomy_features,9,ordinary_prediction_disagreement,1.3281163734488877
ordinary_fusion_harmful,holonomy_features,9,mean_parameter_distance,-0.011643677304259048
ordinary_fusion_harmful,holonomy_features,9,max_loop_holonomy_norm,-0.015465052851130126
ordinary_fusion_harmful,holonomy_features,9,loop_commutator_norm,-0.03439700716931348
ordinary_fusion_harmful,holonomy_features,9,mean_loop_spectral_radius,-0.032071958161192626
ordinary_fusion_harmful,holonomy_features,9,mean_loop_absolute_phase,0.008731277547614746
ordinary_fusion_harmful,holonomy_features,10,mean_heldout_pairwise_residual,0.020929685409365736
ordinary_fusion_harmful,holonomy_features,10,mean_inverse_consistency_residual,0.02799509935735182
ordinary_fusion_harmful,holonomy_features,10,global_synchronization_residual,-0.008874177601289017
ordinary_fusion_harmful,holonomy_features,10,ordinary_prediction_disagreement,1.2386357752975163
ordinary_fusion_harmful,holonomy_features,10,mean_parameter_distance,-0.030805394681106196
ordinary_fusion_harmful,holonomy_features,10,max_loop_holonomy_norm,-0.029823698644650738
ordinary_fusion_harmful,holonomy_features,10,loop_commutator_norm,-0.04938369813652149
ordinary_fusion_harmful,holonomy_features,10,mean_loop_spectral_radius,-0.05375995966146231
ordinary_fusion_harmful,holonomy_features,10,mean_loop_absolute_phase,0.02077917739579859
ordinary_fusion_harmful,holonomy_features,11,mean_heldout_pairwise_residual,0.016395134091239914
ordinary_fusion_harmful,holonomy_features,11,mean_inverse_consistency_residual,0.028638297994959927
ordinary_fusion_harmful,holonomy_features,11,global_synchronization_residual,0.01666905128454625
ordinary_fusion_harmful,holonomy_features,11,ordinary_prediction_disagreement,1.083609612489333
ordinary_fusion_harmful,holonomy_features,11,mean_parameter_distance,-0.010290443754527595
ordinary_fusion_harmful,holonomy_features,11,max_loop_holonomy_norm,-0.01882258458173939
ordinary_fusion_harmful,holonomy_features,11,loop_commutator_norm,-0.031882235955294165
ordinary_fusion_harmful,holonomy_features,11,mean_loop_spectral_radius,-0.023841360323756833
ordinary_fusion_harmful,holonomy_features,11,mean_loop_absolute_phase,-0.003943981216604771
ordinary_fusion_harmful,holonomy_features,12,mean_heldout_pairwise_residual,0.04428137264613303
ordinary_fusion_harmful,holonomy_features,12,mean_inverse_consistency_residual,-0.0009636877681111996
ordinary_fusion_harmful,holonomy_features,12,global_synchronization_residual,0.0019953050546762416
ordinary_fusion_harmful,holonomy_features,12,ordinary_prediction_disagreement,2.0174203710083725
ordinary_fusion_harmful,holonomy_features,12,mean_parameter_distance,-0.05699140925776412
ordinary_fusion_harmful,holonomy_features,12,max_loop_holonomy_norm,-0.02064074236911311
ordinary_fusion_harmful,holonomy_features,12,loop_commutator_norm,-0.05990639794845011
ordinary_fusion_harmful,holonomy_features,12,mean_loop_spectral_radius,-0.04815587647686149
ordinary_fusion_harmful,holonomy_features,12,mean_loop_absolute_phase,0.007341035284224489
ordinary_fusion_harmful,holonomy_features,13,mean_heldout_pairwise_residual,0.01881357516049847
ordinary_fusion_harmful,holonomy_features,13,mean_inverse_consistency_residual,0.0011692775646262217
ordinary_fusion_harmful,holonomy_features,13,global_synchronization_residual,-0.0025585567992146728
ordinary_fusion_harmful,holonomy_features,13,ordinary_prediction_disagreement,1.3124288456590019
ordinary_fusion_harmful,holonomy_features,13,mean_parameter_distance,-0.02603953799188886
ordinary_fusion_harmful,holonomy_features,13,max_loop_holonomy_norm,-0.010258437881586494
ordinary_fusion_harmful,holonomy_features,13,loop_commutator_norm,-0.026035060806837762
ordinary_fusion_harmful,holonomy_features,13,mean_loop_spectral_radius,-0.024018450564876264
ordinary_fusion_harmful,holonomy_features,13,mean_loop_absolute_phase,0.005745983581736681
ordinary_fusion_harmful,holonomy_features,14,mean_heldout_pairwise_residual,0.03457322619198972
ordinary_fusion_harmful,holonomy_features,14,mean_inverse_consistency_residual,-0.010300792706171324
ordinary_fusion_harmful,holonomy_features,14,global_synchronization_residual,-0.002770835433246025
ordinary_fusion_harmful,holonomy_features,14,ordinary_prediction_disagreement,1.232723384238811
ordinary_fusion_harmful,holonomy_features,14,mean_parameter_distance,-0.05011002932477432
ordinary_fusion_harmful,holonomy_features,14,max_loop_holonomy_norm,-0.009931185084074331
