collection,layer,gauge_family,null_family,draw,statistic
0,block2,channel_permutation,calibration_label_independent_bootstrap,69,0.27216552697590873
0,block2,channel_permutation,edge_shuffle,70,0.0
0,block2,channel_permutation,matched_norm_coboundary,70,9.914403445027178e-16
0,block2,channel_permutation,matched_fit_random_gauge,70,2.1213178246992648
0,block2,channel_permutation,graph_topology_shuffle,70,0.4082482904638631
0,block2,channel_permutation,calibration_label_independent_bootstrap,70,0.06804138174397718
0,block2,channel_permutation,edge_shuffle,71,0.4082482904638631
0,block2,channel_permutation,matched_norm_coboundary,71,9.418592381382222e-16
0,block2,channel_permutation,matched_fit_random_gauge,71,2.3455652715347113
0,block2,channel_permutation,graph_topology_shuffle,71,0.4082482904638631
0,block2,channel_permutation,calibration_label_independent_bootstrap,71,0.20412414523193154
0,block2,channel_permutation,edge_shuffle,72,0.4082482904638631
0,block2,channel_permutation,matched_norm_coboundary,72,9.823587183480317e-16
0,block2,channel_permutation,matched_fit_random_gauge,72,2.497906872635571
0,block2,channel_permutation,graph_topology_shuffle,72,0.0
0,block2,channel_permutation,calibration_label_independent_bootstrap,72,0.27216552697590873
0,block2,channel_permutation,edge_shuffle,73,0.4082482904638631
0,block2,channel_permutation,matched_norm_coboundary,73,1.0138553999429659e-15
0,block2,channel_permutation,matched_fit_random_gauge,73,2.3487438064674224
0,block2,channel_permutation,graph_topology_shuffle,73,0.4082482904638631
0,block2,channel_permutation,calibration_label_independent_bootstrap,73,0.34020690871988585
0,block2,channel_permutation,edge_shuffle,74,0.4082482904638631
0,block2,channel_permutation,matched_norm_coboundary,74,1.0028686942379439e-15
0,block2,channel_permutation,matched_fit_random_gauge,74,2.324514292353542
0,block2,channel_permutation,graph_topology_shuffle,74,0.4082482904638631
0,block2,channel_permutation,calibration_label_independent_bootstrap,74,0.27216552697590873
0,block2,channel_permutation,edge_shuffle,75,0.0
0,block2,channel_permutation,matched_norm_coboundary,75,9.404880231084314e-16
0,block2,channel_permutation,matched_fit_random_gauge,75,2.5572114638411123
0,block2,channel_permutation,graph_topology_shuffle,75,0.0
0,block2,channel_permutation,calibration_label_independent_bootstrap,75,0.13608276348795437
0,block2,channel_permutation,edge_shuffle,76,0.0
0,block2,channel_permutation,matched_norm_coboundary,76,1.0244371548085354e-15
0,block2,channel_permutation,matched_fit_random_gauge,76,2.2611820360146258
0,block2,channel_permutation,graph_topology_shuffle,76,0.4082482904638631
0,block2,channel_permutation,calibration_label_independent_bootstrap,76,0.27216552697590873
0,block2,channel_permutation,edge_shuffle,77,0.0
0,block2,channel_permutation,matched_norm_coboundary,77,1.0052501238640355e-15
0,block2,channel_permutation,matched_fit_random_gauge,77,2.1269398549615017
