collection,method,batch_size,cold_start_ms,latency_median_ms,latency_q1_ms,latency_q3_ms,peak_process_memory_mb,peak_mps_memory_mb,warmups,timed_repetitions,stored_parameters,trainable_parameters
1,git_rebasin_internal_activation_alignment,32,28.50791602395475,28.791624936275184,28.07007310912013,29.56853125942871,1447.9375,1242.734375,5,20,44726568,0
1,c2m3_internal_activation_alignment,32,28.042832855135202,28.297749464400113,27.584416908212006,28.706020675599575,1447.9375,1242.734375,5,20,44726568,0
1,regmean_internal_matched_average,32,10.651833144947886,7.455833023414016,6.769562431145459,8.514771237969398,1447.9375,1242.734375,5,20,11181642,11181642
1,representation_alignment_merge,32,28.62729085609317,29.225395992398262,28.13302056165412,29.794166854117066,1447.9375,1242.734375,5,20,44726568,0
1,task_arithmetic,32,7.529166992753744,7.441229419782758,7.026510371360928,8.321364759467542,1447.9375,1242.734375,5,20,11181642,11181642
1,ties,32,43.53908286429942,7.731875404715538,6.951229472178966,8.626541472040117,1447.9375,1242.734375,5,20,11181642,11181642
1,dare,32,24.122334085404873,7.860812591388822,7.151791651267558,8.497031521983445,1447.9375,1242.734375,5,20,11181642,11181642
1,generic_low_rank_merge,32,27.963666943833232,28.635104070417583,28.142916853539646,29.05155229382217,1447.9375,1242.734375,5,20,44726568,0
1,generic_router,32,26.426333002746105,28.243124950677156,27.488062740303576,28.482896217610687,1447.9375,1242.734375,5,20,44726732,164
1,strict_synchronization,32,29.16608308441937,28.271583025343716,27.69941632868722,29.000926879234612,1447.9375,1242.734375,5,20,44726568,0
1,hodge_gated_ordinary_fallback,32,26.32491593249142,7.444854010827839,6.992697657551616,8.98346840403974,1447.9375,1242.734375,5,20,11181642,11181642
1,structured_retransport_certified_only,32,8.000582922250032,7.597666932269931,6.604687601793557,8.529864251613617,1447.9375,1242.734375,5,20,11181642,11181642
1,ensemble_reference,32,31.248708022758365,27.85997895989567,27.44466665899381,28.345364902634174,1447.9375,1242.734375,5,20,44726568,0
2,weight_average,32,135.8136658091098,14.15039540734142,12.561906420160085,15.597364865243435,1447.9375,1242.734375,5,20,11181642,11181642
2,greedy_soup,32,33.51637488231063,15.950375003740191,15.701114374678582,17.063593259081244,1447.9375,1242.734375,5,20,11181642,11181642
2,git_rebasin_internal_activation_alignment,32,126.9413330592215,53.22862497996539,51.55630246736109,58.385458309203386,1447.9375,1242.734375,5,20,44726568,0
2,c2m3_internal_activation_alignment,32,47.164208022877574,49.57222891971469,45.65130191622302,51.11971846781671,1447.9375,1242.734375,5,20,44726568,0
2,regmean_internal_matched_average,32,65.23270788602531,15.586812514811754,13.284822809509933,16.54189598048106,1447.9375,1242.734375,5,20,11181642,11181642
2,representation_alignment_merge,32,45.394292101264,50.97379197832197,48.168083303608,53.40850999346003,1447.9375,1242.734375,5,20,44726568,0
2,task_arithmetic,32,10.153583949431777,12.649333570152521,9.600552264600992,14.483208069577813,1447.9375,1242.734375,5,20,11181642,11181642
2,ties,32,367.52750002779067,13.16937548108399,10.498989780899137,13.93755222670734,1447.9375,1242.734375,5,20,11181642,11181642
2,dare,32,43.29041694290936,13.170770485885441,8.202645636629313,14.046823140233755,1447.9375,1242.734375,5,20,11181642,11181642
2,generic_low_rank_merge,32,43.010458117350936,46.21277051046491,43.18006243556738,47.70249006105587,1447.9375,1242.734375,5,20,44726568,0
2,generic_router,32,40.04674986936152,48.70204196777195,44.451406225562096,60.951833438593894,1447.9375,1242.734375,5,20,44726732,164
2,strict_synchronization,32,53.40641690418124,46.67052102740854,41.9363648397848,48.181645572185516,1447.9375,1242.734375,5,20,44726568,0
2,hodge_gated_ordinary_fallback,32,41.70016688294709,11.549395974725485,8.863291353918612,14.437927107792348,1447.9375,1242.734375,5,20,11181642,11181642
2,structured_retransport_certified_only,32,8.34583304822445,12.705520959571004,9.969437553081661,13.733760046306998,1447.9375,1242.734375,5,20,11181642,11181642
2,ensemble_reference,32,48.45070908777416,43.32587542012334,41.639333008788526,47.76442697038874,1447.9375,1242.734375,5,20,44726568,0
3,weight_average,32,57.154875015839934,17.17749994713813,15.248479030560702,19.3959892494604,1447.9375,1242.734375,5,20,11181642,11181642
3,greedy_soup,32,62.07604194059968,13.639875571243465,11.785010632593185,15.231812431011349,1447.9375,1242.734375,5,20,11181642,11181642
3,git_rebasin_internal_activation_alignment,32,60.05466706119478,49.1346875205636,45.72210391052067,56.40306236455217,1447.9375,1242.734375,5,20,44726568,0
3,c2m3_internal_activation_alignment,32,47.9693750385195,41.13047942519188,39.749593765009195,43.42663526767865,1447.9375,1242.734375,5,20,44726568,0
3,regmean_internal_matched_average,32,37.45529102161527,10.379311977885664,7.737322826869786,11.627812345977873,1447.9375,1242.734375,5,20,11181642,11181642
3,representation_alignment_merge,32,39.980582892894745,36.89552051946521,35.71251011453569,38.38540625292808,1447.9375,1242.734375,5,20,44726568,0
3,task_arithmetic,32,6.836791057139635,11.321521014906466,8.594499551691115,13.134771317709237,1447.9375,1242.734375,5,20,11181642,11181642
3,ties,32,50.2468750346452,10.43906295672059,7.261833525262773,11.917124909814447,1447.9375,1242.734375,5,20,11181642,11181642
3,dare,32,34.0998750180006,11.92181243095547,8.558646019082516,12.842385447584093,1447.9375,1242.734375,5,20,11181642,11181642
3,generic_low_rank_merge,32,37.416832987219095,38.56877097859979,36.61558323074132,43.04337495705113,1447.9375,1242.734375,5,20,44726568,0
3,generic_router,32,34.112666035071015,37.655250052921474,36.13247920293361,39.809156383853406,1447.9375,1242.734375,5,20,44726732,164
3,strict_synchronization,32,44.16291695088148,37.84795885439962,36.47951071616262,40.45901045901701,1447.9375,1242.734375,5,20,44726568,0
3,hodge_gated_ordinary_fallback,32,60.528584057465196,11.127417092211545,6.847885611932725,12.882573006208986,1447.9375,1242.734375,5,20,11181642,11181642
3,structured_retransport_certified_only,32,6.924666929990053,11.615458643063903,7.586698047816753,13.079167227260768,1447.9375,1242.734375,5,20,11181642,11181642
3,ensemble_reference,32,37.7187910489738,36.12502047326416,35.34057270735502,37.36237541306764,1447.9375,1242.734375,5,20,44726568,0
4,weight_average,32,70.08641702122986,7.481603533960879,6.701531237922609,8.667458838317543,1447.9375,1242.734375,5,20,11181642,11181642
4,greedy_soup,32,23.50779203698039,7.006020867265761,6.509479193482548,8.242562878876925,1447.9375,1242.734375,5,20,11181642,11181642
4,git_rebasin_internal_activation_alignment,32,28.362707933411002,27.822521049529314,26.048520812764764,28.593615046702325,1447.9375,1242.734375,5,20,44726568,0
4,c2m3_internal_activation_alignment,32,25.742374826222658,27.414416545070708,26.03045798605308,27.958354738075286,1447.9375,1242.734375,5,20,44726568,0
4,regmean_internal_matched_average,32,10.454083094373345,6.860021036118269,6.477948161773384,7.884656661190093,1447.9375,1242.734375,5,20,11181642,11181642
4,representation_alignment_merge,32,25.41083307005465,26.83206251822412,26.100822433363646,27.630687167402357,1447.9375,1242.734375,5,20,44726568,0
4,task_arithmetic,32,6.665500113740563,6.8126460537314415,6.371426570694894,7.9582916223444045,1447.9375,1242.734375,5,20,11181642,11181642
4,ties,32,45.06516712717712,7.0789376040920615,6.563843984622508,8.513573266100138,1447.9375,1242.734375,5,20,11181642,11181642
4,dare,32,38.97087508812547,6.779833463951945,6.4145519863814116,7.914936926681548,1447.9375,1242.734375,5,20,11181642,11181642
4,generic_low_rank_merge,32,26.46433305926621,27.335292077623308,25.937594240531325,27.62098901439458,1447.9375,1242.734375,5,20,44726568,0
4,generic_router,32,27.50883297994733,27.545250137336552,26.63986448897049,28.439520625397563,1447.9375,1242.734375,5,20,44726732,164
4,strict_synchronization,32,27.279833098873496,27.374438010156155,26.307187508791685,27.66304201213643,1447.9375,1242.734375,5,20,44726568,0
4,hodge_gated_ordinary_fallback,32,33.30537490546703,7.738208048976958,6.450375251006335,8.769375213887542,1447.9375,1242.734375,5,20,11181642,11181642
4,structured_retransport_certified_only,32,8.997958153486252,6.536895525641739,6.3370835850946605,7.400604314170778,1447.9375,1242.734375,5,20,11181642,11181642
4,ensemble_reference,32,27.577291941270232,26.366041973233223,25.304156297352165,27.401521452702582,1447.9375,1242.734375,5,20,44726568,0
