setting_id,collection,architecture,method,implementation,accuracy,loss,ece,training_examples_per_specialist,transition_samples,router_samples,selector_samples,calibration_samples,test_samples,trainable_parameters,stored_parameters,training_time_seconds,context_mode,certificate_activated,output_type,logits_sha256,label_permutation_hash_passed,execution_commit,source_sha256,command,seed
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,regmean_internal_matched_average,ResNet,0.6305,1.1062661518558938,0.08057872908074876,10000,512,512,512,512,2000,11181642,11181642,50.17914974922314,none,False,single_model,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,representation_alignment_merge,AlignedFeatures,0.622,1.1163443511695104,0.08182799656764977,10000,512,512,512,512,2000,0,44726568,50.17914974922314,none,False,single_model,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,task_arithmetic,ResNet,0.6305,1.1062661518558938,0.08057872908074876,10000,512,512,512,512,2000,11181642,11181642,50.17914974922314,none,False,single_model,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,ties,ResNet,0.584,1.2054177275971032,0.06621665857299004,10000,512,512,512,512,2000,11181642,11181642,50.17914974922314,none,False,single_model,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,dare,ResNet,0.6105,1.1325264536431645,0.052762297856078576,10000,512,512,512,512,2000,11181642,11181642,50.17914974922314,none,False,single_model,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,generic_low_rank_merge,AlignedFeatures,0.622,1.1163443511695104,0.08182799656764977,10000,512,512,512,512,2000,0,44726568,50.17914974922314,none,False,single_model,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,generic_router,Router,0.6325,1.060009604153287,0.05233325770658067,10000,512,512,512,512,2000,164,44726732,56.53938129125163,none,False,router,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,strict_synchronization,AlignedFeatures,0.622,1.1163443511695104,0.08182799656764977,10000,512,512,512,512,2000,0,44726568,50.17914974922314,none,False,single_model,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,hodge_gated_ordinary_fallback,ResNet,0.6325,1.0986255061299242,0.04471910967377559,10000,512,512,512,512,2000,11181642,11181642,50.17914974922314,none,False,single_model,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,structured_retransport_certified_only,ResNet,0.6325,1.0986255061299242,0.04471910967377559,10000,512,512,512,512,2000,11181642,11181642,50.17914974922314,none,False,single_model,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,ensemble_reference,Ensemble,0.6055,1.123090688805697,0.06450810422252,10000,512,512,512,512,2000,0,44726568,50.17914974922314,none,False,ensemble,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
