setting_id,candidate,output_type,parameter_multiplier,active_parameters,stored_checkpoint_bytes,inference_multiplier,branches,same_capacity_single_model,merge_compute_seconds,training_compute_seconds_group,test_inference_seconds,test_samples,peak_process_memory_mb,generation_validation_evals,selector_validation_eval
post_iclr_v2_mnist_mlp_N3_W32_S9301,ordinary_weighted_soup_0,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.0003797910176217556,1.2747011668980122,0.23158466699533165,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,ordinary_weighted_soup_1,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.00041779177263379097,1.2747011668980122,0.23817524989135563,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,ordinary_weighted_soup_2,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.0004122501704841852,1.2747011668980122,0.24183099996298552,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,ordinary_weighted_soup_3,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.0003815419040620327,1.2747011668980122,0.2370442091487348,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,ordinary_weighted_soup_4,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.00036454107612371445,1.2747011668980122,0.23223070800304413,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,ordinary_weighted_soup_5,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.00034258305095136166,1.2747011668980122,0.23776158294640481,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,ordinary_weighted_soup_6,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.00035754102282226086,1.2747011668980122,0.231841207947582,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,individual_0,same_capacity_single_model,1.0,50890,203560,1.0,1,True,0.0,1.3073325830046088,0.23455895809456706,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,individual_1,same_capacity_single_model,1.0,50890,203560,1.0,1,True,0.0,1.3073325830046088,0.25194395799189806,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,individual_2,same_capacity_single_model,1.0,50890,203560,1.0,1,True,0.0,1.3073325830046088,0.2338813750538975,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,weight_average,same_capacity_single_model,1.0,50890,203560,1.0,1,True,0.000474332831799984,1.3073325830046088,0.23434558301232755,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,greedy_soup,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.1460332500282675,1.3073325830046088,0.23206924996338785,10000,445744.0,6,1
