setting_id,dataset,architecture,model_count,relation,seed,method,accuracy,loss,ece,merge_degradation,calibration_samples,selector_validation_samples,test_samples,training_examples_per_local_model,training_time_seconds,inference_time_seconds,trainable_parameters,stored_parameters,branch_count,peak_memory_mb,lift_activated,leakage_hash_passed,logits_sha256
MNIST_mlp_3_shared_base_specialization_s1,MNIST,mlp,3,shared_base_specialization,1,weight_average,0.877,0.3935083746910095,0.011412559553980807,-0.0015000000000000568,500,500,2000,5000,1.0640165000222623,0.020224292064085603,0,50890,1,554.71875,False,True,65e8d226ea5753649f22c3c1ff567160e99325215948101b3fc4b85edb2ef201
MNIST_mlp_3_shared_base_specialization_s1,MNIST,mlp,3,shared_base_specialization,1,strict_synchronization,0.883,0.3819012198716882,0.03754984786418236,-0.007500000000000062,500,500,2000,5000,1.0640165000222623,0.020224292064085603,0,50890,1,554.71875,False,True,65e8d226ea5753649f22c3c1ff567160e99325215948101b3fc4b85edb2ef201
MNIST_mlp_3_shared_base_specialization_s1,MNIST,mlp,3,shared_base_specialization,1,generic_low_rank_correction,0.8115,0.6343561322818274,0.08999660208669699,0.06399999999999995,500,500,2000,5000,1.0640165000222623,0.020224292064085603,110,50890,1,554.71875,False,True,65e8d226ea5753649f22c3c1ff567160e99325215948101b3fc4b85edb2ef201
MNIST_mlp_3_shared_base_specialization_s1,MNIST,mlp,3,shared_base_specialization,1,twistedmerge_hodge_lr,0.883,0.3819012198716882,0.03754984786418236,-0.007500000000000062,500,500,2000,5000,1.0640165000222623,0.020224292064085603,110,50890,1,554.71875,False,True,65e8d226ea5753649f22c3c1ff567160e99325215948101b3fc4b85edb2ef201
MNIST_mlp_3_shared_base_specialization_s1,MNIST,mlp,3,shared_base_specialization,1,ensemble_reference,0.8755,0.39834147691726685,0.010812797680497187,0.0,500,500,2000,5000,1.0640165000222623,0.020224292064085603,0,152670,3,554.71875,False,True,65e8d226ea5753649f22c3c1ff567160e99325215948101b3fc4b85edb2ef201
MNIST_mlp_4_shared_base_specialization_s1,MNIST,mlp,4,shared_base_specialization,1,weight_average,0.8875,0.36121684312820435,0.01798782476782796,0.0,500,500,2000,5000,1.0640165000222623,0.03710329136811197,0,50890,1,554.71875,False,True,b3cc823842d0e409ad193a9c1c6ea0d26d3c46c7d0228cf4b6f19af45c634e81
MNIST_mlp_4_shared_base_specialization_s1,MNIST,mlp,4,shared_base_specialization,1,strict_synchronization,0.8905,0.3563326766314078,0.03897942117065358,-0.0030000000000000027,500,500,2000,5000,1.0640165000222623,0.03710329136811197,0,50890,1,554.71875,False,True,b3cc823842d0e409ad193a9c1c6ea0d26d3c46c7d0228cf4b6f19af45c634e81
MNIST_mlp_4_shared_base_specialization_s1,MNIST,mlp,4,shared_base_specialization,1,generic_low_rank_correction,0.809,0.6308366959978572,0.08189347800694671,0.0784999999999999,500,500,2000,5000,1.0640165000222623,0.03710329136811197,110,50890,1,554.71875,False,True,b3cc823842d0e409ad193a9c1c6ea0d26d3c46c7d0228cf4b6f19af45c634e81
MNIST_mlp_4_shared_base_specialization_s1,MNIST,mlp,4,shared_base_specialization,1,twistedmerge_hodge_lr,0.8905,0.3563326766314078,0.03897942117065358,-0.0030000000000000027,500,500,2000,5000,1.0640165000222623,0.03710329136811197,110,50890,1,554.71875,False,True,b3cc823842d0e409ad193a9c1c6ea0d26d3c46c7d0228cf4b6f19af45c634e81
MNIST_mlp_4_shared_base_specialization_s1,MNIST,mlp,4,shared_base_specialization,1,ensemble_reference,0.8875,0.3640192151069641,0.017784020841121666,0.0,500,500,2000,5000,1.0640165000222623,0.03710329136811197,0,203560,4,554.71875,False,True,b3cc823842d0e409ad193a9c1c6ea0d26d3c46c7d0228cf4b6f19af45c634e81
