evidence_label,mode,corpus_seed,transition_method,source_chart,target_chart,fit_residual,heldout_overlap_residual,condition_number,inverse_consistency_residual,bootstrap_instability_mean,bootstrap_instability_ci_low,bootstrap_instability_ci_high,transformation_uncertainty
natural_measured,smoke,0,weight_based,2,5,1.008354902267456,0.9280615448951721,1.06103515625,8.061044241003401e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,2,6,0.5309264659881592,0.5805301666259766,1.0608378648757935,7.921145765976689e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,2,7,0.9639197587966919,0.8847431540489197,1.0565670728683472,8.214611852963571e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,3,0,0.9759830236434937,0.9658093452453613,1.06517493724823,8.005976610547805e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,3,1,0.8720977902412415,0.8671810030937195,1.076648235321045,7.89678949786321e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,3,2,0.9193911552429199,0.9585535526275635,1.0580627918243408,7.697762498537486e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,3,4,0.9415993690490723,0.9367199540138245,1.054464340209961,8.049557891354198e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,3,5,0.6395860314369202,0.6275311708450317,1.0595967769622803,7.709062401772826e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,3,6,0.9077228307723999,0.9392135739326477,1.056673288345337,8.256080832325097e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,3,7,0.8020079731941223,0.8221645355224609,1.0560492277145386,7.871277034610102e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,4,0,0.5579541921615601,0.5828479528427124,1.058511734008789,8.308786050292838e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,4,1,1.0230668783187866,1.0540021657943726,1.0693340301513672,8.190996254597849e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,4,2,0.981205403804779,1.0681501626968384,1.0498878955841064,8.055012017393892e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,4,3,1.0539871454238892,1.0398778915405273,1.05446457862854,8.060782761276641e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,4,5,1.0590463876724243,1.0633009672164917,1.0560102462768555,8.273454454865714e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,4,6,1.0113892555236816,1.0764588117599487,1.0529545545578003,8.083763418653689e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,4,7,1.0289803743362427,1.071559190750122,1.0528345108032227,7.993586450538714e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,5,0,0.9466267824172974,0.9574055075645447,1.066949486732483,8.069958994383342e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,5,1,0.8300215601921082,0.8136440515518188,1.0734971761703491,8.219549272325821e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,5,2,0.9341239333152771,0.9573570489883423,1.0610325336456299,8.023901614251372e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,5,3,0.6341933608055115,0.6148253679275513,1.0595966577529907,7.68868233080866e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,5,4,0.9379014372825623,0.9389452338218689,1.0560098886489868,8.207238124668947e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,5,6,0.9387914538383484,0.9532754421234131,1.0611716508865356,8.073609478742583e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,5,7,0.8597320318222046,0.8720558285713196,1.0549392700195312,7.91890329310263e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,6,0,0.9646317958831787,0.958117663860321,1.0614196062088013,7.887171591391962e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,6,1,0.9892416000366211,0.9382179379463196,1.0711750984191895,7.981391263456317e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,6,2,0.5316577553749084,0.5960609316825867,1.0608360767364502,8.025759257179743e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,6,3,0.9726060628890991,0.9162359833717346,1.0566736459732056,8.175235848284501e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,6,4,0.9683849215507507,0.9460265636444092,1.0529545545578003,8.061990683927434e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,6,5,1.01482093334198,0.9488244652748108,1.0611721277236938,8.037442853492394e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,6,7,0.9724366664886475,0.9397671818733215,1.053264856338501,7.904886842879932e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,7,0,0.9630652070045471,0.9584745764732361,1.0589756965637207,7.967605597514194e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,7,1,0.6203181743621826,0.638007402420044,1.071571707725525,8.044136166063254e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,7,2,0.9328249096870422,0.9147942662239075,1.0565667152404785,8.35813807498198e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,7,3,0.830938994884491,0.8075854182243347,1.0560486316680908,7.962133850014652e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,7,4,0.9521973133087158,0.9485985636711121,1.0528349876403809,8.005201266314543e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,7,5,0.898375928401947,0.8742029666900635,1.0549399852752686,7.948586357997556e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,weight_based,7,6,0.9399241209030151,0.9463757276535034,1.05326509475708,8.102738888737804e-07,0.0,0.0,0.0,0.0
natural_measured,smoke,0,activation_procrustes,0,1,0.6037989258766174,1.2143685817718506,1.0000005960464478,1.260954377357848e-05,0.9521388858556747,0.9337941095232963,0.9756318539381027,0.041837744414806366
natural_measured,smoke,0,activation_procrustes,0,2,0.5775803327560425,1.2401446104049683,1.0000007152557373,3.986910996900406e-06,0.9559897631406784,0.8844367757439613,1.0027145534753799,0.11827777773141857
natural_measured,smoke,0,activation_procrustes,0,3,0.6364808678627014,1.2203736305236816,1.0000004768371582,5.919620434724493e-06,0.984968826174736,0.947805418074131,1.0139509439468384,0.06614552587270739
natural_measured,smoke,0,activation_procrustes,0,4,0.37331128120422363,0.8517439961433411,1.0000005960464478,1.8592605556477793e-05,0.938313901424408,0.9015074670314789,0.988326907157898,0.08681944012641907
natural_measured,smoke,0,activation_procrustes,0,5,0.620652973651886,1.2414674758911133,1.0000007152557373,3.6808564800594468e-06,0.9789388626813889,0.9685877755284309,0.9923586905002594,0.023770914971828483
natural_measured,smoke,0,activation_procrustes,0,6,0.5811770558357239,1.2069109678268433,1.0000007152557373,5.147981028130744e-06,0.976540595293045,0.9374520212411881,1.043534517288208,0.10608249604701991
natural_measured,smoke,0,activation_procrustes,0,7,0.6057819724082947,1.2103554010391235,1.0000004768371582,1.3432247214950621e-05,0.9904033839702606,0.9417487606406212,1.0785771533846855,0.13682839274406433
natural_measured,smoke,0,activation_procrustes,1,0,0.5745518803596497,1.120133399963379,1.0000007152557373,1.2611905731318984e-05,0.9515314996242523,0.937791895866394,0.9822106450796128,0.044418749213218756
natural_measured,smoke,0,activation_procrustes,1,2,0.5632895231246948,1.1726828813552856,1.0000007152557373,4.4837479435955174e-06,0.9756664931774139,0.933622045814991,1.0381790742278099,0.10455702841281889
natural_measured,smoke,0,activation_procrustes,1,3,0.5455702543258667,1.1077241897583008,1.0000007152557373,5.736133061873261e-06,0.9620333611965179,0.9152024745941162,1.003798359632492,0.08859588503837579
natural_measured,smoke,0,activation_procrustes,1,4,0.5713539123535156,1.1067756414413452,1.0000007152557373,1.7785067029763013e-05,0.9754030406475067,0.9084307834506035,1.0080751463770867,0.09964436292648327
natural_measured,smoke,0,activation_procrustes,1,5,0.5340140461921692,1.0763829946517944,1.0000004768371582,6.372633379214676e-06,0.9596015810966492,0.9194067806005478,1.0061538457870483,0.08674706518650044
natural_measured,smoke,0,activation_procrustes,1,6,0.5607150197029114,1.1584285497665405,1.0000005960464478,5.44497470400529e-06,0.9543932676315308,0.9260688409209251,1.0044977709650993,0.07842893004417417
natural_measured,smoke,0,activation_procrustes,1,7,0.4172069728374481,0.9195869565010071,1.0000004768371582,7.402956725854892e-06,0.9446411430835724,0.9058885529637337,0.9807658448815346,0.0748772919178009
natural_measured,smoke,0,activation_procrustes,2,0,0.573517382144928,1.093471646308899,1.0000008344650269,3.985372586612357e-06,0.9743201732635498,0.9393088936805725,1.0050885498523712,0.0657796561717987
natural_measured,smoke,0,activation_procrustes,2,1,0.5877997279167175,1.1209768056869507,1.0000007152557373,4.481741598283406e-06,0.9657046496868134,0.9199100241065026,0.9997310534119606,0.07982102930545798
natural_measured,smoke,0,activation_procrustes,2,3,0.596327006816864,1.1102449893951416,1.0000004768371582,5.460814463731367e-06,0.9888579100370407,0.9413326993584633,1.0641958296298981,0.1228631302714348
natural_measured,smoke,0,activation_procrustes,2,4,0.5594735741615295,1.0839134454727173,1.0000007152557373,7.16657996235881e-06,1.0101428627967834,0.9782016664743424,1.0298003822565078,0.05159871578216546
natural_measured,smoke,0,activation_procrustes,2,5,0.6185091733932495,1.117093563079834,1.0000007152557373,6.6211937337357085e-06,0.9465813040733337,0.9313898831605911,0.9719207644462585,0.0405308812856674
natural_measured,smoke,0,activation_procrustes,2,6,0.3761163353919983,0.8371018171310425,1.0000005960464478,9.063606739800889e-06,0.8903626501560211,0.8605114609003067,0.9280506402254105,0.06753917932510378
natural_measured,smoke,0,activation_procrustes,2,7,0.5720613598823547,1.1014381647109985,1.0000005960464478,4.563858510664431e-06,0.9571416676044464,0.9454419180750847,0.98356142193079,0.03811950385570528
natural_measured,smoke,0,activation_procrustes,3,0,0.5904839634895325,1.1325148344039917,1.0000004768371582,5.9185722420807e-06,0.9756318479776382,0.921535374224186,1.0325649708509446,0.1110295966267586
natural_measured,smoke,0,activation_procrustes,3,1,0.5319081544876099,1.1144577264785767,1.0000007152557373,5.738663276133593e-06,0.9151908755302429,0.892550864815712,0.9409353703260421,0.048384505510330134
natural_measured,smoke,0,activation_procrustes,3,2,0.5571513175964355,1.1685160398483276,1.0000008344650269,5.46194951311918e-06,0.9411433041095734,0.9202523916959763,0.9713748246431351,0.05112243294715879
natural_measured,smoke,0,activation_procrustes,3,4,0.5796873569488525,1.1002609729766846,1.0000007152557373,5.1228362281108275e-06,0.9498995840549469,0.9124486356973648,0.9794657528400421,0.06701711714267733
natural_measured,smoke,0,activation_procrustes,3,5,0.4444352090358734,0.918815016746521,1.0000008344650269,5.03954333908041e-06,0.924398735165596,0.901290376484394,0.9485152304172516,0.04722485393285758
natural_measured,smoke,0,activation_procrustes,3,6,0.5539343953132629,1.1277780532836914,1.0000005960464478,5.651722858601715e-06,0.9738327413797379,0.9349300801753998,1.0015232935547829,0.06659321337938306
natural_measured,smoke,0,activation_procrustes,3,7,0.49868205189704895,1.0701427459716797,1.000001072883606,2.109775596181862e-05,0.9697980731725693,0.9401357635855675,1.0033751100301742,0.06323934644460671
natural_measured,smoke,0,activation_procrustes,4,0,0.3875761330127716,0.8769413232803345,1.0000005960464478,1.8592852939036675e-05,0.8994236588478088,0.8460139125585556,0.9445849090814591,0.09857099652290346
natural_measured,smoke,0,activation_procrustes,4,1,0.6233819723129272,1.2353848218917847,1.0000005960464478,1.7785267118597403e-05,1.004311963915825,0.9626123294234276,1.0568102896213531,0.09419796019792559
natural_measured,smoke,0,activation_procrustes,4,2,0.5849668383598328,1.265672206878662,1.0000004768371582,7.16365593689261e-06,1.0164086371660233,0.9895524218678474,1.0484260141849517,0.05887359231710432
natural_measured,smoke,0,activation_procrustes,4,3,0.6487194895744324,1.220692753791809,1.0000007152557373,5.123088158143219e-06,0.9845476150512695,0.9560468643903732,1.0118321269750594,0.05578526258468619
natural_measured,smoke,0,activation_procrustes,4,5,0.6544411182403564,1.2535682916641235,1.0000005960464478,8.326412171300035e-06,0.9999251365661621,0.9725137531757355,1.0209967881441115,0.048483034968376026
natural_measured,smoke,0,activation_procrustes,4,6,0.6148922443389893,1.2353028059005737,1.0000007152557373,5.2107998271822e-06,0.9915255904197693,0.9421824842691422,1.0224433839321136,0.08026089966297145
natural_measured,smoke,0,activation_procrustes,4,7,0.6309575438499451,1.2380117177963257,1.0000005960464478,4.423146492626984e-06,0.9807416647672653,0.9572857424616814,1.0210977882146834,0.06381204575300203
natural_measured,smoke,0,activation_procrustes,5,0,0.5709524750709534,1.129244089126587,1.0000009536743164,3.6821218145632884e-06,0.9413166344165802,0.8582357600331306,0.9783663228154182,0.12013056278228762
natural_measured,smoke,0,activation_procrustes,5,1,0.5162582993507385,1.06145179271698,1.0000007152557373,6.374332770064939e-06,0.9380750060081482,0.9043071776628494,0.9885966420173645,0.08428946435451512
natural_measured,smoke,0,activation_procrustes,5,2,0.5730112791061401,1.152409553527832,1.0000005960464478,6.621339707635343e-06,0.9786223024129868,0.9394171252846718,1.0146049231290817,0.07518779784440988
natural_measured,smoke,0,activation_procrustes,5,3,0.44069400429725647,0.9005947113037109,1.0000005960464478,5.042314569436712e-06,0.9114784598350525,0.8681543722748757,0.9589730516076088,0.09081867933273313
natural_measured,smoke,0,activation_procrustes,5,4,0.5798771977424622,1.1074873208999634,1.0000005960464478,8.327546311193146e-06,0.965669646859169,0.9326278135180474,0.9967785745859146,0.06415076106786721
natural_measured,smoke,0,activation_procrustes,5,6,0.5675957798957825,1.1494325399398804,1.0000005960464478,5.3098606258572545e-06,0.9533953070640564,0.9326603725552559,0.9841124072670937,0.05145203471183779
natural_measured,smoke,0,activation_procrustes,5,7,0.5436732172966003,1.117845058441162,1.0000008344650269,2.894260660468717e-06,0.9316235780715942,0.8812128528952599,0.9874611720442772,0.10624831914901733
natural_measured,smoke,0,activation_procrustes,6,0,0.5779595375061035,1.0928257703781128,1.0000005960464478,5.1453935157042e-06,0.9384618103504181,0.9087629914283752,0.9886876344680786,0.07992464303970337
natural_measured,smoke,0,activation_procrustes,6,1,0.5859957933425903,1.1371709108352661,1.0000007152557373,5.441972461994737e-06,0.974821925163269,0.9351128518581391,1.0164054125547408,0.08129256069660173
natural_measured,smoke,0,activation_procrustes,6,2,0.37668389081954956,0.85964435338974,1.0000007152557373,9.06399236555444e-06,0.8952490836381912,0.8874709233641624,0.9058575600385665,0.0183866366744041
natural_measured,smoke,0,activation_procrustes,6,3,0.5937784910202026,1.1003940105438232,1.0000005960464478,5.654022970702499e-06,0.9650154560804367,0.9367856964468956,1.007969856262207,0.07118415981531145
natural_measured,smoke,0,activation_procrustes,6,4,0.588982105255127,1.0863935947418213,1.0000005960464478,5.211999905441189e-06,0.9842407554388046,0.9610066026449203,1.005475278198719,0.04446867555379874
natural_measured,smoke,0,activation_procrustes,6,5,0.6135880351066589,1.1442123651504517,1.0000008344650269,5.308480467647314e-06,0.9952571839094162,0.9440010890364647,1.0343741714954375,0.0903730824589728
natural_measured,smoke,0,activation_procrustes,6,7,0.578372597694397,1.1094367504119873,1.0000008344650269,4.856043688050704e-06,0.9792671799659729,0.9191284954547883,1.0232053577899933,0.10407686233520508
natural_measured,smoke,0,activation_procrustes,7,0,0.5821802020072937,1.103344440460205,1.0000007152557373,1.3434173524728976e-05,0.9694672077894211,0.9302930548787117,1.005025753378868,0.07473269850015629
natural_measured,smoke,0,activation_procrustes,7,1,0.42136242985725403,0.9088070392608643,1.0000005960464478,7.402212304441491e-06,0.9445536434650421,0.908639506995678,0.9944703832268715,0.08583087623119356
natural_measured,smoke,0,activation_procrustes,7,2,0.5536680817604065,1.1387362480163574,1.0000007152557373,4.564349637803389e-06,0.9455763250589371,0.9361199513077736,0.9503281205892563,0.014208169281482719
natural_measured,smoke,0,activation_procrustes,7,3,0.5165851712226868,1.0512086153030396,1.0000007152557373,2.1096127966302447e-05,0.9756563752889633,0.9369705319404602,1.0032915249466896,0.0663209930062294
natural_measured,smoke,0,activation_procrustes,7,4,0.5840572118759155,1.0961281061172485,1.0000004768371582,4.4204393816471566e-06,0.9670456945896149,0.9268933355808258,1.0041542649269104,0.07726092934608464
natural_measured,smoke,0,activation_procrustes,7,5,0.5679729580879211,1.1202819347381592,1.0000008344650269,2.8934673537150957e-06,0.9568254202604294,0.8957216575741768,1.0256154865026474,0.12989382892847068
natural_measured,smoke,0,activation_procrustes,7,6,0.5589328408241272,1.1169276237487793,1.0000007152557373,4.855649876844836e-06,0.9963488429784775,0.9586185589432716,1.0216106534004212,0.0629920944571496
natural_measured,smoke,0,low_rank_subspace,0,1,0.8821530342102051,15.513998985290527,16937.52734375,34.878822326660156,0.998889371752739,0.9979547947645188,0.9998601987957955,0.0019054040312767029
natural_measured,smoke,0,low_rank_subspace,0,2,0.8499276638031006,14.236279487609863,9030.9931640625,16.856586456298828,0.9975728094577789,0.9967583253979683,0.9982689931988716,0.0015106678009033647
natural_measured,smoke,0,low_rank_subspace,0,3,0.918244481086731,14.7354736328125,1615.40966796875,21.57443618774414,0.9976618438959122,0.9969517543911934,0.9987073540687561,0.0017555996775626692
natural_measured,smoke,0,low_rank_subspace,0,4,0.4573303461074829,9.169384002685547,5163.2255859375,9.026030540466309,0.996860921382904,0.9951503619551658,0.9982060924172401,0.003055730462074302
natural_measured,smoke,0,low_rank_subspace,0,5,0.9032463431358337,13.703392028808594,1594.799072265625,15.28221607208252,0.9971695095300674,0.9962433621287345,0.9982046097517013,0.0019612476229667886
natural_measured,smoke,0,low_rank_subspace,0,6,0.8570952415466309,13.65246295928955,6251.86328125,18.241504669189453,0.997887909412384,0.9969904020428657,0.9987134233117103,0.0017230212688446045
natural_measured,smoke,0,low_rank_subspace,0,7,0.8744953274726868,15.039795875549316,2455.258056640625,20.613555908203125,0.9989099204540253,0.99873156696558,0.9992211654782295,0.0004895985126495139
natural_measured,smoke,0,low_rank_subspace,1,0,0.8265032768249512,26.932275772094727,4938.9970703125,32.286643981933594,0.9995609670877457,0.9988832756876945,1.0004436194896698,0.001560343801975228
natural_measured,smoke,0,low_rank_subspace,1,2,0.8199547529220581,34.68290710449219,12861.419921875,35.793701171875,0.999238133430481,0.999103681743145,0.9994340911507607,0.0003304094076156394
natural_measured,smoke,0,low_rank_subspace,1,3,0.754797637462616,27.384477615356445,228138.1875,32.16514587402344,0.9992075562477112,0.9991104409098626,0.9993712440133095,0.00026080310344689384
natural_measured,smoke,0,low_rank_subspace,1,4,0.8092881441116333,27.19309425354004,23393.78125,33.05970764160156,0.9996423572301865,0.9994341090321541,1.000039455294609,0.0006053462624548978
natural_measured,smoke,0,low_rank_subspace,1,5,0.7403912544250488,26.704723358154297,4601.10546875,25.274070739746094,0.9992928206920624,0.9990967988967896,0.9996573001146316,0.0005605012178420132
natural_measured,smoke,0,low_rank_subspace,1,6,0.8271220922470093,33.71647262573242,17264.2421875,35.37948226928711,0.9994266480207443,0.9991518512368203,0.9999132961034775,0.0007614448666571905
natural_measured,smoke,0,low_rank_subspace,1,7,0.5281623005867004,19.511150360107422,3834.22265625,21.846574783325195,0.999310627579689,0.9987607702612877,0.9997342556715012,0.0009734854102134705
natural_measured,smoke,0,low_rank_subspace,2,0,0.8391649723052979,9.3902587890625,1167.9310302734375,15.539755821228027,0.9961424618959427,0.9951947286725045,0.9970067262649536,0.0018119975924490994
natural_measured,smoke,0,low_rank_subspace,2,1,0.8660925030708313,7.874331951141357,3428.640380859375,36.0181884765625,0.9957335442304611,0.9946960106492042,0.9962836146354676,0.0015876039862633418
natural_measured,smoke,0,low_rank_subspace,2,3,0.855834424495697,8.876054763793945,1672.2037353515625,22.04973030090332,0.9966335296630859,0.9955860346555709,0.9975328832864762,0.001946848630905218
natural_measured,smoke,0,low_rank_subspace,2,4,0.8063368797302246,9.320709228515625,9833.658203125,12.963472366333008,0.9954990446567535,0.994693785905838,0.9959957599639893,0.0013019740581512451
natural_measured,smoke,0,low_rank_subspace,2,5,0.8879938721656799,8.384480476379395,1883.606201171875,12.622148513793945,0.9963646680116653,0.9957636594772339,0.9974947854876518,0.001731126010417916
natural_measured,smoke,0,low_rank_subspace,2,6,0.45458531379699707,5.288117408752441,2613.52392578125,8.119720458984375,0.9861694276332855,0.9831018954515457,0.9891566574573517,0.006054762005806014
natural_measured,smoke,0,low_rank_subspace,2,7,0.8451439738273621,9.067129135131836,11312.66015625,17.810924530029297,0.9971901029348373,0.9965268030762673,0.9984733015298843,0.0019464984536170515
natural_measured,smoke,0,low_rank_subspace,3,0,0.8372191190719604,15.14125919342041,7603.47802734375,22.507593154907227,0.9985476285219193,0.9979146227240563,0.9991362780332566,0.0012216553092002647
natural_measured,smoke,0,low_rank_subspace,3,1,0.7493801116943359,14.767624855041504,161088.078125,31.891693115234375,0.9984573125839233,0.998285548388958,0.9985466465353966,0.00026109814643859863
natural_measured,smoke,0,low_rank_subspace,3,2,0.7943414449691772,20.222211837768555,4843.125,20.78028106689453,0.9991374909877777,0.9988262191414833,0.9997443363070488,0.0009181171655655573
natural_measured,smoke,0,low_rank_subspace,3,4,0.803547739982605,15.095741271972656,27709.78125,17.93589210510254,0.9981498569250107,0.9975622281432152,0.9986800581216813,0.0011178299784661005
natural_measured,smoke,0,low_rank_subspace,3,5,0.552152693271637,13.027314186096191,16129.3505859375,13.534064292907715,0.9974924027919769,0.9961134985089302,0.9985442712903023,0.002430772781372159
natural_measured,smoke,0,low_rank_subspace,3,6,0.7727248072624207,18.72206687927246,4060.210205078125,20.468076705932617,0.9987591505050659,0.9980905517935753,0.9991882100701333,0.0010976582765579446
natural_measured,smoke,0,low_rank_subspace,3,7,0.6827396154403687,14.717229843139648,2970.210693359375,19.1638126373291,0.9976513236761093,0.9969768166542053,0.9980679258704186,0.0010911092162132485
natural_measured,smoke,0,low_rank_subspace,4,0,0.4775991141796112,3.952216863632202,4090.36669921875,10.425540924072266,0.9791982024908066,0.9774693459272384,0.9801756367087364,0.0027062907814979775
natural_measured,smoke,0,low_rank_subspace,4,1,0.9092232584953308,6.5716447830200195,4247.78759765625,31.0882568359375,0.9906792789697647,0.9855672895908356,0.9946373715996742,0.009070082008838631
natural_measured,smoke,0,low_rank_subspace,4,2,0.8599470853805542,6.976263999938965,1236.386962890625,12.564567565917969,0.9897259175777435,0.9875429108738899,0.9921363040804863,0.004593393206596352
natural_measured,smoke,0,low_rank_subspace,4,3,0.9236418604850769,6.938848495483398,18369.59375,18.074800491333008,0.9929610341787338,0.9918626397848129,0.9943586751818657,0.002496035397052787
natural_measured,smoke,0,low_rank_subspace,4,5,0.9418766498565674,6.515600204467773,524.2789916992188,11.003364562988281,0.9909515231847763,0.9888464689254761,0.9926083788275719,0.0037619099020957947
natural_measured,smoke,0,low_rank_subspace,4,6,0.9031823873519897,6.872076034545898,1162.4893798828125,13.0332670211792,0.9923447519540787,0.9911333054304123,0.9939997360110283,0.002866430580615975
natural_measured,smoke,0,low_rank_subspace,4,7,0.9073318839073181,7.005174160003662,12652.41015625,16.3727970123291,0.9913501143455505,0.9890625774860382,0.9945320218801499,0.005469444394111678
natural_measured,smoke,0,low_rank_subspace,5,0,0.8153706192970276,7.173012733459473,2478.53564453125,16.059818267822266,0.99303038418293,0.9917356833815575,0.9949684411287307,0.0032327577471732427
natural_measured,smoke,0,low_rank_subspace,5,1,0.702667236328125,6.309273719787598,4323.4091796875,26.29148292541504,0.9931223392486572,0.9908103376626969,0.9943984150886536,0.0035880774259566817
natural_measured,smoke,0,low_rank_subspace,5,2,0.793444812297821,7.624565124511719,2897.390625,12.62240982055664,0.9965326935052872,0.9945041909813881,0.9980132907629014,0.0035090997815132585
natural_measured,smoke,0,low_rank_subspace,5,3,0.5358933210372925,5.530792713165283,602.85595703125,13.698770523071289,0.9904704838991165,0.9884280025959015,0.9922571375966072,0.003829135000705697
natural_measured,smoke,0,low_rank_subspace,5,4,0.7901091575622559,7.324249744415283,1124.274169921875,11.601834297180176,0.9952596724033356,0.994217400252819,0.9969369158148765,0.0027195155620575173
natural_measured,smoke,0,low_rank_subspace,5,6,0.8005983233451843,7.425591945648193,2393.21240234375,13.355789184570312,0.9940635412931442,0.9903496608138085,0.9957634031772613,0.0054137423634528226
natural_measured,smoke,0,low_rank_subspace,5,7,0.7343987226486206,6.554582118988037,6220.74951171875,15.089947700500488,0.9922737926244736,0.9887834638357162,0.9940103128552437,0.005226849019527413
natural_measured,smoke,0,low_rank_subspace,6,0,0.8213306665420532,10.785099029541016,1789.5975341796875,17.718061447143555,0.9981057047843933,0.9976691514253616,0.9986216485500335,0.000952497124671936
natural_measured,smoke,0,low_rank_subspace,6,1,0.862292468547821,10.062600135803223,4255.8603515625,35.699851989746094,0.9970300197601318,0.9964029580354691,0.9981522709131241,0.001749312877655007
