phase,group,width,noise,context_budget,method,accuracy,loss,ece,trainable_parameters,latency_ms
discovery,S3,32,0.0,1024,generic_linear,0.1805,1.7954482452047258,0.017069891479847745,234.0,0.020312611013650894
discovery,S3,32,0.0,1024,generic_low_rank_context_adapter,0.18216666666666667,1.9522325492198227,0.1512838414408197,270.0,0.021312502212822437
discovery,S3,32,0.0,1024,generic_mixture_of_experts,1.0,1.5376775996356513,0.7839627364178117,42.0,0.020916922949254513
discovery,S3,32,0.0,1024,generic_two_layer_mlp,0.17258333333333334,1.7925111760668337,0.00790003656635711,546.0,0.019646016880869865
discovery,S3,32,0.0,1024,learned_matrix_context_action,0.9993333333333332,0.9297021113779189,0.5871741529413915,222.0,0.020916573703289032
discovery,S3,32,0.0,1024,shuffled_context_control,0.17658333333333334,2.140033285673942,0.23602449494706165,0.0,0.021312967874109745
discovery,S3,32,0.0,1024,structured_learned_router,1.0,0.9288146139132758,0.5874608015373671,42.0,0.020770938135683537
discovery,S3,32,0.0,1024,supplied_context_structured_retransport,1.0,0.9288146139132758,0.5874608015373671,0.0,0.02095848321914673
discovery,S3,32,0.0,1024,twistedmerge_hodge_lr,1.0,0.9288146139132758,0.5874608015373671,30.0,0.020770938135683537
discovery,S3,32,0.2,16,c2m3_strict_synchronization,0.2185,2.0808609463067724,0.19412027133515986,0.0,0.021000043489038944
discovery,S3,32,0.2,16,generic_linear,0.16566666666666668,1.8498967960354027,0.0926387954821765,234.0,0.019936938770115376
discovery,S3,32,0.2,16,generic_low_rank_context_adapter,0.18116666666666664,2.1646947628357376,0.24621860974275797,270.0,0.020666513592004776
discovery,S3,32,0.2,16,generic_mixture_of_experts,0.5965,1.6664897191145964,0.3937801501079406,42.0,0.02135348040610552
discovery,S3,32,0.2,16,generic_two_layer_mlp,0.16924999999999998,1.9378708905189483,0.16425569506762358,546.0,0.020499457605183125
discovery,S3,32,0.2,16,learned_matrix_context_action,0.33716666666666667,1.633476605257601,0.05819909526212121,222.0,0.019187573343515396
discovery,S3,32,0.2,16,shuffled_context_control,0.16933333333333334,2.148352578170944,0.24327449494706163,0.0,0.02143741585314274
discovery,S3,32,0.2,16,structured_learned_router,0.5958333333333333,1.5316279018756382,0.21559601520162208,42.0,0.021437532268464565
discovery,S3,32,0.2,16,supplied_context_structured_retransport,0.8293333333333333,1.1785868351959974,0.4172900628620143,0.0,0.021229498088359833
discovery,S3,32,0.2,16,twistedmerge_hodge_lr,0.8293333333333333,1.1785868351959976,0.4172900628620143,30.0,0.021333573386073112
discovery,S3,32,0.2,64,c2m3_strict_synchronization,0.2185,2.0808609463067724,0.19412027133515986,0.0,0.02129154745489359
discovery,S3,32,0.2,64,generic_linear,0.17175,1.8895058975317742,0.11725397772693809,234.0,0.021895975805819035
discovery,S3,32,0.2,64,generic_low_rank_context_adapter,0.17766666666666667,2.162520252379707,0.2427034415831649,270.0,0.020957901142537594
discovery,S3,32,0.2,64,generic_mixture_of_experts,0.7808333333333334,1.6415555296322613,0.5780338289604149,42.0,0.02114602830260992
discovery,S3,32,0.2,64,generic_two_layer_mlp,0.16441666666666666,1.8095023248877748,0.04998271348249345,546.0,0.02037547528743744
discovery,S3,32,0.2,64,learned_matrix_context_action,0.5236666666666666,1.448125095030093,0.14306058868270957,222.0,0.02127105835825205
discovery,S3,32,0.2,64,shuffled_context_control,0.17358333333333334,2.1454759862475496,0.23930597171445087,0.0,0.021249987185001373
discovery,S3,32,0.2,64,structured_learned_router,0.8335833333333333,1.1735830475060287,0.42214082313866025,42.0,0.021541491150856018
discovery,S3,32,0.2,64,supplied_context_structured_retransport,0.8335833333333333,1.1735830475060287,0.42214082313866025,0.0,0.021312502212822437
discovery,S3,32,0.2,64,twistedmerge_hodge_lr,0.8335833333333333,1.1735830475060287,0.42214082313866025,30.0,0.020999927073717117
discovery,S3,32,0.2,256,c2m3_strict_synchronization,0.2185,2.0808609463067724,0.19412027133515986,0.0,0.02056302037090063
discovery,S3,32,0.2,256,generic_linear,0.17124999999999999,1.8045921875095274,0.03633071166533984,234.0,0.021625077351927757
discovery,S3,32,0.2,256,generic_low_rank_context_adapter,0.18,1.9729125772288776,0.16557359924584386,270.0,0.021395506337285042
discovery,S3,32,0.2,256,generic_mixture_of_experts,0.808,1.6420771999834778,0.605623149043731,42.0,0.02110458444803953
discovery,S3,32,0.2,256,generic_two_layer_mlp,0.1675,1.7944189457366562,0.02218721475229391,546.0,0.02100015990436077
discovery,S3,32,0.2,256,learned_matrix_context_action,0.6641666666666667,1.2917053212714724,0.29699199072624916,222.0,0.021562562324106693
discovery,S3,32,0.2,256,shuffled_context_control,0.17175,2.1584823546833887,0.24078919846263283,0.0,0.02160447183996439
discovery,S3,32,0.2,256,structured_learned_router,0.8328333333333333,1.1740015002149422,0.4207127966011292,42.0,0.02093752846121788
discovery,S3,32,0.2,256,supplied_context_structured_retransport,0.8328333333333333,1.1740015002149422,0.4207127966011292,0.0,0.020812498405575752
discovery,S3,32,0.2,256,twistedmerge_hodge_lr,0.8328333333333333,1.1740015002149422,0.42071279660112915,30.0,0.020833569578826427
discovery,S3,32,0.2,1024,c2m3_strict_synchronization,0.2185,2.0808609463067724,0.19412027133515986,0.0,0.021208543330430984
discovery,S3,32,0.2,1024,generic_linear,0.17099999999999999,1.7970362822339756,0.017844841145700625,234.0,0.02108304761350155
discovery,S3,32,0.2,1024,generic_low_rank_context_adapter,0.18041666666666667,1.9528005913884736,0.1531662846643027,270.0,0.021562562324106693
discovery,S3,32,0.2,1024,generic_mixture_of_experts,0.8173333333333334,1.6412475563265878,0.6148113796905992,42.0,0.02141646109521389
discovery,S3,32,0.2,1024,generic_two_layer_mlp,0.16808333333333333,1.7926105357079123,0.011084424594581473,546.0,0.020124949514865875
discovery,S3,32,0.2,1024,learned_matrix_context_action,0.7515833333333333,1.263116812063296,0.391101330842075,222.0,0.021416577510535717
discovery,S3,32,0.2,1024,shuffled_context_control,0.17341666666666666,2.14369495561552,0.2393902004483846,0.0,0.021333456970751286
discovery,S3,32,0.2,1024,structured_learned_router,0.8369166666666666,1.1733017958866463,0.42510292890207796,42.0,0.020916457287967205
discovery,S3,32,0.2,1024,supplied_context_structured_retransport,0.8369166666666666,1.1733017958866463,0.42510292890207796,0.0,0.021104002371430397
discovery,S3,32,0.2,1024,twistedmerge_hodge_lr,0.8369166666666666,1.1733017958866463,0.42510292890207796,30.0,0.020916457287967205
discovery,S3,32,0.5,16,c2m3_strict_synchronization,0.2185,2.0808609463067724,0.19412027133515986,0.0,0.020770938135683537
discovery,S3,32,0.5,16,generic_linear,0.16524999999999998,1.8504355279042977,0.09386054603840396,234.0,0.020395382307469845
discovery,S3,32,0.5,16,generic_low_rank_context_adapter,0.18308333333333332,2.1670763478739863,0.24538274680133307,270.0,0.020604580640792847
discovery,S3,32,0.5,16,generic_mixture_of_experts,0.33325,1.753625337308614,0.13691982285662008,42.0,0.02118747215718031
discovery,S3,32,0.5,16,generic_two_layer_mlp,0.17116666666666666,1.9420397132703762,0.165831102625088,546.0,0.02110458444803953
discovery,S3,32,0.5,16,learned_matrix_context_action,0.21883333333333335,1.9028540526190647,0.12744838858544252,222.0,0.019312486983835697
discovery,S3,32,0.5,16,shuffled_context_control,0.17333333333333334,2.141740180436985,0.2392058651292995,0.0,0.021332991309463978
discovery,S3,32,0.5,16,structured_learned_router,0.33375,1.9267750954786744,0.13450569642052498,42.0,0.021020881831645966
discovery,S3,32,0.5,16,supplied_context_structured_retransport,0.5884166666666666,1.5483442272392836,0.19404568918371506,0.0,0.021020532585680485
discovery,S3,32,0.5,16,twistedmerge_hodge_lr,0.5884166666666666,1.5483442272392838,0.19404568918371506,30.0,0.021145911887288094
discovery,S3,32,0.5,64,c2m3_strict_synchronization,0.2185,2.0808609463067724,0.19412027133515986,0.0,0.02118747215718031
discovery,S3,32,0.5,64,generic_linear,0.16133333333333333,1.8875694859692203,0.12460677766179393,234.0,0.021249987185001373
discovery,S3,32,0.5,64,generic_low_rank_context_adapter,0.17633333333333331,2.169658219194361,0.24832183331971533,270.0,0.021166400983929634
discovery,S3,32,0.5,64,generic_mixture_of_experts,0.43825000000000003,1.7443712454752034,0.2510908153873409,42.0,0.02135452814400196
discovery,S3,32,0.5,64,generic_two_layer_mlp,0.16675,1.808829123639054,0.0488220644030576,546.0,0.020208535715937614
discovery,S3,32,0.5,64,learned_matrix_context_action,0.25225,1.9616992427924624,0.16145327715333993,222.0,0.021417043171823025
discovery,S3,32,0.5,64,shuffled_context_control,0.17108333333333334,2.1476762205901325,0.2414558651292995,0.0,0.02143741585314274
discovery,S3,32,0.5,64,structured_learned_router,0.4990833333333334,1.6649867724007705,0.1498565791443695,42.0,0.021311920136213303
discovery,S3,32,0.5,64,supplied_context_structured_retransport,0.5905,1.5388511187284755,0.20015634476495586,0.0,0.02116698306053877
discovery,S3,32,0.5,64,twistedmerge_hodge_lr,0.5905,1.5388511187284755,0.20015634476495583,30.0,0.021229032427072525
discovery,S3,32,0.5,256,c2m3_strict_synchronization,0.2185,2.0808609463067724,0.19412027133515986,0.0,0.020812498405575752
discovery,S3,32,0.5,256,generic_linear,0.162,1.8069012894797616,0.04539888244108607,234.0,0.021333573386073112
discovery,S3,32,0.5,256,generic_low_rank_context_adapter,0.1785,1.9741973561747492,0.1679392484825391,270.0,0.02183346077799797
discovery,S3,32,0.5,256,generic_mixture_of_experts,0.5145,1.7412238250988241,0.3274369308898021,42.0,0.020999927073717117
discovery,S3,32,0.5,256,generic_two_layer_mlp,0.17166666666666666,1.7946741116750313,0.01774375203077921,546.0,0.02068758476525545
discovery,S3,32,0.5,256,learned_matrix_context_action,0.3666666666666667,1.6612136602993721,0.058072106050156336,222.0,0.020687002688646317
discovery,S3,32,0.5,256,shuffled_context_control,0.17008333333333334,2.1610855693790634,0.24259093269864987,0.0,0.021062558516860008
discovery,S3,32,0.5,256,structured_learned_router,0.5714166666666667,1.5675248878626673,0.1863739908078522,42.0,0.020957901142537594
discovery,S3,32,0.5,256,supplied_context_structured_retransport,0.5798333333333334,1.5530809856026058,0.1906239908078522,0.0,0.021104468032717705
discovery,S3,32,0.5,256,twistedmerge_hodge_lr,0.5798333333333334,1.5530809856026058,0.19062399080785217,30.0,0.020916922949254513
discovery,S3,32,0.5,1024,c2m3_strict_synchronization,0.2185,2.0808609463067724,0.19412027133515986,0.0,0.020834035240113735
discovery,S3,32,0.5,1024,generic_linear,0.16,1.7981169672779138,0.028281586340933484,234.0,0.020666513592004776
discovery,S3,32,0.5,1024,generic_low_rank_context_adapter,0.18133333333333335,1.9517555703310645,0.15182830310606388,270.0,0.02172903623431921
discovery,S3,32,0.5,1024,generic_mixture_of_experts,0.5346666666666666,1.740989490094849,0.34863415557209754,42.0,0.021292013116180897
discovery,S3,32,0.5,1024,generic_two_layer_mlp,0.16616666666666666,1.792649380355312,0.01305576908233414,546.0,0.020395498722791672
discovery,S3,32,0.5,1024,learned_matrix_context_action,0.4448333333333333,1.618904713574722,0.16225896116957333,222.0,0.021229032427072525
discovery,S3,32,0.5,1024,shuffled_context_control,0.1735,2.138763240386259,0.2392415307895394,0.0,0.02160447183996439
discovery,S3,32,0.5,1024,structured_learned_router,0.5868333333333333,1.5355393001975843,0.19379473047354764,42.0,0.021000509150326252
discovery,S3,32,0.5,1024,supplied_context_structured_retransport,0.5868333333333333,1.5355393001975843,0.19379473047354764,0.0,0.02129154745489359
discovery,S3,32,0.5,1024,twistedmerge_hodge_lr,0.5868333333333333,1.5355393001975841,0.19379473047354767,30.0,0.021083629690110683
discovery,S3,32,1.0,16,c2m3_strict_synchronization,0.2185,2.0808609463067724,0.19412027133515986,0.0,0.02087454777210951
discovery,S3,32,1.0,16,generic_linear,0.16366666666666668,1.8504772866317036,0.09507089882239945,234.0,0.01987442374229431
discovery,S3,32,1.0,16,generic_low_rank_context_adapter,0.18083333333333335,2.168398579060695,0.24810002470956363,270.0,0.020895968191325665
discovery,S3,32,1.0,16,generic_mixture_of_experts,0.163,1.7988074992219012,0.028393183761624936,42.0,0.021333456970751286
discovery,S3,32,1.0,16,generic_two_layer_mlp,0.16716666666666666,1.9420232775881423,0.17076946151519046,546.0,0.020208535715937614
discovery,S3,32,1.0,16,learned_matrix_context_action,0.16825,2.055963741983752,0.18085085446833798,222.0,0.01808290835469961
discovery,S3,32,1.0,16,shuffled_context_control,0.17108333333333334,2.1551625040117792,0.2414558651292995,0.0,0.02141646109521389
discovery,S3,32,1.0,16,structured_learned_router,0.15866666666666668,2.1705338353381842,0.2539241901214222,42.0,0.02106244210153818
discovery,S3,32,1.0,16,supplied_context_structured_retransport,0.17333333333333334,2.1472029207025587,0.23948845517764253,0.0,0.021125073544681072
discovery,S3,32,1.0,16,twistedmerge_hodge_lr,0.17333333333333334,2.1472029207025587,0.23948845517764253,30.0,0.02106244210153818
discovery,S3,32,1.0,64,c2m3_strict_synchronization,0.2185,2.0808609463067724,0.19412027133515986,0.0,0.02074951771646738
discovery,S3,32,1.0,64,generic_linear,0.1655,1.8897599846964375,0.11901894906787583,234.0,0.02058350946754217
discovery,S3,32,1.0,64,generic_low_rank_context_adapter,0.17683333333333334,2.166429153219958,0.24517810808138626,270.0,0.02108339685946703
discovery,S3,32,1.0,64,generic_mixture_of_experts,0.15991666666666665,1.7946422529952588,0.020190490262057142,42.0,0.021396088413894176
discovery,S3,32,1.0,64,generic_two_layer_mlp,0.16691666666666666,1.8095855479470704,0.048090874163452924,546.0,0.020332983694970608
discovery,S3,32,1.0,64,learned_matrix_context_action,0.15883333333333333,2.195270903841441,0.24939165619610196,222.0,0.021020998246967793
discovery,S3,32,1.0,64,shuffled_context_control,0.16375,2.1524009902635974,0.24885782828039496,0.0,0.021124957129359245
discovery,S3,32,1.0,64,structured_learned_router,0.15175,2.186974871359238,0.26112569255382045,42.0,0.021479441784322262
discovery,S3,32,1.0,64,supplied_context_structured_retransport,0.16591666666666666,2.159158445450406,0.24685236462237245,0.0,0.020979088731110096
discovery,S3,32,1.0,64,twistedmerge_hodge_lr,0.16591666666666666,2.159158445450406,0.24685236462237242,30.0,0.02093752846121788
discovery,S3,32,1.0,256,c2m3_strict_synchronization,0.2185,2.0808609463067724,0.19412027133515986,0.0,0.02095848321914673
discovery,S3,32,1.0,256,generic_linear,0.16225,1.8079867726015635,0.04586655529437799,234.0,0.021728454157710075
discovery,S3,32,1.0,256,generic_low_rank_context_adapter,0.18008333333333332,1.9747980355298025,0.16533716017443303,270.0,0.021499930880963802
discovery,S3,32,1.0,256,generic_mixture_of_experts,0.15716666666666668,1.7942953980933414,0.0167613451736241,42.0,0.02141681034117937
discovery,S3,32,1.0,256,generic_two_layer_mlp,0.16724999999999998,1.7947028515559886,0.022671941926887613,546.0,0.021332991309463978
discovery,S3,32,1.0,256,learned_matrix_context_action,0.15958333333333335,1.8944243460079158,0.1181460654156817,222.0,0.021229032427072525
discovery,S3,32,1.0,256,shuffled_context_control,0.16733333333333333,2.153291602195035,0.2452744949470616,0.0,0.02129154745489359
discovery,S3,32,1.0,256,structured_learned_router,0.14541666666666667,2.196756429644411,0.26733992156760755,42.0,0.021478976123034954
discovery,S3,32,1.0,256,supplied_context_structured_retransport,0.16408333333333333,2.1719629650938765,0.2485244949470616,0.0,0.021353946067392826
discovery,S3,32,1.0,256,twistedmerge_hodge_lr,0.16408333333333333,2.1719629650938765,0.2485244949470616,30.0,0.021125073544681072
discovery,S3,32,1.0,1024,c2m3_strict_synchronization,0.2185,2.0808609463067724,0.19412027133515986,0.0,0.021312618628144264
discovery,S3,32,1.0,1024,generic_linear,0.15616666666666668,1.79928853642296,0.030960782778695593,234.0,0.021437066607177258
discovery,S3,32,1.0,1024,generic_low_rank_context_adapter,0.1815,1.9516866625325018,0.15252653721110124,270.0,0.021604588255286217
discovery,S3,32,1.0,1024,generic_mixture_of_experts,0.14791666666666667,1.7941281821175212,0.024453576538952228,42.0,0.020875013433396816
discovery,S3,32,1.0,1024,generic_two_layer_mlp,0.16799999999999998,1.7929451791798605,0.011421205579611887,546.0,0.020375126041471958
discovery,S3,32,1.0,1024,learned_matrix_context_action,0.15283333333333332,1.8334590050341084,0.07458359123670802,222.0,0.020520994439721107
discovery,S3,32,1.0,1024,shuffled_context_control,0.16258333333333336,2.1564990681683804,0.25009093269864985,0.0,0.02127059269696474
discovery,S3,32,1.0,1024,structured_learned_router,0.13791666666666666,2.205610716796798,0.2747564979392402,42.0,0.021521002054214478
discovery,S3,32,1.0,1024,supplied_context_structured_retransport,0.1715,2.148429226294052,0.24105164151739772,0.0,0.02158351708203554
discovery,S3,32,1.0,1024,twistedmerge_hodge_lr,0.1715,2.148429226294052,0.24105164151739777,30.0,0.02131238579750061
