setting_id,dataset,architecture,model_count,relation,seed,method,accuracy,loss,ece,merge_degradation,calibration_samples,selector_validation_samples,test_samples,training_examples_per_local_model,training_time_seconds,inference_time_seconds,trainable_parameters,stored_parameters,branch_count,peak_memory_mb,lift_activated,leakage_hash_passed,logits_sha256
MNIST_cnn_3_independent_seeds_s0,MNIST,cnn,3,independent_seeds,0,strict_synchronization,0.924,0.29633867431147803,0.04233201179436839,0.0040000000000000036,500,500,2000,5000,0.0,0.05401941831223667,0,9098,1,475.8125,False,True,ba6b069bad43bdedd90e8e99848683b036ce72bc77759d48dbf9954f45a43ef5
MNIST_cnn_3_independent_seeds_s0,MNIST,cnn,3,independent_seeds,0,generic_low_rank_correction,0.752,0.6716496942301388,0.038494352683757456,0.17600000000000005,500,500,2000,5000,0.0,0.05401941831223667,110,9098,1,475.8125,False,True,ba6b069bad43bdedd90e8e99848683b036ce72bc77759d48dbf9954f45a43ef5
MNIST_cnn_3_independent_seeds_s0,MNIST,cnn,3,independent_seeds,0,twistedmerge_hodge_lr,0.924,0.29633867431147803,0.04233201179436839,0.0040000000000000036,500,500,2000,5000,0.0,0.05401941831223667,110,9098,1,475.8125,False,True,ba6b069bad43bdedd90e8e99848683b036ce72bc77759d48dbf9954f45a43ef5
MNIST_cnn_3_independent_seeds_s0,MNIST,cnn,3,independent_seeds,0,ensemble_reference,0.928,0.2780090868473053,0.04046049237251282,0.0,500,500,2000,5000,0.0,0.05401941831223667,0,27294,3,475.8125,False,True,ba6b069bad43bdedd90e8e99848683b036ce72bc77759d48dbf9954f45a43ef5
MNIST_cnn_4_independent_seeds_s0,MNIST,cnn,4,independent_seeds,0,weight_average,0.4935,1.4624494314193726,0.07013384056091307,0.43350000000000005,500,500,2000,5000,0.0,0.0715780418831855,0,9098,1,475.8125,False,True,91e193b98f23a5366d6752ca154392fc3f8cb7c1bcd46251e1241217972fd8a1
MNIST_cnn_4_independent_seeds_s0,MNIST,cnn,4,independent_seeds,0,strict_synchronization,0.926,0.2880147710330181,0.03867399356859936,0.0010000000000000009,500,500,2000,5000,0.0,0.0715780418831855,0,9098,1,475.8125,False,True,91e193b98f23a5366d6752ca154392fc3f8cb7c1bcd46251e1241217972fd8a1
MNIST_cnn_4_independent_seeds_s0,MNIST,cnn,4,independent_seeds,0,generic_low_rank_correction,0.7505,0.665291497562889,0.04262635608884012,0.1765000000000001,500,500,2000,5000,0.0,0.0715780418831855,110,9098,1,475.8125,False,True,91e193b98f23a5366d6752ca154392fc3f8cb7c1bcd46251e1241217972fd8a1
MNIST_cnn_4_independent_seeds_s0,MNIST,cnn,4,independent_seeds,0,twistedmerge_hodge_lr,0.926,0.2880147710330181,0.03867399356859936,0.0010000000000000009,500,500,2000,5000,0.0,0.0715780418831855,110,9098,1,475.8125,False,True,91e193b98f23a5366d6752ca154392fc3f8cb7c1bcd46251e1241217972fd8a1
MNIST_cnn_4_independent_seeds_s0,MNIST,cnn,4,independent_seeds,0,ensemble_reference,0.927,0.2714597284793854,0.0403982868641615,0.0,500,500,2000,5000,0.0,0.0715780418831855,0,36392,4,475.8125,False,True,91e193b98f23a5366d6752ca154392fc3f8cb7c1bcd46251e1241217972fd8a1
MNIST_cnn_3_independent_seeds_s1,MNIST,cnn,3,independent_seeds,1,weight_average,0.68,1.128597378730774,0.26106193619966506,0.242,500,500,2000,5000,0.0,0.04795287526212633,0,9098,1,475.8125,False,True,aeaf3ae7d385ccef425163c0aa94bc3a0e5847b28a46b95e2a7361f014cc66cc
MNIST_cnn_3_independent_seeds_s1,MNIST,cnn,3,independent_seeds,1,strict_synchronization,0.9145,0.288842498058445,0.03609727910659804,0.007500000000000062,500,500,2000,5000,0.0,0.04795287526212633,0,9098,1,475.8125,False,True,aeaf3ae7d385ccef425163c0aa94bc3a0e5847b28a46b95e2a7361f014cc66cc
MNIST_cnn_3_independent_seeds_s1,MNIST,cnn,3,independent_seeds,1,generic_low_rank_correction,0.7905,0.6074308994130189,0.03226332216657381,0.13150000000000006,500,500,2000,5000,0.0,0.04795287526212633,110,9098,1,475.8125,False,True,aeaf3ae7d385ccef425163c0aa94bc3a0e5847b28a46b95e2a7361f014cc66cc
MNIST_cnn_3_independent_seeds_s1,MNIST,cnn,3,independent_seeds,1,twistedmerge_hodge_lr,0.9145,0.288842498058445,0.03609727910659804,0.007500000000000062,500,500,2000,5000,0.0,0.04795287526212633,110,9098,1,475.8125,False,True,aeaf3ae7d385ccef425163c0aa94bc3a0e5847b28a46b95e2a7361f014cc66cc
MNIST_cnn_3_independent_seeds_s1,MNIST,cnn,3,independent_seeds,1,ensemble_reference,0.922,0.27125799655914307,0.03564066606760022,0.0,500,500,2000,5000,0.0,0.04795287526212633,0,27294,3,475.8125,False,True,aeaf3ae7d385ccef425163c0aa94bc3a0e5847b28a46b95e2a7361f014cc66cc
MNIST_cnn_4_independent_seeds_s1,MNIST,cnn,4,independent_seeds,1,weight_average,0.522,1.448894739151001,0.1392473531663418,0.40049999999999997,500,500,2000,5000,0.0,0.062292500864714384,0,9098,1,475.8125,False,True,7ce205cb97bb5a3a88d42f81e45f1af917af45906e5b63db58cdb5554a2f7ac8
MNIST_cnn_4_independent_seeds_s1,MNIST,cnn,4,independent_seeds,1,strict_synchronization,0.917,0.28176734132955755,0.037712398108634464,0.005499999999999949,500,500,2000,5000,0.0,0.062292500864714384,0,9098,1,475.8125,False,True,7ce205cb97bb5a3a88d42f81e45f1af917af45906e5b63db58cdb5554a2f7ac8
MNIST_cnn_4_independent_seeds_s1,MNIST,cnn,4,independent_seeds,1,generic_low_rank_correction,0.784,0.6061667782139015,0.026028601774494675,0.13849999999999996,500,500,2000,5000,0.0,0.062292500864714384,110,9098,1,475.8125,False,True,7ce205cb97bb5a3a88d42f81e45f1af917af45906e5b63db58cdb5554a2f7ac8
MNIST_cnn_4_independent_seeds_s1,MNIST,cnn,4,independent_seeds,1,twistedmerge_hodge_lr,0.917,0.28176734132955755,0.037712398108634464,0.005499999999999949,500,500,2000,5000,0.0,0.062292500864714384,110,9098,1,475.8125,False,True,7ce205cb97bb5a3a88d42f81e45f1af917af45906e5b63db58cdb5554a2f7ac8
MNIST_cnn_4_independent_seeds_s1,MNIST,cnn,4,independent_seeds,1,ensemble_reference,0.9225,0.2651059031486511,0.03565014427900312,0.0,500,500,2000,5000,0.0,0.062292500864714384,0,36392,4,475.8125,False,True,7ce205cb97bb5a3a88d42f81e45f1af917af45906e5b63db58cdb5554a2f7ac8
