mask,chart,method,exact_equal,iou,dice,boundary_dice,hausdorff
thin_boundary,2,wrong_reflection_rotation_order,1.0,1.0,1.0,1.0,0.0
thin_boundary,2,random_chart,0.0,0.0756972111922033,0.14074074077256515,0.0,14.0
thin_boundary,2,wrong_multiplication_table,0.0,0.0037174721559956325,0.007407407444170095,0.0,14.473597795612566
thin_boundary,3,correct_retransport,1.0,1.0,1.0,1.0,0.0
thin_boundary,3,omit_output_retransport,0.0,0.0037174721559956325,0.007407407444170095,0.0,14.473597795612566
thin_boundary,3,inverse_output_action,0.0,0.06299212602114204,0.11851851855116598,0.0,5.385164807134504
thin_boundary,3,wrong_reflection_rotation_order,0.0,0.06299212602114204,0.11851851855116598,0.0,5.385164807134504
thin_boundary,3,random_chart,0.0,0.0756972111922033,0.14074074077256515,0.0,14.0
thin_boundary,3,wrong_multiplication_table,0.0,0.0037174721559956325,0.007407407444170095,0.0,14.473597795612566
thin_boundary,4,correct_retransport,1.0,1.0,1.0,1.0,0.0
thin_boundary,4,omit_output_retransport,0.0,0.015037594021991067,0.029629629665569274,0.0,14.7648230602334
thin_boundary,4,inverse_output_action,1.0,1.0,1.0,1.0,0.0
thin_boundary,4,wrong_reflection_rotation_order,1.0,1.0,1.0,1.0,0.0
thin_boundary,4,random_chart,0.0,0.0037174721559956325,0.007407407444170095,0.0,14.473597795612566
thin_boundary,4,wrong_multiplication_table,0.0,0.0037174721559956325,0.007407407444170095,0.0,14.473597795612566
thin_boundary,5,correct_retransport,1.0,1.0,1.0,1.0,0.0
thin_boundary,5,omit_output_retransport,0.0,0.030534351182040675,0.05925925929410151,0.0,14.142135623730951
thin_boundary,5,inverse_output_action,1.0,1.0,1.0,1.0,0.0
thin_boundary,5,wrong_reflection_rotation_order,0.0,0.06299212602114204,0.11851851855116598,0.0,5.385164807134504
thin_boundary,5,random_chart,0.0,0.030534351182040675,0.05925925929410151,0.0,14.142135623730951
thin_boundary,5,wrong_multiplication_table,0.0,0.0037174721559956325,0.007407407444170095,0.0,14.473597795612566
thin_boundary,6,correct_retransport,1.0,1.0,1.0,1.0,0.0
thin_boundary,6,omit_output_retransport,0.0,0.015037594021991067,0.029629629665569274,0.0,14.7648230602334
thin_boundary,6,inverse_output_action,1.0,1.0,1.0,1.0,0.0
thin_boundary,6,wrong_reflection_rotation_order,1.0,1.0,1.0,1.0,0.0
thin_boundary,6,random_chart,0.0,0.030534351182040675,0.05925925929410151,0.0,14.142135623730951
thin_boundary,6,wrong_multiplication_table,0.0,0.0037174721559956325,0.007407407444170095,0.0,14.473597795612566
thin_boundary,7,correct_retransport,1.0,1.0,1.0,1.0,0.0
thin_boundary,7,omit_output_retransport,0.0,0.0756972111922033,0.14074074077256515,0.0,14.0
thin_boundary,7,inverse_output_action,1.0,1.0,1.0,1.0,0.0
thin_boundary,7,wrong_reflection_rotation_order,0.0,0.06299212602114204,0.11851851855116598,0.0,5.385164807134504
thin_boundary,7,random_chart,0.0,0.030534351182040675,0.05925925929410151,0.0,14.142135623730951
thin_boundary,7,wrong_multiplication_table,0.0,0.0037174721559956325,0.007407407444170095,0.0,14.473597795612566
