batch_size,method,dice,boundary_dice,stored_bytes,training_time_seconds,energy_proxy_seconds,chart_model_latency_median_ms,expert_latency_median_ms,input_transform_latency_median_ms,output_retransport_latency_median_ms,threshold_latency_median_ms,latency_median_ms,latency_q1_ms,latency_q3_ms,peak_process_memory_mb,peak_accelerator_memory_mb,warmups,timed_repetitions
4,direct_d4_equivariant_unet,0.06813306602743571,0.023379565444323864,30148,0.34193416591733694,0.07739622902590781,8.928458555601537,18.938666908070445,0.3996670711785555,0.22066698875278234,0.11537456884980202,77.39622902590781,69.1826669499278,84.71057278802618,301.375,58.75,10,100
4,d4_test_time_augmentation,0.13358122887746252,0.016567118402116485,30148,0.8156652911566198,0.07117931207176298,8.928458555601537,18.938666908070445,0.3996670711785555,0.22066698875278234,0.11537456884980202,71.17931207176298,65.55152131477371,83.96604203153402,301.375,58.75,10,100
4,generic_moe,0.14658111774516946,0.022512820066594386,123796,8.242950998712331,0.020410000113770366,8.928458555601537,18.938666908070445,0.3996670711785555,0.22066698875278234,0.11537456884980202,20.410000113770366,19.41304124193266,23.330635449383408,301.375,58.75,10,100
4,one_inferred_canonical_expert,0.13358122887746252,0.016567118402116485,33352,8.61053895810619,0.01719466655049473,8.928458555601537,18.938666908070445,0.3996670711785555,0.22066698875278234,0.11537456884980202,17.19466655049473,16.16204169113189,18.544552323874086,301.375,58.75,10,100
4,four_inferred_canonical_experts,0.06717333544664608,0.014769054912747409,123796,9.58114454196766,0.04760670801624656,8.928458555601537,18.938666908070445,0.3996670711785555,0.22066698875278234,0.11537456884980202,47.60670801624656,45.63414625590667,51.177958433981985,301.375,58.75,10,100
4,inferred_full_retransport,0.06731550272372361,0.016948721038728097,123796,9.58114454196766,0.16705791652202606,8.928458555601537,18.938666908070445,0.3996670711785555,0.22066698875278234,0.11537456884980202,167.05791652202606,148.62663601525128,193.85765568586066,301.375,58.75,10,100
4,supplied_chart_oracle,0.06712200952588267,0.015895634465946808,120592,1.78627087501809,0.034538375097326934,8.928458555601537,18.938666908070445,0.3996670711785555,0.22066698875278234,0.11537456884980202,34.538375097326934,33.20611495291814,43.98571857018396,301.375,58.75,10,100
4,ensemble,0.06710517515388424,0.01591250243654376,120592,1.78627087501809,0.017179186921566725,8.928458555601537,18.938666908070445,0.3996670711785555,0.22066698875278234,0.11537456884980202,17.179186921566725,16.05713600292802,18.376354419160634,301.375,58.75,10,100
8,ordinary_unet,0.13358122887746252,0.016567118402116485,30148,0.8156652911566198,0.00522618752438575,8.768978994339705,20.31220856588334,0.522770918905735,0.36999944131821394,0.14135392848402262,5.22618752438575,4.486833175178617,5.911552056204528,301.375,58.765625,10,30
8,direct_d4_equivariant_unet,0.06813306602743571,0.023379565444323864,30148,0.34193416591733694,0.14141481253318489,8.768978994339705,20.31220856588334,0.522770918905735,0.36999944131821394,0.14135392848402262,141.4148125331849,133.0974268494174,159.0745933353901,301.375,58.765625,10,30
8,d4_test_time_augmentation,0.13358122887746252,0.016567118402116485,30148,0.8156652911566198,0.13276116689667106,8.768978994339705,20.31220856588334,0.522770918905735,0.36999944131821394,0.14135392848402262,132.76116689667106,129.09621879225597,137.03550992067903,301.375,58.765625,10,30
8,generic_moe,0.14658111774516946,0.022512820066594386,123796,8.242950998712331,0.028258249978534877,8.768978994339705,20.31220856588334,0.522770918905735,0.36999944131821394,0.14135392848402262,28.258249978534877,27.541677001863718,29.716770572122186,301.375,58.765625,10,30
8,one_inferred_canonical_expert,0.13358122887746252,0.016567118402116485,33352,8.61053895810619,0.023138312972150743,8.768978994339705,20.31220856588334,0.522770918905735,0.36999944131821394,0.14135392848402262,23.138312972150743,22.18467724742368,24.434270744677633,301.375,58.765625,10,30
8,four_inferred_canonical_experts,0.06717333544664608,0.014769054912747409,123796,9.58114454196766,0.07419693749397993,8.768978994339705,20.31220856588334,0.522770918905735,0.36999944131821394,0.14135392848402262,74.19693749397993,70.72043721564114,77.84033328061923,301.375,58.765625,10,30
8,inferred_full_retransport,0.06731550272372361,0.016948721038728097,123796,9.58114454196766,0.18601397902239114,8.768978994339705,20.31220856588334,0.522770918905735,0.36999944131821394,0.14135392848402262,186.01397902239114,180.6436668848619,210.63650003634393,301.375,58.765625,10,30
8,supplied_chart_oracle,0.06712200952588267,0.015895634465946808,120592,1.78627087501809,0.07603397953789681,8.768978994339705,20.31220856588334,0.522770918905735,0.36999944131821394,0.14135392848402262,76.03397953789681,67.87847960367799,105.38644785992801,301.375,58.765625,10,30
8,ensemble,0.06710517515388424,0.01591250243654376,120592,1.78627087501809,0.03666002047248185,8.768978994339705,20.31220856588334,0.522770918905735,0.36999944131821394,0.14135392848402262,36.66002047248185,31.996458827052265,44.88934320397675,301.375,58.765625,10,30
16,ordinary_unet,0.13358122887746252,0.016567118402116485,30148,0.8156652911566198,0.01451335393358022,24.75687488913536,51.2145624961704,1.65410409681499,0.6635835161432624,0.4117500502616167,14.51335393358022,13.642906211316586,15.54562512319535,301.375,90.78125,10,30
16,direct_d4_equivariant_unet,0.06813306602743571,0.023379565444323864,30148,0.34193416591733694,0.3619012290146202,24.75687488913536,51.2145624961704,1.65410409681499,0.6635835161432624,0.4117500502616167,361.9012290146202,327.8826978057623,417.3083233763464,301.375,90.78125,10,30
16,d4_test_time_augmentation,0.13358122887746252,0.016567118402116485,30148,0.8156652911566198,0.30533072957769036,24.75687488913536,51.2145624961704,1.65410409681499,0.6635835161432624,0.4117500502616167,305.33072957769036,285.2518022991717,321.6981561272405,301.375,90.78125,10,30
16,generic_moe,0.14658111774516946,0.022512820066594386,123796,8.242950998712331,0.07442649989388883,24.75687488913536,51.2145624961704,1.65410409681499,0.6635835161432624,0.4117500502616167,74.42649989388883,70.0593336368911,79.6652709832415,301.375,90.78125,10,30
16,one_inferred_canonical_expert,0.13358122887746252,0.016567118402116485,33352,8.61053895810619,0.03894318745005876,24.75687488913536,51.2145624961704,1.65410409681499,0.6635835161432624,0.4117500502616167,38.94318745005876,36.226051626726985,44.504479330498725,301.375,90.78125,10,30
16,four_inferred_canonical_experts,0.06717333544664608,0.014769054912747409,123796,9.58114454196766,0.10696362494491041,24.75687488913536,51.2145624961704,1.65410409681499,0.6635835161432624,0.4117500502616167,106.9636249449104,100.50187492743134,118.71597863500938,301.375,90.78125,10,30
16,inferred_full_retransport,0.06731550272372361,0.016948721038728097,123796,9.58114454196766,0.3918935834662989,24.75687488913536,51.2145624961704,1.65410409681499,0.6635835161432624,0.4117500502616167,391.8935834662989,362.182259792462,453.44689599005505,301.375,90.78125,10,30
16,supplied_chart_oracle,0.06712200952588267,0.015895634465946808,120592,1.78627087501809,0.16561347956303507,24.75687488913536,51.2145624961704,1.65410409681499,0.6635835161432624,0.4117500502616167,165.61347956303507,128.377708082553,216.58327121986076,301.375,90.78125,10,30
16,ensemble,0.06710517515388424,0.01591250243654376,120592,1.78627087501809,0.05086512491106987,24.75687488913536,51.2145624961704,1.65410409681499,0.6635835161432624,0.4117500502616167,50.86512491106987,45.9962603636086,61.64079112932086,301.375,90.78125,10,30
