dataset,run_id,setting_id,n_models,width,matching,domain_shift,relation_count,relation_count_status,observed_holonomy_order_lcm,group_closure_status,group_exponent_if_exact,primary_source_order,primary_source_order_source,prime,prime_index,p_adic_multiplicity,eligible,remaining_order_before,remaining_order_after,peel_mode,cumulative_primes,quotient_fit_status,quotient_relation_violation_rate,edge_correction_status,representative_correction_status,quotient_residual_before,quotient_residual_after,quotient_residual_reduction,permutation_cycle_residual_before,permutation_cycle_residual_after,permutation_cycle_residual_reduction,edge_cochain_solve_status,representative_selection_status,corrected_cycle_residual_before,corrected_cycle_residual_after,correction_reduces_residual,method,baseline_method,implemented_corrected_merge,validation_accuracy,test_accuracy,baseline_validation_accuracy,baseline_test_accuracy,validation_delta_vs_baseline,test_delta_vs_baseline,wrong_prime_control_validation_accuracy,wrong_prime_control_test_accuracy,shuffled_control_validation_accuracy,shuffled_control_test_accuracy,random_residual_control_validation_accuracy,random_residual_control_test_accuracy,validation_delta_vs_wrong_prime_control,validation_delta_vs_shuffled_control,validation_delta_vs_random_residual_control,capacity_multiplier,inference_multiplier,uses_test_for_selection,selected_by_validation,claim_status,na_reason,architecture,seed,model_source
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,17,4,1,True,323,19,random_same_residual_norm_peel_control,17,heuristic_primary_residue_completion,0.0,no_residual_reduction,random_residual_control,0.25,,,0.79296875,,,quotient_cochain_inconsistent_sign_1,random_residual_control,0.79296875,,False,random_same_residual_norm_peel_control,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,control_unavailable,control_metric_unavailable,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,17,4,1,True,323,19,cumulative,2,heuristic_primary_residue_completion,0.0,no_residual_reduction,quotient_cochain_inconsistent,0.25,0.25,0.0,0.67578125,0.67578125,0.0,quotient_cochain_inconsistent_sign_1,quotient_cochain_inconsistent,0.67578125,0.67578125,False,cumulative_peeled_c2m3_permutation,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,quotient_cochain_inconsistent,quotient_cochain_inconsistent,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,17,4,1,True,323,19,peel_p_only,17,heuristic_primary_residue_completion,0.0,no_residual_reduction,monomial_correction_adapter_not_available,0.25,0.25,0.0,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,monomial_correction_adapter_not_available,0.79296875,0.79296875,False,peeled_p_monomial_scale,baseline_monomial_scale,False,,,,,,,,,,,,,,,,1.0,1.0,False,False,monomial_correction_adapter_not_available,monomial_correction_adapter_not_available,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,19,5,1,True,19,1,peel_p_only,19,heuristic_primary_residue_completion,0.0,no_residual_reduction,quotient_cochain_inconsistent,0.25,0.25,0.0,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,quotient_cochain_inconsistent,0.79296875,0.79296875,False,peeled_p_c2m3_permutation,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,quotient_cochain_inconsistent,quotient_cochain_inconsistent,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,19,5,1,True,19,1,wrong_prime_peel_control,19,heuristic_primary_residue_completion,0.0,edge_correction_found,wrong_prime_control,0.25,0.0,0.25,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,wrong_prime_control,0.79296875,0.79296875,True,wrong_prime_peel_c2m3_control,baseline_c2m3_permutation,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.781,,,,,0.0,,,1.0,1.0,False,False,control_real_evaluation_not_selectable,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,19,5,1,True,19,1,shuffled_quotient_peel_control,19,heuristic_primary_residue_completion,0.0,no_residual_reduction,shuffled_control,0.25,,,0.79296875,,,quotient_cochain_inconsistent_sign_1,shuffled_control,0.79296875,,False,shuffled_quotient_peel_c2m3_control,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,control_unavailable,control_metric_unavailable,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,19,5,1,True,19,1,random_same_residual_norm_peel_control,19,heuristic_primary_residue_completion,0.0,no_residual_reduction,random_residual_control,0.25,,,0.79296875,,,quotient_cochain_inconsistent_sign_1,random_residual_control,0.79296875,,False,random_same_residual_norm_peel_control,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,control_unavailable,control_metric_unavailable,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,19,5,1,True,19,1,cumulative,2,heuristic_primary_residue_completion,0.0,no_residual_reduction,representative_correction_available,0.0,0.0,0.0,0.67578125,0.67578125,0.0,exact_quotient_cochain_solve_sign_1,representative_correction_available,0.67578125,0.67578125,False,cumulative_peeled_c2m3_permutation,baseline_c2m3_permutation,True,0.786,0.7585,0.8055,0.781,-0.019499999999999962,-0.022500000000000075,0.8055,0.781,,,,,-0.019499999999999962,,,1.0,1.0,False,False,metric_produced_but_not_claimable,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,19,5,1,True,19,1,peel_p_only,19,heuristic_primary_residue_completion,0.0,no_residual_reduction,monomial_correction_adapter_not_available,0.25,0.25,0.0,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,monomial_correction_adapter_not_available,0.79296875,0.79296875,False,peeled_p_monomial_scale,baseline_monomial_scale,False,,,,,,,,,,,,,,,,1.0,1.0,False,False,monomial_correction_adapter_not_available,monomial_correction_adapter_not_available,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,43,6,0,False,1,1,peel_p_only,2,not_attempted,,no_residual_reduction,prime_not_eligible,0.79296875,0.79296875,0.0,0.79296875,0.79296875,0.0,,,0.79296875,0.79296875,False,peeled_p_c2m3_permutation,baseline_c2m3_permutation,False,,,0.8055,0.781,,,,,,,,,,,,1.0,1.0,False,False,prime_not_eligible,prime_not_eligible,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
