setting_id,run_id,dataset,task_preset,architecture,width,n_tasks,seed,base_epochs,finetune_epochs,max_train_samples,max_test_samples,task_definitions_json,task_vector_sign_conflict_fraction,task_vector_active_fraction,task_vector_mean_pairwise_cosine,task_vector_min_pairwise_cosine,triangle_cycle_score,sync_disagreement,method,candidate_kind,candidate_rank,candidate_model_index,candidate_params_json,scale,density,drop_rate,validation_accuracy,validation_loss,accepted,selected,decision_reason,uses_test_metrics_for_selection
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,ties_merging,validation_hyperparameter_grid,3,,"{""density"":0.2,""scale"":1.25}",1.25,0.2,,0.7404069657391633,0.7946992055209505,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,ties_merging,validation_hyperparameter_grid,4,,"{""density"":0.5,""scale"":0.5}",0.5,0.5,,0.8445873556691273,0.4792235236787985,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,ties_merging,validation_hyperparameter_grid,5,,"{""density"":0.5,""scale"":1.0}",1.0,0.5,,0.7467641491576756,0.773897771454435,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,ties_merging,validation_hyperparameter_grid,6,,"{""density"":0.5,""scale"":1.25}",1.25,0.5,,0.7042220329358319,1.0139946645266988,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,ties_merging,validation_hyperparameter_grid,7,,"{""density"":1.0,""scale"":0.5}",0.5,1.0,,0.8463032367972744,0.4802827633047745,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,ties_merging,validation_hyperparameter_grid,8,,"{""density"":1.0,""scale"":1.0}",1.0,1.0,,0.7490109786106379,0.7641243220521897,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,ties_merging,validation_hyperparameter_grid,9,,"{""density"":1.0,""scale"":1.25}",1.25,1.0,,0.7076045807306454,0.9932111293890924,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,dare,validation_hyperparameter_grid,1,,"{""drop_rate"":0.1,""scale"":0.5}",0.5,,0.1,0.8943867120954003,0.4360364238407583,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,dare,validation_hyperparameter_grid,2,,"{""drop_rate"":0.1,""scale"":1.0}",1.0,,0.1,0.8502905546091236,0.4718404846184185,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,dare,validation_hyperparameter_grid,3,,"{""drop_rate"":0.1,""scale"":1.25}",1.25,,0.1,0.8276869203104296,0.511227202293617,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,dare,validation_hyperparameter_grid,4,,"{""drop_rate"":0.3,""scale"":0.5}",0.5,,0.3,0.894966874881696,0.4363757565390222,True,True,selected_by_validation_accuracy_then_loss,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,dare,validation_hyperparameter_grid,5,,"{""drop_rate"":0.3,""scale"":1.0}",1.0,,0.3,0.8520187393526406,0.4672710973756593,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,dare,validation_hyperparameter_grid,6,,"{""drop_rate"":0.3,""scale"":1.25}",1.25,,0.3,0.8236872988832102,0.5226126546731574,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,dare,validation_hyperparameter_grid,7,,"{""drop_rate"":0.5,""scale"":0.5}",0.5,,0.5,0.8949545712663259,0.4367126981069841,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,dare,validation_hyperparameter_grid,8,,"{""drop_rate"":0.5,""scale"":1.0}",1.0,,0.5,0.8474635623698656,0.4767972142972121,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7300,mnist,mnist_digit_subsets,mlp2,64,3,7300,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":600}]",0.7016765938671962,0.8234332425068119,-0.0617676246048882,-0.5279458307134078,0.0,0.0,dare,validation_hyperparameter_grid,9,,"{""drop_rate"":0.5,""scale"":1.25}",1.25,,0.5,0.8327730456180201,0.5049488472997206,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7301,mnist,mnist_digit_subsets,mlp2,64,3,7301,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":592},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":583}]",0.6758176919822768,0.815858310626703,-0.0428229794009243,-0.4825723746336469,0.0,0.0,greedy_soup,greedy_soup_validation_trajectory,1,2.0,"{""candidate_order"":[2,0,1],""soup_indices_after"":[2],""soup_indices_before"":[]}",,,,0.7002816901408451,1.043379829299282,True,False,accepted_initial_best_validation_model,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7301,mnist,mnist_digit_subsets,mlp2,64,3,7301,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":592},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":583}]",0.6758176919822768,0.815858310626703,-0.0428229794009243,-0.4825723746336469,0.0,0.0,greedy_soup,greedy_soup_validation_trajectory,2,0.0,"{""candidate_order"":[2,0,1],""soup_indices_after"":[2,0],""soup_indices_before"":[2]}",,,,0.7290140845070423,0.8703879622338523,True,False,accepted_validation_accuracy_non_decrease,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7301,mnist,mnist_digit_subsets,mlp2,64,3,7301,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":592},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":583}]",0.6758176919822768,0.815858310626703,-0.0428229794009243,-0.4825723746336469,0.0,0.0,greedy_soup,greedy_soup_validation_trajectory,3,1.0,"{""candidate_order"":[2,0,1],""soup_indices_after"":[2,0,1],""soup_indices_before"":[2,0]}",,,,0.8354929577464789,0.5109729089871259,True,True,accepted_validation_accuracy_non_decrease,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7301,mnist,mnist_digit_subsets,mlp2,64,3,7301,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":592},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":583}]",0.6758176919822768,0.815858310626703,-0.0428229794009243,-0.4825723746336469,0.0,0.0,task_arithmetic,validation_hyperparameter_grid,1,,"{""scale"":0.25}",0.25,,,0.8715157696289771,0.4759513723297675,False,False,not_selected_validation_grid,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7301,mnist,mnist_digit_subsets,mlp2,64,3,7301,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":592},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":583}]",0.6758176919822768,0.815858310626703,-0.0428229794009243,-0.4825723746336469,0.0,0.0,task_arithmetic,validation_hyperparameter_grid,2,,"{""scale"":0.5}",0.5,,,0.8755824563843433,0.4680630121952749,True,True,selected_by_validation_accuracy_then_loss,False
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7301,mnist,mnist_digit_subsets,mlp2,64,3,7301,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":592},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":583}]",0.6758176919822768,0.815858310626703,-0.0428229794009243,-0.4825723746336469,0.0,0.0,task_arithmetic,validation_hyperparameter_grid,3,,"{""scale"":0.75}",0.75,,,0.8554018770056505,0.4796529455417633,False,False,not_selected_validation_grid,False
