setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,max_train_samples,max_test_samples,dataset_seed,val_fraction,n_validation_examples,n_test_examples,checkpoint_source,candidate_set,candidate_rank,candidate_order,soup_indices_before,soup_indices_after,validation_accuracy_before,validation_loss_before,candidate_soup_validation_accuracy,candidate_soup_validation_loss,validation_accuracy_margin_after_minus_before,validation_loss_margin_before_minus_after,accepted,decision_reason,decision_metric,decision_metric_source,test_used_for_selection,is_final_selection,candidate_index,candidate_label,candidate_type,candidate_family,candidate_source_model_index,candidate_exact_relu_symmetry,candidate_is_extra_capacity,candidate_parameter_multiplier,candidate_inference_multiplier,candidate_capacity_matched_to_weight_average,candidate_note,final_test_accuracy,final_test_loss,test_metric_role
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,8,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.707,0.7950102310180664,-0.14800000000000002,-0.3611373023986817,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,4,git_rebasin_ref0:section:1,gauge_corrected_local_section,git_rebasin_ref0,1,True,False,1.0,1.0,True,activation-matched Git-ReBasin-style section aligned to model 0,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,9,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.781,0.7668457832336426,-0.07399999999999995,-0.33297285461425785,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,1,local:1,local_individual_checkpoint,local,1,True,False,1.0,1.0,True,ordinary local section checkpoint,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,10,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.721,0.8377780075073242,-0.134,-0.4039050788879395,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,21,monomial_weight_raw:section:2,gauge_corrected_local_section,monomial_weight_raw,2,True,False,1.0,1.0,True,weight-matched positive monomial gauge aligned to model 0,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,11,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.7535,0.8172218322753906,-0.10150000000000003,-0.3833489036560058,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,18,monomial_activation_global:section:2,gauge_corrected_local_section,monomial_activation_global,2,True,False,1.0,1.0,True,activation-matched positive monomial gauge with global log-scale synchronization,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,12,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.7595,0.814697940826416,-0.09550000000000003,-0.38082501220703124,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,15,monomial_activation_shrinkage:section:2,gauge_corrected_local_section,monomial_activation_shrinkage,2,True,False,1.0,1.0,True,activation-matched positive monomial gauge with shrinkage regularization,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,13,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.7365,0.8338281211853027,-0.11849999999999994,-0.39995519256591794,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,12,monomial_activation_raw:section:2,gauge_corrected_local_section,monomial_activation_raw,2,True,False,1.0,1.0,True,activation-matched positive monomial gauge aligned to model 0,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,14,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.8025,0.5654231262207031,-0.05249999999999999,-0.13155019760131836,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,9,c2m3_synchronized:section:2,gauge_corrected_local_section,c2m3_synchronized,2,True,False,1.0,1.0,True,"cycle-synchronized permutation section; sync_ref=hidden1:0,hidden2:1",,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,15,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.7425,0.8438992195129394,-0.11249999999999993,-0.4100262908935547,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,5,git_rebasin_ref0:section:2,gauge_corrected_local_section,git_rebasin_ref0,2,True,False,1.0,1.0,True,activation-matched Git-ReBasin-style section aligned to model 0,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,16,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.4605,1.3004537773132325,-0.39449999999999996,-0.8665808486938478,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,2,local:2,local_individual_checkpoint,local,2,True,False,1.0,1.0,True,ordinary local section checkpoint,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,17,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.829,0.5109961090087891,-0.026000000000000023,-0.07712318038940436,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,10,c2m3_synchronized:average,gauge_corrected_average,c2m3_synchronized,,True,False,1.0,1.0,True,average after C2M3-style synchronization; sync_disagreement=0.215278,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,18,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.7385,0.8518028984069824,-0.11649999999999994,-0.41792996978759767,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,6,git_rebasin_ref0:average,gauge_corrected_average,git_rebasin_ref0,,True,False,1.0,1.0,True,average after pairwise alignment to model 0,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,19,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.75,0.8336658020019532,-0.10499999999999998,-0.3997928733825684,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,16,monomial_activation_shrinkage:average,gauge_corrected_average,monomial_activation_shrinkage,,True,False,1.0,1.0,True,activation-matched positive monomial gauge with shrinkage regularization; averaged gauge-corrected sections,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,20,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.747,0.823412296295166,-0.10799999999999998,-0.38953936767578123,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,13,monomial_activation_raw:average,gauge_corrected_average,monomial_activation_raw,,True,False,1.0,1.0,True,activation-matched positive monomial gauge aligned to model 0; averaged gauge-corrected sections,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,21,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.7505,0.8366193962097168,-0.10450000000000004,-0.40274646759033206,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,19,monomial_activation_global:average,gauge_corrected_average,monomial_activation_global,,True,False,1.0,1.0,True,activation-matched positive monomial gauge with global log-scale synchronization; averaged gauge-corrected sections,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,22,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.7475,0.9437567825317383,-0.10749999999999993,-0.5098838539123536,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,22,monomial_weight_raw:average,gauge_corrected_average,monomial_weight_raw,,True,False,1.0,1.0,True,weight-matched positive monomial gauge aligned to model 0; averaged gauge-corrected sections,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,3,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,23,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,10,6,16,13,19,22,3]",[7],[7],0.855,0.43387292861938476,0.6615,1.0956150817871093,-0.1935,-0.6617421531677246,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,3,weight_average,ordinary_weight_average,weight_average,,False,False,1.0,1.0,True,ordinary parameter average candidate,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3001,fashion_mnist,mlp2,3,128,input_noise,activation,3001,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_local_greedy_soup,1,"[0,1,2]",[],[0],,,0.855,0.43454388236999514,,,True,accepted_initial_best_validation_candidate,validation_accuracy,direct_candidate_soup_validation_metric,False,True,0,local:0,local_individual_checkpoint,local,0,True,False,1.0,1.0,True,ordinary local section checkpoint,0.827,0.4958956871986389,evaluation_only_final_selection
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3001,fashion_mnist,mlp2,3,128,input_noise,activation,3001,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_local_greedy_soup,2,"[0,1,2]",[0],[0],0.855,0.43454388236999514,0.532,1.338013298034668,-0.32299999999999995,-0.9034694156646728,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,1,local:1,local_individual_checkpoint,local,1,True,False,1.0,1.0,True,ordinary local section checkpoint,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3001,fashion_mnist,mlp2,3,128,input_noise,activation,3001,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_local_greedy_soup,3,"[0,1,2]",[0],[0],0.855,0.43454388236999514,0.459,1.245822727203369,-0.39599999999999996,-0.8112788448333739,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,2,local:2,local_individual_checkpoint,local,2,True,False,1.0,1.0,True,ordinary local section checkpoint,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3001,fashion_mnist,mlp2,3,128,input_noise,activation,3001,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,1,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,10,13,6,22,3]",[],[7],,,0.855,0.43454390144348143,,,True,accepted_initial_best_validation_candidate,validation_accuracy,direct_candidate_soup_validation_metric,False,True,7,c2m3_synchronized:section:0,gauge_corrected_local_section,c2m3_synchronized,0,True,False,1.0,1.0,True,"cycle-synchronized permutation section; sync_ref=hidden1:1,hidden2:1",0.827,0.4958956841945648,evaluation_only_final_selection
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3001,fashion_mnist,mlp2,3,128,input_noise,activation,3001,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_gauge_candidate_soup,2,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,10,13,6,22,3]",[7],[7],0.855,0.43454390144348143,0.3905,1.4800302467346191,-0.46449999999999997,-1.0454863452911378,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,0,local:0,local_individual_checkpoint,local,0,True,False,1.0,1.0,True,ordinary local section checkpoint,,,not_evaluated_for_candidate_decision
