setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,candidate_id,residual_source,data_origin,triangle,i,j,k,group_source,inferred_group_order,coefficient_group,coefficient_modulus,class_status,central_projection_residual,cocycle_residual,h2_exact,h2_size,estimated_period,estimated_index,index_upper_bound,index_status,certified_class,certification_failure,bootstrap_detection_rate,bootstrap_same_class_rate,bootstrap_same_period_rate,bootstrap_coboundary_disagreement_rate,null_false_nontrivial_class_rate,null_false_lift_rate,uses_test_data_for_selection,matrix_dim,centrality_residual,detected_order,detected_phase,phase_angle,best_root_exponent,best_root_search_order,scalar_residual_best,finite_order_residual_best_search_order,finite_order_residual_min,eigenvalue_spread,condition_number,is_nontrivial_root,explained_as_noncentral_holonomy,fixed_point_fraction,permutation_num_cycles,permutation_max_cycle_length,scalar_residual_d2,scalar_residual_d3,scalar_residual_d4,scalar_residual_d5,scalar_residual_d6,scalar_residual_d8,finite_order_residual_d2,finite_order_residual_d3,finite_order_residual_d4,finite_order_residual_d5,finite_order_residual_d6,finite_order_residual_d8
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4205,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4205,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4205:0-1-2:10,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9596345332990055,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9596345332990055,1,1+0j,0.0,0,2,1.1989578808281798,1.1726039399558574,1.1319231422671772,8.085708676872809,1.0,False,False,0.28125,21,39,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1726039399558574,1.1989578808281798,1.1726039399558574,1.1319231422671772,1.1726039399558574,1.1726039399558574
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4205,fashion_mnist,mlp,3,64,none,monomial_activation,4205,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4205:0-1-2:11,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,46,Z/2Z,2,not_central_or_not_projectable,0.9682458365518543,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9682458365518543,1,1+0j,0.0,0,2,1.224744871391589,1.1989578808281798,1.1989578808281798,10.296829189513861,1.0,False,False,0.25,18,46,1.224744871391589,1.224744871391589,1.224744871391589,1.224744871391589,1.224744871391589,1.224744871391589,1.1989578808281798,1.224744871391589,1.1989578808281798,1.224744871391589,1.1989578808281798,1.1989578808281798
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4206,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4206,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4206:0-1-2:12,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9900629320275555,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9900629320275555,1,1+0j,0.0,0,2,1.3110110602126894,1.286953767623375,1.286953767623375,7.907752169782399,1.0,False,False,0.140625,13,25,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.286953767623375,1.3110110602126894,1.286953767623375,1.3110110602126894,1.286953767623375,1.286953767623375
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4206,fashion_mnist,mlp,3,64,none,monomial_activation,4206,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4206:0-1-2:13,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9721462643938925,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9721462643938925,1,1+0j,0.0,0,2,1.2374368670764582,1.159202311936963,1.0752906583803283,5.238919830626877,1.0,False,False,0.234375,22,24,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.159202311936963,1.159202311936963,1.159202311936963,1.2374368670764582,1.0752906583803283,1.159202311936963
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4207,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4207,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4207:0-1-2:14,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,222,Z/2Z,2,not_central_or_not_projectable,0.9757809372497497,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9757809372497497,1,1+0j,0.0,0,2,1.25,1.1989578808281798,1.0752906583803283,8.014529741700969,1.0,False,False,0.21875,19,37,1.25,1.25,1.25,1.25,1.25,1.25,1.1989578808281798,1.2119199643540823,1.1989578808281798,1.25,1.0752906583803283,1.1989578808281798
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4207,fashion_mnist,mlp,3,64,none,monomial_activation,4207,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4207:0-1-2:15,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,246,Z/2Z,2,not_central_or_not_projectable,0.9596345332990055,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9596345332990055,1,1+0j,0.0,0,2,1.1989578808281798,1.1726039399558574,1.1319231422671772,8.499166292313562,1.0,False,False,0.28125,21,41,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1726039399558574,1.159202311936963,1.1726039399558574,1.1989578808281798,1.1319231422671772,1.1726039399558574
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4208,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4208,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4208:0-1-2:16,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9721462643938925,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9721462643938925,1,1+0j,0.0,0,2,1.2374368670764582,1.1319231422671772,1.1319231422671772,6.69382224411641,1.0,False,False,0.234375,21,32,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.1319231422671772,1.2374368670764582,1.1319231422671772,1.2374368670764582,1.1319231422671772,1.1319231422671772
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4208,fashion_mnist,mlp,3,64,none,monomial_activation,4208,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4208:0-1-2:17,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9640764281813968,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9640764281813968,1,1+0j,0.0,0,2,1.2119199643540823,1.1319231422671772,1.0897247358851685,3.8369548110737797,1.0,False,False,0.265625,24,14,1.2119199643540823,1.2119199643540823,1.2119199643540823,1.2119199643540823,1.2119199643540823,1.2119199643540823,1.1319231422671772,1.1726039399558574,1.1319231422671772,1.2119199643540823,1.0897247358851685,1.1319231422671772
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4209,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4209,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4209:0-1-2:18,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9596345332990055,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9596345332990055,1,1+0j,0.0,0,2,1.1989578808281798,1.14564392373896,1.015504800579495,5.617433182117573,1.0,False,False,0.28125,24,29,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.14564392373896,1.159202311936963,1.0897247358851685,1.1989578808281798,1.015504800579495,1.0897247358851685
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4209,fashion_mnist,mlp,3,64,none,monomial_activation,4209,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4209:0-1-2:19,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9757809372497497,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9757809372497497,1,1+0j,0.0,0,2,1.25,1.1989578808281798,1.159202311936963,9.581360505471155,1.0,False,False,0.21875,18,43,1.25,1.25,1.25,1.25,1.25,1.25,1.1989578808281798,1.2119199643540823,1.1989578808281798,1.25,1.159202311936963,1.1989578808281798
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4210,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4210,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4210:0-1-2:20,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9791528146183311,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9791528146183311,1,1+0j,0.0,0,2,1.2624381172952597,1.2119199643540823,1.0897247358851685,6.217213170881981,1.0,False,False,0.203125,19,28,1.2624381172952597,1.2624381172952597,1.2624381172952597,1.2624381172952597,1.2624381172952597,1.2624381172952597,1.2119199643540823,1.224744871391589,1.2119199643540823,1.2624381172952597,1.0897247358851685,1.2119199643540823
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4210,fashion_mnist,mlp,3,64,none,monomial_activation,4210,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4210:0-1-2:21,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9851187666342571,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9851187666342571,1,1+0j,0.0,0,2,1.286953767623375,1.2374368670764582,1.224744871391589,7.19374728496908,1.0,False,False,0.171875,16,28,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.2374368670764582,1.286953767623375,1.2374368670764582,1.224744871391589,1.2374368670764582,1.2374368670764582
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4211,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4211,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4211:0-1-2:22,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9757809372497497,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9757809372497497,1,1+0j,0.0,0,2,1.25,1.1989578808281798,1.1989578808281798,7.009693464705556,1.0,False,False,0.21875,18,27,1.25,1.25,1.25,1.25,1.25,1.25,1.1989578808281798,1.25,1.1989578808281798,1.25,1.1989578808281798,1.1989578808281798
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4211,fashion_mnist,mlp,3,64,none,monomial_activation,4211,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4211:0-1-2:23,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,30,Z/2Z,2,not_central_or_not_projectable,0.9499177595981665,,True,2.0,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9499177595981665,1,1+0j,0.0,0,2,1.1726039399558574,1.0606601717798212,0.9682458365518543,5.451117100246845,1.0,False,False,0.3125,27,30,1.1726039399558574,1.1726039399558574,1.1726039399558574,1.1726039399558574,1.1726039399558574,1.1726039399558574,1.0606601717798212,1.0897247358851685,1.0606601717798212,1.1726039399558574,0.9682458365518543,1.0606601717798212
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4212,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4212,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4212:0-1-2:24,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9757809372497497,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9757809372497497,1,1+0j,0.0,0,2,1.25,1.224744871391589,1.118033988749895,7.833136325339808,1.0,False,False,0.21875,18,35,1.25,1.25,1.25,1.25,1.25,1.25,1.224744871391589,1.25,1.224744871391589,1.1858541225631423,1.224744871391589,1.118033988749895
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4212,fashion_mnist,mlp,3,64,none,monomial_activation,4212,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4212:0-1-2:25,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9721462643938925,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9721462643938925,1,1+0j,0.0,0,2,1.2374368670764582,1.159202311936963,1.159202311936963,6.128621378417826,1.0,False,False,0.234375,20,23,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.159202311936963,1.2374368670764582,1.159202311936963,1.2374368670764582,1.159202311936963,1.159202311936963
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4213,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4213,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4213:0-1-2:26,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9851187666342571,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9851187666342571,1,1+0j,0.0,0,2,1.286953767623375,1.2374368670764582,1.159202311936963,8.902246907382429,1.0,False,False,0.171875,16,38,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.2374368670764582,1.286953767623375,1.2374368670764582,1.224744871391589,1.159202311936963,1.2374368670764582
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4213,fashion_mnist,mlp,3,64,none,monomial_activation,4213,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4213:0-1-2:27,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,150,Z/2Z,2,not_central_or_not_projectable,0.9851187666342571,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9851187666342571,1,1+0j,0.0,0,2,1.286953767623375,1.286953767623375,1.25,13.02341996004204,1.0,False,False,0.171875,13,50,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.25,1.286953767623375,1.286953767623375,1.25,1.286953767623375
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4214,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4214,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4214:0-1-2:28,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9900629320275555,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9900629320275555,1,1+0j,0.0,0,2,1.3110110602126894,1.2374368670764582,1.1989578808281798,6.614378277661476,1.0,False,False,0.140625,16,26,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.2374368670764582,1.2747548783981961,1.2374368670764582,1.25,1.1989578808281798,1.2374368670764582
