source,family,case_id,setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,alignment_source,alignment_noise_fraction,evidence_role,noise_model,noise_level,has_true_cochain,n_triangles,def_true,def_observed,cochain_distance,direct_lipschitz_lhs,direct_lipschitz_holds,predicted_lower_bound,actual_synchronization_residual,actual_minus_predicted_lower_bound,barrier_target,barrier_target_name,noise_floor,noise_floor_ci_low,noise_floor_ci_high,k_threshold,stable_obstruction,finite_central_gate_passed,real_brauer_claim_allowed,boundary_note
synthetic_mu2,trivial,mu2_trivial_noise0_seed0,,,,,,,,,0,,,,mu2_triangle_bit_flip,0.0,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0_seed11,,,,,,,,,11,,,,mu2_triangle_bit_flip,0.0,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0_seed12,,,,,,,,,12,,,,mu2_triangle_bit_flip,0.0,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0_seed13,,,,,,,,,13,,,,mu2_triangle_bit_flip,0.0,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0_seed14,,,,,,,,,14,,,,mu2_triangle_bit_flip,0.0,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0_seed15,,,,,,,,,15,,,,mu2_triangle_bit_flip,0.0,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0_seed16,,,,,,,,,16,,,,mu2_triangle_bit_flip,0.0,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0_seed17,,,,,,,,,17,,,,mu2_triangle_bit_flip,0.0,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0_seed18,,,,,,,,,18,,,,mu2_triangle_bit_flip,0.0,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0_seed19,,,,,,,,,19,,,,mu2_triangle_bit_flip,0.0,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0_seed20,,,,,,,,,20,,,,mu2_triangle_bit_flip,0.0,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0_seed21,,,,,,,,,21,,,,mu2_triangle_bit_flip,0.0,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0_seed22,,,,,,,,,22,,,,mu2_triangle_bit_flip,0.0,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0_seed23,,,,,,,,,23,,,,mu2_triangle_bit_flip,0.0,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed0,,,,,,,,,0,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed1,,,,,,,,,1,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed2,,,,,,,,,2,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed3,,,,,,,,,3,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed4,,,,,,,,,4,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed5,,,,,,,,,5,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed6,,,,,,,,,6,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed7,,,,,,,,,7,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed8,,,,,,,,,8,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed9,,,,,,,,,9,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed10,,,,,,,,,10,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed11,,,,,,,,,11,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed12,,,,,,,,,12,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed13,,,,,,,,,13,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed14,,,,,,,,,14,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed15,,,,,,,,,15,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed16,,,,,,,,,16,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed17,,,,,,,,,17,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed18,,,,,,,,,18,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed19,,,,,,,,,19,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed20,,,,,,,,,20,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed21,,,,,,,,,21,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed22,,,,,,,,,22,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.02_seed23,,,,,,,,,23,,,,mu2_triangle_bit_flip,0.02,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed0,,,,,,,,,0,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed1,,,,,,,,,1,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed2,,,,,,,,,2,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.09375,0.09375,0.09375,True,0.0,0.09375,0.09375,,,0.09375,0.09375,0.09375,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed3,,,,,,,,,3,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.09375,0.09375,0.09375,True,0.0,0.09375,0.09375,,,0.09375,0.09375,0.09375,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed4,,,,,,,,,4,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed5,,,,,,,,,5,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed6,,,,,,,,,6,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed7,,,,,,,,,7,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed8,,,,,,,,,8,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed9,,,,,,,,,9,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed10,,,,,,,,,10,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed11,,,,,,,,,11,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed12,,,,,,,,,12,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed13,,,,,,,,,13,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed14,,,,,,,,,14,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed15,,,,,,,,,15,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed16,,,,,,,,,16,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed17,,,,,,,,,17,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed18,,,,,,,,,18,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed19,,,,,,,,,19,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed20,,,,,,,,,20,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.1875,0.1875,0.1875,True,0.0,0.1875,0.1875,,,0.1875,0.1875,0.1875,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed21,,,,,,,,,21,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed22,,,,,,,,,22,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.09375,0.09375,0.09375,True,0.0,0.09375,0.09375,,,0.09375,0.09375,0.09375,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.05_seed23,,,,,,,,,23,,,,mu2_triangle_bit_flip,0.05,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed0,,,,,,,,,0,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.15625,0.15625,0.15625,True,0.0,0.15625,0.15625,,,0.15625,0.15625,0.15625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed1,,,,,,,,,1,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.25,0.25,0.25,True,0.0,0.25,0.25,,,0.25,0.25,0.25,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed2,,,,,,,,,2,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed3,,,,,,,,,3,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.25,0.25,0.25,True,0.0,0.25,0.25,,,0.25,0.25,0.25,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed4,,,,,,,,,4,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.125,0.125,0.125,True,0.0,0.125,0.125,,,0.125,0.125,0.125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed5,,,,,,,,,5,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.15625,0.15625,0.15625,True,0.0,0.15625,0.15625,,,0.15625,0.15625,0.15625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed6,,,,,,,,,6,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed7,,,,,,,,,7,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.09375,0.09375,0.09375,True,0.0,0.09375,0.09375,,,0.09375,0.09375,0.09375,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed8,,,,,,,,,8,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.125,0.125,0.125,True,0.0,0.125,0.125,,,0.125,0.125,0.125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed9,,,,,,,,,9,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.03125,0.03125,0.03125,True,0.0,0.03125,0.03125,,,0.03125,0.03125,0.03125,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed10,,,,,,,,,10,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed11,,,,,,,,,11,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed12,,,,,,,,,12,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.0625,0.0625,0.0625,True,0.0,0.0625,0.0625,,,0.0625,0.0625,0.0625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed13,,,,,,,,,13,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed14,,,,,,,,,14,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.15625,0.15625,0.15625,True,0.0,0.15625,0.15625,,,0.15625,0.15625,0.15625,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
synthetic_mu2,trivial,mu2_trivial_noise0.1_seed15,,,,,,,,,15,,,,mu2_triangle_bit_flip,0.1,True,32,0.0,0.1875,0.1875,0.1875,True,0.0,0.1875,0.1875,,,0.1875,0.1875,0.1875,3.0,False,True,False,Controlled mu2 cochain-level calibration; not a real model-merging claim.
