seed,dataset,architecture,n_models,width,defect_family,inconsistency_level,level_order,n_planted_swaps,corrupted_edge,base_accuracy,base_loss,copy_accuracy_std,max_logit_disagreement,true_cycle_score,planted_cycle_score,sync_disagreement,baseline,loss,accuracy,merge_degradation,uses_planted_alignment,is_single_model,capacity_matched_to_weight_average,method_note
1204,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,c2m3_cycle_consistent,0.5622525749206543,0.857,0.0,True,True,True,"single model, synchronized pairwise maps"
1204,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,twisted_rank_lift_2,0.5622525749206543,0.857,0.0,True,False,False,branch ensemble / extra capacity
1204,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,ensemble_upper_bound,0.5622525749206543,0.857,0.0,False,False,False,ensemble of equivalent copies
1204,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,oracle_true_alignment,0.5622525749206543,0.857,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1204,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.0,0.0,weight_average,1.5872508697509766,0.541,0.31599999999999995,False,True,True,"single model, no alignment observations"
1204,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.0,0.0,git_rebasin_pairwise,0.5622525749206543,0.857,0.0,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1204,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.0,0.0,c2m3_cycle_consistent,0.5622525749206543,0.857,0.0,True,True,True,"single model, synchronized pairwise maps"
1204,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.0,0.0,twisted_rank_lift_2,0.5622525749206543,0.857,0.0,True,False,False,branch ensemble / extra capacity
1204,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.0,0.0,ensemble_upper_bound,0.5622525749206543,0.857,0.0,False,False,False,ensemble of equivalent copies
1204,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.0,0.0,oracle_true_alignment,0.5622525749206543,0.857,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1204,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,weight_average,1.5872508697509766,0.541,0.31599999999999995,False,True,True,"single model, no alignment observations"
1204,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,git_rebasin_pairwise,0.5924394073486328,0.853,0.0040000000000000036,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1204,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,c2m3_cycle_consistent,0.5622525749206543,0.857,0.0,True,True,True,"single model, synchronized pairwise maps"
1204,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,twisted_rank_lift_2,0.5622525749206543,0.857,0.0,True,False,False,branch ensemble / extra capacity
1204,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,ensemble_upper_bound,0.5622525749206543,0.857,0.0,False,False,False,ensemble of equivalent copies
1204,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,oracle_true_alignment,0.5622525749206543,0.857,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1204,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.29315098498896436,0.04296875,weight_average,1.5872508697509766,0.541,0.31599999999999995,False,True,True,"single model, no alignment observations"
1204,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.29315098498896436,0.04296875,git_rebasin_pairwise,0.6554821014404297,0.847,0.010000000000000009,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1204,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.29315098498896436,0.04296875,c2m3_cycle_consistent,0.5622525749206543,0.857,0.0,True,True,True,"single model, synchronized pairwise maps"
1204,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.29315098498896436,0.04296875,twisted_rank_lift_2,0.5622525749206543,0.857,0.0,True,False,False,branch ensemble / extra capacity
1204,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.29315098498896436,0.04296875,ensemble_upper_bound,0.5622525749206543,0.857,0.0,False,False,False,ensemble of equivalent copies
1204,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.29315098498896436,0.04296875,oracle_true_alignment,0.5622525749206543,0.857,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1204,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.385275875185561,0.07421875,weight_average,1.5872508697509766,0.541,0.31599999999999995,False,True,True,"single model, no alignment observations"
1204,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.385275875185561,0.07421875,git_rebasin_pairwise,0.7415787048339844,0.842,0.015000000000000013,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1204,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.385275875185561,0.07421875,c2m3_cycle_consistent,0.5622525749206543,0.857,0.0,True,True,True,"single model, synchronized pairwise maps"
1204,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.385275875185561,0.07421875,twisted_rank_lift_2,0.5622525749206543,0.857,0.0,True,False,False,branch ensemble / extra capacity
1204,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.385275875185561,0.07421875,ensemble_upper_bound,0.5622525749206543,0.857,0.0,False,False,False,ensemble of equivalent copies
1204,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.385275875185561,0.07421875,oracle_true_alignment,0.5622525749206543,0.857,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1205,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.0,0.0,weight_average,1.5606820373535155,0.525,0.347,False,True,True,"single model, no alignment observations"
1205,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.0,0.0,git_rebasin_pairwise,0.5301385726928711,0.872,0.0,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1205,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.0,0.0,c2m3_cycle_consistent,0.5301385726928711,0.872,0.0,True,True,True,"single model, synchronized pairwise maps"
1205,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.0,0.0,twisted_rank_lift_2,0.5301385726928711,0.872,0.0,True,False,False,branch ensemble / extra capacity
1205,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.0,0.0,ensemble_upper_bound,0.5301385803222656,0.872,0.0,False,False,False,ensemble of equivalent copies
1205,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.0,0.0,oracle_true_alignment,0.5301385726928711,0.872,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1205,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.1767766952966369,0.015625,weight_average,1.5606820373535155,0.525,0.347,False,True,True,"single model, no alignment observations"
1205,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.1767766952966369,0.015625,git_rebasin_pairwise,0.5446372566223144,0.873,-0.0010000000000000009,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1205,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.1767766952966369,0.015625,c2m3_cycle_consistent,0.5301385955810547,0.872,0.0,True,True,True,"single model, synchronized pairwise maps"
1205,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.1767766952966369,0.015625,twisted_rank_lift_2,0.5301385955810547,0.872,0.0,True,False,False,branch ensemble / extra capacity
1205,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.1767766952966369,0.015625,ensemble_upper_bound,0.5301385803222656,0.872,0.0,False,False,False,ensemble of equivalent copies
1205,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.1767766952966369,0.015625,oracle_true_alignment,0.5301385726928711,0.872,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1205,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.30618621784789724,0.046875,weight_average,1.5606820373535155,0.525,0.347,False,True,True,"single model, no alignment observations"
1205,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.30618621784789724,0.046875,git_rebasin_pairwise,0.6261277160644532,0.864,0.008000000000000007,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1205,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.30618621784789724,0.046875,c2m3_cycle_consistent,0.5301385955810547,0.872,0.0,True,True,True,"single model, synchronized pairwise maps"
1205,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.30618621784789724,0.046875,twisted_rank_lift_2,0.5301385955810547,0.872,0.0,True,False,False,branch ensemble / extra capacity
1205,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.30618621784789724,0.046875,ensemble_upper_bound,0.5301385803222656,0.872,0.0,False,False,False,ensemble of equivalent copies
1205,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.30618621784789724,0.046875,oracle_true_alignment,0.5301385726928711,0.872,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1205,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.4330127018922193,0.09375,weight_average,1.5606820373535155,0.525,0.347,False,True,True,"single model, no alignment observations"
1205,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.4330127018922193,0.09375,git_rebasin_pairwise,0.7200939407348633,0.84,0.03200000000000003,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1205,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.4330127018922193,0.09375,c2m3_cycle_consistent,0.5301385955810547,0.872,0.0,True,True,True,"single model, synchronized pairwise maps"
1205,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.4330127018922193,0.09375,twisted_rank_lift_2,0.5301385955810547,0.872,0.0,True,False,False,branch ensemble / extra capacity
1205,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.4330127018922193,0.09375,ensemble_upper_bound,0.5301385803222656,0.872,0.0,False,False,False,ensemble of equivalent copies
1205,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.4330127018922193,0.09375,oracle_true_alignment,0.5301385726928711,0.872,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1205,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.0,0.0,weight_average,1.5606820373535155,0.525,0.347,False,True,True,"single model, no alignment observations"
1205,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.0,0.0,git_rebasin_pairwise,0.5301385726928711,0.872,0.0,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1205,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.0,0.0,c2m3_cycle_consistent,0.5301385726928711,0.872,0.0,True,True,True,"single model, synchronized pairwise maps"
1205,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.0,0.0,twisted_rank_lift_2,0.5301385726928711,0.872,0.0,True,False,False,branch ensemble / extra capacity
1205,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.0,0.0,ensemble_upper_bound,0.5301385803222656,0.872,0.0,False,False,False,ensemble of equivalent copies
1205,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.0,0.0,oracle_true_alignment,0.5301385726928711,0.872,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1205,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.1767766952966369,0.015625,weight_average,1.5606820373535155,0.525,0.347,False,True,True,"single model, no alignment observations"
1205,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.1767766952966369,0.015625,git_rebasin_pairwise,0.5469093284606934,0.871,0.0010000000000000009,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1205,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.1767766952966369,0.015625,c2m3_cycle_consistent,0.5301385955810547,0.872,0.0,True,True,True,"single model, synchronized pairwise maps"
1205,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.1767766952966369,0.015625,twisted_rank_lift_2,0.5301385955810547,0.872,0.0,True,False,False,branch ensemble / extra capacity
1205,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.1767766952966369,0.015625,ensemble_upper_bound,0.5301385803222656,0.872,0.0,False,False,False,ensemble of equivalent copies
1205,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.1767766952966369,0.015625,oracle_true_alignment,0.5301385726928711,0.872,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1205,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.2795084971874737,0.0390625,weight_average,1.5606820373535155,0.525,0.347,False,True,True,"single model, no alignment observations"
1205,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.2795084971874737,0.0390625,git_rebasin_pairwise,0.5855763931274414,0.865,0.007000000000000006,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1205,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.2795084971874737,0.0390625,c2m3_cycle_consistent,0.5301385955810547,0.872,0.0,True,True,True,"single model, synchronized pairwise maps"
1205,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.2795084971874737,0.0390625,twisted_rank_lift_2,0.5301385955810547,0.872,0.0,True,False,False,branch ensemble / extra capacity
1205,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.2795084971874737,0.0390625,ensemble_upper_bound,0.5301385803222656,0.872,0.0,False,False,False,ensemble of equivalent copies
1205,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.2795084971874737,0.0390625,oracle_true_alignment,0.5301385726928711,0.872,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1205,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.3644344934278313,0.06640625,weight_average,1.5606820373535155,0.525,0.347,False,True,True,"single model, no alignment observations"
1205,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.3644344934278313,0.06640625,git_rebasin_pairwise,0.6645121536254883,0.855,0.017000000000000015,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1205,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.3644344934278313,0.06640625,c2m3_cycle_consistent,0.5301385955810547,0.872,0.0,True,True,True,"single model, synchronized pairwise maps"
1205,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.3644344934278313,0.06640625,twisted_rank_lift_2,0.5301385955810547,0.872,0.0,True,False,False,branch ensemble / extra capacity
1205,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.3644344934278313,0.06640625,ensemble_upper_bound,0.5301385803222656,0.872,0.0,False,False,False,ensemble of equivalent copies
1205,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.872,0.5301385726928711,0.0,2.384185791015625e-06,0.0,0.3644344934278313,0.06640625,oracle_true_alignment,0.5301385726928711,0.872,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1206,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.0,0.0,weight_average,1.5339509887695313,0.74,0.125,False,True,True,"single model, no alignment observations"
1206,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.0,0.0,git_rebasin_pairwise,0.5306264190673828,0.865,0.0,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1206,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.0,0.0,c2m3_cycle_consistent,0.5306264190673828,0.865,0.0,True,True,True,"single model, synchronized pairwise maps"
1206,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.0,0.0,twisted_rank_lift_2,0.5306264190673828,0.865,0.0,True,False,False,branch ensemble / extra capacity
1206,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.0,0.0,ensemble_upper_bound,0.5306264228820801,0.865,0.0,False,False,False,ensemble of equivalent copies
1206,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.0,0.0,oracle_true_alignment,0.5306264190673828,0.865,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1206,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,weight_average,1.5339509887695313,0.74,0.125,False,True,True,"single model, no alignment observations"
1206,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,git_rebasin_pairwise,0.5531035041809083,0.862,0.0030000000000000027,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1206,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,c2m3_cycle_consistent,0.5306264228820801,0.865,0.0,True,True,True,"single model, synchronized pairwise maps"
1206,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,twisted_rank_lift_2,0.5306264228820801,0.865,0.0,True,False,False,branch ensemble / extra capacity
1206,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,ensemble_upper_bound,0.5306264228820801,0.865,0.0,False,False,False,ensemble of equivalent copies
1206,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,oracle_true_alignment,0.5306264190673828,0.865,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1206,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,weight_average,1.5339509887695313,0.74,0.125,False,True,True,"single model, no alignment observations"
1206,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,git_rebasin_pairwise,0.6233604888916016,0.842,0.02300000000000002,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1206,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,c2m3_cycle_consistent,0.5306264228820801,0.865,0.0,True,True,True,"single model, synchronized pairwise maps"
1206,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,twisted_rank_lift_2,0.5306264228820801,0.865,0.0,True,False,False,branch ensemble / extra capacity
1206,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,ensemble_upper_bound,0.5306264228820801,0.865,0.0,False,False,False,ensemble of equivalent copies
1206,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,oracle_true_alignment,0.5306264190673828,0.865,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1206,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,weight_average,1.5339509887695313,0.74,0.125,False,True,True,"single model, no alignment observations"
1206,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,git_rebasin_pairwise,0.7336908569335937,0.824,0.041000000000000036,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1206,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,c2m3_cycle_consistent,0.5306264228820801,0.865,0.0,True,True,True,"single model, synchronized pairwise maps"
1206,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,twisted_rank_lift_2,0.5306264228820801,0.865,0.0,True,False,False,branch ensemble / extra capacity
1206,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,ensemble_upper_bound,0.5306264228820801,0.865,0.0,False,False,False,ensemble of equivalent copies
1206,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,oracle_true_alignment,0.5306264190673828,0.865,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1206,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.0,0.0,weight_average,1.5339509887695313,0.74,0.125,False,True,True,"single model, no alignment observations"
1206,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.0,0.0,git_rebasin_pairwise,0.5306264190673828,0.865,0.0,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1206,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.0,0.0,c2m3_cycle_consistent,0.5306264190673828,0.865,0.0,True,True,True,"single model, synchronized pairwise maps"
1206,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.0,0.0,twisted_rank_lift_2,0.5306264190673828,0.865,0.0,True,False,False,branch ensemble / extra capacity
1206,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.0,0.0,ensemble_upper_bound,0.5306264228820801,0.865,0.0,False,False,False,ensemble of equivalent copies
1206,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.0,0.0,oracle_true_alignment,0.5306264190673828,0.865,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1206,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,weight_average,1.5339509887695313,0.74,0.125,False,True,True,"single model, no alignment observations"
1206,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,git_rebasin_pairwise,0.565882869720459,0.86,0.0050000000000000044,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1206,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.865,0.5306264305114746,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,c2m3_cycle_consistent,0.5306264228820801,0.865,0.0,True,True,True,"single model, synchronized pairwise maps"
