residual_source,relation_set_id,aggregation_level,setting_id,dataset,architecture,n_models,width,domain_shift,matching,seed,relation_count,unique_triangle_count,unique_holonomy_count,observed_holonomy_order_lcm,v2_observed_order,v3_observed_order,primary_source,group_closure_status,group_order_if_exact,group_exponent_if_exact,v2_group_order_if_exact,v3_group_order_if_exact,v2_group_exponent_if_exact,v3_group_exponent_if_exact,noncentral_holonomy_score,relation_count_status,controlled_true_q
real,run::fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4216,run_id,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist,mlp,3,64,none,monomial_activation,4216,1,1,1,420,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9851187666342571,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4217,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4217,1,1,1,252,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.982264602843857,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4217,run_id,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist,mlp,3,64,none,monomial_activation,4217,1,1,1,48,4,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9877175393299442,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4218,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4218,1,1,1,4590,1,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9921567416492215,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4218,run_id,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist,mlp,3,64,none,monomial_activation,4218,1,1,1,396,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9721462643938925,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4219,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4219,1,1,1,300,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9757809372497497,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4219,run_id,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist,mlp,3,64,none,monomial_activation,4219,1,1,1,84,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9877175393299442,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4220,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4220,1,1,1,36,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9757809372497497,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4220,run_id,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist,mlp,3,64,none,monomial_activation,4220,1,1,1,528,4,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9791528146183311,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4221,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4221,1,1,1,132,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9921567416492215,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4221,run_id,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist,mlp,3,64,none,monomial_activation,4221,1,1,1,164,2,0,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9721462643938925,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4222,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4222,1,1,1,376,3,0,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9900629320275555,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4222,run_id,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist,mlp,3,64,none,monomial_activation,4222,1,1,1,4290,1,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.982264602843857,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4223,1,1,1,456,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9682458365518543,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4223,run_id,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist,mlp,3,64,none,monomial_activation,4223,1,1,1,348,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9851187666342571,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4224,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4224,1,1,1,36,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9549163494123452,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,run_id,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist,mlp,3,64,none,monomial_activation,4224,1,1,1,84,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9757809372497497,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,1,1,1,1980,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9757809372497497,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4225,run_id,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist,mlp,3,64,none,monomial_activation,4225,1,1,1,840,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9682458365518543,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4226,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4226,1,1,1,2070,1,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9791528146183311,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4226,run_id,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist,mlp,3,64,none,monomial_activation,4226,1,1,1,630,1,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9877175393299442,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4227,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4227,1,1,1,258,1,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.982264602843857,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4227,run_id,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist,mlp,3,64,none,monomial_activation,4227,1,1,1,580,2,0,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9596345332990055,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4228,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4228,1,1,1,240,4,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9596345332990055,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4228,run_id,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist,mlp,3,64,none,monomial_activation,4228,1,1,1,660,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.982264602843857,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4229,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4229,1,1,1,90,1,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9757809372497497,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4229,run_id,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist,mlp,3,64,none,monomial_activation,4229,1,1,1,462,1,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9596345332990055,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4200,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4200,1,1,1,45,0,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9851187666342571,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4200,run_id,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist,mlp,3,64,none,monomial_weight,4200,1,1,1,492,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9940005580355576,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4201,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4201,1,1,1,1365,0,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9757809372497497,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4201,run_id,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist,mlp,3,64,none,monomial_weight,4201,1,1,1,123,0,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9640764281813968,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4202,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4202,1,1,1,54,1,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9877175393299442,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4202,run_id,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist,mlp,3,64,none,monomial_weight,4202,1,1,1,774,1,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9921567416492215,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4203,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4203,1,1,1,420,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9757809372497497,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4203,run_id,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist,mlp,3,64,none,monomial_weight,4203,1,1,1,350,1,0,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.982264602843857,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4204,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4204,1,1,1,47,0,0,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9640764281813968,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4204,run_id,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist,mlp,3,64,none,monomial_weight,4204,1,1,1,1260,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9851187666342571,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4205,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4205,1,1,1,54,1,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9955957701296244,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4205,run_id,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist,mlp,3,64,none,monomial_weight,4205,1,1,1,46,1,0,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9682458365518543,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4206,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4206,1,1,1,51,0,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9791528146183311,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4206,run_id,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist,mlp,3,64,none,monomial_weight,4206,1,1,1,936,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9682458365518543,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4207,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4207,1,1,1,1740,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9877175393299442,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4207,run_id,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist,mlp,3,64,none,monomial_weight,4207,1,1,1,546,1,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9757809372497497,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4208,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4208,1,1,1,92,2,0,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.982264602843857,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4208,run_id,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist,mlp,3,64,none,monomial_weight,4208,1,1,1,45,0,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9900629320275555,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4209,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4209,1,1,1,372,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9721462643938925,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4209,run_id,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist,mlp,3,64,none,monomial_weight,4209,1,1,1,84,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9851187666342571,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4210,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4210,1,1,1,360,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9921567416492215,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4210,run_id,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist,mlp,3,64,none,monomial_weight,4210,1,1,1,360,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9921567416492215,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4211,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4211,1,1,1,3024,4,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.982264602843857,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4211,run_id,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist,mlp,3,64,none,monomial_weight,4211,1,1,1,210,1,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.982264602843857,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4212,run_id,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4212,1,1,1,1980,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9791528146183311,underconstrained,
real,run::fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4212,run_id,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist,mlp,3,64,none,monomial_weight,4212,1,1,1,100,2,0,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9721462643938925,underconstrained,
