dataset,architecture,n_models,width,domain_shift,matching,alignment_source,alignment_noise_fraction,fixed_setting_id,n_rows,n_unique_seeds,mean_cycle_score,std_cycle_score,mean_weight_merge_degradation,std_weight_merge_degradation,pearson_cycle_vs_weight_degradation,pearson_ci_low,pearson_ci_high,spearman_cycle_vs_weight_degradation,spearman_ci_low,spearman_ci_high,partial_pearson_control_mean_acc_alignment_residual,regression_cycle_beta_control_mean_acc_alignment_residual,mean_individual_accuracy,mean_pairwise_alignment_residual,claim_status,claim_supported,primary_evidence,method,mean_test_accuracy,std_test_accuracy,mean_delta_vs_weight_average,mean_delta_vs_greedy_soup,mean_delta_vs_c2m3_synchronized
fashion_mnist,mlp2,4,128,none,activation,observed,0.0,fashion_mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,c2m3_cluster_branch_ensemble_2,0.8161400000000001,0.013039066805484764,0.6152299999999999,-0.01657000000000001,0.05115000000000001
fashion_mnist,mlp2,4,128,none,activation,observed,0.0,fashion_mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,c2m3_synchronized,0.7649900000000001,0.01873566539770437,0.5640799999999999,-0.06772,0.0
fashion_mnist,mlp2,4,128,none,activation,observed,0.0,fashion_mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,ensemble_upper_bound,0.83294,0.0017497067423458527,0.6320300000000001,0.00022999999999999133,0.06795
fashion_mnist,mlp2,4,128,none,activation,observed,0.0,fashion_mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,git_rebasin_pairwise_ref0,0.76442,0.027193722185750696,0.56351,-0.06829000000000002,-0.0005700000000000039
fashion_mnist,mlp2,4,128,none,activation,observed,0.0,fashion_mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,greedy_soup,0.8327100000000002,0.002406548084749311,0.6317999999999999,0.0,0.06772
fashion_mnist,mlp2,4,128,none,activation,observed,0.0,fashion_mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,random_branch_ensemble_2,0.80608,0.009848836426064168,0.6051699999999999,-0.026630000000000025,0.04108999999999999
fashion_mnist,mlp2,4,128,none,activation,observed,0.0,fashion_mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,twisted_rank_lift_2,0.8107800000000001,0.011405058895992285,0.60987,-0.021930000000000015,0.04579
fashion_mnist,mlp2,4,128,none,activation,observed,0.0,fashion_mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,validation_branch_ensemble_2,0.8335199999999998,0.0018346374946681147,0.63261,0.0008099999999999996,0.06853000000000001
fashion_mnist,mlp2,4,128,none,activation,observed,0.0,fashion_mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,weight_average,0.20090999999999998,0.07734340308003006,0.0,-0.6317999999999999,-0.5640799999999999
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,c2m3_cluster_branch_ensemble_2,0.91845,0.0035758694194927194,0.5040099999999998,-0.007530000000000009,0.03219
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,c2m3_synchronized,0.88626,0.01627333628006903,0.47181999999999996,-0.03972000000000001,0.0
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,ensemble_upper_bound,0.9205599999999998,0.0018531339031915334,0.50612,-0.005420000000000008,0.034300000000000004
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,git_rebasin_pairwise_ref0,0.88484,0.01186442714921151,0.4704,-0.04114000000000001,-0.001419999999999999
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,greedy_soup,0.9259800000000002,0.0017006500305223797,0.51154,0.0,0.03972000000000001
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,random_branch_ensemble_2,0.9155800000000001,0.004499309888603378,0.5011399999999999,-0.010400000000000015,0.029319999999999995
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,twisted_rank_lift_2,0.9165000000000001,0.004078957555165541,0.50206,-0.009480000000000016,0.030239999999999996
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,validation_branch_ensemble_2,0.9232199999999999,0.0013532028283804497,0.50878,-0.002760000000000007,0.03696000000000001
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,weight_average,0.41444000000000003,0.10444146383702717,0.0,-0.51154,-0.47181999999999996
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,c2m3_cluster_branch_ensemble_2,0.9176500000000001,0.0037207101755614156,0.50321,-0.008330000000000004,0.01678
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,c2m3_synchronized,0.9008700000000001,0.006881944339700586,0.48643000000000003,-0.025110000000000004,0.0
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,ensemble_upper_bound,0.9205599999999998,0.0018531339031915334,0.50612,-0.005420000000000008,0.019689999999999996
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,git_rebasin_pairwise_ref0,0.9048900000000002,0.005733548547572306,0.49045000000000005,-0.021090000000000008,0.004019999999999996
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,greedy_soup,0.9259800000000002,0.0017006500305223797,0.51154,0.0,0.025110000000000004
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,random_branch_ensemble_2,0.91655,0.0035182980335144278,0.50211,-0.009430000000000004,0.01568
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,twisted_rank_lift_2,0.9191,0.003260933027605177,0.50466,-0.0068800000000000085,0.018229999999999996
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,validation_branch_ensemble_2,0.9232199999999999,0.0013532028283804497,0.50878,-0.002760000000000007,0.02235
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,weight_average,0.41444000000000003,0.10444146383702717,0.0,-0.51154,-0.48643000000000003
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,c2m3_cluster_branch_ensemble_2,0.92768,0.0020462031591269407,0.5976999999999999,-0.0037000000000000145,0.06161999999999999
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,c2m3_synchronized,0.8660599999999998,0.031018778692575046,0.5360799999999999,-0.06532000000000002,0.0
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,ensemble_upper_bound,0.9317700000000002,0.0012282207927687425,0.60179,0.00039000000000000146,0.06571
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,git_rebasin_pairwise_ref0,0.8654699999999999,0.032553002933677265,0.53549,-0.06591000000000001,-0.0005899999999999961
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,greedy_soup,0.9313799999999999,0.001632434410707889,0.6014,0.0,0.06532000000000002
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,random_branch_ensemble_2,0.9271999999999998,0.0025306541696398926,0.5972199999999999,-0.0041799999999999945,0.061140000000000014
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,twisted_rank_lift_2,0.92746,0.0022460257298052865,0.5974799999999999,-0.003920000000000018,0.06139999999999999
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,validation_branch_ensemble_2,0.93204,0.0013589469607402965,0.60206,0.0006600000000000162,0.06598000000000004
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,weight_average,0.32998,0.07892474496899596,0.0,-0.6014,-0.5360799999999999
mnist,mlp2,3,128,none,activation,observed,0.0,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,c2m3_cluster_branch_ensemble_2,0.9281599999999999,0.0017260847085391433,0.5981799999999999,-0.0032200000000000063,0.02313
mnist,mlp2,3,128,none,activation,observed,0.0,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,c2m3_synchronized,0.90503,0.007928436495498837,0.5750500000000001,-0.026350000000000005,0.0
mnist,mlp2,3,128,none,activation,observed,0.0,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,ensemble_upper_bound,0.9317700000000002,0.0012282207927687425,0.60179,0.00039000000000000146,0.026740000000000007
mnist,mlp2,3,128,none,activation,observed,0.0,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,git_rebasin_pairwise_ref0,0.90431,0.005430314520308534,0.57433,-0.027070000000000004,-0.0007199999999999984
mnist,mlp2,3,128,none,activation,observed,0.0,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,greedy_soup,0.9313799999999999,0.001632434410707889,0.6014,0.0,0.026350000000000005
mnist,mlp2,3,128,none,activation,observed,0.0,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,random_branch_ensemble_2,0.92806,0.0017291312086831724,0.5980800000000001,-0.0033200000000000174,0.023029999999999988
mnist,mlp2,3,128,none,activation,observed,0.0,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,twisted_rank_lift_2,0.9285300000000001,0.0017208015268289486,0.5985499999999999,-0.002850000000000008,0.0235
mnist,mlp2,3,128,none,activation,observed,0.0,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,validation_branch_ensemble_2,0.93204,0.0013589469607402965,0.60206,0.0006600000000000162,0.027010000000000024
mnist,mlp2,3,128,none,activation,observed,0.0,mnist_mlp2_N3_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,weight_average,0.32998,0.07892474496899596,0.0,-0.6014,-0.5750500000000001
mnist,mlp2,4,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,c2m3_cluster_branch_ensemble_2,0.90968,0.007093184274914528,0.64925,-0.01656000000000001,0.04328999999999998
mnist,mlp2,4,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,c2m3_synchronized,0.8663900000000002,0.02221611316613522,0.6059599999999999,-0.059849999999999993,0.0
mnist,mlp2,4,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,ensemble_upper_bound,0.9179400000000001,0.0018885806422033508,0.65751,-0.008300000000000007,0.051549999999999985
mnist,mlp2,4,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,git_rebasin_pairwise_ref0,0.8724500000000001,0.014650579295175005,0.61202,-0.053790000000000004,0.006059999999999993
mnist,mlp2,4,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,greedy_soup,0.9262400000000002,0.00233562794441599,0.66581,0.0,0.059849999999999993
mnist,mlp2,4,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,random_branch_ensemble_2,0.9039800000000001,0.007438703905215861,0.6435500000000001,-0.022259999999999995,0.03759
mnist,mlp2,4,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,twisted_rank_lift_2,0.90589,0.00701801441404829,0.64546,-0.02034999999999999,0.0395
mnist,mlp2,4,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,validation_branch_ensemble_2,0.9234600000000002,0.001719363407286484,0.6630300000000001,-0.002779999999999988,0.057069999999999996
mnist,mlp2,4,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,weight_average,0.26043,0.0632295492213636,0.0,-0.66581,-0.6059599999999999
mnist,mlp2,4,128,input_noise,activation,observed,0.0,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,c2m3_cluster_branch_ensemble_2,0.9130899999999998,0.005258166580612833,0.6526599999999998,-0.01315,0.014649999999999986
mnist,mlp2,4,128,input_noise,activation,observed,0.0,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,c2m3_synchronized,0.8984399999999999,0.006116621014218467,0.6380100000000001,-0.027799999999999984,0.0
mnist,mlp2,4,128,input_noise,activation,observed,0.0,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,ensemble_upper_bound,0.9179400000000001,0.0018885806422033508,0.65751,-0.008300000000000007,0.01949999999999998
mnist,mlp2,4,128,input_noise,activation,observed,0.0,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,git_rebasin_pairwise_ref0,0.8982000000000001,0.005973626245951092,0.63777,-0.02803999999999998,-0.00023999999999999578
mnist,mlp2,4,128,input_noise,activation,observed,0.0,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,greedy_soup,0.9262400000000002,0.00233562794441599,0.66581,0.0,0.027799999999999984
mnist,mlp2,4,128,input_noise,activation,observed,0.0,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,random_branch_ensemble_2,0.91053,0.0038782931677139596,0.6501,-0.015709999999999995,0.01208999999999999
mnist,mlp2,4,128,input_noise,activation,observed,0.0,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,twisted_rank_lift_2,0.9117599999999998,0.005034449742576264,0.6513300000000001,-0.014479999999999998,0.013319999999999988
mnist,mlp2,4,128,input_noise,activation,observed,0.0,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,validation_branch_ensemble_2,0.9234600000000002,0.001719363407286484,0.6630300000000001,-0.002779999999999988,0.025019999999999997
mnist,mlp2,4,128,input_noise,activation,observed,0.0,mnist_mlp2_N4_W128_input_noise_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,weight_average,0.26043,0.0632295492213636,0.0,-0.66581,-0.6380100000000001
mnist,mlp2,4,128,none,activation,injected_noise,0.15,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,c2m3_cluster_branch_ensemble_2,0.92239,0.008893161180900385,0.6763699999999999,-0.009899999999999987,0.06972000000000003
mnist,mlp2,4,128,none,activation,injected_noise,0.15,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,c2m3_synchronized,0.8526700000000002,0.02299888097964311,0.6066499999999999,-0.07962,0.0
mnist,mlp2,4,128,none,activation,injected_noise,0.15,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,ensemble_upper_bound,0.9323099999999999,0.0012623703685402429,0.6862900000000001,2.000000000000335e-05,0.07964
mnist,mlp2,4,128,none,activation,injected_noise,0.15,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,git_rebasin_pairwise_ref0,0.84766,0.03197387749562544,0.60164,-0.08463000000000001,-0.0050100000000000144
mnist,mlp2,4,128,none,activation,injected_noise,0.15,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,greedy_soup,0.9322899999999998,0.002131937591660912,0.6862700000000002,0.0,0.07962
mnist,mlp2,4,128,none,activation,injected_noise,0.15,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,random_branch_ensemble_2,0.90973,0.005757658515312214,0.66371,-0.022560000000000007,0.05706
mnist,mlp2,4,128,none,activation,injected_noise,0.15,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,twisted_rank_lift_2,0.91708,0.010351994468395173,0.67106,-0.015209999999999996,0.06441000000000001
mnist,mlp2,4,128,none,activation,injected_noise,0.15,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,validation_branch_ensemble_2,0.9326099999999998,0.001677686376814021,0.68659,0.0003200000000000092,0.07994000000000001
mnist,mlp2,4,128,none,activation,injected_noise,0.15,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,weight_average,0.24602,0.048429173460893,0.0,-0.6862700000000002,-0.6066499999999999
mnist,mlp2,4,128,none,activation,observed,0.0,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,c2m3_cluster_branch_ensemble_2,0.9244900000000001,0.004665878379537096,0.6784699999999999,-0.007800000000000013,0.02310999999999998
mnist,mlp2,4,128,none,activation,observed,0.0,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,c2m3_synchronized,0.90138,0.009692080326360888,0.65536,-0.030909999999999993,0.0
mnist,mlp2,4,128,none,activation,observed,0.0,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,ensemble_upper_bound,0.9323099999999999,0.0012623703685402429,0.6862900000000001,2.000000000000335e-05,0.030929999999999996
mnist,mlp2,4,128,none,activation,observed,0.0,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,git_rebasin_pairwise_ref0,0.90251,0.006921051030618193,0.6564899999999999,-0.02978000000000001,0.001129999999999981
mnist,mlp2,4,128,none,activation,observed,0.0,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,greedy_soup,0.9322899999999998,0.002131937591660912,0.6862700000000002,0.0,0.030909999999999993
mnist,mlp2,4,128,none,activation,observed,0.0,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,random_branch_ensemble_2,0.9189900000000002,0.003582104644508676,0.67297,-0.013300000000000011,0.01760999999999998
mnist,mlp2,4,128,none,activation,observed,0.0,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,twisted_rank_lift_2,0.9223800000000001,0.004320282641826023,0.6763599999999999,-0.009910000000000007,0.020999999999999984
mnist,mlp2,4,128,none,activation,observed,0.0,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,validation_branch_ensemble_2,0.9326099999999998,0.001677686376814021,0.68659,0.0003200000000000092,0.03123
mnist,mlp2,4,128,none,activation,observed,0.0,mnist_mlp2_N4_W128_none_activation,20,20,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,weight_average,0.24602,0.048429173460893,0.0,-0.6862700000000002,-0.65536
