setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,group_source,group_name,inferred_group_order,coefficient_group,coefficient_modulus,h2_exact,h2_method,h2_dimension,h2_size,class_orders_json,skipped_reason
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4205,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4205,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4205,fashion_mnist,mlp,3.0,64,none,monomial_activation,4205,real_fixed_setting_triangle_maps,inferred_residual_group,46,Z/2Z,2,False,skipped_large_group,,,[],group order 46 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4206,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4206,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4206,fashion_mnist,mlp,3.0,64,none,monomial_activation,4206,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4207,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4207,real_fixed_setting_triangle_maps,inferred_residual_group,222,Z/2Z,2,False,skipped_large_group,,,[],group order 222 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4207,fashion_mnist,mlp,3.0,64,none,monomial_activation,4207,real_fixed_setting_triangle_maps,inferred_residual_group,246,Z/2Z,2,False,skipped_large_group,,,[],group order 246 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4208,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4208,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4208,fashion_mnist,mlp,3.0,64,none,monomial_activation,4208,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4209,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4209,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4209,fashion_mnist,mlp,3.0,64,none,monomial_activation,4209,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4210,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4210,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4210,fashion_mnist,mlp,3.0,64,none,monomial_activation,4210,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4211,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4211,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4211,fashion_mnist,mlp,3.0,64,none,monomial_activation,4211,real_fixed_setting_triangle_maps,inferred_residual_group,30,Z/2Z,2,True,normalized_cochains_mod_prime,1.0,2.0,[2],
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4212,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4212,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4212,fashion_mnist,mlp,3.0,64,none,monomial_activation,4212,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4213,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4213,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4213,fashion_mnist,mlp,3.0,64,none,monomial_activation,4213,real_fixed_setting_triangle_maps,inferred_residual_group,150,Z/2Z,2,False,skipped_large_group,,,[],group order 150 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4214,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4214,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4214,fashion_mnist,mlp,3.0,64,none,monomial_activation,4214,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4215,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4215,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4215,fashion_mnist,mlp,3.0,64,none,monomial_activation,4215,real_fixed_setting_triangle_maps,inferred_residual_group,132,Z/2Z,2,False,skipped_large_group,,,[],group order 132 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4216,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4216,real_fixed_setting_triangle_maps,inferred_residual_group,48,Z/2Z,2,False,skipped_large_group,,,[],group order 48 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4216,fashion_mnist,mlp,3.0,64,none,monomial_activation,4216,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4217,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4217,real_fixed_setting_triangle_maps,inferred_residual_group,252,Z/2Z,2,False,skipped_large_group,,,[],group order 252 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4217,fashion_mnist,mlp,3.0,64,none,monomial_activation,4217,real_fixed_setting_triangle_maps,inferred_residual_group,48,Z/2Z,2,False,skipped_large_group,,,[],group order 48 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4218,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4218,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4218,fashion_mnist,mlp,3.0,64,none,monomial_activation,4218,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4219,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4219,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4219,fashion_mnist,mlp,3.0,64,none,monomial_activation,4219,real_fixed_setting_triangle_maps,inferred_residual_group,84,Z/2Z,2,False,skipped_large_group,,,[],group order 84 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4220,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4220,real_fixed_setting_triangle_maps,inferred_residual_group,36,Z/2Z,2,False,skipped_large_group,,,[],group order 36 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4220,fashion_mnist,mlp,3.0,64,none,monomial_activation,4220,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4221,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4221,real_fixed_setting_triangle_maps,inferred_residual_group,132,Z/2Z,2,False,skipped_large_group,,,[],group order 132 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4221,fashion_mnist,mlp,3.0,64,none,monomial_activation,4221,real_fixed_setting_triangle_maps,inferred_residual_group,164,Z/2Z,2,False,skipped_large_group,,,[],group order 164 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4222,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4222,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4222,fashion_mnist,mlp,3.0,64,none,monomial_activation,4222,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4223,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4223,fashion_mnist,mlp,3.0,64,none,monomial_activation,4223,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4224,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4224,real_fixed_setting_triangle_maps,inferred_residual_group,36,Z/2Z,2,False,skipped_large_group,,,[],group order 36 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3.0,64,none,monomial_activation,4224,real_fixed_setting_triangle_maps,inferred_residual_group,84,Z/2Z,2,False,skipped_large_group,,,[],group order 84 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4225,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4225,fashion_mnist,mlp,3.0,64,none,monomial_activation,4225,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4226,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4226,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4226,fashion_mnist,mlp,3.0,64,none,monomial_activation,4226,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4227,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4227,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4227,fashion_mnist,mlp,3.0,64,none,monomial_activation,4227,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4228,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4228,real_fixed_setting_triangle_maps,inferred_residual_group,240,Z/2Z,2,False,skipped_large_group,,,[],group order 240 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4228,fashion_mnist,mlp,3.0,64,none,monomial_activation,4228,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4229,fashion_mnist,mlp,3.0,64,input_noise,monomial_activation,4229,real_fixed_setting_triangle_maps,inferred_residual_group,90,Z/2Z,2,False,skipped_large_group,,,[],group order 90 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4229,fashion_mnist,mlp,3.0,64,none,monomial_activation,4229,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4200,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4200,real_fixed_setting_triangle_maps,inferred_residual_group,45,Z/2Z,2,False,skipped_large_group,,,[],group order 45 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4200,fashion_mnist,mlp,3.0,64,none,monomial_weight,4200,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4201,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4201,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4201,fashion_mnist,mlp,3.0,64,none,monomial_weight,4201,real_fixed_setting_triangle_maps,inferred_residual_group,123,Z/2Z,2,False,skipped_large_group,,,[],group order 123 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4202,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4202,real_fixed_setting_triangle_maps,inferred_residual_group,54,Z/2Z,2,False,skipped_large_group,,,[],group order 54 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4202,fashion_mnist,mlp,3.0,64,none,monomial_weight,4202,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4203,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4203,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4203,fashion_mnist,mlp,3.0,64,none,monomial_weight,4203,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4204,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4204,real_fixed_setting_triangle_maps,inferred_residual_group,47,Z/2Z,2,False,skipped_large_group,,,[],group order 47 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4204,fashion_mnist,mlp,3.0,64,none,monomial_weight,4204,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4205,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4205,real_fixed_setting_triangle_maps,inferred_residual_group,54,Z/2Z,2,False,skipped_large_group,,,[],group order 54 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4205,fashion_mnist,mlp,3.0,64,none,monomial_weight,4205,real_fixed_setting_triangle_maps,inferred_residual_group,46,Z/2Z,2,False,skipped_large_group,,,[],group order 46 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4206,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4206,real_fixed_setting_triangle_maps,inferred_residual_group,51,Z/2Z,2,False,skipped_large_group,,,[],group order 51 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4206,fashion_mnist,mlp,3.0,64,none,monomial_weight,4206,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4207,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4207,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4207,fashion_mnist,mlp,3.0,64,none,monomial_weight,4207,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4208,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4208,real_fixed_setting_triangle_maps,inferred_residual_group,92,Z/2Z,2,False,skipped_large_group,,,[],group order 92 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4208,fashion_mnist,mlp,3.0,64,none,monomial_weight,4208,real_fixed_setting_triangle_maps,inferred_residual_group,45,Z/2Z,2,False,skipped_large_group,,,[],group order 45 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4209,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4209,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4209,fashion_mnist,mlp,3.0,64,none,monomial_weight,4209,real_fixed_setting_triangle_maps,inferred_residual_group,84,Z/2Z,2,False,skipped_large_group,,,[],group order 84 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4210,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4210,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4210,fashion_mnist,mlp,3.0,64,none,monomial_weight,4210,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4211,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4211,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4211,fashion_mnist,mlp,3.0,64,none,monomial_weight,4211,real_fixed_setting_triangle_maps,inferred_residual_group,210,Z/2Z,2,False,skipped_large_group,,,[],group order 210 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4212,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4212,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
