setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,model_index,local_seed,val_loss,val_accuracy,test_loss,test_accuracy,checkpoint_saved,checkpoint_path,checkpoint_metadata_json,preregistration_role,setting_description
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4027,fashion_mnist,mlp2,3,128,none,activation,4027,0,9066,0.4234288177490234,0.8615,0.4804624852657318,0.832,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4027,""gamma"":0.5,""local_seed"":9066,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4027,fashion_mnist,mlp2,3,128,none,activation,4027,1,10075,0.42282394218444824,0.8585,0.4812637665271759,0.8296,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4027,""gamma"":0.5,""local_seed"":10075,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4027,fashion_mnist,mlp2,3,128,none,activation,4027,2,11084,0.4267484016418457,0.8565,0.48048224925994876,0.8326,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4027,""gamma"":0.5,""local_seed"":11084,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4027,fashion_mnist,mlp2,3,128,none,weight,4027,0,9066,0.4234288177490234,0.8615,0.4804624852657318,0.832,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4027,""gamma"":0.5,""local_seed"":9066,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4027,fashion_mnist,mlp2,3,128,none,weight,4027,1,10075,0.42282394218444824,0.8585,0.4812637665271759,0.8296,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4027,""gamma"":0.5,""local_seed"":10075,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4027,fashion_mnist,mlp2,3,128,none,weight,4027,2,11084,0.4267484016418457,0.8565,0.48048224925994876,0.8326,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4027,""gamma"":0.5,""local_seed"":11084,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4028,fashion_mnist,mlp2,3,128,none,activation,4028,0,9067,0.4250699672698975,0.856,0.4843811007022858,0.832,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4028,""gamma"":0.5,""local_seed"":9067,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4028,fashion_mnist,mlp2,3,128,none,activation,4028,1,10076,0.42697475814819336,0.8615,0.48242947554588317,0.833,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4028,""gamma"":0.5,""local_seed"":10076,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4028,fashion_mnist,mlp2,3,128,none,activation,4028,2,11085,0.4293785438537598,0.8555,0.4851983637332916,0.8316,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4028,""gamma"":0.5,""local_seed"":11085,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4028,fashion_mnist,mlp2,3,128,none,weight,4028,0,9067,0.4250699672698975,0.856,0.4843811007022858,0.832,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4028,""gamma"":0.5,""local_seed"":9067,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4028,fashion_mnist,mlp2,3,128,none,weight,4028,1,10076,0.42697475814819336,0.8615,0.48242947554588317,0.833,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4028,""gamma"":0.5,""local_seed"":10076,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4028,fashion_mnist,mlp2,3,128,none,weight,4028,2,11085,0.4293785438537598,0.8555,0.4851983637332916,0.8316,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4028,""gamma"":0.5,""local_seed"":11085,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4029,fashion_mnist,mlp2,3,128,none,activation,4029,0,9068,0.42368809700012205,0.8545,0.47750574159622194,0.832,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4029,""gamma"":0.5,""local_seed"":9068,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4029,fashion_mnist,mlp2,3,128,none,activation,4029,1,10077,0.4245046615600586,0.861,0.48016494703292845,0.834,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4029,""gamma"":0.5,""local_seed"":10077,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4029,fashion_mnist,mlp2,3,128,none,activation,4029,2,11086,0.42197147369384763,0.86,0.48229957036972043,0.831,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4029,""gamma"":0.5,""local_seed"":11086,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4029,fashion_mnist,mlp2,3,128,none,weight,4029,0,9068,0.42368809700012205,0.8545,0.47750574159622194,0.832,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4029,""gamma"":0.5,""local_seed"":9068,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4029,fashion_mnist,mlp2,3,128,none,weight,4029,1,10077,0.4245046615600586,0.861,0.48016494703292845,0.834,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4029,""gamma"":0.5,""local_seed"":10077,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4029,fashion_mnist,mlp2,3,128,none,weight,4029,2,11086,0.42197147369384763,0.86,0.48229957036972043,0.831,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4029,""gamma"":0.5,""local_seed"":11086,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4030,fashion_mnist,mlp2,3,128,none,activation,4030,0,9069,0.42380499839782715,0.8575,0.4824310380935669,0.8308,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4030,""gamma"":0.5,""local_seed"":9069,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4030,fashion_mnist,mlp2,3,128,none,activation,4030,1,10078,0.42504827499389647,0.858,0.4802024191379547,0.8286,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4030,""gamma"":0.5,""local_seed"":10078,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4030,fashion_mnist,mlp2,3,128,none,activation,4030,2,11087,0.42842640495300294,0.854,0.4816789255142212,0.8312,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4030,""gamma"":0.5,""local_seed"":11087,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4030,fashion_mnist,mlp2,3,128,none,weight,4030,0,9069,0.42380499839782715,0.8575,0.4824310380935669,0.8308,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4030,""gamma"":0.5,""local_seed"":9069,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4030,fashion_mnist,mlp2,3,128,none,weight,4030,1,10078,0.42504827499389647,0.858,0.4802024191379547,0.8286,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4030,""gamma"":0.5,""local_seed"":10078,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4030,fashion_mnist,mlp2,3,128,none,weight,4030,2,11087,0.42842640495300294,0.854,0.4816789255142212,0.8312,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4030,""gamma"":0.5,""local_seed"":11087,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4031,fashion_mnist,mlp2,3,128,none,activation,4031,0,9070,0.4217283344268799,0.8575,0.47803318037986753,0.8316,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4031,""gamma"":0.5,""local_seed"":9070,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4031,fashion_mnist,mlp2,3,128,none,activation,4031,1,10079,0.428207067489624,0.8575,0.48524819602966307,0.829,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4031,""gamma"":0.5,""local_seed"":10079,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4031,fashion_mnist,mlp2,3,128,none,activation,4031,2,11088,0.42584738159179686,0.8555,0.4830363815784454,0.833,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4031,""gamma"":0.5,""local_seed"":11088,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4031,fashion_mnist,mlp2,3,128,none,weight,4031,0,9070,0.4217283344268799,0.8575,0.47803318037986753,0.8316,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4031,""gamma"":0.5,""local_seed"":9070,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4031,fashion_mnist,mlp2,3,128,none,weight,4031,1,10079,0.428207067489624,0.8575,0.48524819602966307,0.829,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4031,""gamma"":0.5,""local_seed"":10079,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4031,fashion_mnist,mlp2,3,128,none,weight,4031,2,11088,0.42584738159179686,0.8555,0.4830363815784454,0.833,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4031,""gamma"":0.5,""local_seed"":11088,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4032,fashion_mnist,mlp2,3,128,none,activation,4032,0,9071,0.42503410720825197,0.8555,0.47962729454040526,0.8298,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4032,""gamma"":0.5,""local_seed"":9071,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4032,fashion_mnist,mlp2,3,128,none,activation,4032,1,10080,0.4236428737640381,0.8625,0.48594612321853636,0.8306,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4032,""gamma"":0.5,""local_seed"":10080,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4032,fashion_mnist,mlp2,3,128,none,activation,4032,2,11089,0.42716110038757327,0.856,0.4830034582614899,0.833,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4032,""gamma"":0.5,""local_seed"":11089,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4032,fashion_mnist,mlp2,3,128,none,weight,4032,0,9071,0.42503410720825197,0.8555,0.47962729454040526,0.8298,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4032,""gamma"":0.5,""local_seed"":9071,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4032,fashion_mnist,mlp2,3,128,none,weight,4032,1,10080,0.4236428737640381,0.8625,0.48594612321853636,0.8306,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4032,""gamma"":0.5,""local_seed"":10080,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4032,fashion_mnist,mlp2,3,128,none,weight,4032,2,11089,0.42716110038757327,0.856,0.4830034582614899,0.833,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4032,""gamma"":0.5,""local_seed"":11089,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
