setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,model_index,local_seed,val_loss,val_accuracy,test_loss,test_accuracy,checkpoint_saved,checkpoint_path,checkpoint_metadata_json,preregistration_role,setting_description
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4009,fashion_mnist,mlp2,4,128,none,activation,4009,2,11167,0.4251029624938965,0.8555,0.4779966453075409,0.8336,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4009,""gamma"":0.5,""local_seed"":11167,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4009,fashion_mnist,mlp2,4,128,none,activation,4009,3,12176,0.4201062068939209,0.859,0.4801607539176941,0.831,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4009,""gamma"":0.5,""local_seed"":12176,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":3,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4010,fashion_mnist,mlp2,4,128,none,activation,4010,0,9150,0.4320060176849365,0.8595,0.48593845171928407,0.8314,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4010,""gamma"":0.5,""local_seed"":9150,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4010,fashion_mnist,mlp2,4,128,none,activation,4010,1,10159,0.4167410612106323,0.86,0.47339530673027036,0.8368,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4010,""gamma"":0.5,""local_seed"":10159,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4010,fashion_mnist,mlp2,4,128,none,activation,4010,2,11168,0.4148443202972412,0.862,0.4733144755363464,0.8332,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4010,""gamma"":0.5,""local_seed"":11168,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4010,fashion_mnist,mlp2,4,128,none,activation,4010,3,12177,0.422508264541626,0.8635,0.4836756477355957,0.8304,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4010,""gamma"":0.5,""local_seed"":12177,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":3,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4011,fashion_mnist,mlp2,4,128,none,activation,4011,0,9151,0.4246790733337402,0.86,0.48574265785217285,0.8314,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4011,""gamma"":0.5,""local_seed"":9151,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4011,fashion_mnist,mlp2,4,128,none,activation,4011,1,10160,0.4201437187194824,0.8605,0.4779794755935669,0.8336,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4011,""gamma"":0.5,""local_seed"":10160,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4011,fashion_mnist,mlp2,4,128,none,activation,4011,2,11169,0.4201543064117432,0.856,0.47972308025360105,0.8316,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4011,""gamma"":0.5,""local_seed"":11169,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4011,fashion_mnist,mlp2,4,128,none,activation,4011,3,12178,0.4276172180175781,0.861,0.4809237614631653,0.8326,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4011,""gamma"":0.5,""local_seed"":12178,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":3,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4012,fashion_mnist,mlp2,4,128,none,activation,4012,0,9152,0.4330189418792725,0.857,0.4851168229579926,0.8314,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4012,""gamma"":0.5,""local_seed"":9152,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4012,fashion_mnist,mlp2,4,128,none,activation,4012,1,10161,0.4186385650634766,0.8585,0.47561497983932494,0.8362,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4012,""gamma"":0.5,""local_seed"":10161,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4012,fashion_mnist,mlp2,4,128,none,activation,4012,2,11170,0.42202685546875,0.858,0.47771168384552004,0.8312,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4012,""gamma"":0.5,""local_seed"":11170,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4012,fashion_mnist,mlp2,4,128,none,activation,4012,3,12179,0.42303362464904787,0.862,0.4787258721351624,0.8298,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4012,""gamma"":0.5,""local_seed"":12179,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":3,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4013,fashion_mnist,mlp2,4,128,none,activation,4013,0,9153,0.4238862438201904,0.859,0.47704754366874697,0.833,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4013,""gamma"":0.5,""local_seed"":9153,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4013,fashion_mnist,mlp2,4,128,none,activation,4013,1,10162,0.42360879135131835,0.8615,0.4807792765617371,0.8316,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4013,""gamma"":0.5,""local_seed"":10162,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4013,fashion_mnist,mlp2,4,128,none,activation,4013,2,11171,0.4188947448730469,0.8575,0.47676254987716676,0.8326,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4013,""gamma"":0.5,""local_seed"":11171,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4013,fashion_mnist,mlp2,4,128,none,activation,4013,3,12180,0.42241718101501463,0.858,0.4775983753204346,0.8328,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4013,""gamma"":0.5,""local_seed"":12180,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":3,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4014,fashion_mnist,mlp2,4,128,none,activation,4014,0,9154,0.4274829502105713,0.855,0.480998717880249,0.8316,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4014,""gamma"":0.5,""local_seed"":9154,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4014,fashion_mnist,mlp2,4,128,none,activation,4014,1,10163,0.4307297248840332,0.858,0.4847230117321014,0.8304,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4014,""gamma"":0.5,""local_seed"":10163,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4014,fashion_mnist,mlp2,4,128,none,activation,4014,2,11172,0.4345093269348145,0.856,0.48772997655868533,0.829,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4014,""gamma"":0.5,""local_seed"":11172,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4014,fashion_mnist,mlp2,4,128,none,activation,4014,3,12181,0.42566159057617187,0.859,0.4812699409008026,0.831,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4014,""gamma"":0.5,""local_seed"":12181,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":3,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4015,fashion_mnist,mlp2,4,128,none,activation,4015,0,9155,0.41985732269287107,0.8575,0.4785442707061768,0.8314,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4015,""gamma"":0.5,""local_seed"":9155,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4015,fashion_mnist,mlp2,4,128,none,activation,4015,1,10164,0.41745350646972657,0.856,0.4741549197673798,0.834,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4015,""gamma"":0.5,""local_seed"":10164,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4015,fashion_mnist,mlp2,4,128,none,activation,4015,2,11173,0.4206324005126953,0.862,0.47817387046813964,0.835,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4015,""gamma"":0.5,""local_seed"":11173,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4015,fashion_mnist,mlp2,4,128,none,activation,4015,3,12182,0.42020592498779297,0.858,0.4775582250595093,0.8334,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4015,""gamma"":0.5,""local_seed"":12182,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":3,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4016,fashion_mnist,mlp2,4,128,none,activation,4016,0,9156,0.41832766532897947,0.8625,0.4765314179897308,0.8338,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4016,""gamma"":0.5,""local_seed"":9156,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4016,fashion_mnist,mlp2,4,128,none,activation,4016,1,10165,0.4267634906768799,0.8605,0.4794910402774811,0.832,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4016,""gamma"":0.5,""local_seed"":10165,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4016,fashion_mnist,mlp2,4,128,none,activation,4016,2,11174,0.42944822692871093,0.859,0.482241123008728,0.8326,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4016,""gamma"":0.5,""local_seed"":11174,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4016,fashion_mnist,mlp2,4,128,none,activation,4016,3,12183,0.42620774459838867,0.857,0.481469011926651,0.8294,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4016,""gamma"":0.5,""local_seed"":12183,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":3,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4017,fashion_mnist,mlp2,4,128,none,activation,4017,0,9157,0.42152756690979004,0.8575,0.47707766790390016,0.8336,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4017,""gamma"":0.5,""local_seed"":9157,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4017,fashion_mnist,mlp2,4,128,none,activation,4017,1,10166,0.4244535598754883,0.8565,0.48198300514221193,0.8354,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4017,""gamma"":0.5,""local_seed"":10166,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4017,fashion_mnist,mlp2,4,128,none,activation,4017,2,11175,0.42394438171386717,0.8605,0.4795772808074951,0.8336,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4017,""gamma"":0.5,""local_seed"":11175,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4017,fashion_mnist,mlp2,4,128,none,activation,4017,3,12184,0.4347276954650879,0.852,0.48627409553527834,0.8302,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4017,""gamma"":0.5,""local_seed"":12184,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":3,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4018,fashion_mnist,mlp2,4,128,none,activation,4018,0,9158,0.4155250492095947,0.8605,0.4753184817314148,0.8344,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4018,""gamma"":0.5,""local_seed"":9158,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4018,fashion_mnist,mlp2,4,128,none,activation,4018,1,10167,0.42108568572998045,0.8595,0.47440202832221984,0.8364,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4018,""gamma"":0.5,""local_seed"":10167,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":4,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Fashion-MNIST N=4 no-shift activation control.
