source,setting_id,diagnostic_level,n_models,width,seed,block_size,partition_method,block_assignment,triangle,cycle_score,centrality_score,phase_residual,detected_order_d,scalar_projective_candidate,residual_type,pairwise_feature_alignment_residual,global_feature_alignment_residual,global_sync_residual,max_global_sync_residual,accepted_global_sync,permutation_centrality,pairwise_block_centrality,global_block_centrality,improvement_permutation_to_pairwise_block,improvement_permutation_to_global_block,improvement_pairwise_block_to_global_block,remains_noncentral,expected_outcome,merge_evaluated,block_merge_notes,c2m3_accuracy,monomial_accuracy,greedy_soup_accuracy,ensemble_accuracy
real_mnist,mnist_mlp_N3_W16_S1700,global_block_synchronization,3,16,1700,2,activation_correlation,"2,0,1,3,4,2,5,4,6,5,7,0,1,7,6,3",0-1-2,4.542696095891199e-16,4.542696095891199e-16,0.0,1,False,gauge_trivial,0.8119833934584196,0.8314060617551192,0.1179506364780069,1.4142135623730954,True,0.9921567416492215,0.6872066946421396,4.542696095891199e-16,0.30495004700708195,0.9921567416492211,0.6872066946421391,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W16_S1700,pairwise_block_procrustes,3,16,1700,2,output_weight_similarity,"1,1,6,5,3,2,6,0,4,7,7,4,3,5,2,0",0-1-2,0.9215831860691275,0.8179127917905186,0.0,1,False,noncentral_holonomy,0.7695013080658722,0.7834399109017417,0.16665683603559062,1.4142135623730954,False,0.9921567416492215,0.8179127917905186,4.3160255246294517e-16,0.17424394985870295,0.9921567416492211,0.8179127917905181,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W16_S1700,global_block_synchronization,3,16,1700,2,output_weight_similarity,"1,1,6,5,3,2,6,0,4,7,7,4,3,5,2,0",0-1-2,4.3160255246294517e-16,4.3160255246294517e-16,0.0,1,False,gauge_trivial,0.7695013080658722,0.7834399109017417,0.16665683603559062,1.4142135623730954,False,0.9921567416492215,0.8179127917905186,4.3160255246294517e-16,0.17424394985870295,0.9921567416492211,0.8179127917905181,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W16_S1700,pairwise_block_procrustes,3,16,1700,4,contiguous,"0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3",0-1-2,1.0254954555224267,0.8804281732508943,0.0,1,False,noncentral_holonomy,0.7139160346820201,0.7283999755989131,0.3007920925344454,1.0046633834092775,False,0.9921567416492215,0.8804281732508943,9.17054061460387e-16,0.11172856839832723,0.9921567416492206,0.8804281732508934,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W16_S1700,global_block_synchronization,3,16,1700,4,contiguous,"0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3",0-1-2,9.419185051299741e-16,9.17054061460387e-16,0.0,1,False,gauge_trivial,0.7139160346820201,0.7283999755989131,0.3007920925344454,1.0046633834092775,False,0.9921567416492215,0.8804281732508943,9.17054061460387e-16,0.11172856839832723,0.9921567416492206,0.8804281732508934,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W16_S1700,pairwise_block_procrustes,3,16,1700,4,activation_correlation,"2,0,1,3,1,0,2,1,0,2,3,0,1,3,3,2",0-1-2,0.9107516984639186,0.8108415957063253,0.0,1,False,noncentral_holonomy,0.7386815194788796,0.7537616331837383,0.22656416636676383,1.0017929245802262,False,0.9921567416492215,0.8108415957063253,1.0238917949510293e-15,0.18131514594289622,0.9921567416492205,0.8108415957063243,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W16_S1700,global_block_synchronization,3,16,1700,4,activation_correlation,"2,0,1,3,1,0,2,1,0,2,3,0,1,3,3,2",0-1-2,1.0238917949510293e-15,1.0238917949510293e-15,0.0,1,False,gauge_trivial,0.7386815194788796,0.7537616331837383,0.22656416636676383,1.0017929245802262,False,0.9921567416492215,0.8108415957063253,1.0238917949510293e-15,0.18131514594289622,0.9921567416492205,0.8108415957063243,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W16_S1700,pairwise_block_procrustes,3,16,1700,4,output_weight_similarity,"1,1,2,3,2,0,2,0,1,1,0,3,2,3,3,0",0-1-2,0.7870367010474363,0.7235360311141957,0.0,1,False,noncentral_holonomy,0.7265949999054331,0.7384381929821028,0.17056613194202697,1.000407767468594,False,0.9921567416492215,0.7235360311141957,8.530440899998021e-16,0.2686207105350258,0.9921567416492206,0.7235360311141948,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W16_S1700,global_block_synchronization,3,16,1700,4,output_weight_similarity,"1,1,2,3,2,0,2,0,1,1,0,3,2,3,3,0",0-1-2,8.530440899998021e-16,8.530440899998021e-16,0.0,1,False,gauge_trivial,0.7265949999054331,0.7384381929821028,0.17056613194202697,1.000407767468594,False,0.9921567416492215,0.7235360311141957,8.530440899998021e-16,0.2686207105350258,0.9921567416492206,0.7235360311141948,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W16_S1700,pairwise_block_procrustes,3,16,1700,8,contiguous,"0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1",0-1-2,0.6934305879772162,0.6504173784114013,0.0,1,False,noncentral_holonomy,0.6026625687732308,0.6065053059926347,0.16508088527537876,0.7169184565137473,False,0.9921567416492215,0.6504173784114013,1.3574923867328208e-15,0.34173936323782017,0.9921567416492202,0.6504173784114,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W16_S1700,global_block_synchronization,3,16,1700,8,contiguous,"0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1",0-1-2,1.4692304417337251e-15,1.3574923867328208e-15,0.0,1,False,gauge_trivial,0.6026625687732308,0.6065053059926347,0.16508088527537876,0.7169184565137473,False,0.9921567416492215,0.6504173784114013,1.3574923867328208e-15,0.34173936323782017,0.9921567416492202,0.6504173784114,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W16_S1700,pairwise_block_procrustes,3,16,1700,8,activation_correlation,"1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1",0-1-2,0.8615633297421058,0.7775231515736544,0.0,1,False,noncentral_holonomy,0.6095659706804796,0.6130108837935838,0.23071316846764262,0.7410579755092577,False,0.9921567416492215,0.7775231515736544,1.3198637117326267e-15,0.21463359007556715,0.9921567416492202,0.777523151573653,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W16_S1700,global_block_synchronization,3,16,1700,8,activation_correlation,"1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1",0-1-2,1.3314860482403945e-15,1.3198637117326267e-15,0.0,1,False,gauge_trivial,0.6095659706804796,0.6130108837935838,0.23071316846764262,0.7410579755092577,False,0.9921567416492215,0.7775231515736544,1.3198637117326267e-15,0.21463359007556715,0.9921567416492202,0.777523151573653,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W16_S1700,pairwise_block_procrustes,3,16,1700,8,output_weight_similarity,"1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0",0-1-2,0.8577216648020783,0.7748405090865124,0.0,1,False,noncentral_holonomy,0.5710580100522527,0.576499708896047,0.19665180330391113,0.7170037518410721,False,0.9921567416492215,0.7748405090865124,1.2947005403680251e-15,0.21731623256270916,0.9921567416492202,0.774840509086511,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W16_S1700,global_block_synchronization,3,16,1700,8,output_weight_similarity,"1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0",0-1-2,1.2947005403680251e-15,1.2947005403680251e-15,0.0,1,False,gauge_trivial,0.5710580100522527,0.576499708896047,0.19665180330391113,0.7170037518410721,False,0.9921567416492215,0.7748405090865124,1.2947005403680251e-15,0.21731623256270916,0.9921567416492202,0.774840509086511,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.497,0.555,0.709,0.731
real_mnist,mnist_mlp_N3_W32_S1700,permutation,3,32,1700,0,none,,0-1-2,1.299038105676658,0.9877175393299442,0.0,1,False,noncentral_holonomy,,,,,False,0.9877175393299442,,,,,,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,monomial_positive_scale,3,32,1700,0,none,,0-1-2,1.0205076693917114,0.4678797829613902,0.0,1,False,noncentral_holonomy,,,,,False,0.9877175393299442,,,,,,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,low_rank_GL,3,32,1700,0,none,,0-1-2,0.8347910927668714,0.5053409408047296,0.0,1,False,noncentral_holonomy,,,,,False,0.9877175393299442,,,,,,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,pairwise_block_procrustes,3,32,1700,2,contiguous,"0,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15",0-1-2,0.39515320662960624,0.3873637295271282,0.0,1,False,noncentral_holonomy,0.7012719654475315,0.7070412664577105,0.047391607740685626,1.414213562373095,True,0.9877175393299442,0.3873637295271282,4.687279646610314e-16,0.600353809802816,0.9877175393299438,0.3873637295271278,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,global_block_synchronization,3,32,1700,2,contiguous,"0,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15",0-1-2,4.687279646610314e-16,4.687279646610314e-16,0.0,1,False,gauge_trivial,0.7012719654475315,0.7070412664577105,0.047391607740685626,1.414213562373095,True,0.9877175393299442,0.3873637295271282,4.687279646610314e-16,0.600353809802816,0.9877175393299438,0.3873637295271278,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,pairwise_block_procrustes,3,32,1700,2,activation_correlation,"8,7,5,10,14,1,15,3,4,10,3,2,14,0,12,2,1,9,13,4,11,5,7,11,6,12,13,6,0,15,8,9",0-1-2,0.7202866264460351,0.6719532257447794,0.0,1,False,noncentral_holonomy,0.6912053429376136,0.7019079027748859,0.10018227614078118,1.414213562373095,True,0.9877175393299442,0.6719532257447794,4.2501670651602633e-16,0.31576431358516477,0.9877175393299438,0.671953225744779,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,global_block_synchronization,3,32,1700,2,activation_correlation,"8,7,5,10,14,1,15,3,4,10,3,2,14,0,12,2,1,9,13,4,11,5,7,11,6,12,13,6,0,15,8,9",0-1-2,4.38400251464405e-16,4.2501670651602633e-16,0.0,1,False,gauge_trivial,0.6912053429376136,0.7019079027748859,0.10018227614078118,1.414213562373095,True,0.9877175393299442,0.6719532257447794,4.2501670651602633e-16,0.31576431358516477,0.9877175393299438,0.671953225744779,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,pairwise_block_procrustes,3,32,1700,2,output_weight_similarity,"6,14,2,9,7,1,15,1,10,9,6,13,11,0,12,2,3,5,14,4,12,13,7,3,15,4,8,11,0,8,10,5",0-1-2,0.6562426581075687,0.6199101689703246,0.0,1,False,noncentral_holonomy,0.7085130881869778,0.7192268907625884,0.09269362993090215,1.414213562373095,True,0.9877175393299442,0.6199101689703246,3.230597609731347e-16,0.36780737035961963,0.9877175393299439,0.6199101689703242,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,global_block_synchronization,3,32,1700,2,output_weight_similarity,"6,14,2,9,7,1,15,1,10,9,6,13,11,0,12,2,3,5,14,4,12,13,7,3,15,4,8,11,0,8,10,5",0-1-2,3.230597609731347e-16,3.230597609731347e-16,0.0,1,False,gauge_trivial,0.7085130881869778,0.7192268907625884,0.09269362993090215,1.414213562373095,True,0.9877175393299442,0.6199101689703246,3.230597609731347e-16,0.36780737035961963,0.9877175393299439,0.6199101689703242,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,pairwise_block_procrustes,3,32,1700,4,contiguous,"0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7",0-1-2,0.6648387277768237,0.6270304665012645,0.0,1,False,noncentral_holonomy,0.6413385051397875,0.6454733810428924,0.1370761609000691,1.0077751606524123,True,0.9877175393299442,0.6270304665012645,8.993999503267334e-16,0.36068707282867973,0.9877175393299433,0.6270304665012636,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,global_block_synchronization,3,32,1700,4,contiguous,"0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7",0-1-2,9.16370639947574e-16,8.993999503267334e-16,0.0,1,False,gauge_trivial,0.6413385051397875,0.6454733810428924,0.1370761609000691,1.0077751606524123,True,0.9877175393299442,0.6270304665012645,8.993999503267334e-16,0.36068707282867973,0.9877175393299433,0.6270304665012636,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,pairwise_block_procrustes,3,32,1700,4,activation_correlation,"4,2,4,7,3,1,1,2,3,1,5,0,6,0,7,0,1,6,2,3,5,4,2,5,3,7,6,5,0,7,4,6",0-1-2,0.8715485982577742,0.7844425243745203,0.0,1,False,noncentral_holonomy,0.6375118072845954,0.6477697784425936,0.20490483727832853,1.00422536851958,False,0.9877175393299442,0.7844425243745203,8.514277218408022e-16,0.20327501495542388,0.9877175393299433,0.7844425243745194,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,global_block_synchronization,3,32,1700,4,activation_correlation,"4,2,4,7,3,1,1,2,3,1,5,0,6,0,7,0,1,6,2,3,5,4,2,5,3,7,6,5,0,7,4,6",0-1-2,8.514277218408022e-16,8.514277218408022e-16,0.0,1,False,gauge_trivial,0.6375118072845954,0.6477697784425936,0.20490483727832853,1.00422536851958,False,0.9877175393299442,0.7844425243745203,8.514277218408022e-16,0.20327501495542388,0.9877175393299433,0.7844425243745194,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,pairwise_block_procrustes,3,32,1700,4,output_weight_similarity,"2,6,0,5,7,1,5,5,7,5,2,7,3,0,4,2,4,1,6,3,4,0,1,4,2,3,6,3,0,6,7,1",0-1-2,0.8333297107258238,0.7575468510766576,0.0,1,False,noncentral_holonomy,0.6255464978973851,0.6374192752063975,0.16983477734116575,1.0038946206500283,False,0.9877175393299442,0.7575468510766576,8.717412855967459e-16,0.23017068825328657,0.9877175393299433,0.7575468510766568,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,global_block_synchronization,3,32,1700,4,output_weight_similarity,"2,6,0,5,7,1,5,5,7,5,2,7,3,0,4,2,4,1,6,3,4,0,1,4,2,3,6,3,0,6,7,1",0-1-2,8.717412855967459e-16,8.717412855967459e-16,0.0,1,False,gauge_trivial,0.6255464978973851,0.6374192752063975,0.16983477734116575,1.0038946206500283,False,0.9877175393299442,0.7575468510766576,8.717412855967459e-16,0.23017068825328657,0.9877175393299433,0.7575468510766568,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,pairwise_block_procrustes,3,32,1700,8,contiguous,"0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3",0-1-2,0.557175823642329,0.5351176409985621,0.0,1,False,noncentral_holonomy,0.5168379948720537,0.5229116541121378,0.17794767700403524,0.7148061486966226,False,0.9877175393299442,0.5351176409985621,1.2244182708689887e-15,0.45259989833138214,0.987717539329943,0.5351176409985609,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,global_block_synchronization,3,32,1700,8,contiguous,"0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3",0-1-2,1.3212566499054488e-15,1.2244182708689887e-15,0.0,1,False,gauge_trivial,0.5168379948720537,0.5229116541121378,0.17794767700403524,0.7148061486966226,False,0.9877175393299442,0.5351176409985621,1.2244182708689887e-15,0.45259989833138214,0.987717539329943,0.5351176409985609,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,pairwise_block_procrustes,3,32,1700,8,activation_correlation,"1,2,0,1,3,1,1,0,1,1,0,0,3,0,3,0,1,2,2,1,2,0,2,2,3,3,2,3,0,3,3,2",0-1-2,0.6808276320135235,0.6401656934261358,0.0,1,False,noncentral_holonomy,0.5314475246988698,0.5357445343004629,0.2048846861970972,0.7139436986067967,False,0.9877175393299442,0.6401656934261358,1.1885935767033499e-15,0.3475518459038084,0.987717539329943,0.6401656934261346,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,global_block_synchronization,3,32,1700,8,activation_correlation,"1,2,0,1,3,1,1,0,1,1,0,0,3,0,3,0,1,2,2,1,2,0,2,2,3,3,2,3,0,3,3,2",0-1-2,1.1885935767033499e-15,1.1885935767033499e-15,0.0,1,False,gauge_trivial,0.5314475246988698,0.5357445343004629,0.2048846861970972,0.7139436986067967,False,0.9877175393299442,0.6401656934261358,1.1885935767033499e-15,0.3475518459038084,0.987717539329943,0.6401656934261346,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,pairwise_block_procrustes,3,32,1700,8,output_weight_similarity,"0,3,0,3,2,1,1,1,3,0,3,0,2,0,2,0,1,1,1,2,2,0,1,2,3,2,3,2,0,3,3,1",0-1-2,0.8296034067565775,0.754865957891246,0.0,1,False,noncentral_holonomy,0.5250415584842602,0.5305769505179382,0.2802156040104436,0.7286052129448185,False,0.9877175393299442,0.754865957891246,1.2014547011733146e-15,0.23285158143869822,0.987717539329943,0.7548659578912448,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N3_W32_S1700,global_block_synchronization,3,32,1700,8,output_weight_similarity,"0,3,0,3,2,1,1,1,3,0,3,0,2,0,2,0,1,1,1,2,2,0,1,2,3,2,3,2,0,3,3,1",0-1-2,1.2091246116251112e-15,1.2014547011733146e-15,0.0,1,False,gauge_trivial,0.5250415584842602,0.5305769505179382,0.2802156040104436,0.7286052129448185,False,0.9877175393299442,0.754865957891246,1.2014547011733146e-15,0.23285158143869822,0.987717539329943,0.7548659578912448,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.743,0.767,0.796,0.801
real_mnist,mnist_mlp_N4_W16_S1700,permutation,4,16,1700,0,none,,0-1-2,1.118033988749895,0.9270248108869579,0.0,1,False,noncentral_holonomy,,,,,False,0.9278034527053542,,,,,,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.657,0.526,0.678,0.738
real_mnist,mnist_mlp_N4_W16_S1700,permutation,4,16,1700,0,none,,0-1-3,1.1726039399558574,0.9499177595981665,0.0,1,False,noncentral_holonomy,,,,,False,0.9278034527053542,,,,,,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.657,0.526,0.678,0.738
real_mnist,mnist_mlp_N4_W16_S1700,permutation,4,16,1700,0,none,,0-2-3,1.224744871391589,0.9682458365518543,0.0,1,False,noncentral_holonomy,,,,,False,0.9278034527053542,,,,,,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.657,0.526,0.678,0.738
real_mnist,mnist_mlp_N4_W16_S1700,permutation,4,16,1700,0,none,,1-2-3,1.0,0.8660254037844386,0.0,1,False,noncentral_holonomy,,,,,False,0.9278034527053542,,,,,,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.657,0.526,0.678,0.738
real_mnist,mnist_mlp_N4_W16_S1700,monomial_positive_scale,4,16,1700,0,none,,0-1-2,0.9158105508216358,0.3245388743640014,0.0,1,False,noncentral_holonomy,,,,,False,0.9278034527053542,,,,,,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.657,0.526,0.678,0.738
real_mnist,mnist_mlp_N4_W16_S1700,monomial_positive_scale,4,16,1700,0,none,,0-1-3,0.9309613008644831,0.2999311458239149,0.0,1,False,noncentral_holonomy,,,,,False,0.9278034527053542,,,,,,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.657,0.526,0.678,0.738
real_mnist,mnist_mlp_N4_W16_S1700,monomial_positive_scale,4,16,1700,0,none,,0-2-3,0.9534211976358127,0.2851183536764803,0.0,1,False,noncentral_holonomy,,,,,False,0.9278034527053542,,,,,,True,,False,not evaluated: block-orthogonal rotations are feature-space diagnostics for ReLU MLPs,0.657,0.526,0.678,0.738
