setting_id,dataset,architecture,n_models,width,seed,epochs,max_train_samples,max_test_samples,val_fraction,matching,checkpoint_dir,sync_reference,sync_disagreement,individual_accuracy_mean,individual_accuracy_min,individual_accuracy_max,individual_accuracy_variance,individual_loss_mean,method,display_name,paper_name,official_repo,license,implementation_kind,deviations_from_official,output_type,uses_validation_data,capacity_matched_to_weight_average,extra_inference_cost,inference_time_multiplier,param_count_multiplier,is_single_model,uses_exact_relu_symmetry,is_soup,is_ensemble_or_extra_capacity,fair_for_current_claims,fairness_note,val_loss,val_accuracy,selection_val_accuracy,test_loss,test_accuracy,loss,accuracy,single_best_accuracy,merge_degradation,checkpoint,selector_no_test_leakage,evaluation_status,accuracy_delta_vs_internal_c2m3,loss_delta_vs_internal_c2m3,validation_accuracy_delta_vs_internal_c2m3,accuracy_delta_vs_greedy_soup,loss_delta_vs_greedy_soup,validation_accuracy_delta_vs_greedy_soup,accuracy_delta_vs_weight_average,loss_delta_vs_weight_average,validation_accuracy_delta_vs_weight_average,scale_source,mean_abs_log_scale,max_abs_log_scale,log_scale_variance,scale_synchronization_disagreement,soup_indices,soup_selected_labels,soup_ingredient_count,selector_chose,selector_val_margin,selector_pool,reused_internal_improved_selector_row,selector_metric_source
mnist_mlp_N3_W64_S1800,mnist,mlp_relu,3,64,1800,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1800,1,0.1875,0.8791666666666665,0.8779,0.8813,2.3022222222221887e-06,0.4819823414961497,c2m3_permutation,Internal C2M3-style cycle-consistent alignment,Cycle Consistent Model Merging,https://github.com/crisostomi/cycle-consistent-model-merging,MIT,faithful internal C2M3-style reimplementation,Activation-based pairwise permutations are synchronized to a global reference before averaging; official Hydra/uv/wandb pipeline is not run.,single_model,False,True,False,1.0,1.0,True,True,False,False,True,"Fair as the internal C2M3-style reference for current claims, not as official C2M3.",0.6524891662597656,0.851,,0.617390156364441,0.8644,0.617390156364441,0.8644,0.8813,0.016900000000000026,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1800/c2m3_permutation.pt,True,evaluated,0.0,0.0,0.0,-0.016900000000000026,0.14253800067901612,-0.008000000000000007,0.054099999999999926,-0.6173904212951661,0.05599999999999994,,,,,,,,,,,,False,
mnist_mlp_N3_W64_S1800,mnist,mlp_relu,3,64,1800,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1800,1,0.1875,0.8791666666666665,0.8779,0.8813,2.3022222222221887e-06,0.4819823414961497,monomial_scale,Raw monomial scaling,TwistedMerge exact positive ReLU gauge,,project,native internal method,"Positive ReLU hidden-unit scalings are estimated from training activations after permutation synchronization, then averaged.",single_model,False,True,False,1.0,1.0,True,True,False,False,True,Fair as an internal exact-symmetry ablation.,0.6467113876342774,0.861,,0.6128027266979218,0.8642,0.6128027266979218,0.8642,0.8813,0.017100000000000004,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1800/monomial_scale.pt,True,evaluated,-0.00019999999999997797,-0.004587429666519149,0.010000000000000009,-0.017100000000000004,0.13795057101249697,0.0020000000000000018,0.05389999999999995,-0.6219778509616852,0.06599999999999995,reference_raw,0.12086561235963156,0.9940969016096394,0.04209855682940556,0.1875,,,,,,,False,
mnist_mlp_N3_W64_S1800,mnist,mlp_relu,3,64,1800,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1800,1,0.1875,0.8791666666666665,0.8779,0.8813,2.3022222222221887e-06,0.4819823414961497,greedy_soup,Faithful Model Soups greedy soup,Model soups: averaging weights of multiple fine-tuned models improves accuracy without increasing inference time,https://github.com/mlfoundations/model-soups,MIT,faithful in-repo reimplementation,Greedy soup over the same MNIST MLP checkpoints using validation accuracy/loss; official downloaded soup models are not used.,soup_single_model,True,True,False,1.0,1.0,True,False,True,False,True,"Fair as a faithful greedy soup on this MNIST MLP benchmark, not as a broad official Model Soups result.",0.5224421920776368,0.859,0.859,0.4748521556854248,0.8813,0.4748521556854248,0.8813,0.8813,0.0,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1800/greedy_soup.pt,True,evaluated,0.016900000000000026,-0.14253800067901612,0.008000000000000007,0.0,0.0,0.0,0.07099999999999995,-0.7599284219741822,0.06399999999999995,,,,,,[0],"[""original:0""]",1.0,,,,False,
mnist_mlp_N3_W64_S1800,mnist,mlp_relu,3,64,1800,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1800,1,0.1875,0.8791666666666665,0.8779,0.8813,2.3022222222221887e-06,0.4819823414961497,monomial_scaled_greedy_soup,Monomial-scaled greedy soup,TwistedMerge exact positive ReLU gauge plus Model Soups greedy selection,https://github.com/mlfoundations/model-soups,MIT for Model Soups reference; project code for scaling,native internal method plus faithful greedy soup rule,Greedy soup over positive-scale-aligned candidates; official Model Soups code is not imported.,soup_single_model,True,True,False,1.0,1.0,True,True,True,False,True,Fair as an internal monomial+soup ablation.,0.5854630584716797,0.87,0.87,0.5481383396148681,0.8745,0.5481383396148681,0.8745,0.8813,0.006799999999999917,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1800/monomial_scaled_greedy_soup.pt,True,evaluated,0.010100000000000109,-0.06925181674957281,0.019000000000000017,-0.006799999999999917,0.0732861839294433,0.01100000000000001,0.06420000000000003,-0.6866422380447389,0.07499999999999996,,,,,,"[0, 1]","[""monomial:0"", ""monomial:1""]",2.0,,,,False,
mnist_mlp_N3_W64_S1800,mnist,mlp_relu,3,64,1800,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1800,1,0.1875,0.8791666666666665,0.8779,0.8813,2.3022222222221887e-06,0.4819823414961497,validated_ladder_selector,Validated ladder selector,TwistedMerge validation-only ladder selector,,project,native internal method,Selects between C2M3-style alignment and raw monomial scaling by validation accuracy/loss only.,validation_selected_single_model,True,True,False,1.0,1.0,True,True,False,False,True,Fair as the earlier internal selector baseline.,0.6467113876342774,0.861,0.861,0.6128027266979218,0.8642,0.6128027266979218,0.8642,0.8813,0.017100000000000004,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1800/validated_ladder_selector.pt,True,evaluated,-0.00019999999999997797,-0.004587429666519149,0.010000000000000009,-0.017100000000000004,0.13795057101249697,0.0020000000000000018,0.05389999999999995,-0.6219778509616852,0.06599999999999995,,,,,,,,,monomial_scale,0.010000000000000009,"[""c2m3_permutation"", ""monomial_scale""]",False,
mnist_mlp_N3_W64_S1800,mnist,mlp_relu,3,64,1800,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1800,1,0.1875,0.8791666666666665,0.8779,0.8813,2.3022222222221887e-06,0.4819823414961497,improved_validated_selector,Improved validated ladder selector,TwistedMerge improved validation-only selector,,project,native internal method,"Uses the current internal improved-selector definition from the improved validated ladder benchmark when available; that selector chooses among C2M3, monomial, shrinkage/global/optimized monomial, greedy-soup variants, and union candidate soup by validation metrics only.",validation_selected_single_model_or_soup,True,True,False,1.0,1.0,True,True,True,False,True,Fair for the limited internal MNIST MLP selector-vs-baseline claim.,0.5788816184997558,0.874,0.874,0.543596953201294,0.875,0.543596953201294,0.875,0.8813,0.006299999999999972,,True,evaluated,0.010600000000000054,-0.07379320316314697,0.02300000000000002,-0.006299999999999972,0.06874479751586915,0.015000000000000013,0.06469999999999998,-0.691183624458313,0.07899999999999996,,,,,,,,,global_monomial_greedy_soup,0.004,"[""c2m3_permutation"", ""monomial_scale"", ""shrinkage_monomial_scale"", ""global_monomial_scale"", ""optimized_monomial_scale"", ""greedy_soup"", ""c2m3_greedy_soup"", ""monomial_scaled_greedy_soup"", ""shrinkage_monomial_greedy_soup"", ""global_monomial_greedy_soup"", ""optimized_monomial_greedy_soup"", ""union_candidate_soup""]",True,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/csv/improved_validated_ladder_merge_benchmark.csv
mnist_mlp_N4_W32_S1800,mnist,mlp_relu,4,32,1800,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1800,1,0.2890625,0.860025,0.854,0.8629,1.2461875000000025e-05,0.6148433552861213,weight_average,Weight average / uniform soup,Ordinary uniform parameter averaging control,,project,native internal control,Uniform parameter average of the same original checkpoints; also the uniform-soup analogue.,single_model,False,True,False,1.0,1.0,True,False,False,False,True,Fair as an unaligned single-model control.,1.6355206604003907,0.662,,1.6292900659561158,0.651,1.6292900659561158,0.651,0.8629,0.21189999999999998,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1800/weight_average.pt,True,evaluated,-0.18209999999999993,0.764262184238434,-0.15699999999999992,-0.21099999999999997,1.0327199085712433,-0.18599999999999994,0.0,0.0,0.0,,,,,,,,,,,,False,
mnist_mlp_N4_W32_S1800,mnist,mlp_relu,4,32,1800,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1800,1,0.2890625,0.860025,0.854,0.8629,1.2461875000000025e-05,0.6148433552861213,git_rebasin_pairwise,Faithful Git-ReBasin-style pairwise alignment,Git Re-Basin: Merging Models modulo Permutation Symmetries,https://github.com/samuela/git-re-basin,MIT,faithful in-repo reimplementation,"Activation-correlation Hungarian matching aligns each model to model 0, then weights are averaged; official JAX experiment stack is not run.",single_model,False,True,False,1.0,1.0,True,True,False,False,True,"Fair only as a Git-ReBasin-style MNIST MLP baseline, not as an official-code claim.",0.890153923034668,0.794,,0.8566467255592346,0.8255,0.8566467255592346,0.8255,0.8629,0.03739999999999999,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1800/git_rebasin_pairwise.pt,True,evaluated,-0.00759999999999994,-0.008381156158447256,-0.02499999999999991,-0.03649999999999998,0.2600765681743622,-0.05399999999999994,0.1745,-0.7726433403968812,0.132,,,,,,,,,,,,False,
mnist_mlp_N4_W32_S1800,mnist,mlp_relu,4,32,1800,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1800,1,0.2890625,0.860025,0.854,0.8629,1.2461875000000025e-05,0.6148433552861213,c2m3_permutation,Internal C2M3-style cycle-consistent alignment,Cycle Consistent Model Merging,https://github.com/crisostomi/cycle-consistent-model-merging,MIT,faithful internal C2M3-style reimplementation,Activation-based pairwise permutations are synchronized to a global reference before averaging; official Hydra/uv/wandb pipeline is not run.,single_model,False,True,False,1.0,1.0,True,True,False,False,True,"Fair as the internal C2M3-style reference for current claims, not as official C2M3.",0.8955488662719726,0.819,,0.8650278817176819,0.8331,0.8650278817176819,0.8331,0.8629,0.02980000000000005,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1800/c2m3_permutation.pt,True,evaluated,0.0,0.0,0.0,-0.028900000000000037,0.26845772433280946,-0.029000000000000026,0.18209999999999993,-0.764262184238434,0.15699999999999992,,,,,,,,,,,,False,
mnist_mlp_N4_W32_S1800,mnist,mlp_relu,4,32,1800,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1800,1,0.2890625,0.860025,0.854,0.8629,1.2461875000000025e-05,0.6148433552861213,monomial_scale,Raw monomial scaling,TwistedMerge exact positive ReLU gauge,,project,native internal method,"Positive ReLU hidden-unit scalings are estimated from training activations after permutation synchronization, then averaged.",single_model,False,True,False,1.0,1.0,True,True,False,False,True,Fair as an internal exact-symmetry ablation.,0.8935615615844726,0.805,,0.8603988483428955,0.825,0.8603988483428955,0.825,0.8629,0.037900000000000045,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1800/monomial_scale.pt,True,evaluated,-0.008099999999999996,-0.004629033374786373,-0.013999999999999901,-0.03700000000000003,0.2638286909580231,-0.04299999999999993,0.17399999999999993,-0.7688912176132203,0.14300000000000002,reference_raw,0.1835398624301645,1.3606086396852102,0.08122636725458877,0.2890625,,,,,,,False,
mnist_mlp_N4_W32_S1800,mnist,mlp_relu,4,32,1800,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1800,1,0.2890625,0.860025,0.854,0.8629,1.2461875000000025e-05,0.6148433552861213,greedy_soup,Faithful Model Soups greedy soup,Model soups: averaging weights of multiple fine-tuned models improves accuracy without increasing inference time,https://github.com/mlfoundations/model-soups,MIT,faithful in-repo reimplementation,Greedy soup over the same MNIST MLP checkpoints using validation accuracy/loss; official downloaded soup models are not used.,soup_single_model,True,True,False,1.0,1.0,True,False,True,False,True,"Fair as a faithful greedy soup on this MNIST MLP benchmark, not as a broad official Model Soups result.",0.6264653091430664,0.848,0.848,0.5965701573848724,0.862,0.5965701573848724,0.862,0.8629,0.0009000000000000119,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1800/greedy_soup.pt,True,evaluated,0.028900000000000037,-0.26845772433280946,0.029000000000000026,0.0,0.0,0.0,0.21099999999999997,-1.0327199085712433,0.18599999999999994,,,,,,[2],"[""original:2""]",1.0,,,,False,
