summary_type,scope,n_models,width,method,baseline,n_rows,n_seeds,mean_val_accuracy,mean_test_accuracy,test_accuracy_ci_low,test_accuracy_ci_high,test_accuracy_standard_error,mean_test_loss,mean_merge_degradation,mean_accuracy_delta_vs_c2m3,mean_accuracy_delta_vs_greedy_soup,mean_accuracy_delta_vs_weight_average,mean_validation_delta_vs_c2m3,mean_validation_delta_vs_greedy_soup,mean_validation_delta_vs_weight_average,validation_only_selection,symmetry_status,is_single_model,capacity_matched_to_weight_average,comparison,claim_label,n_pairs,paired_mean_accuracy_delta,paired_accuracy_delta_ci_low,paired_accuracy_delta_ci_high,paired_mean_validation_delta,paired_mean_loss_delta,accuracy_wins,accuracy_ties,accuracy_losses,sign_test_two_sided_p,fixed_settings_positive,fixed_settings_total,selector_choice_counts,selector_behavior_reference,selector_chosen_test_better,selector_chosen_test_tied,selector_chosen_test_worse,mean_selected_alpha,fraction_alpha_zero,fraction_alpha_one_or_more,mean_finite_selected_tau,fraction_tau_infinite,soup_mean_ingredient_count,selected_type_examples,n_settings,mean_permutation_cycle_score,mean_permutation_centrality,mean_signed_permutation_centrality,mean_monomial_centrality,mean_monomial_centrality_improvement,noncentral_residual_fraction,non_brauer_or_noncentral_fraction,finite_index_candidate_fraction,real_central_projective_candidate_fraction,ladder_final_decision_counts,ladder_selected_level_counts,target,predictor,pearson,spearman,claim,claim_decision,claim_reason
method_summary,overall,all,all,optimized_monomial_scale,,35.0,15.0,0.8219761904761904,0.8061085714285714,0.8019368571428572,0.8103894285714286,0.0021283258557794568,0.5671161843354362,0.015765714285714237,0.052519999999999976,-0.014702857142857101,0.3258114285714286,0.05647619047619043,-0.013749999999999964,0.32425000000000004,True,validation_optimized_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,shrinkage_monomial_greedy_soup,,35.0,15.0,0.8357261904761905,0.8208114285714285,0.8186738571428571,0.8227828571428573,0.0010592194004526727,0.5197859684535435,0.001062857142857123,0.06722285714285711,0.0,0.3405142857142857,0.07022619047619044,0.0,0.33799999999999997,True,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,shrinkage_monomial_scale,,35.0,15.0,0.8014880952380952,0.7857028571428571,0.7769138571428572,0.7938698571428572,0.004447848097797453,0.6341994169930049,0.03617142857142853,0.03211428571428568,-0.035108571428571385,0.3054057142857143,0.03598809523809519,-0.0342380952380952,0.3037619047619048,True,validation_selected_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,union_candidate_soup,,35.0,15.0,0.8364999999999999,0.8204971428571429,0.8183198571428573,0.8227544285714286,0.0011125070915780815,0.5200943540586744,0.0013771428571428433,0.06690857142857139,-0.00031428571428571443,0.34019999999999995,0.07099999999999997,0.0007738095238094972,0.3387738095238094,True,validation_selected_union_candidate_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,validated_ladder_selector,,35.0,15.0,0.7954404761904762,0.7815599999999999,0.7709941428571427,0.7910408571428571,0.005190170412189087,0.6395053812190464,0.04031428571428567,0.02797142857142854,-0.03925142857142853,0.30126285714285717,0.029940476190476146,-0.040285714285714244,0.29771428571428565,True,validation_selected_exact_relu_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,weight_average,,35.0,15.0,0.49772619047619043,0.4802971428571428,0.44881942857142854,0.5128664285714287,0.016347964941946055,1.4236786109924318,0.34157714285714286,-0.2732914285714285,-0.3405142857142857,0.0,-0.2677738095238095,-0.33799999999999997,0.0,True,ordinary_unaligned_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,c2m3_greedy_soup,,5.0,5.0,0.8262499999999999,0.8132400000000001,0.81036,0.8161200000000001,0.0016916264363032354,0.5429902462863923,0.00059999999999996,0.11432,0.0,0.27379999999999993,0.12025,0.0,0.2725833333333333,True,exact_relu_permutation_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,c2m3_permutation,,5.0,5.0,0.706,0.69892,0.6799199999999999,0.71792,0.011349466947835039,0.7882133828544616,0.11492,0.0,-0.11432,0.15947999999999996,0.0,-0.12025,0.15233333333333327,True,exact_relu_permutation_symmetry,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,ensemble_upper_bound,,5.0,5.0,0.8261666666666667,0.81128,0.80748,0.81508,0.0021546229368499758,0.5435958657455445,0.0025599999999999803,0.11235999999999999,-0.00196000000000002,0.27183999999999997,0.12016666666666664,-8.333333333333994e-05,0.27249999999999996,True,extra_capacity_ensemble,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,global_monomial_greedy_soup,,5.0,5.0,0.8262499999999999,0.8132400000000001,0.81044,0.8163600000000001,0.0016916264363032354,0.5429902440071106,0.00059999999999996,0.11432,0.0,0.27379999999999993,0.12025,0.0,0.2725833333333333,True,global_exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,global_monomial_scale,,5.0,5.0,0.7734166666666666,0.75656,0.7448,0.7687199999999998,0.006981518459475698,0.701415160446167,0.05727999999999996,0.05763999999999997,-0.05667999999999997,0.21711999999999998,0.06741666666666665,-0.05283333333333327,0.21974999999999995,True,validation_selected_global_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,greedy_soup,,5.0,5.0,0.8262499999999999,0.8132400000000001,0.81036,0.8161200000000001,0.0016916264363032354,0.5429902452373504,0.00059999999999996,0.11432,0.0,0.27379999999999993,0.12025,0.0,0.2725833333333333,True,ordinary_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,improved_validated_selector,,5.0,5.0,0.8266666666666665,0.8125600000000001,0.8096400000000001,0.81576,0.0017382750070112493,0.5431111885070801,0.0012799999999999598,0.11363999999999999,-0.00067999999999998,0.27312,0.12066666666666663,0.00041666666666664,0.27299999999999996,True,validation_selected_single_model_or_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,monomial_scale,,5.0,5.0,0.7579166666666668,0.7420800000000001,0.72184,0.7607200000000001,0.011492884755360588,0.7119358988380433,0.07175999999999996,0.04315999999999996,-0.07115999999999997,0.20264,0.0519166666666666,-0.06833333333333329,0.20424999999999996,True,exact_relu_positive_scale_symmetry,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,monomial_scaled_greedy_soup,,5.0,5.0,0.8262499999999999,0.8132400000000001,0.81036,0.8161200000000001,0.0016916264363032354,0.5429902449035644,0.00059999999999996,0.11432,0.0,0.27379999999999993,0.12025,0.0,0.2725833333333333,True,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,optimized_monomial_greedy_soup,,5.0,5.0,0.8262499999999999,0.8132400000000001,0.81036,0.8161200000000001,0.0016916264363032354,0.5429902470684052,0.00059999999999996,0.11432,0.0,0.27379999999999993,0.12025,0.0,0.2725833333333333,True,optimized_exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,optimized_monomial_scale,,5.0,5.0,0.8036666666666668,0.7901999999999999,0.78748,0.79292,0.0015735310610216842,0.6192919487762452,0.02363999999999996,0.09127999999999999,-0.02303999999999998,0.25076,0.09766666666666664,-0.0225833333333333,0.24999999999999992,True,validation_optimized_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,shrinkage_monomial_greedy_soup,,5.0,5.0,0.8262499999999999,0.8132400000000001,0.81036,0.8161200000000001,0.0016916264363032354,0.5429902432537079,0.00059999999999996,0.11432,0.0,0.27379999999999993,0.12025,0.0,0.2725833333333333,True,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,shrinkage_monomial_scale,,5.0,5.0,0.7711666666666666,0.7538400000000001,0.74404,0.7658800000000001,0.006382287990995071,0.7017620216178894,0.05999999999999996,0.05491999999999998,-0.05939999999999999,0.21439999999999992,0.06516666666666662,-0.0550833333333333,0.21749999999999994,True,validation_selected_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,union_candidate_soup,,5.0,5.0,0.8266666666666665,0.8125600000000001,0.8096400000000001,0.81576,0.0017382750070112493,0.5431111885070801,0.0012799999999999598,0.11363999999999999,-0.00067999999999998,0.27312,0.12066666666666663,0.00041666666666664,0.27299999999999996,True,validation_selected_union_candidate_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,validated_ladder_selector,,5.0,5.0,0.7579166666666668,0.7420800000000001,0.72184,0.76264,0.011492884755360588,0.7119358988380433,0.07175999999999996,0.04315999999999996,-0.07115999999999997,0.20264,0.0519166666666666,-0.06833333333333329,0.20424999999999996,True,validation_selected_exact_relu_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,32,weight_average,,5.0,5.0,0.5536666666666668,0.53944,0.4581200000000001,0.5966,0.04033576080849349,1.350658991317749,0.2743999999999999,-0.15947999999999996,-0.27379999999999993,0.0,-0.15233333333333327,-0.2725833333333333,0.0,True,ordinary_unaligned_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,c2m3_greedy_soup,,5.0,5.0,0.8378333333333334,0.8181200000000001,0.81572,0.8205199999999999,0.0013979985693841044,0.5212681982421875,0.00275999999999994,0.038239999999999955,0.0,0.3028799999999999,0.045999999999999965,0.0,0.3086666666666666,True,exact_relu_permutation_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,c2m3_permutation,,5.0,5.0,0.7918333333333333,0.77988,0.7683199999999999,0.79048,0.006411427298191873,0.6471046983337402,0.04099999999999994,0.0,-0.038239999999999955,0.26464,0.0,-0.045999999999999965,0.26266666666666666,True,exact_relu_permutation_symmetry,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,ensemble_upper_bound,,5.0,5.0,0.8397500000000001,0.8256,0.82484,0.8264799999999999,0.0004979959839195525,0.5111386527061462,-0.00471999999999998,0.04571999999999996,0.00747999999999994,0.31035999999999997,0.047916666666666594,0.00191666666666664,0.3105833333333333,True,extra_capacity_ensemble,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,global_monomial_greedy_soup,,5.0,5.0,0.8378333333333334,0.8181200000000001,0.81572,0.8205199999999999,0.0013979985693841044,0.5212681982421874,0.00275999999999994,0.038239999999999955,0.0,0.3028799999999999,0.045999999999999965,0.0,0.3086666666666666,True,global_exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,global_monomial_scale,,5.0,5.0,0.8167500000000001,0.79876,0.7924,0.8038000000000001,0.003290835760107139,0.6166785175704955,0.02211999999999994,0.01887999999999998,-0.01935999999999996,0.28351999999999994,0.0249166666666666,-0.0210833333333333,0.28758333333333336,True,validation_selected_global_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,greedy_soup,,5.0,5.0,0.8378333333333334,0.8181200000000001,0.81572,0.8205199999999999,0.0013979985693841044,0.5212682011508941,0.00275999999999994,0.038239999999999955,0.0,0.3028799999999999,0.045999999999999965,0.0,0.3086666666666666,True,ordinary_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,improved_validated_selector,,5.0,5.0,0.8386666666666667,0.8173600000000001,0.8156800000000001,0.81944,0.00107962956610127,0.5190480225372314,0.0035199999999999203,0.03748,-0.00075999999999996,0.30212000000000006,0.046833333333333275,0.0008333333333333199,0.3095,True,validation_selected_single_model_or_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,monomial_scale,,5.0,5.0,0.8134166666666666,0.79756,0.7909200000000001,0.8022400000000001,0.0034201754340969183,0.6130232001495362,0.023319999999999938,0.01767999999999996,-0.02055999999999992,0.28231999999999996,0.02158333333333328,-0.024416666666666663,0.28424999999999995,True,exact_relu_positive_scale_symmetry,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,monomial_scaled_greedy_soup,,5.0,5.0,0.8378333333333334,0.8181200000000001,0.81572,0.8205199999999999,0.0013979985693841044,0.5212682040214538,0.00275999999999994,0.038239999999999955,0.0,0.3028799999999999,0.045999999999999965,0.0,0.3086666666666666,True,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,optimized_monomial_greedy_soup,,5.0,5.0,0.8378333333333334,0.8181200000000001,0.81576,0.8205199999999999,0.0013979985693841044,0.5212682059001923,0.00275999999999994,0.038239999999999955,0.0,0.3028799999999999,0.045999999999999965,0.0,0.3086666666666666,True,optimized_exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,optimized_monomial_scale,,5.0,5.0,0.8248333333333333,0.8093199999999999,0.8068799999999999,0.8118400000000001,0.0015160474926597751,0.5597165577125549,0.01155999999999994,0.029439999999999977,-0.00879999999999996,0.29408,0.03299999999999996,-0.012999999999999939,0.29566666666666663,True,validation_optimized_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,shrinkage_monomial_greedy_soup,,5.0,5.0,0.8378333333333334,0.8181200000000001,0.81572,0.8205199999999999,0.0013979985693841044,0.5212682052707672,0.00275999999999994,0.038239999999999955,0.0,0.3028799999999999,0.045999999999999965,0.0,0.3086666666666666,True,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,shrinkage_monomial_scale,,5.0,5.0,0.8161666666666667,0.7998799999999999,0.7940359999999999,0.80468,0.003137897385192831,0.6121792642688751,0.020999999999999942,0.01999999999999994,-0.018239999999999958,0.28463999999999995,0.02433333333333332,-0.02166666666666662,0.28700000000000003,True,validation_selected_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,union_candidate_soup,,5.0,5.0,0.8386666666666667,0.8173600000000001,0.81572,0.8194800000000001,0.00107962956610127,0.519048025894165,0.0035199999999999203,0.03748,-0.00075999999999996,0.30212000000000006,0.046833333333333275,0.0008333333333333199,0.3095,True,validation_selected_union_candidate_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,validated_ladder_selector,,5.0,5.0,0.8134166666666666,0.79756,0.79068,0.8022400000000001,0.0034201754340969183,0.6130232001495362,0.023319999999999938,0.01767999999999996,-0.02055999999999992,0.28231999999999996,0.02158333333333328,-0.024416666666666663,0.28424999999999995,True,validation_selected_exact_relu_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,64,weight_average,,5.0,5.0,0.5291666666666666,0.51524,0.46612,0.55496,0.025448567739658746,1.270267518825531,0.30563999999999997,-0.26464,-0.3028799999999999,0.0,-0.26266666666666666,-0.3086666666666666,0.0,True,ordinary_unaligned_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,c2m3_greedy_soup,,5.0,5.0,0.8416666666666668,0.8268800000000001,0.8238,0.8296800000000001,0.001693044594805475,0.498926555557251,0.0006000000000000001,0.01771999999999994,0.0,0.25028,0.023749999999999917,0.0,0.24775,True,exact_relu_permutation_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,c2m3_permutation,,5.0,5.0,0.8179166666666667,0.80916,0.80412,0.81288,0.002655108284044174,0.5695938907337188,0.01831999999999994,0.0,-0.01771999999999994,0.23255999999999996,0.0,-0.023749999999999917,0.22400000000000003,True,exact_relu_permutation_symmetry,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,ensemble_upper_bound,,5.0,5.0,0.84375,0.83184,0.8303200000000001,0.8333600000000001,0.0008704022058795646,0.4901778901863098,-0.004359999999999959,0.02267999999999996,0.00495999999999996,0.25523999999999997,0.025833333333333243,0.0020833333333332604,0.2498333333333333,True,extra_capacity_ensemble,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,global_monomial_greedy_soup,,5.0,5.0,0.8416666666666668,0.8268800000000001,0.823839,0.8296800000000001,0.001693044594805475,0.4989265573883056,0.0006000000000000001,0.01771999999999994,0.0,0.25028,0.023749999999999917,0.0,0.24775,True,global_exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,global_monomial_scale,,5.0,5.0,0.8240833333333333,0.8124800000000001,0.8103200000000002,0.8146800000000001,0.001290891165048386,0.5553391656112672,0.014999999999999961,0.0033199999999999805,-0.01439999999999996,0.23588,0.00616666666666656,-0.0175833333333333,0.23016666666666658,True,validation_selected_global_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,greedy_soup,,5.0,5.0,0.8416666666666668,0.8268800000000001,0.82384,0.8296800000000001,0.001693044594805475,0.4989265578365326,0.0006000000000000001,0.01771999999999994,0.0,0.25028,0.023749999999999917,0.0,0.24775,True,ordinary_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,improved_validated_selector,,5.0,5.0,0.8439166666666666,0.82456,0.82172,0.8271200000000001,0.001590471628165695,0.5031855187225341,0.00292,0.015399999999999938,-0.00232,0.2479599999999999,0.025999999999999922,0.00224999999999994,0.24999999999999994,True,validation_selected_single_model_or_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,monomial_scale,,5.0,5.0,0.8194166666666668,0.8111599999999999,0.80908,0.8132400000000001,0.0011923086848631072,0.5566692690086364,0.016319999999999963,0.00199999999999996,-0.015719999999999963,0.23456000000000002,0.0014999999999999601,-0.022249999999999957,0.22549999999999998,True,exact_relu_positive_scale_symmetry,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,monomial_scaled_greedy_soup,,5.0,5.0,0.8416666666666668,0.8268800000000001,0.8238,0.8296800000000001,0.001693044594805475,0.49892655890464777,0.0006000000000000001,0.01771999999999994,0.0,0.25028,0.023749999999999917,0.0,0.24775,True,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,optimized_monomial_greedy_soup,,5.0,5.0,0.8420833333333334,0.82636,0.8226799999999999,0.8296800000000001,0.0021235818797494185,0.49960205430984495,0.00112,0.01719999999999994,-0.00052,0.24976000000000004,0.024166666666666597,0.00041666666666665997,0.2481666666666667,True,optimized_exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,optimized_monomial_scale,,5.0,5.0,0.83925,0.82196,0.8212399999999999,0.8229999999999998,0.000499599839871871,0.5164434915065765,0.00551999999999998,0.012799999999999959,-0.00491999999999998,0.24535999999999994,0.02133333333333326,-0.0024166666666666802,0.24533333333333332,True,validation_optimized_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,shrinkage_monomial_greedy_soup,,5.0,5.0,0.8416666666666668,0.8268800000000001,0.8238,0.8296800000000001,0.001693044594805475,0.4989265578651428,0.0006000000000000001,0.01771999999999994,0.0,0.25028,0.023749999999999917,0.0,0.24775,True,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
