residual_id,policy,candidate_label,bootstrap_mode,bootstrap_samples,bootstrap_detection_rate,bootstrap_order_agreement_rate,bootstrap_phase_std,bootstrap_residual_mean,bootstrap_residual_std
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4203:0-1-3:1573,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1496705180738467,0.11302627849949147
mnist_mlp_N3_W64_input_noise_monomial_activation_seed4200:0-1-2:90,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2828275167573877,0.1077794314508462
mnist_mlp_N3_W64_input_noise_monomial_activation_seed4200:0-1-2:90,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2806818438943424,0.10319889454018
mnist_mlp_N3_W64_input_noise_monomial_activation_seed4200:0-1-2:90,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2674300842067503,0.10948776294499603
mnist_mlp_N3_W64_input_noise_monomial_activation_seed4200:0-1-2:90,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2762171589758464,0.09862865814354922
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4221:0-1-3:685,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.161683287066815,0.09058043745455095
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4221:0-1-3:685,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1913810420785511,0.10146696296019178
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4221:0-1-3:685,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1973074316485413,0.11192108063314113
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4221:0-1-3:685,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1777771978597942,0.10682774914265024
fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4224:0-1-2:1224,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1299899942667166,0.08937818393831712
fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4224:0-1-2:1224,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1185407321675056,0.10261821412516595
fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4224:0-1-2:1224,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1212413255923743,0.09590610723707145
fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4224:0-1-2:1224,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.155528250134989,0.10114182119125632
mnist_mlp_N4_W64_none_monomial_weight_seed4215:0-1-3:301,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2136237813476787,0.09722406577309503
mnist_mlp_N4_W64_none_monomial_weight_seed4215:0-1-3:301,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1999592469332803,0.13039842103143243
mnist_mlp_N4_W64_none_monomial_weight_seed4215:0-1-3:301,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2211083838502466,0.11318283323347912
mnist_mlp_N4_W64_none_monomial_weight_seed4215:0-1-3:301,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2200429968608761,0.11621906107528447
mnist_mlp_N4_W64_none_monomial_activation_seed4213:0-1-3:413,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1469684287871333,0.10279928050991632
mnist_mlp_N4_W64_none_monomial_activation_seed4213:0-1-3:413,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1392302724045917,0.10153778117869634
mnist_mlp_N4_W64_none_monomial_activation_seed4213:0-1-3:413,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.133678578569112,0.10893272790545469
mnist_mlp_N4_W64_none_monomial_activation_seed4213:0-1-3:413,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1471484484627725,0.10164308000571555
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4206:0-1-3:1585,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1437243176843443,0.10025179713635009
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4206:0-1-3:1585,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1170210795049798,0.09923874077893355
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4206:0-1-3:1585,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1320664856791813,0.11582110995971172
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4206:0-1-3:1585,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1393676976174587,0.09862578470838534
mnist_mlp_N4_W64_input_noise_monomial_weight_seed4203:1-2-3:495,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2893633696899236,0.10289530278217007
mnist_mlp_N4_W64_input_noise_monomial_weight_seed4203:1-2-3:495,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2959455385867884,0.1212800439337575
mnist_mlp_N4_W64_input_noise_monomial_weight_seed4203:1-2-3:495,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.3000749909082558,0.11972961181995398
mnist_mlp_N4_W64_input_noise_monomial_weight_seed4203:1-2-3:495,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.291615472420759,0.10953516469406116
fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4211:0-1-2:1241,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2288373403778834,0.11054509327837962
fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4211:0-1-2:1241,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2222412721835196,0.1036455499407984
fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4211:0-1-2:1241,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2211762895061538,0.12335363836873121
fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4211:0-1-2:1241,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.224442134857092,0.11095258637826201
mnist_mlp_N3_W64_none_monomial_activation_seed4211:0-1-2:41,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2554246276251007,0.11173880039993474
mnist_mlp_N3_W64_none_monomial_activation_seed4211:0-1-2:41,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.254180211458234,0.1175558246117921
mnist_mlp_N3_W64_none_monomial_activation_seed4211:0-1-2:41,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2490085858516817,0.115197936377564
mnist_mlp_N3_W64_none_monomial_activation_seed4211:0-1-2:41,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2436034661074336,0.11454503654906446
mnist_mlp_N4_W64_none_monomial_activation_seed4210:0-1-2:400,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1157578273876612,0.10057975720306386
mnist_mlp_N4_W64_none_monomial_activation_seed4210:0-1-2:400,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1092244531717674,0.10497517050761347
mnist_mlp_N4_W64_none_monomial_activation_seed4210:0-1-2:400,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.112085904408553,0.0983302099032414
mnist_mlp_N4_W64_none_monomial_activation_seed4210:0-1-2:400,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1009355834437513,0.09058355726066396
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4220:1-2-3:1643,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.174045074396316,0.09790708937440157
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4220:1-2-3:1643,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.18651548169141,0.11533925845257825
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4220:1-2-3:1643,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1990102045955702,0.10879482735433041
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4220:1-2-3:1643,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2011796841900517,0.10831268124837172
fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4211:0-1-2:1844,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.242610981642701,0.1153143195366332
fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4211:0-1-2:1844,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2421711107825484,0.10244995542515162
fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4211:0-1-2:1844,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2276987311202958,0.11737865393003513
fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4211:0-1-2:1844,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.23503512042616,0.09928233862824588
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4204:1-2-3:1579,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2504870596617597,0.11250058456610108
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4204:1-2-3:1579,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2386514365415129,0.10400338873084798
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4204:1-2-3:1579,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2651291013359434,0.12971386719015604
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4204:1-2-3:1579,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2455739352522615,0.11345382130475848
mnist_mlp_N4_W64_none_monomial_activation_seed4217:1-2-3:431,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1519067720409613,0.0915670098792806
mnist_mlp_N4_W64_none_monomial_activation_seed4217:1-2-3:431,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.170867550660337,0.10019900678831002
mnist_mlp_N4_W64_none_monomial_activation_seed4217:1-2-3:431,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1627873854583208,0.10357152803657463
mnist_mlp_N4_W64_none_monomial_activation_seed4217:1-2-3:431,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.161764888972376,0.10501781431957041
mnist_mlp_N4_W64_none_monomial_activation_seed4215:0-1-2:420,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2547288970391866,0.10781622541879575
mnist_mlp_N4_W64_none_monomial_activation_seed4215:0-1-2:420,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2727019794435876,0.12075842884166307
mnist_mlp_N4_W64_none_monomial_activation_seed4215:0-1-2:420,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2578468631659998,0.09951322075255711
mnist_mlp_N4_W64_none_monomial_activation_seed4215:0-1-2:420,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2861483691450883,0.1339477236395838
mnist_mlp_N3_W64_none_monomial_activation_seed4221:0-1-2:51,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2808188473884135,0.13509844610646973
mnist_mlp_N3_W64_none_monomial_activation_seed4221:0-1-2:51,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2164933578107329,0.10058528974073956
mnist_mlp_N3_W64_none_monomial_activation_seed4221:0-1-2:51,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2662060749008717,0.11731291262727132
mnist_mlp_N3_W64_none_monomial_activation_seed4221:0-1-2:51,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2600549843739572,0.11643850808057704
fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4202:0-1-3:1809,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.3522439385237177,0.1212867376520367
fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4202:0-1-3:1809,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.354733294039724,0.13674402405867964
fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4202:0-1-3:1809,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.3713494176698757,0.11193809945516446
fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4202:0-1-3:1809,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.3393079651616102,0.1361531286361309
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223:0-1-2:1313,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.3117844031542096,0.11591230909386663
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223:0-1-2:1313,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.3224447405679771,0.125345825110802
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223:0-1-2:1313,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.3127533015873363,0.12067721237805626
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223:0-1-2:1313,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.333887402823502,0.12219951046244411
mnist_mlp_N4_W64_none_monomial_activation_seed4228:0-1-2:472,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.222620033613709,0.11841700192107678
mnist_mlp_N4_W64_none_monomial_activation_seed4228:0-1-2:472,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1960677514697247,0.11773984337177525
mnist_mlp_N4_W64_none_monomial_activation_seed4228:0-1-2:472,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2145415568668492,0.12701917595826062
mnist_mlp_N4_W64_none_monomial_activation_seed4228:0-1-2:472,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1927775423351394,0.11266304744880173
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4215:0-2-3:662,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2330601624407023,0.12186722318574451
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4215:0-2-3:662,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.220647464539118,0.11840169177427512
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4215:0-2-3:662,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2217714209962955,0.10379379367832234
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4215:0-2-3:662,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2395140176813901,0.10564840923308894
mnist_mlp_N3_W64_none_monomial_activation_seed4229:0-1-2:59,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1529310112714015,0.1032114549340389
mnist_mlp_N3_W64_none_monomial_activation_seed4229:0-1-2:59,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1698169182625353,0.10985092393679875
mnist_mlp_N3_W64_none_monomial_activation_seed4229:0-1-2:59,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1499389385569048,0.09808889020543889
mnist_mlp_N3_W64_none_monomial_activation_seed4229:0-1-2:59,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1597832402790609,0.11746874668955316
mnist_mlp_N4_W64_none_monomial_weight_seed4227:1-2-3:351,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2606561207295313,0.11852342320847843
mnist_mlp_N4_W64_none_monomial_weight_seed4227:1-2-3:351,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2779261044873755,0.11093772922131782
mnist_mlp_N4_W64_none_monomial_weight_seed4227:1-2-3:351,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2803649387084577,0.11939099622859123
mnist_mlp_N4_W64_none_monomial_weight_seed4227:1-2-3:351,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2680698190986803,0.12052176302065247
mnist_mlp_N4_W64_none_monomial_activation_seed4202:0-2-3:370,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.205466451388662,0.12363873055158899
mnist_mlp_N4_W64_none_monomial_activation_seed4202:0-2-3:370,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2063216046883818,0.11290311897472567
mnist_mlp_N4_W64_none_monomial_activation_seed4202:0-2-3:370,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.188143915597057,0.11039896810417561
mnist_mlp_N4_W64_none_monomial_activation_seed4202:0-2-3:370,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2108377392370404,0.12136502961901612
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4202:0-2-3:1570,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1951920986607312,0.11733779369883532
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4202:0-2-3:1570,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.202116442601215,0.12132098990702782
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4202:0-2-3:1570,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.210332125304456,0.10308756401479628
fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4202:0-2-3:1570,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.202415979529101,0.10693901749767583
mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223:0-1-2:113,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1893276223479112,0.11717752799077226
mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223:0-1-2:113,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1936481510794905,0.12123391774580386
mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223:0-1-2:113,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.230746845034221,0.11285235789254856
mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223:0-1-2:113,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2042921868598355,0.1161901486014347
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4220:0-1-3:681,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2359577272051754,0.11535889074274051
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4220:0-1-3:681,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.222295817515889,0.11131695638370318
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4220:0-1-3:681,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2131167812030226,0.11519113604369376
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4220:0-1-3:681,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2239238907133911,0.10453875116855418
mnist_mlp_N4_W64_none_monomial_activation_seed4225:0-1-3:461,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2569748313519085,0.11728823312677655
mnist_mlp_N4_W64_none_monomial_activation_seed4225:0-1-3:461,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2603258878295118,0.127262784870936
mnist_mlp_N4_W64_none_monomial_activation_seed4225:0-1-3:461,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2597339869838444,0.12071190479936808
mnist_mlp_N4_W64_none_monomial_activation_seed4225:0-1-3:461,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.240242303702907,0.11477370569646411
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4227:0-1-3:709,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2418979307260103,0.11889365025798361
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4227:0-1-3:709,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2569686596639433,0.10032801396754554
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4227:0-1-3:709,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2430541809310498,0.1166316719293074
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4227:0-1-3:709,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2477974995289784,0.11191243098557731
fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200:0-2-3:1802,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2323783733142075,0.11347356879473681
fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200:0-2-3:1802,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2459502492042411,0.11980031537064978
